nombre_carrera,fecha,categoria,url_base,paginas_leidas,n_masculino,n_femenino,n_desconocido,n_total,n_filas_unicas,n_filas_sin_codigo
XVII CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,19 jul. 2026,PREBENXAMIN (2019-2021),https://ccnorte.com/resultados/xvii-carreira-pedestre-popular-concello-de-boimorto/prebenxamin-2019-2021/1,1,7,7,0,14,14,0
LIV TRAVESIA AL DIQUE,25 jul. 2026,1200m (Todas las edades),https://ccnorte.com/resultados/liv-travesia-al-dique/1200m-todas-las-edades/1,3,29,23,0,52,51,0
LIV TRAVESIA AL DIQUE,25 jul. 2026,3500m MASCULINO,https://ccnorte.com/resultados/liv-travesia-al-dique/3500m-2012-y-anteriiores/1,4,95,0,0,95,95,0
IV TRAVESÍA DE AGUAS ABIERTAS EMBALSE DE RIAÑO,19 jul. 2026,RELEVO (2X3500m),https://ccnorte.com/resultados/iv-travesia-de-aguas-abiertas-embalse-de-riano/relevo-2x3500m/1,1,0,0,9,9,9,0
IV TRAVESÍA DE AGUAS ABIERTAS EMBALSE DE RIAÑO,19 jul. 2026,7000m,https://ccnorte.com/resultados/iv-travesia-de-aguas-abiertas-embalse-de-riano/7000m/1,1,17,3,0,20,20,0
IV TRAVESÍA DE AGUAS ABIERTAS EMBALSE DE RIAÑO,19 jul. 2026,800m,https://ccnorte.com/resultados/iv-travesia-de-aguas-abiertas-embalse-de-riano/800m/1,2,26,19,0,45,45,0
IV TRAVESÍA DE AGUAS ABIERTAS EMBALSE DE RIAÑO,19 jul. 2026,400m,https://ccnorte.com/resultados/iv-travesia-de-aguas-abiertas-embalse-de-riano/400m/1,2,9,22,0,31,31,0
XXIV TRÍATLON CIDADE DE FERROL,18 jul. 2026,FEMININA LIGA,https://ccnorte.com/resultados/xxiv-triatlon-cidade-de-ferrol/feminina-liga/1,2,0,30,0,30,30,0
IV TRAVESÍA DE AGUAS ABIERTAS EMBALSE DE RIAÑO,19 jul. 2026,3500m,https://ccnorte.com/resultados/iv-travesia-de-aguas-abiertas-embalse-de-riano/3500m/1,3,50,22,0,72,72,0
XVII CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,19 jul. 2026,ABSOLUTA (2010 e anteriores),https://ccnorte.com/resultados/xvii-carreira-pedestre-popular-concello-de-boimorto/absoluta-2010-e-anteriores/1,5,86,25,0,111,111,0
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,18 jul. 2026,BENXAMIN FEMENINA,https://ccnorte.com/resultados/triatlon-de-menores-cidade-de-ferrol-cpto-xunta-de-galicia-de-triatlon-2026/benxamin-femenina/1,1,0,15,0,15,15,0
IV TRAVESÍA DE AGUAS ABIERTAS EMBALSE DE RIAÑO,19 jul. 2026,1500m,https://ccnorte.com/resultados/iv-travesia-de-aguas-abiertas-embalse-de-riano/1500m/1,4,32,45,0,77,77,0
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,18 jul. 2026,BENXAMIN MASCULINA,https://ccnorte.com/resultados/triatlon-de-menores-cidade-de-ferrol-cpto-xunta-de-galicia-de-triatlon-2026/benxamin-masculina/1,1,20,0,0,20,20,0
XXIV TRÍATLON CIDADE DE FERROL CTO EUROPA YOUTH,18 jul. 2026,FEMININA YOUTH,https://ccnorte.com/resultados/xxiv-triatlon-cidade-de-ferrol-cto-europa-youth/feminina-youth/1,2,0,30,0,30,30,0
XXIV TRÍATLON CIDADE DE FERROL CTO EUROPA YOUTH,18 jul. 2026,MASCULINA YOUTH,https://ccnorte.com/resultados/xxiv-triatlon-cidade-de-ferrol-cto-europa-youth/masculina-youth/1,2,45,0,0,45,45,0
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,18 jul. 2026,ALEVIN FEMENINA,https://ccnorte.com/resultados/triatlon-de-menores-cidade-de-ferrol-cpto-xunta-de-galicia-de-triatlon-2026/alevin-femenina/1,1,0,14,0,14,14,0
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,18 jul. 2026,INFANTIL MASCULINA,https://ccnorte.com/resultados/triatlon-de-menores-cidade-de-ferrol-cpto-xunta-de-galicia-de-triatlon-2026/infantil-masculina/1,1,23,0,0,23,23,0
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,18 jul. 2026,CADETE MASCULINA,https://ccnorte.com/resultados/triatlon-de-menores-cidade-de-ferrol-cpto-xunta-de-galicia-de-triatlon-2026/cadete-masculina/1,1,22,0,0,22,22,0
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,18 jul. 2026,CADETE FEMENINA,https://ccnorte.com/resultados/triatlon-de-menores-cidade-de-ferrol-cpto-xunta-de-galicia-de-triatlon-2026/cadete-femenina/1,1,0,11,0,11,11,0
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,18 jul. 2026,ALEVIN MASCULINA,https://ccnorte.com/resultados/triatlon-de-menores-cidade-de-ferrol-cpto-xunta-de-galicia-de-triatlon-2026/alevin-masculina/1,2,31,0,0,31,31,0
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,18 jul. 2026,INFANTIL FEMENINA,https://ccnorte.com/resultados/triatlon-de-menores-cidade-de-ferrol-cpto-xunta-de-galicia-de-triatlon-2026/infantil-femenina/1,1,0,15,0,15,15,0
XXIV TRÍATLON CIDADE DE FERROL,18 jul. 2026,MASCULINA LIGA,https://ccnorte.com/resultados/xxiv-triatlon-cidade-de-ferrol/masculina-liga/1,4,86,0,0,86,86,0
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,18 jul. 2026,CTO GALEGO REMUDA MIXTA,https://ccnorte.com/resultados/triatlon-de-menores-cidade-de-ferrol-cpto-xunta-de-galicia-de-triatlon-2026/remuda-mixta/1,1,0,0,5,5,5,0
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,18 jul. 2026,OPEN REMUDA MIXTA,https://ccnorte.com/resultados/triatlon-de-menores-cidade-de-ferrol-cpto-xunta-de-galicia-de-triatlon-2026/open-remuda-mixta/1,1,0,0,2,2,2,0
IX EDICION SAMURAI XTREME RACE 2026,04 jul. 2026,EQUIPOS POPULAR SAMURAI RACE 2026,https://ccnorte.com/resultados/ix-edicion-samurai-xtreme-race-2026/equipos-popular-samurai-race-2026/1,1,0,0,0,0,8,8
HEROICAN RACE RIBADEO 2026,28 jun. 2026,ELITE,https://ccnorte.com/resultados/heroican-race-ribadeo-2026/elite/1,1,22,2,0,24,24,0
HEROICAN RACE RIBADEO 2026,28 jun. 2026,STARTER 1,https://ccnorte.com/resultados/heroican-race-ribadeo-2026/starter/1,2,32,15,0,47,47,0
IX EDICION SAMURAI XTREME RACE 2026,04 jul. 2026,TANDA 1 ELITE,https://ccnorte.com/resultados/ix-edicion-samurai-xtreme-race-2026/tanda-1-elite/1,3,49,11,0,60,60,0
IX EDICION SAMURAI XTREME RACE 2026,04 jul. 2026,TANDA 2 STARTER,https://ccnorte.com/resultados/ix-edicion-samurai-xtreme-race-2026/tanda-2-starter/1,4,59,27,0,86,86,0
TRIATLON LAGO DE AS PONTES 2026,28 jun. 2026,MEDIA DISTANCIA FEMENINA,https://ccnorte.com/resultados/triatlon-lago-de-as-pontes/media-distancia-femenina/1,1,0,3,0,3,3,0
VACALOURA GRAVEL,28 jun. 2026,RUTA CORTA,https://ccnorte.com/resultados/vacaloura-gravel/ruta-corta/1,3,47,7,0,54,54,0
TRIATLON LAGO DE AS PONTES 2026,28 jun. 2026,MEDIA DISTANCIA MASCULINA,https://ccnorte.com/resultados/triatlon-lago-de-as-pontes/media-distancia-masculina/1,4,94,0,0,94,94,0
TRIATLON LAGO DE AS PONTES 2026,28 jun. 2026,DISTANCIA OLIMPICA FEMENINA,https://ccnorte.com/resultados/triatlon-lago-de-as-pontes/distancia-olimpica-femenina/1,2,0,35,0,35,35,0
TRIATLON LAGO DE AS PONTES 2026,28 jun. 2026,MEDIA DISTANCIA RELEVOS,https://ccnorte.com/resultados/triatlon-lago-de-as-pontes/md-relevos/1,1,5,2,6,13,13,0
TRIATLON LAGO DE AS PONTES 2026,28 jun. 2026,DISTANCIA OLIMPICA RELEVOS,https://ccnorte.com/resultados/triatlon-lago-de-as-pontes/do-relevos/1,1,4,2,5,11,11,0
VACALOURA GRAVEL,28 jun. 2026,RUTA LONGA,https://ccnorte.com/resultados/vacaloura-gravel/ruta-longa/1,8,195,6,0,201,200,0
TRIATLON LAGO DE AS PONTES 2026,28 jun. 2026,CTO GALEGO FEMENINA,https://ccnorte.com/resultados/triatlon-lago-de-as-pontes/cto-galego-femenina/1,1,0,23,0,23,23,0
III CARREIRA POPULAR E ANDAINA “CENTRO XEOGRÁFICO DE GALICIA-ANTAS DE ULLA”,27 jun. 2026,SUB 10 (2017-2018),https://ccnorte.com/resultados/iii-carreira-popular-e-andaina-centro-xeografico-de-galicia-antas-de-ulla/sub-10-2017-2018/1,1,6,6,0,12,12,0
TRIATLON LAGO DE AS PONTES 2026,28 jun. 2026,DISTANCIA OLIMPICA MASCULINA,https://ccnorte.com/resultados/triatlon-lago-de-as-pontes/distancia-olimpica-masculina/1,6,136,0,0,136,136,0
III CARREIRA POPULAR E ANDAINA “CENTRO XEOGRÁFICO DE GALICIA-ANTAS DE ULLA”,27 jun. 2026,SUB 12 (2015-2016),https://ccnorte.com/resultados/iii-carreira-popular-e-andaina-centro-xeografico-de-galicia-antas-de-ulla/sub-12-2015-2016/1,1,10,5,0,15,15,0
III CARREIRA POPULAR E ANDAINA “CENTRO XEOGRÁFICO DE GALICIA-ANTAS DE ULLA”,27 jun. 2026,SUB 14 (2013-2014),https://ccnorte.com/resultados/iii-carreira-popular-e-andaina-centro-xeografico-de-galicia-antas-de-ulla/sub-14-2013-2014/1,1,4,4,0,8,8,0
III CARREIRA POPULAR E ANDAINA “CENTRO XEOGRÁFICO DE GALICIA-ANTAS DE ULLA”,27 jun. 2026,SUB 8 (2019-2020),https://ccnorte.com/resultados/iii-carreira-popular-e-andaina-centro-xeografico-de-galicia-antas-de-ulla/sub-8-2019-2020/1,2,15,12,0,27,27,0
"VIII CARREIRA POPULAR CONCELLO DE CARBALLEDO ""ENTRE CARBALLOS CENTENARIOS""",20 jun. 2026,ABSOLUTA 5K (2010 e anteriores),https://ccnorte.com/resultados/viii-carreira-popular-concello-de-carballedo-entre-carballos-centenarios/absoluta-5k-2010-e-anteriores/1,1,9,3,0,12,12,0
III CARREIRA POPULAR E ANDAINA “CENTRO XEOGRÁFICO DE GALICIA-ANTAS DE ULLA”,27 jun. 2026,SUB 16 (2011-2012)-SUB 18 (2009-2010),https://ccnorte.com/resultados/iii-carreira-popular-e-andaina-centro-xeografico-de-galicia-antas-de-ulla/sub-16-2011-2012-sub-18-2009-2010/1,1,3,2,0,5,5,0
TRIATLON LAGO DE AS PONTES 2026,28 jun. 2026,CTO GALEGO MASCULINA,https://ccnorte.com/resultados/triatlon-lago-de-as-pontes/cto-galego-masculina/1,5,111,0,0,111,111,0
XXIII CARREIRA POPULAR CARRAL,20 jun. 2026,INFANTIL (2013-2014) CADETE (2010-2012),https://ccnorte.com/resultados/xxiii-carreira-popular-carral/infantil-2013-2014-cadete-2010-2012/1,1,2,3,0,5,5,0
XXIII CARREIRA POPULAR CARRAL,20 jun. 2026,BENXAMIN (2017-2018)-ALEVIN (2015-2016),https://ccnorte.com/resultados/xxiii-carreira-popular-carral/benxamin-2017-2018/1,1,2,5,0,7,7,0
"VIII CARREIRA POPULAR CONCELLO DE CARBALLEDO ""ENTRE CARBALLOS CENTENARIOS""",20 jun. 2026,ABSOLUTA 10K (2010 e anteriores),https://ccnorte.com/resultados/viii-carreira-popular-concello-de-carballedo-entre-carballos-centenarios/absoluta-10k-2010-e-anteriores/1,2,29,11,0,40,40,0
HEROICAN RACE RIBADEO 2026,28 jun. 2026,POPULAR,https://ccnorte.com/resultados/heroican-race-ribadeo-2026/popular/1,13,176,145,0,321,321,0
VII CARREIRA NOCTURNA MURUS LUCIS “ROMANOS VS CASTREXOS”,19 jun. 2026,VII CARREIRA NOCTURNA MURUS LUCIS “ROMANOS VS CASTREXOS”,https://ccnorte.com/resultados/vii-carreira-nocturna-murus-lucis-romanos-vs-castrexos/equipos/vii-carreira-nocturna-murus-lucis-romanos-vs-castrexos/1,1,0,0,0,0,2,2
VII CARREIRA NOCTURNA MURUS LUCIS “ROMANOS VS CASTREXOS”,19 jun. 2026,ROMAN@S,https://ccnorte.com/resultados/vii-carreira-nocturna-murus-lucis-romanos-vs-castrexos/romans/1,2,24,14,0,38,38,0
VII CARREIRA NOCTURNA MURUS LUCIS “ROMANOS VS CASTREXOS”,19 jun. 2026,CASTREX@S,https://ccnorte.com/resultados/vii-carreira-nocturna-murus-lucis-romanos-vs-castrexos/castrexs/1,2,19,19,0,38,38,0
III CARREIRA POPULAR E ANDAINA “CENTRO XEOGRÁFICO DE GALICIA-ANTAS DE ULLA”,27 jun. 2026,ABSOLUTA (2008 e anteriores),https://ccnorte.com/resultados/iii-carreira-popular-e-andaina-centro-xeografico-de-galicia-antas-de-ulla/absoluta-2008-e-anteriores/1,4,60,21,0,81,81,0
XI TRÍATLON CONCELLO DE PORRIÑO-TUI,14 jun. 2026,POPULAR FEMENINA,https://ccnorte.com/resultados/xi-triatlon-concello-de-porrino-tui/popular-femenina/1,1,0,9,0,9,9,0
XI TRÍATLON CONCELLO DE PORRIÑO-TUI,14 jun. 2026,FEMENINA,https://ccnorte.com/resultados/xi-triatlon-concello-de-porrino-tui/femenina/1,2,0,29,0,29,29,0
XI TRÍATLON CONCELLO DE PORRIÑO-TUI,14 jun. 2026,EQUIPOS MASCULINA TRI PORIIÑO 2026,https://ccnorte.com/resultados/xi-triatlon-concello-de-porrino-tui/equipos/equipos-masculina-tri-poriino-2026/1,1,0,0,0,0,12,12
XXIII CARREIRA POPULAR CARRAL,20 jun. 2026,ABSOLUTA (2009 e anteriores),https://ccnorte.com/resultados/xxiii-carreira-popular-carral/absoluta-2009/1,5,97,26,0,123,123,0
