pagina,nombre_carrera,fecha,circuito_nombre,circuito_url,imagen_url,categoria,categoria_url,categoria_es_interna
2,TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,18 jul. 2026,,,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a43ae57dd9700.36375043.jpg,OPEN REMUDA MIXTA,https://ccnorte.com/resultados/triatlon-de-menores-cidade-de-ferrol-cpto-xunta-de-galicia-de-triatlon-2026/open-remuda-mixta/1,True
2,III CARREIRA POPULAR CONCELLO DE A PASTORIZA,12 jul. 2026,II CIRCUITO DE CARREIRAS POPULARES DA TERRA CHÁ,https://ccnorte.com/resultados/liga/ii-circuito-de-carreiras-populares-da-terra-cha,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a30e803794224.59966931.jpg,SUB10 (2017-2018)-SUB12 (2015-2016),https://terrachallenge.es/es/web/evento/3284/,False
2,III CARREIRA POPULAR CONCELLO DE A PASTORIZA,12 jul. 2026,II CIRCUITO DE CARREIRAS POPULARES DA TERRA CHÁ,https://ccnorte.com/resultados/liga/ii-circuito-de-carreiras-populares-da-terra-cha,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a30e803794224.59966931.jpg,SUB14 (2013-2014)-SUB16 (2011-2012),https://terrachallenge.es/es/web/evento/3284/,False
2,III CARREIRA POPULAR CONCELLO DE A PASTORIZA,12 jul. 2026,II CIRCUITO DE CARREIRAS POPULARES DA TERRA CHÁ,https://ccnorte.com/resultados/liga/ii-circuito-de-carreiras-populares-da-terra-cha,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-6a30e803794224.59966931.jpg,ABSOLUTA (2010 e anteriores),https://terrachallenge.es/es/web/evento/3284/,False
2,GAMES SERIES LUGO,12 jul. 2026,GAMES SERIES 2026,https://ccnorte.com/reto/games-series-2026,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-696dd83dda4568.54415155.jpg,INDIVIDUAL,https://gamesseries.gal/es/web/evento/3188/,False
2,GAMES SERIES LUGO,12 jul. 2026,GAMES SERIES 2026,https://ccnorte.com/reto/games-series-2026,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-696dd83dda4568.54415155.jpg,"PAREJAS (Masculinas, Femeninas y Mixtas)",https://gamesseries.gal/es/web/evento/3188/,False
2,XVI TRAVESÍA A NADO VILA DE BAIONA,05 jul. 2026,BAIONA CO DEPORTE 2026,https://ccnorte.com/reto/baiona-co-deporte-2026,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-69ef18185a5e06.88716619.jpg,SUB12 (2014-2018),https://baionacodeporte.gal/es/web/evento/3271/,False
2,XVI TRAVESÍA A NADO VILA DE BAIONA,05 jul. 2026,BAIONA CO DEPORTE 2026,https://ccnorte.com/reto/baiona-co-deporte-2026,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-69ef18185a5e06.88716619.jpg,SUB16 (2010-2013),https://baionacodeporte.gal/es/web/evento/3271/,False
2,XVI TRAVESÍA A NADO VILA DE BAIONA,05 jul. 2026,BAIONA CO DEPORTE 2026,https://ccnorte.com/reto/baiona-co-deporte-2026,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-69ef18185a5e06.88716619.jpg,ADULTOS (2009 e anteriores),https://baionacodeporte.gal/es/web/evento/3271/,False
2,XVI TRAVESÍA A NADO VILA DE BAIONA,05 jul. 2026,BAIONA CO DEPORTE 2026,https://ccnorte.com/reto/baiona-co-deporte-2026,https://ccnorte.com/thumb/resize/x/600/y/0/image/cartel-69ef18185a5e06.88716619.jpg,EQUIPOS TRAVESÍA A NADO BAIONA 2026 (MÁXIMO 5 INTEGRANTES),https://baionacodeporte.gal/es/web/evento/3271/,False
