nombre_carrera,municipio,comarca,provincia
XII CARREIRA SOLIDARIA DO ARENTEIRO (O CARBALLIÑO),Piñor,O Carballiño,Ourense
XII CARRERA CAÑON DEL SIL,Xunqueira de Espadanedo,Allariz-Maceda,Ourense
XII Carreira Pedestre San Brais 24,Gondomar,Vigo,Galicia
XII Carreira Popular Concello de Redondela 2019,Redondela,Vigo,Galicia
XII EDICIÓN CORREXSALCEDA 2025,,,
XII INTERRUNNING-CONCELLO DE PORRIÑO 2018,O Porriño,Vigo,Galicia
XII LUGO MONUMENTAL - GRAN PREMIO DIVINA PASTORA SEGUROS 2014,Alzira,,Comunitat Valenciana
XII MEDIA MARATON NOCTURNA CIUDAD DE PONFERRADA (21 LUNAS ... Y MEDIA),Ponferrada,El Bierzo,León
XII MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR,Trobajo del Camino,,León
XII MEDIO MARATON FERREIRUA 2013,San Xoán de Río,Terra de Trives,Ourense
XII MEMORIAL EDUARDO FERNANDEZ VILLAMARIN 2015,,,
XII MOUNTEMPLARIA,,,
XII RUTA SERRA DO XISTRAL MONSEIVANE EN BTT,Torredembarra,Tarragonès,Tarragona
XII TRAIL DE CELA 2026,Cambre,A Coruña,Galicia
XII edición Travesía a nado Costa Serena-Gran Premio Concello de Nigrán 2022,Nigrán,Vigo,Galicia
XIII 10km LUGO MONUMENTAL 2016,,,
XIII CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2024,Viveiro,A Mariña Occidental,Lugo
XIII CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA DE AROUSA,Santiago de Compostela,Santiago,Galicia
XIII CARREIRA NOCTURNA DE CELANOVA,Celanova,Terra da Celanova,Ourense
XIII CARREIRA PEDESTRE DE OUTES,A Serra de Outes,Noia,Galicia
XIII CARREIRA PEDESTRE DO NADAL CONCELLO SAN CIBRAO DAS VIÑAS 10 KM POPULAR,San Cibrao das Viñas,Ourense,Ourense
XIII CARREIRA PEDESTRE DO NADAL CONCELLO SAN CIBRAO DAS VIÑAS 10 KM PROVINCIAL,San Cibrao das Viñas,Ourense,Ourense
XIII CARREIRA PEDESTRE DO NADAL CONCELLO SAN CIBRAO DAS VIÑAS 5 KM,San Cibrao das Viñas,Ourense,Ourense
"XIII CARREIRA PEDESTRE POPULAR CONCELLO DE AMES, Bertamiráns 2012",Ames,Santiago,Galicia
XIII CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,A Gándara,Arzúa,Galicia
XIII CARREIRA POLULAR DO SAN SALVADOR - CONCELLO DE BAÑOS DE MOLGAS,Guarromán,,Jaén
XIII CARREIRA POPULAR CONCELLO DE GUITIRIZ TERMAL,,,
XIII CARREIRA POPULAR DE ARTEIXO,Arteixo,A Coruña,Galicia
XIII CARREIRA POPULAR FEIRA DO VIÑO DE QUIROGA 2017,Quiroga,Quiroga,Lugo
XIII CARREIRA POPULAR NOCTURNA DE XINZO DE LIMIA,Allariz,Allariz-Maceda,Ourense
XIII CARREIRA POPULAR ROTA DO ROMANICO PANTON 2013,,,
XIII CARREIRA SOLIDARIA DO ARENTEIRO (O CARBALLIÑO),Piñor,O Carballiño,Ourense
XIII CARRERA CAÑON DEL SIL,Xunqueira de Espadanedo,Allariz-Maceda,Ourense
XIII Carrera de O Porriño 10k,O Porriño,Vigo,Galicia
XIII MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR 2023,Trobajo del Camino,,León
XIII MEDIO MARATON FERREIRUA 2014,San Xoán de Río,Terra de Trives,Ourense
XIII MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2016,,,
XIII MEMORIAL MANUEL BARROS. ADULTOS 10000m,,,
XIII Ruta Serra do Xistral Monseivane en BTT,Torredembarra,Tarragonès,Tarragona
XIII TRAVESÍA A NADO CONCELLO DE BUEU UDRA- PESCADOIRA,,,
XIII TRAVESÍA A NADO “CONCELLO DE ARTEIXO” XII Memorial Marina Álvarez,A Coruña,A Coruña,Galicia
XIII edición Travesía a nado Costa Serena-Gran Premio Concello de Nigrán 2023,Nigrán,Vigo,Galicia
XIIIª CARREIRA POPULAR XIIª ANDAINA MASIDE (FUNDACIÓN ANDREA),,,
XIIª CARREIRA POPULAR XIª ANDAINA MASIDE (FUNDACIÓN ANDREA),,,
XIV 10km LUGO MONUMENTAL 2016,,,
XIV Baixada Popular de Cross San Pedro de Visma,A Coruña,A Coruña,Galicia
XIV CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2025,Viveiro,A Mariña Occidental,Lugo
XIV CARREIRA CANON DO SIL,Palacios del Sil,,León
XIV CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA DE AROUSA,Santiago de Compostela,Santiago,Galicia
XIV CARREIRA NOCTURNA DE CELANOVA,Celanova,Terra da Celanova,Ourense
XIV CARREIRA PEDESTRE DE OUTES,A Serra de Outes,Noia,Galicia
XIV CARREIRA PEDESTRE DO NADAL CONCELLO SAN CIBRAO DAS VIÑAS,San Cibrao das Viñas,Ourense,Ourense
XIV CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,A Gándara,Arzúa,Galicia
XIV CARREIRA POPULAR CONCELLO DE O CORGO- MEMORIAL QUIQUE CASANOVA,,,
XIV CARREIRA POPULAR DE ARTEIXO,Arteixo,A Coruña,Galicia
XIV CARREIRA POPULAR DE CHANTADA.10 km no corazón,Palas de Rei,A Ulloa,Lugo
XIV CARREIRA POPULAR FEIRA DO VIÑO DE QUIROGA 2018,Quiroga,Quiroga,Lugo
"XIV CARREIRA POPULAR ROTA DO ROMÁNICO, Ferreira de Pantón",O Castro de Ferreira,Terra de Lemos,Lugo
XIV CARRERA O PORRIÑO 10K,O Porriño,Vigo,Galicia
XIV CIRCUITO LARSA CORRE CON NOS 2013-2014. FRIGSA,Tordesillas,,Valladolid
XIV COPA DE ASTURIAS DE NATACION DE LARGA DISTANCIA,Alacant / Alicante,l'Alacantí,Comunitat Valenciana
XIV CROSS POPULAR DO CONCELLO DE BOBORAS ADULTOS,,,
XIV CROSS POPULAR DO CONCELLO DE BOBORAS CANICROSS,,,
XIV CROSS POPULAR DO CONCELLO DE BOBORAS MENORES,,,
XIV Carreira Pedestre Concello de Corcubión 2015,Corcubión,Fisterra,Galicia
XIV Carrera de O Porriño 10k,O Porriño,Vigo,Galicia
XIV MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR,Trobajo del Camino,,León
XIV MEDIO MARATON VIG-BAY 2013,,,
XIV MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2017,,,
XIV Ruta Serra do Xistral Monseivane en BTT 2016,el Prat de Llobregat,Baix Llobregat,Catalunya
XIV SAN SILVESTRE POPULAR CIUDAD DE LEÓN 2010 6000m,Quintana del Castillo,,León
XIV TRAVESÍA A NADO CONCELLO DE BUEU UDRA- PESCADOIRA 2025,,,
XIV edición Travesía a nado Costa Serena-Gran Premio Concello de Nigrán 2024,Nigrán,Vigo,Galicia
XIVª CARREIRA POPULAR XIIIª ANDAINA MASIDE (FUNDACIÓN ANDREA),,,
XIX CARREIRA POPULAR CONCELLO DE CARTELLE,Outomuro,Terra da Celanova,Ourense
XIX CARREIRA POPULAR DO CONCELLO DE ORDES. ADULTOS,,,
XIX CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,O Castro de Ferreira,Terra de Lemos,Lugo
XIX CARRERA DE LA ANTIGUA - MEMORIAL FELIPE MENDEZ,Leganés,,Comunidad de Madrid
XIX CARRERA POPULAR CONCELLO DE ARTEIXO 2016,Arteixo,A Coruña,Galicia
XIX CIRCUITO GALLEGO OPEN DE AGUAS ABIERTAS ETAPA FINAL,,,
XIX CIRCUITO LARSA CORRE CON NÓS. CENTRO COMERCIAL AS TERMAS,Lugo,Lugo,Lugo
XIX CIRCUITO LARSA CORRE CON NÓS. CORRE CON NÓS MURAMIÑAE,,,
XIX CIRCUITO LARSA CORRE CON NÓS. CORRE CON NÓS–CORRE CON ELAS,,,
XIX CIRCUITO LARSA CORRE CON NÓS. ESTRADA RÍO RATO,Lugo,Lugo,Lugo
XIX CIRCUITO LARSA CORRE CON NÓS. FINALES MENORES / ADULTOS PARQUE DE FRIGSA,Lugo,Lugo,Lugo
XIX CIRCUITO LARSA CORRE CON NÓS. NOCTURNA CASCO HISTÓRICO,Zaragoza,Zaragoza,Aragón
XIX CLÁSICA VILA DAS PONTES – DESAFÍO FRAGAS DO EUME,As Pontes de García Rodríguez,O Eume,Galicia
XIX COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS,,,
XIX CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),Boborás,O Carballiño,Ourense
XIX EDICIÓN DA CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA,Vilagarcía de Arousa,O Salnés,Galicia
XIX MARCHA CICLOTURISTA LARRA-LARRAU CORTA 2012,,,
XIX MARCHA CICLOTURISTA LARRA-LARRAU LARGA 2012,,,
XIX MEDIO MARATON PONTEVEDRA 2014. COMPENSADA FEMENINA,Pontevedra,Pontevedra,Galicia
XIX MEDIO MARATON PONTEVEDRA 2014. COMPENSADA MASCULINA,Pontevedra,Pontevedra,Galicia
XIX MEDIO MARATON PONTEVEDRA 2014. SÓLO INSCRITOS CCCP,Pontevedra,Pontevedra,Galicia
XIX MEDIO MARATÓN GRAN BAHÍA VIG-BAY edp,,,
XIX MILLA VILA DE SANXENXO,Sanxenxo,O Salnés,Galicia
XIX SAN SILVESTRE POPULAR CIUDAD DE LEÓN,Quintana del Castillo,,León
XIX TRAVESÍA INTEGRAL DE LOS MONTES AQUILIANOS 2014,Cacabelos,El Bierzo,León
XIX Tríatlon Cidade de Ferrol,Ferrol,Ferrol,Galicia
XIX Tríatlon Cidade de Pontevedra,Pontevedra,Pontevedra,Galicia
XIX “SAN SILVESTRE” CASTRELO DE MIÑO,A Carreira,Betanzos,Galicia
XIª CARREIRA POPULAR Xª ANDAINA MASIDE (PRUEBA SOLIDARIA AODEM),,,
XL SAN SILVESTRE GIJON 2009,,,
XL SAN SILVESTRE SALMANTINA,,,
XL TRAVESÍA A NADO DO PORTO DE VILAGARCÍA,Vilagarcía de Arousa,O Salnés,Galicia
XL TROFEO DE PEDESTRISMO CONCELLO DE CANGAS,Pantón,Terra de Lemos,Lugo
XLI SAN SILVESTRE GIJON 2010,,,
XLI SAN SILVESTRE SALMANTINA,,,
XLI TRAVESÍA A NADO DO PORTO DE VILAGARCÍA,Vilagarcía de Arousa,O Salnés,Galicia
XLI TROFEO PEDESTRISMO CONCELLO DE CANGAS - MEMORIAL PEPE CORDEIRO 2014,,,
XLII CARREIRA PEDESTRE POPULAR SAN MARTIÑO 2018,Gondomar,Vigo,Galicia
XLII SAN SILVESTRE GIJON 2011,,,
XLII TRAVESIA A NADO DIQUE BARRIE DA MAZA,Piloña,,Asturias / Asturies
XLII TRAVESÍA A NADO DO PORTO DE VILAGARCÍA,Vilagarcía de Arousa,O Salnés,Galicia
XLII TROFEO PEDESTRISMO CONCELLO DE CANGAS MEMORIAL PEPE CORDEIRO,,,
XLIII SAN SILVESTRE GIJON 2012,,,
XLIII TRAVESIA A NADO BARRIE DA MAZA 2014 1200M ADULTOS,Piloña,,Asturias / Asturies
XLIII TRAVESIA A NADO BARRIE DA MAZA 2014 1200M MENORES,Piloña,,Asturias / Asturies
XLIII TRAVESIA A NADO BARRIE DA MAZA 2014 2300M,Piloña,,Asturias / Asturies
XLIII TRAVESIA A NADO BARRIE DA MAZA 2014 3500M,Piloña,,Asturias / Asturies
XLIII TROFEO PEDESTRISMO CONCELLO DE CANGAS MEMORIAL PEPE CORDEIRO,,,
XLIV TRAVESÍA AO DIQUE,O Porto do Son,Noia,Galicia
XLIV TROFEO PEDESTRISMO CONCELLO DE CANGAS Memorial Pepe Cordeiro,,,
XLIX TROFEO PEDESTRISMO CONCELLO DE CANGAS Memorial Pepe Cordeiro,,,
XLV TRAVESÍA AO DIQUE,O Porto do Son,Noia,Galicia
XLV TROFEO PEDESTRISMO CONCELLO DE CANGAS Memorial Pepe Cordeiro,,,
XLVI TRAVESÍA AO DIQUE,O Porto do Son,Noia,Galicia
XLVI TROFEO PEDESTRISMO CONCELLO DE CANGAS Memorial Pepe Cordeiro,,,
XLVII TRAVESÍA AO DIQUE,O Porto do Son,Noia,Galicia
XLVII TROFEO PEDESTRISMO CONCELLO DE CANGAS Memorial Pepe Cordeiro,,,
XLVIII TRAVESÍA AO DIQUE,O Porto do Son,Noia,Galicia
XLVIII TROFEO PEDESTRISMO CONCELLO DE CANGAS Memorial Pepe Cordeiro,,,
XV 10km LUGO MONUMENTAL 2017 G.P. CAIXABANK,,,
"XV CAMOVI ""GRAN PREMIO XACOBEO-GALICIA"" 2026",,,
XV CARREIRA CANON DO SIL,Palacios del Sil,,León
XV CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA DE AROUSA,Santiago de Compostela,Santiago,Galicia
XV CARREIRA NOCTURNA DE CELANOVA,Celanova,Terra da Celanova,Ourense
XV CARREIRA PEDESTRE CONCELLO DE MOAÑA,Moaña,Morrazo,Galicia
XV CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,A Gándara,Arzúa,Galicia
XV CARREIRA POPULAR CONCELLO DO CORGO- MEMORIAL QUIQUE CASANOVA,,,
XV CARREIRA POPULAR DE CHANTADA.10 km no corazón,Palas de Rei,A Ulloa,Lugo
XV CARREIRA POPULAR DE SANTA UXÍA 2012 (Prueba Popular),Barbadás,Ourense,Ourense
XV CARREIRA POPULAR FEIRA DO VIÑO DE QUIROGA 2019,Quiroga,Quiroga,Lugo
XV CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,O Castro de Ferreira,Terra de Lemos,Lugo
XV CARRERA O PORRIÑO 10K,O Porriño,Vigo,Galicia
XV CARRERA POPULAR CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
"XV CIRCUITO LARSA CORRE CON NOS 2014-2015. LUGO MONUMENTAL. CATEGORIAS A, B, C",Tordesillas,,Valladolid
XV CIRCUITO LARSA CORRE CON NOS 2014-2015. PISTAS GREGORIO PÉREZ RIVERA,Tordesillas,,Valladolid
"XV CIRCUITO LARSA CORRE CON NOS 2014-2015. PISTAS GREGORIO PÉREZ RIVERA. CATEGORIAS A,B,C",Tordesillas,,Valladolid
XV COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS 2013. PRUEBA FEMENINA,,,
XV COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS 2013. PRUEBA INFANTIL FEMENINA,,,
XV COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS 2013. PRUEBA INFANTIL MASCULINA,,,
XV COPA ASTURIAS DE NATACION DE AGUAS ABIERTAS 2013. PRUEBA MASCULINA,,,
XV CROSS POPULAR E VII CANICROS DO CONCELLO BOBORÁS (OURENSE),Boborás,O Carballiño,Ourense
XV Carreira Pedestre Concello de Corcubión 2016,Corcubión,Fisterra,Galicia
XV MEDIA MARATÓN CIUDAD DE LEÓN BERNESGA MOTOR,Trobajo del Camino,,León
XV MEDIO MARATÓN GRAN BAHÍA VIG-BAY 2014,,,
XV MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2018,,,
XV SAN SILVESTRE POPULAR CIUDAD DE LEÓN 2011 6000m,Quintana del Castillo,,León
XV VOLTA A VALDEORRAS 2013,O Barco,Valdeorras,Ourense
XV edición Travesía a nado Costa Serena-Gran Premio Concello de Nigrán 2025,Nigrán,Vigo,Galicia
XVI CARREIRA NOCTURNA DE CELANOVA,Celanova,Terra da Celanova,Ourense
"XVI CARREIRA PEDESTRE CONCELLO DE MOAÑA ""HOMOLOGADA 10K""",,,
XVI CARREIRA PEDESTRE POPULAR DE NOIA 2012,Noia,Noia,Galicia
XVI CARREIRA POPULAR CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
XVI CARREIRA POPULAR CONCELLO DE ARTEIXO. BENXAMINS E ALEVINS,,,
XVI CARREIRA POPULAR CONCELLO DE ARTEIXO. INFANTIS CADETES E XUVENIS,,,
XVI CARREIRA POPULAR CONCELLO DE CARTELLE 2012,Outomuro,Terra da Celanova,Ourense
XVI CARREIRA POPULAR CONCELLO DO CORGO- MEMORIAL QUIQUE CASANOVA,,,
XVI CARREIRA POPULAR DE SANTA UXIA 2013,Barbadás,Ourense,Ourense
XVI CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTÓN,O Castro de Ferreira,Terra de Lemos,Lugo
XVI CARRERA CANON DO SIL,Palacios del Sil,,León
XVI CARRERA O PORRIÑO 10K,O Porriño,Vigo,Galicia
XVI CLASICA VILA DAS PONTES - DESAFIO FRAGAS DO EUME 2013,As Pontes de García Rodríguez,O Eume,Galicia
XVI COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS Y 5º ETAPA DE LA COPA LEN. PRUEBAS FEMENINAS,,,
XVI COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS Y 5º ETAPA DE LA COPA LEN. PRUEBAS MASCULINAS,,,
XVI CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),Boborás,O Carballiño,Ourense
XVI Carreira Pedestre Vila de Corcubión,Corcubión,Fisterra,Galicia
XVI MEDIA MARATÓN CIUDAD DE LEÓN,Quintana del Castillo,,León
XVI MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2019,,,
XVI Medio Maratón Gran Bahía Vig-Bay,,,
XVI Ruta Serra do Xistral BTT 2018,Ferrol,Ferrol,Galicia
XVI SAN SILVESTRE POPULAR CIUDAD DE LEÓN 2012 6000M,Quintana del Castillo,,León
XVI TRAVESÍA A NADO RÍA DE VIGO 2016,Vigo,Vigo,Galicia
XVI Tríatlon Cidade de Ferrol,Ferrol,Ferrol,Galicia
XVI Tríatlon Cidade de Pontevedra,Pontevedra,Pontevedra,Galicia
XVII CARREIRA CANON DO SIL,Palacios del Sil,,León
XVII CARREIRA NOCTURNA DE CELANOVA,Celanova,Terra da Celanova,Ourense
XVII CARREIRA NOCTURNA VILAGARCIA,Vilagarcía de Arousa,O Salnés,Galicia
XVII CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,A Gándara,Arzúa,Galicia
XVII CARREIRA POPULAR CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
XVII CARREIRA POPULAR CONCELLO DE ARTEIXO MENORES,,,
XVII CARREIRA POPULAR CONCELLO DE CARTELLE,Outomuro,Terra da Celanova,Ourense
XVII CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,O Castro de Ferreira,Terra de Lemos,Lugo
XVII CARREIRA POPULAR VILA DE CORCUBIÓN 2018,Corcubión,Fisterra,Galicia
XVII CARREIRA POPULAR XVII ANDAINA MASIDE,,,
XVII CARRERA O PORRIÑO 10K,O Porriño,Vigo,Galicia
XVII CIRCUITO LARSA CORRE CON NÓS. CC AS TERMAS,Lugo,Lugo,Lugo
XVII CIRCUITO LARSA CORRE CON NÓS. ESTRADA RÍO RATO,Lugo,Lugo,Lugo
XVII CIRCUITO LARSA CORRE CON NÓS. FINAL ADULTOS,,,
XVII CIRCUITO LARSA CORRE CON NÓS. NOCTURNA MONUMENTAL,,,
XVII CIRCUITO LARSA CORRE CON NÓS. PASEO DE OMBREIRO,Lugo,Lugo,Lugo
XVII CIRCUITO LARSA CORRE CON NÓS. RECINTO FEIRAL,Cospeito,Terra Chá,Lugo
XVII CLÁSICA VILA DAS PONTES - DESAFÍO FRAGAS DO EUME 2014,As Pontes de García Rodríguez,O Eume,Galicia
XVII COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS,,,
XVII CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),Boborás,O Carballiño,Ourense
XVII MEDIO MARATON GRAN BAHÍA VIG-BAY,,,
XVII MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2020,,,
XVII SAN SILVESTRE POPULAR CIUDAD DE LEON,Quintana del Castillo,,León
XVII Tríatlon Cidade de Ferrol,Ferrol,Ferrol,Galicia
XVII Tríatlon Cidade de Pontevedra,Pontevedra,Pontevedra,Galicia
XVIII CARREIRA CANON DO SIL,Palacios del Sil,,León
XVIII CARREIRA NOCTURNA DE CELANOVA,Celanova,Terra da Celanova,Ourense
XVIII CARREIRA NOCTURNA VILAGARCIA,Vilagarcía de Arousa,O Salnés,Galicia
XVIII CARREIRA PEDESTRE DO NADAL CONCELLO SAN CIBRAO DAS VIÑAS,San Cibrao das Viñas,Ourense,Ourense
XVIII CARREIRA POPULAR CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
XVIII CARREIRA POPULAR CONCELLO DE CARTELLE 2014,Outomuro,Terra da Celanova,Ourense
XVIII CARREIRA POPULAR DO CONCELLO DE ORDES 2013,Ordes,Ordes,Galicia
XVIII CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,O Castro de Ferreira,Terra de Lemos,Lugo
XVIII CARREIRA POPULAR VILA DE CORCUBIÓN,Corcubión,Fisterra,Galicia
XVIII CIRCUITO LARSA CORRE CON NÓS. CENTRO COMERCIAL AS TERMAS,Lugo,Lugo,Lugo
XVIII CIRCUITO LARSA CORRE CON NÓS. ESTRADA RÍO RATO,Lugo,Lugo,Lugo
XVIII CIRCUITO LARSA CORRE CON NÓS. FINALES MENORES / ADULTOS PARQUE DE FRIGSA,Lugo,Lugo,Lugo
XVIII CIRCUITO LARSA CORRE CON NÓS. NOCTURNA MONUMENTAL,,,
XVIII CIRCUITO LARSA CORRE CON NÓS. PASEO OMBREIRO (SAAMASAS-ANXO CARRO),,,
XVIII CIRCUITO LARSA CORRE CON NÓS. RECINTO FEIRAL PAZO FEIRAS E EXPOSICIONS,A Coruña,A Coruña,Galicia
"XVIII CLÁSICA VILA DE AS PONTES ""DESAFÍO FRAGAS DO EUME""",As Pontes de García Rodríguez,O Eume,Galicia
XVIII COPA ASTURIAS DE NATACIÓN DE AGUAS ABIERTAS,,,
XVIII CRONOESCALADA BREAMO,,,
XVIII CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),Boborás,O Carballiño,Ourense
XVIII MEDIO MARATON GRAN BAHÍA VIG-BAY,,,
XVIII SAN SILVESTRE CLUB FLUVIAL DE LUGO,Lugo,Lugo,Lugo
XVIII SAN SILVESTRE POPULAR CIUDAD DE LEON,Quintana del Castillo,,León
XVIII TRAVESIA INTEGRAL DE LOS MONTES AQUILIANOS. 2013 47KM,Cacabelos,El Bierzo,León
XVIII TRAVESIA INTEGRAL DE LOS MONTES AQUILIANOS. 2013 62KM,Cacabelos,El Bierzo,León
XVIII Tríatlon Cidade de Ferrol,Ferrol,Ferrol,Galicia
XVIII Tríatlon Cidade de Pontevedra,Pontevedra,Pontevedra,Galicia
XVIª CARREIRA POPULAR XVª ANDAINA MASIDE,,,
XVª CARREIRA POPULAR XIVª ANDAINA MASIDE,,,
XX CARREIRA POPULAR CONCELLO DE CARTELLE,Outomuro,Terra da Celanova,Ourense
XX CARREIRA POPULAR DO CONCELLO DE ORDES,Ordes,Ordes,Galicia
XX CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,O Castro de Ferreira,Terra de Lemos,Lugo
XX CARRERA POPULAR CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
XX CARRERA POPULAR LA ANTIGUA - VALLADOLID 2014,Valladolid,,Valladolid
XX CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),Boborás,O Carballiño,Ourense
XX Copa Asturias de Aguas Abiertas/ Leg 4 LEN OPEN WATER SWIMMING CUP,,,
XX EDICIÓN DA CARRERIA NOCTURNA CONCELLO DE VILAGARCÍA 2024,Vilagarcía de Arousa,O Salnés,Galicia
XX MEDIO MARATÓN PONTEVEDRA 2015,Pontevedra,Pontevedra,Galicia
XX MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2023,,,
XX MILLA VILA DE SANXENXO,Sanxenxo,O Salnés,Galicia
XX SAN SILVESTRE POPULAR CIUDAD DE LEÓN,Quintana del Castillo,,León
XX TRAVESÍA A NADO RÍA DE VIGO 2022,Vigo,Vigo,Galicia
XX TRAVESÍA INTEGRAL DE LOS MONTES AQUILIANOS,Cacabelos,El Bierzo,León
XX TRÍATLON CIDADE DE FERROL (CPTO XUNTA DE GALICIA TRÍATLON ) E PROBA POPULAR ABERTA SPRINT,,,
XX TRÍATLON CIDADE DE PONTEVEDRA,Pontevedra,Pontevedra,Galicia
XX TRÍATLON CIDADE DE PONTEVEDRA. REMUDAS MIXTAS,,,
XXI CARREIRA POPULAR CONCELLO DE CARTELLE,Outomuro,Terra da Celanova,Ourense
XXI CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,O Castro de Ferreira,Terra de Lemos,Lugo
XXI CARRERA POPULAR CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
XXI CARRERA POPULAR DE LA ANTIGUA GRAN PREMIO LABORAL KUTXA - Memorial Felipe Méndez,Leganés,,Comunidad de Madrid
XXI CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),Boborás,O Carballiño,Ourense
XXI Copa Asturias de Aguas Abiertas/ Etapa 13ª V Copa de España de Natación de Aguas Abiertas Open,,,
XXI MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2024,,,
XXI MILLA VILA DE SANXENXO,Sanxenxo,O Salnés,Galicia
XXI Medio Maratón - II Maratón Gran Bahía VIG-BAY,,,
XXI Medio Maratón de Pontevedra CaixaBank 2016,,,
XXI SAN SILVESTRE POPULAR CIUDAD DE LEÓN,Quintana del Castillo,,León
XXI TRAVESÍA A NADO RÍA DE VIGO 2023,Vigo,Vigo,Galicia
XXI TRAVESÍA INTEGRAL DE LOS MONTES AQUILIANOS,Cacabelos,El Bierzo,León
XXI TRÍATLON CIDADE DE FERROL (CPTO XUNTA DE GALICIA TRÍATLON ) E PROBA POPULAR ABERTA SPRINT,,,
XXII CARREIRA POPULAR BETANZOS FESTAS SAN ROQUE 2022,San Roque,Campo de Gibraltar,Andalucía
XXII CARREIRA POPULAR CONCELLO DE CARTELLE,Outomuro,Terra da Celanova,Ourense
XXII CARREIRA POPULAR DE CARRAL,Carral,A Coruña,Galicia
XXII CARREIRA POPULAR DOS VILARES 2012,Vinaròs,el Baix Maestrat,Comunitat Valenciana
XXII CARREIRA POPULAR ROTA DO ROMÁNICO CONCELLO DE PANTON,O Castro de Ferreira,Terra de Lemos,Lugo
XXII CARRERA POPULAR CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
XXII COPA ASTURIAS DE NATACIÓN DE AA/9ª ETAPA DE LA COPA DE ESPAÑA DE AA/CTO ASTURIAS AA,Corvera de Asturias,,Asturias / Asturies
XXII CROSS POPULAR DO CONCELLO DE BOBORÁS (OURENSE),Boborás,O Carballiño,Ourense
XXII DESAFÍO FRAGAS DO EUME - CLÁSICA VILA DE AS PONTES,As Pontes de García Rodríguez,O Eume,Galicia
XXII MEMORIAL ADOLFO ROS - VOLTA A RIA 2007,,,
XXII MILLA VILA DE SANXENXO,Sanxenxo,O Salnés,Galicia
XXII Medio Maratón Gran Bahía VIG-BAY,,,
XXII Medio Maratón de Pontevedra CaixaBank 2017,,,
XXII SAN SILVESTRE POPULAR CIUDAD DE LEÓN,Quintana del Castillo,,León
XXII TRAVESÍA INTEGRAL DE LOS MONTES AQUILIANOS,Cacabelos,El Bierzo,León
XXII TRÍATLON CIDADE DE FERROL CPTO XUNTA DE GALICIA DE TRÍATLON SPRNT E PROBA POPULAR ABERTA SPRINT,,,
XXIII CARREIRA DAS AREAS DE CARNOTA 2014. 10K,Carnota,Muros,Galicia
