nombre_carrera,fecha,categoria,n_masculino,n_femenino,n_desconocido,n_total,categoria_genero
X-ONE RACE PONTEVEDRA 2021,2021-09-12,PAREJAS MASCULINAS,0,0,0,0,mixto
X-ONE RACE PONTEVEDRA 2021,2021-09-12,PAREJAS MIXTAS,0,0,0,0,mixto
X-ONE RACE PONTEVEDRA 2021,2021-09-12,TANDAS POPULARES,168,109,0,277,mixto
X-ONE RACE PONTEVEDRA 2022,2022-09-11,*CLASIFICACIÓN ELITE/GE MODIFICADA A EFECTOS DE PUNTUACIÓN EN LIGA OCRA,0,0,0,0,mixto
X-ONE RACE PONTEVEDRA 2022,2022-09-11,ELITE,49,7,0,56,mixto
X-ONE RACE PONTEVEDRA 2022,2022-09-11,EQUIPOS X-ONE 2022,0,0,0,0,mixto
X-ONE RACE PONTEVEDRA 2022,2022-09-11,Liga Open Grupos de Edad,46,7,0,53,mixto
X-ONE RACE PONTEVEDRA 2022,2022-09-11,Liga Open Popular,100,45,0,145,mixto
X-ONE RACE PONTEVEDRA 2022,2022-09-11,Liga Open Élite,50,13,0,63,mixto
X-ONE RACE PONTEVEDRA 2022,2022-09-11,Liga Orixe Grupos de Edad,38,6,0,44,mixto
X-ONE RACE PONTEVEDRA 2022,2022-09-11,Liga Orixe Popular,36,13,0,49,mixto
X-ONE RACE PONTEVEDRA 2022,2022-09-11,Liga Orixe Élite,38,6,0,44,mixto
X-ONE RACE PONTEVEDRA 2022,2022-09-11,POPULAR,102,45,0,147,mixto
X-ONE RACE PONTEVEDRA 2023,2023-09-10,ELITE,13,3,0,16,mixto
X-ONE RACE PONTEVEDRA 2023,2023-09-10,GRUPOS DE EDAD,23,5,0,28,mixto
X-ONE RACE PONTEVEDRA 2023,2023-09-10,POPULAR,174,95,0,269,mixto
XACOBEO WILD RACE 2021,2021-09-05,EQUIPOS THE WILD RACE 2021,0,0,0,0,mixto
XACOBEO WILD RACE 2021,2021-09-05,RAVEN ELITE,12,1,0,13,mixto
XACOBEO WILD RACE 2021,2021-09-05,RAVEN POPULARES,41,24,0,65,mixto
XACOBEO WILD RACE 2021,2021-09-05,WOLF EQUIPOS,55,21,0,76,mixto
XACOBEO WILD RACE 2022,2022-07-03,ELITE,12,2,0,14,mixto
XACOBEO WILD RACE 2022,2022-07-03,RAVEN,68,25,0,93,mixto
XACOBEO WILD RACE 2022,2022-07-03,WOLF (Equipos),67,39,0,106,mixto
XACOBEO WILD RACE 2022,2022-07-03,WOLF EQUIPOS FEMENINOS,0,0,0,0,mixto
XACOBEO WILD RACE 2022,2022-07-03,WOLF EQUIPOS MASCULINOS,0,0,0,0,mixto
XACOBEO WILD RACE 2022,2022-07-03,WOLF EQUIPOS MIXTOS,0,0,0,0,mixto
XACORUN 2022,2022-03-19,11Km,21,10,0,31,mixto
XACORUN 2022,2022-03-19,22Km,73,18,0,91,mixto
XACORUN 2022,2022-03-19,22Km POR RELEVOS,0,0,0,0,mixto
XACORUN 2023,2023-02-26,10KM,44,37,0,81,mixto
XACORUN 2023,2023-02-26,23KM,82,19,0,101,mixto
XACORUN 2024,2024-03-03,10Km,25,29,0,54,mixto
XACORUN 2024,2024-03-03,23Km,63,7,0,70,mixto
XACORUN 2024,2024-03-03,RELEVOS,9,0,0,9,mixto
XACORUN 2025,2025-03-30,10Km,31,35,0,66,mixto
XACORUN 2025,2025-03-30,23Km,68,12,0,80,mixto
XACORUN 2025,2025-03-30,RELEVOS,13,4,0,17,mixto
XACORUN 2026,2026-03-15,10Km,40,46,0,86,mixto
XACORUN 2026,2026-03-15,23Km,46,6,0,52,mixto
XACORUN 2026,2026-03-15,RELEVOS,3,5,6,14,mixto
XCT XOVE COSTA TRAIL,2019-03-24,XCT13,122,43,0,165,mixto
XCT XOVE COSTA TRAIL,2019-03-24,XCT25,92,12,0,104,mixto
XI ANDAINA E IV TRAIL ``CONCELLO DE BANDE´´,2018-08-05,Equipos de 4 (suma de tiempos),0,0,0,0,mixto
XI ANDAINA E IV TRAIL ``CONCELLO DE BANDE´´,2018-08-05,TRAIL 23KM,56,14,0,70,mixto
XI ANDAINA E IV TRAIL ``CONCELLO DE BANDE´´,2018-08-05,TRAIL 23KM PARELLA POR RELEVO,14,3,0,17,mixto
XI BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA - CENTENARIO PADRE RUBINOS,2018-07-01,ADULTOS,341,96,0,437,mixto
XI BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA - CENTENARIO PADRE RUBINOS,2018-07-01,PRE-BENXAMÍN (No competitiva),0,0,0,0,mixto
XI BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA - CENTENARIO PADRE RUBINOS,2018-07-01,SUB10,8,5,0,13,mixto
XI BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA - CENTENARIO PADRE RUBINOS,2018-07-01,SUB12,4,14,0,18,mixto
XI BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA - CENTENARIO PADRE RUBINOS,2018-07-01,SUB14,6,6,0,12,mixto
XI BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA - CENTENARIO PADRE RUBINOS,2018-07-01,SUB16 y SUB18,4,5,0,9,mixto
XI C.P. CONCELLO DE BOIMORTO,2017-09-02,ABSOLUTA,94,14,0,108,mixto
XI C.P. CONCELLO DE BOIMORTO,2017-09-02,"BENXAMIN (2008-2009) , ALEVIN (2006-2007)",21,18,0,39,mixto
XI C.P. CONCELLO DE BOIMORTO,2017-09-02,"INFANTIL (2004-2005), CADETE (2002-2003)",4,4,0,8,mixto
XI C.P. CONCELLO DE BOIMORTO,2017-09-02,PREBENXAMÍN (2010-2012),13,9,0,22,mixto
XI C.P. EL CACHON DE LA ISLA 2012,2012-09-01,Prueba Absoluta. Distancia: 10120 m,0,0,0,0,mixto
XI CAMOVI (Campeonato de España Carreras por Montaña),2022-04-23,C10K,85,54,0,139,mixto
XI CAMOVI (Campeonato de España Carreras por Montaña),2022-04-23,C21K,207,66,0,273,mixto
XI CAMOVI (Campeonato de España Carreras por Montaña),2022-04-23,C42K,205,89,0,294,mixto
XI CAMOVI (Campeonato de España Carreras por Montaña),2022-04-23,CAMPEONATO ESPAÑA 13K,75,34,0,109,mixto
XI CAMOVI (Campeonato de España Carreras por Montaña),2022-04-23,CAMPEONATO ESPAÑA 21K,28,17,0,45,mixto
XI CAMOVI (Campeonato de España Carreras por Montaña),2022-04-23,CAMPEONATO ESPAÑA 42K,161,83,0,244,mixto
XI CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA,2014-07-26,PROBA ABSOLUTA. DISTANCIA: 10000 M,0,0,0,0,mixto
XI CARREIRA NOCTURNA DE CELANOVA,2014-06-28,ADULTOS 7800M,279,65,0,344,mixto
XI CARREIRA NOCTURNA DE CELANOVA ADULTOS,2014-06-28,PROBA ABSOLUTA. DISTANCIA: 7800 M,0,0,0,0,mixto
XI CARREIRA NOCTURNA DE CELANOVA MENORES,2014-06-28,ALEVIN. DISTANCIA: 1000 M,0,0,0,0,mixto
XI CARREIRA NOCTURNA DE CELANOVA MENORES,2014-06-28,BENXAMIN. DISTANCIA: 500 M,0,0,0,0,mixto
XI CARREIRA NOCTURNA DE CELANOVA MENORES,2014-06-28,INFANTIL E CADETE. DISTANCIA: 1600 M,0,0,0,0,mixto
XI CARREIRA NOCTURNA DE CELANOVA MENORES,2014-06-28,PRE-BENXAMIN. DISTANCIA: 500 M,0,0,0,0,mixto
XI CARREIRA PEDESTRE DO CONCELLO DE OUTES 2018,2018-05-17,10 KM (2000 E ANTERIORES),151,38,0,189,mixto
XI CARREIRA PEDESTRE DO CONCELLO DE OUTES 2018,2018-05-17,3 KM (2000 E ANTERIORES),19,17,0,36,mixto
XI CARREIRA PEDESTRE DO CONCELLO DE OUTES 2018,2018-05-17,ALEVIN/INFANTIL (2005-2008),11,27,0,38,mixto
XI CARREIRA PEDESTRE DO CONCELLO DE OUTES 2018,2018-05-17,CADETE / XUVENIL (2001-2004),7,8,0,15,mixto
XI CARREIRA PEDESTRE DO NADAL SAN CIBRAO 2012,2012-12-16,Proba Absoluta. Distancia: 8500 m,0,0,0,0,mixto
XI CARREIRA PEDESTRE DO NADAL SAN CIBRAO 2012,2012-12-16,Proba Menores. Distancia: 3000 m,0,0,0,0,mixto
XI CARREIRA POPULAR CONCELLO DE GUITIRIZ 2017,2017-06-18,CARREIRA INFANTIL (2001 A 2003),2,1,0,3,mixto
XI CARREIRA POPULAR CONCELLO DE GUITIRIZ 2017,2017-06-18,CARREIRA XERAL (2000 E ANOS ANT.),48,11,0,59,mixto
XI CARREIRA POPULAR CONCELLO DE MONFORTE – 2019,2019-03-24,ABSOLUTA (2003 E ANTERIORES),351,87,0,438,mixto
XI CARREIRA POPULAR CONCELLO DE MONFORTE – 2019,2019-03-24,ALEVIN (2008-2009),36,24,0,60,mixto
XI CARREIRA POPULAR CONCELLO DE MONFORTE – 2019,2019-03-24,BENXAMIN (2010-2011),51,52,0,103,mixto
XI CARREIRA POPULAR CONCELLO DE MONFORTE – 2019,2019-03-24,INFANTIL-CADETE (2004-2007),37,19,0,56,mixto
XI CARREIRA POPULAR CONCELLO DE MONFORTE – 2019,2019-03-24,PREBENXAMIN (2012-2014),107,65,0,172,mixto
XI CARREIRA POPULAR DE CHANTADA,2022-05-07,10Km (2006 e anteriores),112,24,0,136,mixto
XI CARREIRA POPULAR DE CHANTADA,2022-05-07,5Km (2006 e anteriores),31,29,0,60,mixto
XI CARREIRA POPULAR DE CHANTADA,2022-05-07,INFANTIL-CADETE (2007-2010),11,7,0,18,mixto
XI CARREIRA POPULAR DE FRIOL,2025-04-26,ABSOLUTA (2009 e anteriores),93,47,0,140,mixto
XI CARREIRA POPULAR DE FRIOL,2025-04-26,ALEVÍN (2014-2015),19,7,0,26,mixto
XI CARREIRA POPULAR DE FRIOL,2025-04-26,BENXAMIN (2016-2017),11,8,0,19,mixto
XI CARREIRA POPULAR DE FRIOL,2025-04-26,INFANTIL (2012-2013),5,7,0,12,mixto
XI CARREIRA POPULAR DE FRIOL,2025-04-26,PEQUENIÑAS (2018-2019),0,7,0,7,mixto
XI CARREIRA POPULAR DE FRIOL,2025-04-26,PEQUENIÑOS (2018-2019),13,0,0,13,mixto
XI CARREIRA POPULAR DE PADRON 2013 (sólo inscritos popular),2013-03-02,10 KM HOMOLOGADOS POLA RFEA . DISTANCIA: 10000 M,0,0,0,0,mixto
XI CARREIRA POPULAR DE PADRON 2013 (sólo inscritos popular),2013-03-02,PROBA XUVENIL. 5 KM HOMOLOGADOS POLA RFEA. DISTANCIA: 5000 M,0,0,0,0,mixto
XI CARREIRA POPULAR DO SAN SALVADOR - CONCELLO DE BAÑOS DE MOLGAS,2018-07-28,BENXAMIN (2009 A 2012) Y ALEVIN (2007 A 2008),12,14,0,26,mixto
XI CARREIRA POPULAR DO SAN SALVADOR - CONCELLO DE BAÑOS DE MOLGAS,2018-07-28,CARREIRA ABSOLUTA (2002 E ANT.),86,16,0,102,mixto
XI CARREIRA POPULAR DO SAN SALVADOR - CONCELLO DE BAÑOS DE MOLGAS,2018-07-28,INFANTIL/CADETE (2003 A 2006),3,2,0,5,mixto
XI CARREIRA POPULAR FEIRA DO VIÑO DE QUIROGA,2015-04-03,ABSOLUTA (9000M),198,25,0,223,mixto
XI CARREIRA POPULAR LUGO MONUMENTAL - GRAN PREMIO E-ON. ABSOLUTA,2013-12-22,PROBA ABSOLUTA. DISTANCIA: 10000 M,0,0,0,0,mixto
XI CARREIRA POPULAR LUGO MONUMENTAL - GRAN PREMIO E-ON. MENORES,2013-12-22,CATEGORIA A. DISTANCIA: 700 M,0,0,0,0,mixto
XI CARREIRA POPULAR LUGO MONUMENTAL - GRAN PREMIO E-ON. MENORES,2013-12-22,CATEGORIA B. DISTANCIA: 1100 M,0,0,0,0,mixto
XI CARREIRA POPULAR LUGO MONUMENTAL - GRAN PREMIO E-ON. MENORES,2013-12-22,CATEGORIA C. DISTANCIA: 1500 M,0,0,0,0,mixto
XI CARREIRA POPULAR VAL DAS FABAS LOURENZÁ,2021-10-03,ABSOLUTA (2007 E ANTERIORES),73,28,0,101,mixto
XI CARREIRA POPULAR “MAR DE BOIRO” 9º. Memorial Pepe Buceta,2015-12-20,LONGA (10KM),355,72,0,427,mixto
XI CARREIRA SOLIDARIA DO ARENTEIRO (O CARBALLIÑO),2019-12-29,CARREIRA ABSOLUTA (2001 E ANOS ANTERIORES),293,92,0,385,mixto
XI CARREIRA SOLIDARIA DO ARENTEIRO (O CARBALLIÑO),2019-12-29,SUB 16 (2004-2007)/ SUB 18 (2002-2003),13,7,0,20,mixto
XI CARREIRA VIRTUAL LETRAS GALEGAS CONCELLO DE VILALBA,2021-05-03,Absoluta (2003 e anteriores),19,2,0,21,mixto
XI CARREIRA VIRTUAL LETRAS GALEGAS CONCELLO DE VILALBA,2021-05-03,Andaina (2003 e anteriores),13,7,0,20,mixto
XI CARREIRA VIRTUAL LETRAS GALEGAS CONCELLO DE VILALBA,2021-05-03,Categoría +10 (2009-2011),1,4,0,5,mixto
XI CARREIRA VIRTUAL LETRAS GALEGAS CONCELLO DE VILALBA,2021-05-03,Categoría +13 (2004-2008),1,1,0,2,mixto
XI CARREIRA VIRTUAL LETRAS GALEGAS CONCELLO DE VILALBA,2021-05-03,Categoría +7 (2012-2014),4,0,0,4,mixto
XI CARREIRA e VIII MEDIA CARREIRA POR MONTAÑA ”CANÓN do SIL“,2017-07-16,CAMPIONATO GALEGO,45,4,0,49,mixto
XI CARREIRA e VIII MEDIA CARREIRA POR MONTAÑA ”CANÓN do SIL“,2017-07-16,CARREIRA (1996 E ANTERIORES),56,6,0,62,mixto
XI CARREIRA e VIII MEDIA CARREIRA POR MONTAÑA ”CANÓN do SIL“,2017-07-16,COPA GALEGA OPEN CADETE,2,0,0,2,mixto
XI CARREIRA e VIII MEDIA CARREIRA POR MONTAÑA ”CANÓN do SIL“,2017-07-16,COPA GALEGA OPEN JUNIOR,2,0,0,2,mixto
XI CARREIRA e VIII MEDIA CARREIRA POR MONTAÑA ”CANÓN do SIL“,2017-07-16,MEDIA CARREIRA (1999 E ANTERIORES),68,10,0,78,mixto
XI CARREIRA e VIII MEDIA CARREIRA POR MONTAÑA ”CANÓN do SIL“,2017-07-16,POPULAR (1999 E ANTERIORES),5,2,0,7,mixto
XI CARRERA DEL AGUA UNICEF SADA,2024-10-13,10K (2004 e anteriores),142,41,0,183,mixto
XI CARRERA DEL AGUA UNICEF SADA,2024-10-13,SUB10,14,7,0,21,mixto
XI CARRERA DEL AGUA UNICEF SADA,2024-10-13,SUB12,13,15,0,28,mixto
XI CARRERA DEL AGUA UNICEF SADA,2024-10-13,SUB14,8,5,0,13,mixto
XI CARRERA DEL AGUA UNICEF SADA,2024-10-13,SUB16 (2009-2010),3,9,0,12,mixto
XI CARRERA DEL AGUA UNICEF SADA,2024-10-13,SUB18/SUB20 (2005-2008),2,2,0,4,mixto
XI CARRERA DEL AGUA UNICEF SADA,2024-10-13,SUB8,13,15,0,28,mixto
XI CARRERA POPULAR NOCTURNA XINZO DE LIMIA,2015-07-04,ADULTOS,156,39,0,195,mixto
XI CARRERA POPULAR NOCTURNA XINZO DE LIMIA,2015-07-04,BENXAMIN - ALEVIN (2004 - 2007),19,19,0,38,mixto
XI CARRERA POPULAR NOCTURNA XINZO DE LIMIA,2015-07-04,INFANTIL - CADETE (2000 - 2003),12,6,0,18,mixto
XI Carreira Pedestre San Brais 23,2023-01-29,ABSOLUTA (18 anos cumplidos),100,33,0,133,mixto
XI Carreira Popular Concello de Redondela 2018,2018-07-01,ABSOLUTA (A PARTIR DE 16 ANOS),237,51,0,288,mixto
XI Carreira Popular Concello de Redondela 2018,2018-07-01,ALEVIN (2007-2008),15,17,0,32,mixto
XI Carreira Popular Concello de Redondela 2018,2018-07-01,CADETE (15 ANOS ATA 2004),5,2,0,7,mixto
XI Carreira Popular Concello de Redondela 2018,2018-07-01,INFANTIL (2005-2006),11,10,0,21,mixto
XI DUATLON CROS CONCELLO DE POIO,2017-02-05,ABSOLUTA,46,5,0,51,mixto
XI Dúatlon Concello de Guitiriz,2017-02-11,General,0,17,0,17,mixto
XI Dúatlon Concello de Guitiriz,2017-02-11,Sin Corte,74,0,0,74,mixto
XI Dúatlon Concello de Guitiriz,2017-02-11,con Corte,76,0,0,76,mixto
XI EDICIÓN CORREXSALCEDA 2024,2024-05-05,ABSOLUTA 10K (2008 e anteriores),122,18,0,140,mixto
XI EDICIÓN CORREXSALCEDA 2024,2024-05-05,ABSOLUTA 5K (2008 e anteriores),50,36,0,86,mixto
XI EDICIÓN CORREXSALCEDA 2024,2024-05-05,CATEGORIA A (2009-2011),21,15,0,36,mixto
XI EDICIÓN TRAIL E ANDAINA DE CELA 2025,2025-01-19,TRAIL,71,14,0,85,mixto
XI EDICIÓN TRAVESÍA A NADO COSTA SERENA-GRAN PREMIO CONCELLO DE NIGRÁN 2021,2021-07-04,Prueba 2700m,60,40,0,100,mixto
XI EDICIÓN TRAVESÍA A NADO COSTA SERENA-GRAN PREMIO CONCELLO DE NIGRÁN 2021,2021-07-04,Prueba 4000m,164,27,0,191,mixto
XI EDICIÓN TRAVESÍA A NADO COSTA SERENA-GRAN PREMIO CONCELLO DE NIGRÁN 2021,2021-07-04,Prueba 800m,49,33,0,82,mixto
XI INTERRUNNING-CONCELLO DE PORRIÑO 2017,2017-03-12,ABSOLUTA 10 KM ( NACIDOS/AS EN 2001 Y AÑOS ANTERIORES ),1197,277,0,1474,mixto
XI INTERRUNNING-CONCELLO DE PORRIÑO 2017,2017-03-12,ABSOLUTA 5 KM ( NACIDOS/AS EN 2001 Y AÑOS ANTERIORES),60,111,0,171,mixto
XI INTERRUNNING-CONCELLO DE PORRIÑO 2017,2017-03-12,ALEVÍN ( NACDOS/AS EN 2006 Y 2007 ),35,15,0,50,mixto
XI INTERRUNNING-CONCELLO DE PORRIÑO 2017,2017-03-12,BENJAMÍN (NACIDOS/AS EN 2008 Y 2009),53,34,0,87,mixto
XI INTERRUNNING-CONCELLO DE PORRIÑO 2017,2017-03-12,INFANTIL (2004 Y 2005) Y CADETE (2002 Y 2003),31,28,0,59,mixto
XI MARATON INTERNACIONAL “CIUDAD DE GIJON” (PATINAJE DE VELOCIDAD),2016-10-09,TOD@S LOS PARTICIPANTES,137,83,0,220,mixto
XI MARCHA BTT & TRAIL CONCELLO DE NIGRÁN 2016,2016-11-20,TRAIL (16 KM APROX.),70,14,0,84,mixto
XI MEDIA MARATON CIUDAD DE PONFERRADA 2014,2014-06-15,PRUEBA ABSOLUTA. DISTANCIA: 21097 M,0,0,0,0,mixto
XI MEDIA MARATON NOCTURNA CIUDAD DE PONFERRADA (21 LUNAS ... Y MEDIA),2018-07-21,MEDIO MARATON (MAYORES DE 18 AÑOS),327,45,0,372,mixto
XI MEDIA MARATÓN LEÓN MANJAR DE REYES,2019-03-24,5 KM (2003 Y ANTERIORES),71,69,0,140,mixto
XI MEDIA MARATÓN LEÓN MANJAR DE REYES,2019-03-24,MEDIA MARATON (2001 Y ANTERIORES),855,152,0,1007,mixto
XI MEDIA MARATÓN LEÓN MANJAR DE REYES,2019-03-24,MEDIA MARATÓN EN VEHÍCULO ADAPTADO,1,0,0,1,mixto
XI MEDIA MARATÓN RIBADEO - AS CATEDRAIS,2025-09-13,Medio Maratón,556,190,0,746,mixto
XI MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2014,2014-01-25,PROBA ABSOLUTA. DISTANCIA: 7000 M,0,0,0,0,mixto
XI MOUNTEMPLARIA,2018-07-07,MOUNTEMPLARIA TRAIL,25,0,0,25,mixto
XI MOUNTEMPLARIA,2018-07-07,"RECORRIDO A, con una longitud de 80 km y unos desniveles acumulados de +2884 m y -2884 m",85,1,0,86,mixto
XI MOUNTEMPLARIA,2018-07-07,"RECORRIDO B, con una longitud de 57 km y unos desniveles acumulados de +1742 m y -1742 m",63,5,0,68,mixto
XI SUBIDA AO CASTRO 2016,2016-12-11,ABSOLUTA (2001 E ANTERIORES),268,66,0,334,mixto
XI SUBIDA CICLOTURISTA A GROBA,2019-07-20,CARRETERA Y BTT,171,11,0,182,mixto
XI SUBIDA CICLOTURISTA A GROBA,2019-07-20,EQUIPOS,0,0,0,0,mixto
XI TRAIL CONCELLO DE ARTEIXO,2024-10-27,CADETE (So federados)(Desnivel +450m),2,5,0,7,mixto
XI TRAIL CONCELLO DE ARTEIXO,2024-10-27,CURTA (Desnivel +920m),126,44,0,170,mixto
XI TRAIL CONCELLO DE ARTEIXO,2024-10-27,LONGA (Desnivel +2050m),56,12,0,68,mixto
XI TRAIL TRANS SERRA DA GROBA - BAIONA 2024,2024-11-02,EQUIPOS TRAIL SERRA DA GROBA 2024,0,0,0,0,mixto
XI TRAIL TRANS SERRA DA GROBA - BAIONA 2024,2024-11-02,EQUIPOS TRAILIÑO SERRA DA GROBA 2024,0,0,0,0,mixto
XI TRAIL TRANS SERRA DA GROBA - BAIONA 2024,2024-11-02,TRAIL 30Km,81,9,0,90,mixto
XI TRAIL TRANS SERRA DA GROBA - BAIONA 2024,2024-11-02,TRAILIÑO 16Km,176,60,0,236,mixto
XI TRAVESIA DESAFÍO SANTANDER ISLAS CIES 2021,2021-08-28,TRAVESIA,95,13,0,108,mixto
XI TRIATLÓN DESAFÍO ISLAS CÍES 2024,2024-09-22,AQUABIKE,21,8,0,29,mixto
XI TRIATLÓN DESAFÍO ISLAS CÍES 2024,2024-09-22,GRUPOS DE EDAD,118,11,0,129,mixto
XI TRIATLÓN DESAFÍO ISLAS CÍES 2024,2024-09-22,PRO,39,3,0,42,mixto
XI TRIATLÓN DESAFÍO ISLAS CÍES 2024,2024-09-22,RELEVOS,15,3,0,18,mixto
XI TRIATLÓN DESAFÍO ISLAS CÍES 2024,2024-09-22,RELEVOS MIXTA,6,1,0,7,mixto
XI TRÍATLON CONCELLO DE PORRIÑO-TUI,2026-06-14,EQUIPOS TRI PORIIÑO 2026,0,0,0,0,mixto
XI TRÍATLON CONCELLO DE PORRIÑO-TUI,2026-06-14,EQUIPOS TRI PORRIÑO 2026,0,0,0,0,mixto
XI TRÍATLON CONCELLO DE PORRIÑO-TUI,2026-06-14,General,83,29,0,112,mixto
XI TRÍATLON CONCELLO DE PORRIÑO-TUI,2026-06-14,POPULAR,56,9,0,65,mixto
XII ANDAINA E V TRAIL ``CONCELLO DE BANDE´´,2019-08-04,TRAIL 28 KM PARELLA POR RELEVO,13,1,0,14,mixto
XII ANDAINA E V TRAIL ``CONCELLO DE BANDE´´,2019-08-04,"TRAIL CORTO 16,5 KM",47,22,0,69,mixto
XII ANDAINA E V TRAIL ``CONCELLO DE BANDE´´,2019-08-04,TRAIL LARGO 28 KM,51,10,0,61,mixto
XII BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA,2019-05-05,ABSOLUTA,331,126,0,457,mixto
XII BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA,2019-05-05,PREBENXAMÍN (No competitiva),0,0,0,0,mixto
XII BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA,2019-05-05,SUB 10,13,11,0,24,mixto
XII BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA,2019-05-05,SUB 12,16,15,0,31,mixto
XII BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA,2019-05-05,SUB 14,14,11,0,25,mixto
XII BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA,2019-05-05,SUB16 - SUB18,7,2,0,9,mixto
XII CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2023,2023-04-22,C10K,98,60,0,158,mixto
XII CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2023,2023-04-22,C21K,140,25,0,165,mixto
XII CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2023,2023-04-22,C42K,108,13,0,121,mixto
XII CAMOVI (CARREIRA POR MONTAÑA MONTES DE VIVEIRO) 2023,2023-04-22,CAMOVI RELEVOS 42K,17,2,0,19,mixto
XII CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA DE AROUSA,2015-08-08,7500 M,214,59,0,273,mixto
XII CARREIRA NOCTURNA DE CELANOVA,2015-06-20,ALEVÍN (2004-2005),17,15,0,32,mixto
XII CARREIRA NOCTURNA DE CELANOVA,2015-06-20,BENXAMÍN (2006-2007),25,12,0,37,mixto
XII CARREIRA NOCTURNA DE CELANOVA,2015-06-20,CARREIRA ABSOLUTA (1999 E ANTERIORES),332,71,0,403,mixto
XII CARREIRA NOCTURNA DE CELANOVA,2015-06-20,INFANTIL-CADETE (2000-2003),19,6,0,25,mixto
XII CARREIRA NOCTURNA DE CELANOVA,2015-06-20,PRE-BENXAMÍN (2008-2009),13,15,0,28,mixto
XII CARREIRA PEDESTRE CONCELLO DE MOAÑA,2015-09-27,10KM (1999 E ANTERIORES),250,45,0,295,mixto
XII CARREIRA PEDESTRE CONCELLO DE MOAÑA,2015-09-27,5 KM (1999 E ANTERIORES),49,29,0,78,mixto
XII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2019,2019-05-17,10 KM (2001 E ANTERIORES),118,27,0,145,mixto
XII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2019,2019-05-17,3 KM (2001 E ANTERIORES),16,15,0,31,mixto
XII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2019,2019-05-17,ALEVIN / INFANTIL (2006-2009),7,14,0,21,mixto
XII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2019,2019-05-17,CADETE / XUVENIL (2002-2005),7,4,0,11,mixto
XII CARREIRA PEDESTRE DO NADAL SAN CIBRAO DAS VIÑAS,2013-12-22,PROBA ABSOLUTA. DISTANCIA: 8500 M,0,0,0,0,mixto
XII CARREIRA PEDESTRE DO NADAL SAN CIBRAO DAS VIÑAS - MENORES,2013-12-22,PROBA MENORES. DISTANCIA: 3000 M,0,0,0,0,mixto
XII CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,2018-09-01,ABSOLUTA (2002 E ANTERIORES),91,18,0,109,mixto
XII CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,2018-09-01,BENXAMIN/ALEVIN (2007-2010),19,17,0,36,mixto
XII CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,2018-09-01,INFANTIL/CADETE (2003-2006),7,7,0,14,mixto
XII CARREIRA PEDESTRE POPULAR CONCELLO DE BOIMORTO,2018-09-01,PREBENXAMIN (2011-2013),21,10,0,31,mixto
XII CARREIRA PEDESTRE VILA DE CORCUBION - 10K,2014-09-20,CARREIRA ABSOLUTA (10K). DISTANCIA: 9000 M,0,0,0,0,mixto
XII CARREIRA PEDESTRE VILA DE CORCUBION - 5K-XUVENIL,2014-09-20,CARREIRA ABSOLUTA (5K). DISTANCIA: 4500 M,0,0,0,0,mixto
XII CARREIRA PEDESTRE VILA DE CORCUBION - 5K-XUVENIL,2014-09-20,CARREIRA XUVENIL. DISTANCIA: 3000 M,0,0,0,0,mixto
XII CARREIRA PEDESTRE VILA DE CORCUBION - MENORES,2014-09-20,CARREIRA BENXAMIN E ALEVIN. DISTANCIA: 900 M,0,0,0,0,mixto
XII CARREIRA PEDESTRE VILA DE CORCUBION - MENORES,2014-09-20,CARREIRA INFANTIL E CADETE. DISTANCIA: 2000 M,0,0,0,0,mixto
XII CARREIRA POPULAR CONCELLO DE GUITIRIZ TERMAL,2022-04-02,ABSOLUTA (2006 e anteriores),82,27,0,109,mixto
XII CARREIRA POPULAR CONCELLO DE GUITIRIZ TERMAL,2022-04-02,SUB-10 E SUB-12 (2011-2014),22,18,0,40,mixto
