nombre_carrera,fecha,categoria,n_masculino,n_femenino,n_desconocido,n_total,categoria_genero
"""200 CRESTAS"" DESAFÍO COUREL 2016",2016-03-19,92 KM (Desnivel positivo: 3.702 metros - Desnivel negativo: 3.704 metros),201,2,0,203,mixto
"""I TRAIL 175º ANIVERSARIO GUARDIA CIVIL"" A BENEFICIO DE LA FUNDACIÓN PADRE RUBINOS",2019-05-12,TRAIL,159,33,0,192,mixto
#MarzoSaudeSolidario 2015,2015-05-10,CARRERA CATEGORIA A (2006-2008),8,4,0,12,mixto
#MarzoSaudeSolidario 2015,2015-05-10,CARRERA CATEGORIA B (2003-2005),4,10,0,14,mixto
#MarzoSaudeSolidario 2015,2015-05-10,CARRERA CATEGORIA C (2000-2002),7,5,0,12,mixto
#MarzoSaudeSolidario 2015,2015-05-10,CARRERA POPULAR,49,22,0,71,mixto
#MarzoSaudeSolidario 2015,2015-05-10,TRAIL,37,6,0,43,mixto
'CLÁSICA' DESAFÍO COUREL 2016,2016-09-24,98 KM (Desnivel positivo: 4.101 metros - Desnivel negativo: 4.103 metros),115,4,0,119,mixto
+10 MARIN MANOLO ROSALES. GRAN PREMIO ENCE 2012,2012-08-03,Adultos. Distancia: 10000 m,0,0,0,0,mixto
+10MARIN MANUEL ROSALES - GRAN PREMIO ENCE 2014,2014-08-01,PROBA ABSOLUTA. DISTANCIA: 10000 M,0,0,0,0,mixto
+8K SAN XOAN POIO - GRAN PREMIO C. C. A BARCA 2014,2014-06-21,PROBA ABSOLUTA. DISTANCIA: 8000 M,0,0,0,0,mixto
10 KILÓMETROS SOLIDARIOS CIUDAD DE PONFERRADA,2014-10-25,10 KILÓMETROS SOLIDARIOS PROYECTO HOMBRE. DISTANCIA: 10000 M,0,0,0,0,mixto
10 KM CIDADE UNIVERSITARIA 2014. VIGO (CUVI),2014-04-27,PROBA ABSOLUTA. DISTANCIA: 10000 M,0,0,0,0,mixto
10 KM LEON CUNA DEL PARLAMENTARISMO,2019-10-20,10 KM (2000 Y ANTERIORES),600,178,0,778,mixto
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2022,2022-10-16,10KM (2004 y anteriores),544,126,0,670,mixto
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2022,2022-10-16,2KM PROMOCION (2005-2010),20,13,0,33,mixto
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2023,2023-10-22,10Km (2005 y anteriores),484,128,0,612,mixto
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2023,2023-10-22,PEQUE LEON (2006-2013),29,31,0,60,mixto
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2024,2024-10-20,10Km (2006 y anteriores),648,215,0,863,mixto
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2024,2024-10-20,PEQUE LEON (2007-2014),38,29,0,67,mixto
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2025,2025-10-19,10Km (2007 y anteriores),767,308,0,1075,mixto
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2025,2025-10-19,PEQUE LEON (2008-2015),31,38,0,69,mixto
10 MARIN MANUEL ROSALES 2013,2013-08-02,ADULTOS. DISTANCIA: 10000 M,0,0,0,0,mixto
10K CARBALLO. IX Carreira Popular 10Km Concello de Carballo 2019,2019-06-16,BENXAMIN/SUB10 (2010-2011),65,45,0,110,mixto
10K CARBALLO. IX Carreira Popular 10Km Concello de Carballo 2019,2019-06-16,CARREIRA ABSOLUTA (2001 E ANOS ANTERIORES),442,98,0,540,mixto
10K CARBALLO. IX Carreira Popular 10Km Concello de Carballo 2019,2019-06-16,CARREIRA ADAPTADA (CADEIRA DE RODAS OU HANDBIKE),1,0,0,1,mixto
10K CARBALLO. IX Carreira Popular 10Km Concello de Carballo 2019,2019-06-16,"INFANTIL/SUB14, ALEVIN/SUB12 (2006 A 2009)",51,50,0,101,mixto
10K CARBALLO. IX Carreira Popular 10Km Concello de Carballo 2019,2019-06-16,"XUVENIL/SUB18, CADETE/SUB16 (2002 A 2005)",13,8,0,21,mixto
10K CARBALLO. VI Carreira Popular Concello de Carballo,2016-06-19,ABSOLUTA EN VEHICULO ADAPATADO,3,0,0,3,mixto
10K CARBALLO. VI Carreira Popular Concello de Carballo,2016-06-19,CARREIRA ABSOLUTA (1998 E ANOS ANTERIORES),743,167,0,910,mixto
10K CARBALLO. VI Carreira Popular Concello de Carballo,2016-06-19,"CARREIRA INFANTIL,ALEVIN (2003 ATA O 2006)",47,42,0,89,mixto
10K CARBALLO. VI Carreira Popular Concello de Carballo,2016-06-19,"CARREIRA XUVENIL, CADETE (1999 ATA 2002)",26,5,0,31,mixto
10K CARBALLO. VI Carreira Popular Concello de Carballo,2016-06-19,EQUIPOS 10K CARBALLO (MÍNIMO 5 COMPOÑENTES),0,0,0,0,mixto
10K CARBALLO. VII Carreira Popular 10Km Concello de Carballo 2017,2017-06-18,ABSOLUTA (1999 E ANOS ANTERIORES),583,105,0,688,mixto
10K CARBALLO. VII Carreira Popular 10Km Concello de Carballo 2017,2017-06-18,ABSOLUTA ADAPTADA EN HANDBIKE OU CADEIRA DE RODAS,1,0,0,1,mixto
10K CARBALLO. VII Carreira Popular 10Km Concello de Carballo 2017,2017-06-18,"BENXAMIN (2008,2009)",42,35,0,77,mixto
10K CARBALLO. VII Carreira Popular 10Km Concello de Carballo 2017,2017-06-18,"INFANTIL (2004,2005), ALEVIN (2006,2007)",47,40,0,87,mixto
10K CARBALLO. VII Carreira Popular 10Km Concello de Carballo 2017,2017-06-18,"XUVENIL (2000,2001), CADETE (2002,2003)",29,4,0,33,mixto
10K CARBALLO. VIII Carreira Popular 10Km Concello de Carballo 2018,2018-06-17,BENXAMIN/SUB10 (2009-2010),38,34,0,72,mixto
10K CARBALLO. VIII Carreira Popular 10Km Concello de Carballo 2018,2018-06-17,CARREIRA ABSOLUTA (2000 E ANOS ANTERIORES),497,83,0,580,mixto
10K CARBALLO. VIII Carreira Popular 10Km Concello de Carballo 2018,2018-06-17,"INFANTIL/SUB14, ALEVIN/SUB12 (2005 A 2008)",49,55,0,104,mixto
10K CARBALLO. VIII Carreira Popular 10Km Concello de Carballo 2018,2018-06-17,"XUVENIL/SUB18, CADETE/SUB16 (2001 A 2004)",13,7,0,20,mixto
10K DE FENE,2014-10-11,PROBA ABSOLUTA. DISTANCIA: 10000 M,0,0,0,0,mixto
10K NOCTURNOS SOLIDARIOS PROYECTO HOMBRE “Ciudad de Ponferrada”,2019-10-12,CARRERA ABSOLUTA (A PARTIR DE 16 AÑOS),98,16,0,114,mixto
10K PARQUE A CANUDA SALVATERRA DE MIÑO E ANDAINA DO RÍO,2015-02-15,10 k,487,84,0,571,mixto
10K SOLIDARIOS PROYECTO HOMBRE CIUDAD DE PONFERRADA 2018,2018-10-27,CARRERA ABSOLUTA (A PARTIR DE 16 AÑOS),137,36,0,173,mixto
10K UNICEF LISBOA,2014-07-06,10000 M,0,0,0,0,mixto
10KM CARBALLO,2015-06-21,ADULTOS 10 KM,706,120,0,826,mixto
10KM CARBALLO,2015-06-21,EQUIPOS 10K CARBALLO,0,0,0,0,mixto
10KM CARBALLO,2015-06-21,INFANTIL - ALEVIN (2002 - 2005),40,42,0,82,mixto
10KM CARBALLO,2015-06-21,XUVENIL -CADETE (1998 - 2001),27,8,0,35,mixto
10KM RUTA DE LA CONSTRUCCION NAVAL FERROL 2013,2013-06-23,ADULTOS. DISTANCIA: 10000 M,0,0,0,0,mixto
10KM VIRGEN DEL CAMINO;Homenaje a Antonino Baños,2013-03-03,ADULTOS. DISTANCIA: 10000 M,0,0,0,0,mixto
10k NO CORAZON CHANTADA,2024-05-18,10Km (2008 e anteriores),66,14,0,80,mixto
10k NO CORAZON CHANTADA,2024-05-18,5Km (2008 e anteriores),26,29,0,55,mixto
10k NO CORAZON CHANTADA,2024-05-18,SUB14 (2011-2012)-SUB16 (2009-2010),11,8,0,19,mixto
10ª TRAVESÍA A NADO VILA DE BAIONA,2019-07-06,ADULTOS E VETERANOS (2002 E ANT.),139,34,0,173,mixto
10ª TRAVESÍA A NADO VILA DE BAIONA,2019-07-06,SUB 12 (2007-2011),25,29,0,54,mixto
10ª TRAVESÍA A NADO VILA DE BAIONA,2019-07-06,SUB 16 (2003-2006),10,11,0,21,mixto
10ª VIGO + 11 CARREIRA POPULAR “Trofeo El Corte Inglés”,2016-10-16,ABSOLUTA (1998 E ANT.),537,103,0,640,mixto
113 SWIM RIDE RUN. TRIATLON MEDIA DISTANCIA SANXENXO 2016,2016-05-08,ABSOLUTA,79,7,0,86,mixto
113 SWIM RIDE RUN. TRIATLON MEDIA DISTANCIA Y OLÍMPICO NO DRAFT SANXENXO 2017,2017-05-21,MEDIA DISTANCIA,91,3,0,94,mixto
113 SWIM RIDE RUN. TRIATLON MEDIA DISTANCIA Y OLÍMPICO NO DRAFT SANXENXO 2017,2017-05-21,OLÍMPICO NO DRAFT,75,10,0,85,mixto
11º TRAIL TERRAS DO MANDEO,2025-01-12,TRAIL CORTO,169,69,0,238,mixto
11º TRAIL TERRAS DO MANDEO,2025-01-12,TRAIL LARGO,80,14,0,94,mixto
12 CARREIRA POPULAR VIGO + 11,2018-11-11,ABSOLUTA (2001 Y AÑOS ANT.),477,93,0,570,mixto
12 CARREIRA POPULAR VIGO + 11,2018-11-11,ABSOLUTA (RUNRUNVIGO),474,92,0,566,mixto
12 HORAS BTT CARBALLO 2018,2018-07-21,EQUIPOS DE 2 MASCULINOS,0,0,0,0,mixto
12 HORAS BTT CARBALLO 2018,2018-07-21,EQUIPOS DE 2 MIXTOS (1 HOMBRE Y 1 MUJER),0,0,0,0,mixto
12 HORAS BTT CARBALLO 2018,2018-07-21,EQUIPOS DE 3 MASCULINOS,0,0,0,0,mixto
12 HORAS BTT CARBALLO 2018,2018-07-21,EQUIPOS DE 4 FEMENINOS,0,0,0,0,mixto
12 HORAS BTT CARBALLO 2018,2018-07-21,EQUIPOS DE 4 MASCULINOS,0,0,0,0,mixto
12 HORAS BTT CARBALLO 2018,2018-07-21,EQUIPOS DE 4 MIXTOS (2 HOMBRES Y 2 MUJERES),0,0,0,0,mixto
12 HORAS BTT CARBALLO 2018,2018-07-21,INDIVIDUAL (18 A 75 AÑOS),0,0,0,0,mixto
12 HORAS BTT CARBALLO 2019,2019-07-20,EQUIPOS DE 2 FEMENINOS,0,0,0,0,mixto
12 HORAS BTT CARBALLO 2019,2019-07-20,EQUIPOS DE 2 MASCULINOS,0,0,0,0,mixto
12 HORAS BTT CARBALLO 2019,2019-07-20,EQUIPOS DE 2 MIXTOS (1 HOMBRE Y 1 MUJER),0,0,0,0,mixto
12 HORAS BTT CARBALLO 2019,2019-07-20,EQUIPOS DE 3 MASCULINOS,0,0,0,0,mixto
12 HORAS BTT CARBALLO 2019,2019-07-20,EQUIPOS DE 4 FEMENINOS,0,0,0,0,mixto
12 HORAS BTT CARBALLO 2019,2019-07-20,EQUIPOS DE 4 MASCULINOS,0,0,0,0,mixto
12 HORAS BTT CARBALLO 2019,2019-07-20,EQUIPOS DE 4 MIXTOS (2 HOMBRES Y 2 MUJERES),0,0,0,0,mixto
12 HORAS BTT CARBALLO 2019,2019-07-20,INDIVIDUAL (18 A 75 AÑOS),0,0,0,0,mixto
12ª SUBIDA AO CASTRO 2018,2018-01-14,ABSOLUTA (RUNRUNVIGO),242,67,0,309,mixto
12ª SUBIDA AO CASTRO 2018,2018-01-14,ABSOLUTA (RUNRUNVIGO) [Compensada],242,67,0,309,mixto
12ª SUBIDA AO CASTRO 2018,2018-01-14,SUBIDA,265,77,0,342,mixto
13 CARREIRA POPULAR VIGO + 11,2019-11-03,Absoluta (2001 e anteriores),298,73,0,371,mixto
13 CARREIRA POPULAR VIGO + 11,2019-11-03,RunRunVigo,296,72,0,368,mixto
13 CROSS POPULAR/CANICROSS CONCELLO BOBORAS,2013-01-20,ALEVÍN E INFANTIL. DISTANCIA: 1500 M,0,0,0,0,mixto
13 CROSS POPULAR/CANICROSS CONCELLO BOBORAS,2013-01-20,BENXAMÍN E PREBENXAMÍN. DISTANCIA: 500 M,0,0,0,0,mixto
13 CROSS POPULAR/CANICROSS CONCELLO BOBORAS,2013-01-20,CADETE E XUVENIL. DISTANCIA: 4500 M,0,0,0,0,mixto
13 CROSS POPULAR/CANICROSS CONCELLO BOBORAS,2013-01-20,CANICROSS CONCELLO DE BOBORÁS. DISTANCIA: 7700 M,0,0,0,0,mixto
13 CROSS POPULAR/CANICROSS CONCELLO BOBORAS,2013-01-20,"XUNIOR, PROMESA, SENIOR E VETERÁNS. DISTANCIA: 7700 M",0,0,0,0,mixto
13º SUBIDA AO CASTRO,2019-01-27,RUNRUNVIGO,312,92,0,404,mixto
13º SUBIDA AO CASTRO,2019-01-27,SUBIDA AO CASTRO,348,106,0,454,mixto
14 TRAVESIA DE NATACION SAN PEDRO,2013-06-29,PLAYA DE PONIENTE A PLAYA L'ARBEYAL. DISTANCIA: 1600 M,0,0,0,0,mixto
14º SUBIDA AO CASTRO,2020-01-26,CARRERA DE 3 KM,387,136,0,523,mixto
14º SUBIDA AO CASTRO,2020-01-26,RUNRUNVIGO 10KM,354,120,0,474,mixto
14º TREITOIR@DA 2017,2017-07-02,MARCHA BTT (Desnivel positivo: 1403 m y negativo: 1370 m),111,8,0,119,mixto
15K A MARIÑA BANCO MEDIOLANUM,2019-06-16,CARREIRA 15 KM (2003 E ANOS ANT.),101,34,0,135,mixto
15K A MARIÑA BANCO MEDIOLANUM (BURELA-FOZ),2018-06-10,CARREIRA 15 KM,137,21,0,158,mixto
15K A MARIÑA BANCO MEDIOLANUM (FOZ - BURELA),2017-10-29,CARREIRA,113,21,0,134,mixto
15K Arousa Norte Banco Mediolanum,2017-06-11,15 K,154,27,0,181,mixto
15K DEL ATLANTICO BANCO MEDIOLANUM,2013-10-06,ADULTOS. DISTANCIA: 15000 M,0,0,0,0,mixto
15K DEL ATLÁNTICO BANCO MEDIOLANUM,2015-10-04,CARREIRA,571,64,0,635,mixto
15K DEL ATLÁNTICO BANCO MEDIOLANUM,2019-09-29,CARREIRA 15K,414,82,0,496,mixto
15K DEL ATLÁNTICO BANCO MEDIOLANUM 2016,2016-10-02,CARREIRA,511,89,0,600,mixto
15K DEL ATLÁNTICO BANCO MEDIOLANUM 2017,2017-10-01,CARREIRA,530,98,0,628,mixto
15K DEL ATLÁNTICO BANCO MEDIOLANUM 2018,2018-10-07,CARREIRA,435,74,0,509,mixto
15K NOCTURNA DE O BARCO (V D3SAFÍO42 OURENSE),2018-05-19,INDIVIDUAL 2,55,7,0,62,mixto
15K NOCTURNA DE OURENSE BANCO MEDIOLANUM 2018,2018-05-05,CARREIRA ABSOLUTA (2002 E ANOS ANT.),196,35,0,231,mixto
15K Ourense Termal Banco Mediolanum (IV D3SAFIO42),2017-05-21,PROBA ABSOLUTA (2001 E ANOS ANTERIORES),173,25,0,198,mixto
15ª TRAVESÍA DE SAN PEDRO - GIJÓN,2014-06-29,15ª TRAVESÍA DE SAN PEDRO. DISTANCIA: 1600 M,0,0,0,0,mixto
15º TREITOIR@DA 2018,2018-07-01,BTT (18 A 75 AÑOS),72,2,0,74,mixto
15º TREITOIR@DA 2018,2018-07-01,BTT EN BICICLETA ELÉCTRICA (18 A 75 AÑOS),1,0,0,1,mixto
15º TREITOIR@DA 2018,2018-07-01,EQUIPOS TREITOIR@DA 2018,0,0,0,0,mixto
16ª TRAVESÍA DE SAN PEDRO (GIJÓN),2015-06-29,TRAVESÍA,93,29,0,122,mixto
17ª TRAVESÍA DE SAN PEDRO (GIJÓN),2016-06-29,TRAVESIA,106,28,0,134,mixto
18 MEDIA MARATON DE VIGO,2015-05-10,MEDIA MARATON INDIVIDUAL,630,65,0,695,mixto
18 MEDIA MARATON DE VIGO,2015-05-10,MEDIA MARATON POR RELEVOS DE 2,58,7,0,65,mixto
18 MEDIA MARATON DE VIGO,2015-05-10,MEDIA MARATON POR RELEVOS DE 4,30,10,0,40,mixto
18 MEDIA MARATON DE VIGO,2015-05-10,"Masculinos, Femeninos y Mixtos",0,0,0,0,mixto
18ª TRAVESÍA DE SAN PEDRO (GIJÓN),2017-07-02,TRAVESÍA,88,30,0,118,mixto
19 MEDIA MARATON DE VIGO,2016-12-04,EQUIPOS 19 MEDIA MARATON DE VIGO,0,0,0,0,mixto
19 MEDIA MARATON DE VIGO,2016-12-04,MEDIA MARATON INDIVIDUAL,344,31,0,375,mixto
19 MEDIA MARATON DE VIGO,2016-12-04,MEDIA MARATON POR RELEVOS DE 2,51,9,0,60,mixto
19 MEDIA MARATON DE VIGO,2016-12-04,MEDIA MARATON POR RELEVOS DE 4,22,3,0,25,mixto
1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 10K,2014-10-25,CARREIRA ABSOLUTA (10K). DISTANCIA: 9150 M,0,0,0,0,mixto
1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 5K,2014-10-25,CARREIRA ABSOLUTA (5K). DISTANCIA: 5000 M,0,0,0,0,mixto
1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 5K,2014-10-25,CARREIRA XUVENIL. DISTANCIA: 5000 M,0,0,0,0,mixto
1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 MENORES,2014-10-25,CARREIRA BENXAMIN E ALEVIN. DISTANCIA: 1330 M,0,0,0,0,mixto
1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 MENORES,2014-10-25,CARREIRA INFANTIL E CADETE. DISTANCIA: 2670 M,0,0,0,0,mixto
1ª CARRERA POPULAR VIA VERDE DO EO (HOMENAXE TITO MARGARIDE),2018-06-23,10 Km (2004 e anteriores),124,47,0,171,mixto
1ª Carrera Nocturna Gijón 10K,2017-09-23,NOCTURNA GIJON,992,321,0,1313,mixto
"1ª PROBA DA COPA XUNTA DE GALICIA - OPEN ""TROFEO CONCELLO DE LUGO"" MARCHA NÓRDICA",2023-03-12,COPA (Solo federados),27,28,0,55,mixto
"1ª PROBA DA COPA XUNTA DE GALICIA - OPEN ""TROFEO CONCELLO DE LUGO"" MARCHA NÓRDICA",2023-03-12,OPEN (Sin necesidad de estar federados),25,54,0,79,mixto
"1ª PROBA DA COPA XUNTA DE GALICIA - OPEN ""TROFEO CONCELLO DE LUGO"" MARCHA NÓRDICA",2023-03-12,OPEN MENORES,1,3,0,4,mixto
1ª TRAVESIA DEL ESTE. GIJÓN,2014-08-23,PRUEBA DE 1800 M. DISTANCIA: 1800 M,95,25,0,120,mixto
1ª TRAVESIA NOCTURNA DE BEGOÑA,2014-08-16,PRUEBA DE 700 M. DISTANCIA: 700 M,0,0,0,0,mixto
1ª TRAVESIA PLAYAS DE GIJON PLAYA L'ARBEYAL A PLAYA SAN LORENZO,2014-08-03,PRUEBA DE 4.000 M. DISTANCIA: 4000 M,0,0,0,0,mixto
1ª TRAVESÍA LARGA (GIJÓN),2015-09-05,TRAVESÍA,57,10,0,67,mixto
2 EDICION 15K DEL ATLANTICO,2014-10-05,ADULTOS. DISTANCIA: 15000 M,0,0,0,0,mixto
20ª SAN SILVESTRE CLUB FLUVIAL DE LUGO,2014-12-31,SAN SILVESTRE CLUB FLUVIAL. DISTANCIA: 6500 M,0,0,0,0,mixto
21K COSTA DA VELA (CANGAS),2014-09-21,PROBA ABSOLUTA. DISTANCIA: 21080 M,0,0,0,0,mixto
21K COSTA DA VELA 2017,2017-09-17,21KM,435,69,0,504,mixto
21K DE LA COSTA DE SOAVELA,2023-09-17,21Km,198,40,0,238,mixto
21K DE LA COSTA DE SOAVELA,2024-09-22,21Km,198,40,0,238,mixto
21K DE LA COSTA DE SOAVELA,2025-09-21,21Km,198,40,0,238,mixto
21K DE LA COSTA DE SOAVELA,2024-09-22,EQUIPOS 21K COSTA SOAVELA 24,0,0,0,0,mixto
21K DE LA COSTA DE SOAVELA,2025-09-21,EQUIPOS 21K COSTA SOAVELA 25,0,0,0,0,mixto
21k Costa da Vela 2015,2015-09-13,21 KM,299,36,0,335,mixto
21º SAN SILVESTRE CLUB FLUVIAL 2015 (LUGO),2015-12-31,RESTO DE CATEGORÍAS (2000 Y AÑOS ANTERIORES),373,87,0,460,mixto
22º SAN SILVESTRE CLUB FLUVIAL 2016 (LUGO),2016-12-31,ABSOLUTA (2001 E ANTERIORES),405,128,0,533,mixto
22º SAN SILVESTRE CLUB FLUVIAL 2016 (LUGO),2016-12-31,BENJAMIN-ALEVIN (2006-2009),42,27,0,69,mixto
22º SAN SILVESTRE CLUB FLUVIAL 2016 (LUGO),2016-12-31,INFANTIL-CADETE (2002-2005),27,11,0,38,mixto
23º SAN SILVESTRE CLUB FLUVIAL 2017 (LUGO),2017-12-31,ABSOLUTA (2002 E ANTERIORES),388,106,0,494,mixto
23º SAN SILVESTRE CLUB FLUVIAL 2017 (LUGO),2017-12-31,BENJAMIN-ALEVIN (2007-2010),30,26,0,56,mixto
23º SAN SILVESTRE CLUB FLUVIAL 2017 (LUGO),2017-12-31,INFANTIL-CADETE (2003-2006),30,9,0,39,mixto
24 HORAS DE VIGO 2014. EQUIPOS,2014-08-30,EQUIPOS FEMENINOS,0,0,0,0,mixto
24 HORAS DE VIGO 2014. EQUIPOS,2014-08-30,EQUIPOS MASCULINOS,0,0,0,0,mixto
24 HORAS DE VIGO 2014. EQUIPOS,2014-08-30,EQUIPOS MIXTOS,0,0,0,0,mixto
24 HORAS DE VIGO 2014. INDIVIDUAL,2014-08-30,INDIVIDUAL,0,0,0,0,mixto
24º SAN SILVESTRE CLUB FLUVIAL 2018 (LUGO),2018-12-31,ABSOLUTA (2003 Y AÑOS ANTERIORES),418,136,0,554,mixto
24º SAN SILVESTRE CLUB FLUVIAL 2018 (LUGO),2018-12-31,BENJAMIN (2010-2011) Y ALEVIN (2008-2009),22,32,0,54,mixto
24º SAN SILVESTRE CLUB FLUVIAL 2018 (LUGO),2018-12-31,INFANTIL (2006-2007) Y CADETE (2004-2005),29,13,0,42,mixto
25º SAN SILVESTRE CLUB FLUVIAL 2019 (LUGO),2019-12-31,ABSOLUTA (2004 Y AÑOS ANTERIORES),449,136,0,585,mixto
25º SAN SILVESTRE CLUB FLUVIAL 2019 (LUGO),2019-12-31,BENJAMIN (2011-2012) Y ALEVIN (2009-2010),26,16,0,42,mixto
25º SAN SILVESTRE CLUB FLUVIAL 2019 (LUGO),2019-12-31,INFANTIL (2007-2008) Y CADETE (2005-2006),24,21,0,45,mixto
27 KANGAS MOUNTAIN,2014-03-01,PRUEBA ABSOLUTA. DISTANCIA: 29000 M,0,0,0,0,mixto
27 Kangas Mountain - II EDICIÓN,2015-02-28,DISTANCIA 30KM,322,24,0,346,mixto
27º SAN SILVESTRE CLUB FLUVIAL 2021,2021-12-31,Absoluta (2006 y anteriores),211,86,0,297,mixto
27º SAN SILVESTRE CLUB FLUVIAL 2021,2021-12-31,Benjamin (2013-2014)-Alevin (2011-2012),18,16,0,34,mixto
27º SAN SILVESTRE CLUB FLUVIAL 2021,2021-12-31,Infantil (2009-2010) - Cadete (2007-2008),20,19,0,39,mixto
28º SAN SILVESTRE CLUB FLUVIAL 2022,2022-12-31,ABSOLUTA (2006 Y ANTERIORES),382,137,0,519,mixto
28º SAN SILVESTRE CLUB FLUVIAL 2022,2022-12-31,BENJAMIIN - ALEVIN (2011 a 2014),17,33,0,50,mixto
28º SAN SILVESTRE CLUB FLUVIAL 2022,2022-12-31,INFANTIL - CADETE (2007 a 2010),26,23,0,49,mixto
29º SAN SILVESTRE CLUB FLUVIAL 2023,2023-12-31,ABSOLUTA (2007 y anteriores),505,168,0,673,mixto
29º SAN SILVESTRE CLUB FLUVIAL 2023,2023-12-31,BENJAMINN - ALEVIN (2012-2015),30,35,0,65,mixto
29º SAN SILVESTRE CLUB FLUVIAL 2023,2023-12-31,INFANTIL - CADETE (2008-2011),25,22,0,47,mixto
2ª CARREIRA PEDESTRE CONCELLO DE CEE 2015,2015-06-27,10K (1997 E ANTERIORES),117,12,0,129,mixto
2ª CARREIRA PEDESTRE CONCELLO DE CEE 2015,2015-06-27,5K CONTRA O CANCRO (1997 E ANTERIORES),24,12,0,36,mixto
2ª CARREIRA PEDESTRE CONCELLO DE CEE 2015,2015-06-27,BENXAMÍN E ALEVÍN (2004 A 2007),25,29,0,54,mixto
2ª CARREIRA PEDESTRE CONCELLO DE CEE 2015,2015-06-27,INFANTIL E CADETE (2000 A 2003),18,20,0,38,mixto
2ª CARREIRA PEDESTRE CONCELLO DE CEE 2015,2015-06-27,XUVENIL (1998 E 1999),4,4,0,8,mixto
2ª CARRERA POPULAR 10KM OVIEDO - LAS CALDAS VILLA TERMAL,2014-04-27,ADULTOS. DISTANCIA: 10000 M,0,0,0,0,mixto
2ª CARRERA POPULAR GALIEXPO RUNNING. 5K - 10K,2019-02-03,RECORRIDO DE 10 KM,196,46,0,242,mixto
2ª CARRERA POPULAR GALIEXPO RUNNING. 5K - 10K,2019-02-03,RECORRIDO DE 5 KM,46,37,0,83,mixto
2ª CARRERA POR LA DISCAPACIDAD DE ASTURIAS GIJÓN 2016,2016-05-08,CARRERA 5K,236,218,0,454,mixto
2ª EDICION 3 HORAS MONUMENTALES POR RELEVOS DE LUGO 2014,2014-11-09,CLASIFICACION POR VUELTAS 3HORAS DE CARRERA,0,0,0,0,mixto
2ª TRAVESÍA DEL ESTE (GIJÓN),2015-08-23,TRAVESÍA,111,34,0,145,mixto
2ª TRAVESÍA LARGA (GIJON),2016-09-10,TRAVESIA,36,11,0,47,mixto
2ª TRAVESÍA NOCTURNA DE BEGOÑA (GIJÓN),2015-08-15,TRAVESÍA,85,27,0,112,mixto
2ª TRAVESÍA PLAYAS DE GIJÓN,2015-07-18,TRAVESÍA,104,26,0,130,mixto
2º TRIATLÓN POPULAR DE CEDEIRA,2016-07-17,ABSOLUTA,101,17,0,118,mixto
3 HORAS MONUMENTALES POR RELEVOS DE LUGO 2015,2015-09-19,EQUIPO 3 MIXTO,0,0,0,0,mixto
3 HORAS MONUMENTALES POR RELEVOS DE LUGO 2015,2015-09-19,EQUIPOS 3 HOMBRES,0,0,0,0,mixto
3 HORAS MONUMENTALES POR RELEVOS DE LUGO 2015,2015-09-19,EQUIPOS 3 MUJERES,0,0,0,0,mixto
30 CARRERA POPULAR DE NOCHEBUENA (GIJÓN),2017-12-24,CATEGORÍAS MAYORES (2004 Y AÑOS ANTERIORES),1250,682,0,1932,mixto
30 CARRERA POPULAR DE NOCHEBUENA (GIJÓN),2017-12-24,MINI-BENJAMIN (2011 Y POSTERIORES),124,100,0,224,mixto
30 CARRERA POPULAR DE NOCHEBUENA (GIJÓN),2017-12-24,SUB 10 (2009 Y 2010),97,76,0,173,mixto
30 CARRERA POPULAR DE NOCHEBUENA (GIJÓN),2017-12-24,SUB 12 (2007 Y 2008),66,87,0,153,mixto
30 CARRERA POPULAR DE NOCHEBUENA (GIJÓN),2017-12-24,SUB 14 (2005 Y 2006),49,54,0,103,mixto
30ª CARREIRA PEDESTRE POPULAR 'ANDAR E CORRER' 2014,2014-08-17,PROBA ABSOLUTA. DISTANCIA: 10000 M,0,0,0,0,mixto
30ª CARREIRA PEDESTRE POPULAR 'ANDAR E CORRER' 2014. MENORES,2014-08-17,PROBA ALEVIN . DISTANCIA: 1500 M,0,0,0,0,mixto
30ª CARREIRA PEDESTRE POPULAR 'ANDAR E CORRER' 2014. MENORES,2014-08-17,PROBA BENXAMIN . DISTANCIA: 750 M,0,0,0,0,mixto
30ª CARREIRA PEDESTRE POPULAR 'ANDAR E CORRER' 2014. MENORES,2014-08-17,PROBA CHUPETE . DISTANCIA: 80 M,0,0,0,0,mixto
30ª CARREIRA PEDESTRE POPULAR 'ANDAR E CORRER' 2014. MENORES,2014-08-17,PROBA PRE-BENXAMIN . DISTANCIA: 400 M,0,0,0,0,mixto
