fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,modalidad
iter5,Cursa Popular - Torrefarrera - 10K,2015-05-01,Viernes,10.0,road running,Absoluta/General,78,272,TORREFARRERA,Segrià,Lleida,RUN_10
iter5,Cursa Popular - Torrefarrera - 10K,2016-05-01,Domingo,10.0,road running,Absoluta/General,51,201,TORREFARRERA,Segrià,Lleida,RUN_10
iter5,Cursa Popular - Torrefarrera - 10K,2018-05-01,Martes,10.0,road running,Absoluta/General,45,146,TORREFARRERA,Segrià,Lleida,RUN_10
iter5,Cursa Popular - Torrefarrera - 10K,2019-05-01,Miércoles,10.0,road running,Absoluta/General,39,130,TORREFARRERA,Segrià,Lleida,RUN_10
iter5,Cursa Popular - Torrefarrera - 10K,2021-05-09,Domingo,10.0,road running,Absoluta/General,5,17,TORREFARRERA,Segrià,Lleida,RUN_10
iter5,Cursa Popular - Torrefarrera - 5K,2018-05-01,Martes,5.0,road running,Absoluta/General,45,68,TORREFARRERA,Segrià,Lleida,RUN_5
iter5,Cursa Popular - Torrefarrera - 5K,2019-05-01,Miércoles,5.0,road running,Absoluta/General,46,76,TORREFARRERA,Segrià,Lleida,RUN_5
iter5,Cursa Popular - Torrefarrera - 5K,2021-05-09,Domingo,5.0,road running,Absoluta/General,5,17,TORREFARRERA,Segrià,Lleida,RUN_5
iter5,Cursa Popular UdL - 5K,2025-10-25,Sábado,5.0,road running,Absoluta/General,136,210,LLEIDA,Segrià,Lleida,RUN_5
iter5,Cursa SICORIS - 10K,2015-05-17,Domingo,10.0,road running,Absoluta/General,19,82,LLEIDA,Segrià,Lleida,RUN_10
iter5,Cursa SICORIS - 5K,2015-05-17,Domingo,5.0,road running,Absoluta/General,39,34,LLEIDA,Segrià,Lleida,RUN_5
iter5,Cursa SICORIS - 5K,2016-05-15,Domingo,5.0,road running,Absoluta/General,44,69,LLEIDA,Segrià,Lleida,RUN_5
iter5,Cursa SICORIS - 5K,2017-06-11,Domingo,5.0,road running,Absoluta/General,25,51,LLEIDA,Segrià,Lleida,RUN_5
iter5,Cursa SICORIS - 5K,2018-04-29,Domingo,5.0,road running,Absoluta/General,44,63,LLEIDA,Segrià,Lleida,RUN_5
iter5,Cursa SICORIS - 5K,2019-09-08,Domingo,5.0,road running,Absoluta/General,20,50,LLEIDA,Segrià,Lleida,RUN_5
iter5,Cursa Trenkacames - Rosselló - 14K,2013-05-05,Domingo,0.0,trail running,Absoluta/General,21,112,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 14K,2014-04-27,Domingo,0.0,trail running,Absoluta/General,24,104,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 14K,2015-04-19,Domingo,0.0,trail running,Absoluta/General,20,115,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 14K,2016-04-17,Domingo,0.0,trail running,Absoluta/General,36,108,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 14K,2024-04-20,Sábado,0.0,trail running,Absoluta/General,13,38,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 14K,2025-04-26,Sábado,0.0,trail running,Absoluta/General,8,48,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 14K,2026-04-25,Sábado,0.0,trail running,Absoluta/General,22,68,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 7K,2013-05-05,Domingo,0.0,trail running,Absoluta/General,24,27,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 7K,2014-04-27,Domingo,0.0,trail running,Absoluta/General,12,10,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 7K,2015-04-19,Domingo,0.0,trail running,Absoluta/General,14,24,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 7K,2016-04-17,Domingo,0.0,trail running,Absoluta/General,21,23,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 7K,2024-04-20,Sábado,0.0,trail running,Absoluta/General,20,15,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 7K,2025-04-26,Sábado,0.0,trail running,Absoluta/General,25,22,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,Cursa Trenkacames - Rosselló - 7K,2026-04-25,Sábado,0.0,trail running,Absoluta/General,27,40,ROSSELLÓ,Segrià,Lleida,TRAIL
iter5,"Cursa Trenkacames - Rosselló - 9,5K",2017-07-15,Sábado,0.0,trail running,Absoluta/General,8,27,ROSSELLO,Segrià,Lleida,TRAIL
iter5,Cursa Virtual per la Salut Mental - 10K,2021-01-17,Domingo,0.0,Otros,Absoluta/General,4,17,LLEIDA,Segrià,Lleida,VIRTUAL
iter5,Cursa Virtual per la Salut Mental - 5K,2021-01-17,Domingo,5.0,road running,Absoluta/General,13,16,LLEIDA,Segrià,Lleida,RUN_5
iter5,Cursa de Bell-lloc - CURTA,2014-07-05,Sábado,5.0,road running,Absoluta/General,8,25,BELL-LLOC,Vallès Oriental,Catalunya,RUN_5
iter5,Cursa de Bell-lloc - CURTA,2015-07-04,Sábado,5.0,road running,Absoluta/General,39,51,BELL-LLOC,Vallès Oriental,Catalunya,RUN_5
iter5,Cursa de Bell-lloc - CURTA,2022-06-12,Domingo,5.0,road running,Absoluta/General,21,37,BELL-LLOC,Vallès Oriental,Catalunya,RUN_5
iter5,Cursa de Bell-lloc - CURTA,2024-06-15,Sábado,5.0,road running,Absoluta/General,56,64,BELL-LLOC,Vallès Oriental,Catalunya,RUN_5
iter5,Cursa de Bell-lloc - CURTA,2025-06-21,Sábado,5.0,road running,Absoluta/General,64,65,BELL-LLOC,Vallès Oriental,Catalunya,RUN_5
iter5,Cursa de Bell-lloc - CURTA,2026-06-20,Sábado,5.0,road running,Absoluta/General,69,52,BELL-LLOC,Vallès Oriental,Catalunya,RUN_5
iter5,Cursa de Bell-lloc - LLARGA,2011-06-12,Domingo,10.0,road running,Absoluta/General,33,172,BELL-LLOC,Vallès Oriental,Catalunya,RUN_10
iter5,Cursa de Bell-lloc - LLARGA,2012-06-10,Domingo,10.0,road running,Absoluta/General,25,127,BELL-LLOC,Vallès Oriental,Catalunya,RUN_10
iter5,Cursa de Bell-lloc - LLARGA,2013-07-06,Sábado,10.0,road running,Absoluta/General,38,171,BELL-LLOC,Vallès Oriental,Catalunya,RUN_10
iter5,Cursa de Bell-lloc - LLARGA,2014-07-05,Sábado,10.0,road running,Absoluta/General,13,106,BELL-LLOC,Vallès Oriental,Catalunya,RUN_10
iter5,Cursa de Bell-lloc - LLARGA,2015-07-04,Sábado,10.0,road running,Absoluta/General,15,95,BELL-LLOC,Vallès Oriental,Catalunya,RUN_10
iter5,Cursa de Bell-lloc - LLARGA,2022-06-12,Domingo,10.0,road running,Absoluta/General,7,48,BELL-LLOC,Vallès Oriental,Catalunya,RUN_10
iter5,Cursa de Bell-lloc - LLARGA,2024-06-15,Sábado,10.0,road running,Absoluta/General,25,51,BELL-LLOC,Vallès Oriental,Catalunya,RUN_10
iter5,Cursa de Bell-lloc - LLARGA,2025-06-21,Sábado,10.0,road running,Absoluta/General,19,55,BELL-LLOC,Vallès Oriental,Catalunya,RUN_10
iter5,Cursa de Bell-lloc - LLARGA,2026-06-20,Sábado,10.0,road running,Absoluta/General,26,62,BELL-LLOC,Vallès Oriental,Catalunya,RUN_10
iter5,Cursa de Fons - Almacelles - 10K,2011-03-13,Domingo,10.0,road running,Absoluta/General,22,122,ALMACELLES,Segrià,Lleida,RUN_10
iter5,Cursa de Fons - Almacelles - 10K,2012-05-27,Domingo,10.0,road running,Absoluta/General,21,111,ALMACELLES,Segrià,Lleida,RUN_10
iter5,Cursa de Fons - Almacelles - 10K,2013-05-19,Domingo,10.0,road running,Absoluta/General,25,124,ALMACELLES,Segrià,Lleida,RUN_10
iter5,Cursa de Fons - Almacelles - 10K,2014-05-18,Domingo,10.0,road running,Absoluta/General,17,92,ALMACELLES,Segrià,Lleida,RUN_10
iter5,Cursa de Fons - Almacelles - 10K,2015-06-28,Domingo,10.0,road running,Absoluta/General,10,75,ALMACELLES,Segrià,Lleida,RUN_10
iter5,Cursa de Fons - Almacelles - 10K,2016-04-17,Domingo,10.0,road running,Absoluta/General,4,34,ALMACELLES,Segrià,Lleida,RUN_10
iter5,Cursa de Fons - Almacelles - 10K,2017-06-11,Domingo,10.0,road running,Absoluta/General,15,83,ALMACELLES,Segrià,Lleida,RUN_10
iter5,Cursa de Fons - Almacelles - 5K,2013-05-19,Domingo,5.0,road running,Absoluta/General,28,32,ALMACELLES,Segrià,Lleida,RUN_5
iter5,Cursa de Fons - Almacelles - 5K,2014-05-18,Domingo,5.0,road running,Absoluta/General,15,26,ALMACELLES,Segrià,Lleida,RUN_5
iter5,Cursa de Fons - Almacelles - 5K,2015-06-28,Domingo,5.0,road running,Absoluta/General,13,28,ALMACELLES,Segrià,Lleida,RUN_5
iter5,Cursa de Fons - Almacelles - 5K,2016-04-17,Domingo,5.0,road running,Absoluta/General,15,21,ALMACELLES,Segrià,Lleida,RUN_5
iter5,Cursa de Fons - Almacelles - 5K,2017-06-11,Domingo,5.0,road running,Absoluta/General,26,40,ALMACELLES,Segrià,Lleida,RUN_5
iter5,Cursa de l'horta - 10K,2026-04-18,Sábado,10.0,road running,Absoluta/General,35,95,LLEIDA,Segrià,Lleida,RUN_10
iter5,Cursa de l'horta - 5K,2026-04-18,Sábado,5.0,road running,Absoluta/General,109,84,LLEIDA,Segrià,Lleida,RUN_5
iter5,Cursa de la FEDAC - Guissona - 10K,2014-04-06,Domingo,10.0,road running,Absoluta/General,18,87,GUISSONA,Segarra,Lleida,RUN_10
iter5,Cursa de la FEDAC - Guissona - 5K,2014-04-06,Domingo,5.0,road running,Absoluta/General,50,41,GUISSONA,Segarra,Lleida,RUN_5
iter5,Cursa de la Franja - Fraga - 10K,2012-05-20,Domingo,10.0,road running,Absoluta/General,46,235,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 10K,2013-05-19,Domingo,10.0,road running,Absoluta/General,57,260,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 10K,2014-05-18,Domingo,10.0,road running,Absoluta/General,35,174,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 10K,2015-05-17,Domingo,10.0,road running,Absoluta/General,28,159,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 10K,2016-04-17,Domingo,10.0,road running,Absoluta/General,39,154,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 10K,2017-03-26,Domingo,10.0,road running,Absoluta/General,43,165,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 10K,2018-03-18,Domingo,10.0,road running,Absoluta/General,29,122,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 10K,2019-03-31,Domingo,10.0,road running,Absoluta/General,34,164,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 10K,2021-04-04,Domingo,10.0,road running,Absoluta/General,13,38,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 10K,2022-03-20,Domingo,10.0,road running,Absoluta/General,17,89,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 10K,2023-03-26,Domingo,10.0,road running,Absoluta/General,27,93,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 10K,2024-03-24,Domingo,10.0,road running,Absoluta/General,43,148,FRAGA,Tarragonès,Tarragona,RUN_10
iter5,Cursa de la Franja - Fraga - 5K,2014-05-18,Domingo,5.0,road running,Absoluta/General,19,28,FRAGA,Tarragonès,Tarragona,RUN_5
iter5,Cursa de la Franja - Fraga - 5K,2015-05-17,Domingo,5.0,road running,Absoluta/General,36,37,FRAGA,Tarragonès,Tarragona,RUN_5
iter5,Cursa de la Franja - Fraga - 5K,2016-04-17,Domingo,5.0,road running,Absoluta/General,74,39,FRAGA,Tarragonès,Tarragona,RUN_5
iter5,Cursa de la Franja - Fraga - 5K,2017-03-26,Domingo,5.0,road running,Absoluta/General,51,58,FRAGA,Tarragonès,Tarragona,RUN_5
iter5,Cursa de la Franja - Fraga - 5K,2018-03-18,Domingo,5.0,road running,Absoluta/General,60,58,FRAGA,Tarragonès,Tarragona,RUN_5
iter5,Cursa de la Franja - Fraga - 5K,2019-03-31,Domingo,5.0,road running,Absoluta/General,61,71,FRAGA,Tarragonès,Tarragona,RUN_5
iter5,Cursa de la Franja - Fraga - 5K,2021-04-04,Domingo,5.0,road running,Absoluta/General,25,38,FRAGA,Tarragonès,Tarragona,RUN_5
iter5,Cursa de la Franja - Fraga - 5K,2022-03-20,Domingo,5.0,road running,Absoluta/General,50,58,FRAGA,Tarragonès,Tarragona,RUN_5
iter5,Cursa de la Franja - Fraga - 5K,2023-03-26,Domingo,5.0,road running,Absoluta/General,35,52,FRAGA,Tarragonès,Tarragona,RUN_5
iter5,Cursa de la Franja - Fraga - 5K,2024-03-24,Domingo,5.0,road running,Absoluta/General,34,44,FRAGA,Tarragonès,Tarragona,RUN_5
iter5,Cursa del Secà - Alcanó - 10K,2026-06-14,Domingo,10.0,road running,Absoluta/General,7,35,ALCANÓ,Segrià,Lleida,RUN_10
iter5,Cursa del Secà - Alcanó - 5K,2026-06-14,Domingo,5.0,road running,Absoluta/General,26,41,ALCANÓ,Segrià,Lleida,RUN_5
iter5,Cursa dels firals - Bellvís - 10K,2025-07-13,Domingo,10.0,road running,Absoluta/General,17,52,BELLVÍS,Pla d'Urgell,Lleida,RUN_10
iter5,Cursa dels firals - Bellvís - 5K,2025-07-13,Domingo,5.0,road running,Absoluta/General,61,66,BELLVÍS,Pla d'Urgell,Lleida,RUN_5
iter5,Cursa nocturna Castell del Remei - CURTA,2022-06-11,Sábado,0.0,trail running,Absoluta/General,532,337,CASTELL DEL REMEI,Noguera,Lleida,TRAIL
iter5,Cursa nocturna Castell del Remei - CURTA,2023-06-03,Sábado,0.0,trail running,Absoluta/General,360,268,CASTELL DEL REMEI,Noguera,Lleida,TRAIL
iter5,Cursa nocturna Castell del Remei - CURTA,2024-05-25,Sábado,0.0,trail running,Absoluta/General,38,58,CASTELL DEL REMEI,Noguera,Lleida,TRAIL
iter5,Cursa nocturna Castell del Remei - LLARGA,2022-06-11,Sábado,0.0,trail running,Absoluta/General,34,103,CASTELL DEL REMEI,Noguera,Lleida,TRAIL
iter5,Cursa nocturna Castell del Remei - LLARGA,2023-06-03,Sábado,0.0,trail running,Absoluta/General,12,47,CASTELL DEL REMEI,Noguera,Lleida,TRAIL
iter5,Cursa nocturna Castell del Remei - LLARGA,2024-05-25,Sábado,0.0,trail running,Absoluta/General,5,29,CASTELL DEL REMEI,Noguera,Lleida,TRAIL
iter5,Cursa nocturna Castell del Remei - LLARGA,2025-05-31,Sábado,0.0,trail running,Absoluta/General,459,323,CASTELL DEL REMEI,Noguera,Lleida,TRAIL
iter5,Desafío de Titanes - 10k equips,2023-09-16,Sábado,0.0,Otros,Equipos,0,10,MOLLERUSSA,Pla d'Urgell,Lleida,OBSTACLES
iter5,Desafío de Titanes - 10k popular,2023-09-16,Sábado,0.0,Otros,Absoluta/General,10,32,MOLLERUSSA,Pla d'Urgell,Lleida,OBSTACLES
iter5,Desafío de Titanes - 6k equips,2023-09-16,Sábado,0.0,Otros,Equipos,0,16,MOLLERUSSA,Pla d'Urgell,Lleida,OBSTACLES
iter5,Desafío de Titanes - 6k popular,2023-09-16,Sábado,0.0,Otros,Absoluta/General,8,6,MOLLERUSSA,Pla d'Urgell,Lleida,OBSTACLES
iter5,Desafío de Titanes - Èlit,2023-09-16,Sábado,0.0,Otros,Absoluta/General,3,13,MOLLERUSSA,Pla d'Urgell,Lleida,OBSTACLES
iter5,Diada - Térmens - 10K,2011-09-11,Domingo,10.0,road running,Absoluta/General,61,404,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2012-09-11,Martes,10.0,road running,Absoluta/General,63,369,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2013-09-11,Miércoles,10.0,road running,Absoluta/General,89,348,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2014-09-11,Jueves,10.0,road running,Absoluta/General,48,280,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2015-09-11,Viernes,10.0,road running,Absoluta/General,72,284,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2016-09-11,Domingo,10.0,road running,Absoluta/General,114,320,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2017-09-11,Lunes,10.0,road running,Absoluta/General,75,234,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2018-09-11,Martes,10.0,road running,Absoluta/General,70,280,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2019-09-11,Miércoles,10.0,road running,Absoluta/General,69,286,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2020-09-11,Viernes,10.0,road running,Absoluta/General,32,180,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2021-09-11,Sábado,10.0,road running,Absoluta/General,46,202,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2022-09-11,Domingo,10.0,road running,Absoluta/General,38,204,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2023-09-11,Lunes,10.0,road running,Absoluta/General,37,177,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2024-09-11,Miércoles,10.0,road running,Absoluta/General,52,213,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 10K,2025-09-11,Jueves,10.0,road running,Absoluta/General,54,208,TÉRMENS,Noguera,Lleida,RUN_10
iter5,Diada - Térmens - 2400m,2015-09-11,Viernes,0.0,road running,Infantil,0,4,TÉRMENS,Noguera,Lleida,INFANTILS
iter5,Diada - Térmens - 2400m,2016-09-11,Domingo,0.0,road running,Infantil,2,6,TÉRMENS,Noguera,Lleida,INFANTILS
iter5,Diada - Térmens - 2400m,2017-09-11,Lunes,0.0,road running,Infantil,1,5,TÉRMENS,Noguera,Lleida,INFANTILS
iter5,Diada - Térmens - 2400m,2018-09-11,Martes,0.0,road running,Infantil,0,8,TÉRMENS,Noguera,Lleida,INFANTILS
iter5,Diada - Térmens - 2400m,2019-09-11,Miércoles,0.0,road running,Infantil,4,4,TÉRMENS,Noguera,Lleida,INFANTILS
iter5,Diada - Térmens - 800m,2015-09-11,Viernes,0.0,road running,Infantil,19,29,TÉRMENS,Noguera,Lleida,INFANTILS
iter5,Diada - Térmens - 800m,2016-09-11,Domingo,0.0,road running,Infantil,25,20,TÉRMENS,Noguera,Lleida,INFANTILS
iter5,Diada - Térmens - 800m,2017-09-11,Lunes,0.0,road running,Infantil,22,19,TÉRMENS,Noguera,Lleida,INFANTILS
iter5,Diada - Térmens - 800m,2018-09-11,Martes,0.0,road running,Infantil,17,24,TÉRMENS,Noguera,Lleida,INFANTILS
iter5,Diada - Térmens - 800m - FEM,2019-09-11,Miércoles,0.0,road running,Infantil,11,0,TÉRMENS,Noguera,Lleida,INFANTILS
iter5,Diada - Térmens - 800m - MASC,2019-09-11,Miércoles,0.0,road running,Infantil,0,24,TÉRMENS,Noguera,Lleida,INFANTILS
iter5,Diada - Térmens - EKIDEN,2017-09-11,Lunes,5.0,road running,Absoluta/General,0,23,TÉRMENS,Noguera,Lleida,RUN_5
iter5,Diada - Térmens - EKIDEN,2018-09-11,Martes,5.0,road running,Absoluta/General,0,18,TÉRMENS,Noguera,Lleida,RUN_5
iter5,Diada - Térmens - EKIDEN,2019-09-11,Miércoles,5.0,road running,Absoluta/General,0,18,TÉRMENS,Noguera,Lleida,RUN_5
iter5,Diada - Térmens - EKIDEN,2021-09-11,Sábado,5.0,road running,Absoluta/General,0,15,TÉRMENS,Noguera,Lleida,RUN_5
iter5,Diada - Térmens - EKIDEN,2022-09-11,Domingo,5.0,road running,Absoluta/General,0,26,TÉRMENS,Noguera,Lleida,RUN_5
iter5,Diada - Térmens - EKIDEN,2023-09-11,Lunes,5.0,road running,Absoluta/General,0,36,TÉRMENS,Noguera,Lleida,RUN_5
iter5,Diada - Térmens - EKIDEN,2024-09-11,Miércoles,5.0,road running,Absoluta/General,0,42,TÉRMENS,Noguera,Lleida,RUN_5
iter5,Diada - Térmens - EKIDEN,2025-09-11,Jueves,5.0,road running,Absoluta/General,0,44,TÉRMENS,Noguera,Lleida,RUN_5
iter5,Doll de la Segarra - Guissona - 10K,2013-09-29,Domingo,10.0,road running,Absoluta/General,5,40,GUISSONA,Segarra,Lleida,RUN_10
iter5,Dona - Alpicat - 6K,2022-03-13,Domingo,5.0,road running,Absoluta/General,125,38,ALPICAT,Segrià,Lleida,RUN_5
iter5,"Dona - Lleida - 5,6K",2013-05-12,Domingo,5.0,road running,Absoluta/General,1032,29,LLEIDA,Segrià,Lleida,RUN_5
iter5,Donem Sang - Bellpuig - 10K,2014-09-21,Domingo,10.0,road running,Absoluta/General,27,99,BELLPUIG,Urgell,Lleida,RUN_10
iter5,Donem Sang - Bellpuig - 10K,2015-10-25,Domingo,10.0,road running,Absoluta/General,30,140,BELLPUIG,Urgell,Lleida,RUN_10
iter5,Donem Sang - Bellpuig - 10K,2016-09-25,Domingo,10.0,road running,Absoluta/General,17,66,BELLPUIG,Urgell,Lleida,RUN_10
iter5,Donem Sang - Bellpuig - 5K,2014-09-21,Domingo,5.0,road running,Absoluta/General,45,29,BELLPUIG,Urgell,Lleida,RUN_5
iter5,Donem Sang - Bellpuig - 5K,2015-10-25,Domingo,5.0,road running,Absoluta/General,51,47,BELLPUIG,Urgell,Lleida,RUN_5
iter5,Donem Sang - Bellpuig - 5K,2016-09-25,Domingo,5.0,road running,Absoluta/General,33,34,BELLPUIG,Urgell,Lleida,RUN_5
iter5,Duatló - Alpicat - CURTA,2016-01-17,Domingo,0.0,Multidisciplina,Absoluta/General,109,110,ALPICAT,Segrià,Lleida,DUATLO
iter5,Duatló - Alpicat - CURTA,2020-01-19,Domingo,0.0,Multidisciplina,Absoluta/General,90,128,ALPICAT,Segrià,Lleida,DUATLO
iter5,Duatló - Alpicat - CURTA,2022-01-23,Domingo,0.0,Multidisciplina,Absoluta/General,50,78,ALPICAT,Segrià,Lleida,DUATLO
iter5,Duatló - Alpicat - CURTA,2023-01-22,Domingo,0.0,Multidisciplina,Absoluta/General,48,86,ALPICAT,Segrià,Lleida,DUATLO
iter5,Duatló - Alpicat - LLARGA,2012-01-22,Domingo,0.0,Multidisciplina,Absoluta/General,14,180,ALPICAT,Segrià,Lleida,DUATLO
iter5,Duatló - Alpicat - LLARGA,2013-01-20,Domingo,0.0,Multidisciplina,Absoluta/General,9,136,ALPICAT,Segrià,Lleida,DUATLO
iter5,Duatló - Alpicat - LLARGA,2016-01-17,Domingo,0.0,Multidisciplina,Absoluta/General,12,66,ALPICAT,Segrià,Lleida,DUATLO
iter5,Duatló - Alpicat - LLARGA,2020-01-19,Domingo,0.0,Multidisciplina,Absoluta/General,7,54,ALPICAT,Segrià,Lleida,DUATLO
iter5,Duatló - Alpicat - LLARGA,2022-01-23,Domingo,0.0,Multidisciplina,Absoluta/General,4,28,ALPICAT,Segrià,Lleida,DUATLO
iter5,Duatló - Alpicat - LLARGA,2023-01-22,Domingo,0.0,Multidisciplina,Absoluta/General,8,56,ALPICAT,Segrià,Lleida,DUATLO
iter5,Duatló - Alpicat - LLARGA,2024-01-21,Domingo,0.0,Multidisciplina,Absoluta/General,7,51,ALPICAT,Segrià,Lleida,DUATLO
iter5,Duatló X. Gorgues - Vva de B. - INDIVIDUAL,2021-12-19,Domingo,0.0,Multidisciplina,Absoluta/General,9,67,VILANOVA DE BELLPUIG,Pla d'Urgell,Lleida,DUATLO
iter5,Duatló X. Gorgues - Vva de B. - INDIVIDUAL,2022-12-18,Domingo,0.0,Multidisciplina,Absoluta/General,11,51,VILANOVA DE BELLPUIG,Pla d'Urgell,Lleida,DUATLO
iter5,Duatló X. Gorgues - Vva de B. - INDIVIDUAL,2023-12-03,Domingo,0.0,Multidisciplina,Absoluta/General,16,47,VILANOVA DE BELLPUIG,Pla d'Urgell,Lleida,DUATLO
iter5,Duatló X. Gorgues - Vva de B. - INDIVIDUAL,2024-12-01,Domingo,0.0,Multidisciplina,Absoluta/General,15,52,VILANOVA DE BELLPUIG,Pla d'Urgell,Lleida,DUATLO
iter5,Duatló X. Gorgues - Vva de B. - INDIVIDUAL,2025-11-30,Domingo,0.0,Multidisciplina,Absoluta/General,20,66,VILANOVA DE BELLPUIG,Pla d'Urgell,Lleida,DUATLO
iter5,Duatló X. Gorgues - Vva de B. - PARELLES,2021-12-19,Domingo,0.0,Multidisciplina,Absoluta/General,0,64,VILANOVA DE BELLPUIG,Pla d'Urgell,Lleida,DUATLO
iter5,Duatló X. Gorgues - Vva de B. - PARELLES,2022-12-18,Domingo,0.0,Multidisciplina,Absoluta/General,0,44,VILANOVA DE BELLPUIG,Pla d'Urgell,Lleida,DUATLO
iter5,Duatló X. Gorgues - Vva de B. - PARELLES,2023-12-03,Domingo,0.0,Multidisciplina,Absoluta/General,0,55,VILANOVA DE BELLPUIG,Pla d'Urgell,Lleida,DUATLO
iter5,Duatló X. Gorgues - Vva de B. - PARELLES,2024-12-01,Domingo,0.0,Multidisciplina,Absoluta/General,0,69,VILANOVA DE BELLPUIG,Pla d'Urgell,Lleida,DUATLO
iter5,Duatló X. Gorgues - Vva de B. - PARELLES,2025-11-30,Domingo,0.0,Multidisciplina,Absoluta/General,0,78,VILANOVA DE BELLPUIG,Pla d'Urgell,Lleida,DUATLO
iter5,Dúgol - Algerri - 10K,2016-10-23,Domingo,10.0,road running,Absoluta/General,18,52,ALGERRI,Noguera,Lleida,RUN_10
iter5,Dúgol - Algerri - 10K,2017-10-08,Domingo,10.0,road running,Absoluta/General,13,46,ALGERRI,Noguera,Lleida,RUN_10
iter5,Dúgol - Algerri - 10K,2018-10-14,Domingo,10.0,road running,Absoluta/General,16,66,ALGERRI,Noguera,Lleida,RUN_10
iter5,Dúgol - Algerri - 10K,2019-10-13,Domingo,10.0,road running,Absoluta/General,17,69,ALGERRI,Noguera,Lleida,RUN_10
iter5,Dúgol - Algerri - 10K,2021-10-03,Domingo,10.0,road running,Absoluta/General,9,43,ALGERRI,Noguera,Lleida,RUN_10
iter5,Dúgol - Algerri - 5K,2016-10-23,Domingo,5.0,road running,Absoluta/General,11,11,ALGERRI,Noguera,Lleida,RUN_5
iter5,Dúgol - Algerri - 5K,2017-10-08,Domingo,5.0,road running,Absoluta/General,25,38,ALGERRI,Noguera,Lleida,RUN_5
iter5,Dúgol - Algerri - 5K,2018-10-14,Domingo,5.0,road running,Absoluta/General,24,38,ALGERRI,Noguera,Lleida,RUN_5
iter5,Dúgol - Algerri - 5K,2019-10-13,Domingo,5.0,road running,Absoluta/General,28,41,ALGERRI,Noguera,Lleida,RUN_5
iter5,Dúgol - Algerri - 5K,2021-10-03,Domingo,5.0,road running,Absoluta/General,13,25,ALGERRI,Noguera,Lleida,RUN_5
