fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,modalidad
iter5,10K Lleida International Race,2024-11-24,Domingo,10.0,road running,Absoluta/General,92,376,LLEIDA,Segrià,Lleida,RUN_10
iter5,AECC en marxa - Mollerussa - 5k,2018-05-13,Domingo,0.0,marcha,Absoluta/General,552,120,MOLLERUSSA,Pla d'Urgell,Lleida,MARXA
iter5,AECC en marxa - Mollerussa - 5k,2019-05-12,Domingo,0.0,marcha,Absoluta/General,407,141,MOLLERUSSA,Pla d'Urgell,Lleida,MARXA
iter5,Aeroport - Alguaire - 10K,2013-10-12,Sábado,10.0,road running,Absoluta/General,54,294,ALGUAIRE,Segrià,Lleida,RUN_10
iter5,Aeroport - Alguaire - 10K,2014-10-12,Domingo,10.0,road running,Absoluta/General,30,122,ALGUAIRE,Segrià,Lleida,RUN_10
iter5,Aeroport - Alguaire - 10K,2015-10-12,Lunes,10.0,road running,Absoluta/General,21,140,ALGUAIRE,Segrià,Lleida,RUN_10
iter5,Aeroport - Alguaire - 10K,2016-10-12,Miércoles,10.0,road running,Absoluta/General,35,115,ALGUAIRE,Segrià,Lleida,RUN_10
iter5,Aeroport - Alguaire - 10K,2017-10-12,Jueves,10.0,road running,Absoluta/General,21,101,ALGUAIRE,Segrià,Lleida,RUN_10
iter5,Aeroport - Alguaire - 10K,2018-10-12,Viernes,10.0,road running,Absoluta/General,28,113,ALGUAIRE,Segrià,Lleida,RUN_10
iter5,Aeroport - Alguaire - 10K,2019-10-12,Sábado,10.0,road running,Absoluta/General,30,108,ALGUAIRE,Segrià,Lleida,RUN_10
iter5,Aeroport - Alguaire - 10K,2024-10-12,Sábado,10.0,road running,Absoluta/General,21,68,ALGUAIRE,Segrià,Lleida,RUN_10
iter5,Aeroport - Alguaire - 10K,2025-11-01,Sábado,10.0,road running,Absoluta/General,23,88,ALGUAIRE,Segrià,Lleida,RUN_10
iter5,Aeroport - Alguaire - 5K,2017-10-12,Jueves,5.0,road running,Absoluta/General,37,35,ALGUAIRE,Segrià,Lleida,RUN_5
iter5,Aeroport - Alguaire - 5K,2024-10-12,Sábado,5.0,road running,Absoluta/General,37,48,ALGUAIRE,Segrià,Lleida,RUN_5
iter5,Aeroport - Alguaire - 5K,2025-11-01,Sábado,5.0,road running,Absoluta/General,44,60,ALGUAIRE,Segrià,Lleida,RUN_5
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 10K,2016-01-31,Domingo,10.0,road running,Absoluta/General,94,250,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 10K,2017-01-29,Domingo,10.0,road running,Absoluta/General,86,219,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 10K,2018-01-28,Domingo,10.0,road running,Absoluta/General,64,202,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 10K,2019-01-27,Domingo,10.0,road running,Absoluta/General,74,202,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 10K,2020-01-26,Domingo,10.0,road running,Absoluta/General,110,250,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 10K,2021-07-03,Sábado,10.0,road running,Absoluta/General,45,144,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 10K,2022-01-30,Domingo,10.0,road running,Absoluta/General,69,202,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 10K,2023-01-29,Domingo,10.0,road running,Absoluta/General,71,220,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 10K,2024-01-28,Domingo,10.0,road running,Absoluta/General,69,204,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 10K,2025-01-26,Domingo,10.0,road running,Absoluta/General,79,250,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 10K,2026-01-25,Domingo,10.0,road running,Absoluta/General,108,284,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 5K,2017-01-29,Domingo,5.0,road running,Absoluta/General,76,69,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 5K,2018-01-28,Domingo,5.0,road running,Absoluta/General,87,65,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 5K,2019-01-27,Domingo,5.0,road running,Absoluta/General,97,69,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 5K,2020-01-26,Domingo,5.0,road running,Absoluta/General,112,99,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 5K,2022-01-30,Domingo,5.0,road running,Absoluta/General,86,65,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 5K,2023-01-29,Domingo,5.0,road running,Absoluta/General,125,109,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 5K,2024-01-28,Domingo,5.0,road running,Absoluta/General,120,145,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 5K,2025-01-26,Domingo,5.0,road running,Absoluta/General,152,157,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Agro-Llobera Sant Blai - Palau Anglesola - 5K,2026-01-25,Domingo,5.0,road running,Absoluta/General,181,161,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Agro-Llobera Sant Blai - Palau Anglesola - EKIDEN,2026-01-25,Domingo,10.0,road running,Absoluta/General,0,13,PALAU ANGLESOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Aiguabarreig - La Granja Escarp - 10k,2015-10-17,Sábado,0.0,trail running,Absoluta/General,14,22,LA GRANJA ESCARP,Segrià,Lleida,TRAIL
iter5,Aiguabarreig - La Granja Escarp - 10k,2016-09-25,Domingo,0.0,trail running,Absoluta/General,11,15,LA GRANJA ESCARP,Segrià,Lleida,TRAIL
iter5,Aiguabarreig - La Granja Escarp - 23k,2015-10-17,Sábado,0.0,trail running,Absoluta/General,14,53,LA GRANJA ESCARP,Segrià,Lleida,TRAIL
iter5,Aiguabarreig - La Granja Escarp - 23k,2016-09-25,Domingo,0.0,trail running,Absoluta/General,22,54,LA GRANJA ESCARP,Segrià,Lleida,TRAIL
iter5,Ametlla - Vilagrassa - 10K,2024-09-15,Domingo,10.0,road running,Absoluta/General,12,41,VILAGRASSA,Urgell,Lleida,RUN_10
iter5,Ametlla - Vilagrassa - 10K,2025-09-21,Domingo,10.0,road running,Absoluta/General,16,66,VILAGRASSA,Urgell,Lleida,RUN_10
iter5,Ametlla - Vilagrassa - 5K,2024-09-15,Domingo,5.0,road running,Absoluta/General,15,23,VILAGRASSA,Urgell,Lleida,RUN_5
iter5,Ametlla - Vilagrassa - 5K,2025-09-21,Domingo,5.0,road running,Absoluta/General,47,47,VILAGRASSA,Urgell,Lleida,RUN_5
iter5,Angel - Almenar - 10K,2016-07-08,Viernes,10.0,road running,Absoluta/General,22,56,ALMENAR,Segrià,Lleida,RUN_10
iter5,Angel - Almenar - 10K,2017-07-22,Sábado,10.0,road running,Absoluta/General,15,60,ALMENAR,Segrià,Lleida,RUN_10
iter5,Angel - Almenar - 10K,2024-07-20,Sábado,10.0,road running,Absoluta/General,17,44,ALMENAR,Segrià,Lleida,RUN_10
iter5,Angel - Almenar - 10K,2025-07-26,Sábado,10.0,road running,Absoluta/General,17,60,ALMENAR,Segrià,Lleida,RUN_10
iter5,Angel - Almenar - 5K,2016-07-08,Viernes,5.0,road running,Absoluta/General,30,29,ALMENAR,Segrià,Lleida,RUN_5
iter5,Angel - Almenar - 5K,2017-07-22,Sábado,5.0,road running,Absoluta/General,20,43,ALMENAR,Segrià,Lleida,RUN_5
iter5,Angel - Almenar - 5K,2024-07-20,Sábado,5.0,road running,Absoluta/General,19,36,ALMENAR,Segrià,Lleida,RUN_5
iter5,Angel - Almenar - 5K,2025-07-26,Sábado,5.0,road running,Absoluta/General,37,55,ALMENAR,Segrià,Lleida,RUN_5
iter5,BTT Gran Fons Ponent - Almenar - Curta,2015-09-13,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,13,ALMENAR,Segrià,Lleida,BTT
iter5,BTT Gran Fons Ponent - Almenar - Curta,2018-04-22,Domingo,0.0,Ciclismo y btt,Absoluta/General,4,32,ALMENAR,Segrià,Lleida,BTT
iter5,BTT Gran Fons Ponent - Almenar - Llarga,2015-09-13,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,38,ALMENAR,Segrià,Lleida,BTT
iter5,BTT Gran Fons Ponent - Almenar - Llarga,2016-08-28,Domingo,0.0,Ciclismo y btt,Absoluta/General,4,38,ALMENAR,Segrià,Lleida,BTT
iter5,BTT Gran Fons Ponent - Almenar - Llarga,2017-09-03,Domingo,0.0,Ciclismo y btt,Absoluta/General,1,26,ALMENAR,Segrià,Lleida,BTT
iter5,BTT Gran Fons Ponent - Almenar - Llarga,2018-04-22,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,38,ALMENAR,Segrià,Lleida,BTT
iter5,BTT Gran Fons Ponent - Almenar - Mitjana,2015-09-13,Domingo,0.0,Ciclismo y btt,Absoluta/General,2,54,ALMENAR,Segrià,Lleida,BTT
iter5,BTT Gran Fons Ponent - Almenar - Mitjana,2016-08-28,Domingo,0.0,Ciclismo y btt,Absoluta/General,6,108,ALMENAR,Segrià,Lleida,BTT
iter5,BTT Gran Fons Ponent - Almenar - Mitjana,2017-09-03,Domingo,0.0,Ciclismo y btt,Absoluta/General,5,97,ALMENAR,Segrià,Lleida,BTT
iter5,BTT Gran Fons Ponent - Almenar - Mitjana,2018-04-22,Domingo,0.0,Ciclismo y btt,Absoluta/General,3,97,ALMENAR,Segrià,Lleida,BTT
iter5,Barca - Vilanova de la Barca - 10K,2011-11-13,Domingo,10.0,road running,Absoluta/General,20,165,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_10
iter5,Barca - Vilanova de la Barca - 10K,2012-11-11,Domingo,10.0,road running,Absoluta/General,26,121,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_10
iter5,Barca - Vilanova de la Barca - 10K,2016-10-30,Domingo,10.0,road running,Absoluta/General,23,96,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_10
iter5,Barca - Vilanova de la Barca - 10K,2017-10-29,Domingo,10.0,road running,Absoluta/General,19,72,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_10
iter5,Barca - Vilanova de la Barca - 10K,2018-10-28,Domingo,10.0,road running,Absoluta/General,24,90,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_10
iter5,Barca - Vilanova de la Barca - 10K,2019-10-27,Domingo,10.0,road running,Absoluta/General,21,79,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_10
iter5,Barca - Vilanova de la Barca - 10K,2022-11-27,Domingo,10.0,road running,Absoluta/General,13,56,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_10
iter5,Barca - Vilanova de la Barca - 10K,2023-10-29,Domingo,10.0,road running,Absoluta/General,15,76,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_10
iter5,Barca - Vilanova de la Barca - 10K,2024-11-24,Domingo,10.0,road running,Absoluta/General,17,65,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_10
iter5,Barca - Vilanova de la Barca - 10K,2025-10-26,Domingo,10.0,road running,Absoluta/General,16,74,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_10
iter5,Barca - Vilanova de la Barca - 5K,2016-10-30,Domingo,5.0,road running,Absoluta/General,42,57,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_5
iter5,Barca - Vilanova de la Barca - 5K,2017-10-29,Domingo,5.0,road running,Absoluta/General,47,51,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_5
iter5,Barca - Vilanova de la Barca - 5K,2018-10-28,Domingo,5.0,road running,Absoluta/General,49,54,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_5
iter5,Barca - Vilanova de la Barca - 5K,2019-10-27,Domingo,5.0,road running,Absoluta/General,34,53,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_5
iter5,Barca - Vilanova de la Barca - 5K,2022-11-27,Domingo,5.0,road running,Absoluta/General,35,58,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_5
iter5,Barca - Vilanova de la Barca - 5K,2023-10-29,Domingo,5.0,road running,Absoluta/General,51,75,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_5
iter5,Barca - Vilanova de la Barca - 5K,2024-11-24,Domingo,5.0,road running,Absoluta/General,54,82,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_5
iter5,Barca - Vilanova de la Barca - 5K,2025-10-26,Domingo,5.0,road running,Absoluta/General,41,58,VILANOVA DE LA BARCA,Segrià,Lleida,RUN_5
iter5,Bassella - Miralcamp - 10K,2018-07-07,Sábado,10.0,road running,Absoluta/General,22,88,MIRALCAMP,Pla d'Urgell,Lleida,RUN_10
iter5,Bassella - Miralcamp - 10K,2019-06-29,Sábado,10.0,road running,Absoluta/General,19,96,MIRALCAMP,Pla d'Urgell,Lleida,RUN_10
iter5,Bassella - Miralcamp - 10K,2021-06-26,Sábado,10.0,road running,Absoluta/General,4,11,MIRALCAMP,Pla d'Urgell,Lleida,RUN_10
iter5,Bassella - Miralcamp - 10K,2022-05-15,Domingo,10.0,road running,Absoluta/General,12,66,MIRALCAMP,Pla d'Urgell,Lleida,RUN_10
iter5,Bassella - Miralcamp - 10K,2023-05-14,Domingo,10.0,road running,Absoluta/General,17,76,MIRALCAMP,Pla d'Urgell,Lleida,RUN_10
iter5,Bassella - Miralcamp - 10K,2024-05-12,Domingo,10.0,road running,Absoluta/General,14,72,MIRALCAMP,Pla d'Urgell,Lleida,RUN_10
iter5,Bassella - Miralcamp - 10K,2025-05-25,Domingo,10.0,road running,Absoluta/General,22,62,MIRALCAMP,Pla d'Urgell,Lleida,RUN_10
iter5,Bassella - Miralcamp - 10K,2026-05-24,Domingo,10.0,road running,Absoluta/General,15,58,MIRALCAMP,Pla d'Urgell,Lleida,RUN_10
iter5,Bassella - Miralcamp - 5K,2018-07-07,Sábado,5.0,road running,Absoluta/General,55,76,MIRALCAMP,Pla d'Urgell,Lleida,RUN_5
iter5,Bassella - Miralcamp - 5K,2019-06-29,Sábado,5.0,road running,Absoluta/General,40,48,MIRALCAMP,Pla d'Urgell,Lleida,RUN_5
iter5,Bassella - Miralcamp - 5K,2021-06-26,Sábado,5.0,road running,Absoluta/General,6,16,MIRALCAMP,Pla d'Urgell,Lleida,RUN_5
iter5,Bassella - Miralcamp - 5K,2022-05-15,Domingo,5.0,road running,Absoluta/General,48,51,MIRALCAMP,Pla d'Urgell,Lleida,RUN_5
iter5,Bassella - Miralcamp - 5K,2023-05-14,Domingo,5.0,road running,Absoluta/General,44,50,MIRALCAMP,Pla d'Urgell,Lleida,RUN_5
iter5,Bassella - Miralcamp - 5K,2024-05-12,Domingo,5.0,road running,Absoluta/General,55,61,MIRALCAMP,Pla d'Urgell,Lleida,RUN_5
iter5,Bassella - Miralcamp - 5K,2025-05-25,Domingo,5.0,road running,Absoluta/General,49,65,MIRALCAMP,Pla d'Urgell,Lleida,RUN_5
iter5,Bassella - Miralcamp - 5K,2026-05-24,Domingo,5.0,road running,Absoluta/General,58,71,MIRALCAMP,Pla d'Urgell,Lleida,RUN_5
iter5,Beca Tamarite - Corre 13K,2022-05-29,Domingo,0.0,trail running,Absoluta/General,2,1,TAMARITE DE LITERA,,,TRAIL
iter5,Beca Tamarite - Corre 13K,2023-03-19,Domingo,0.0,trail running,Absoluta/General,4,5,TAMARITE DE LITERA,,,TRAIL
iter5,Beca Tamarite - Corre 22K,2022-05-29,Domingo,0.0,trail running,Absoluta/General,2,15,TAMARITE DE LITERA,,,TRAIL
iter5,Beca Tamarite - Corre 22K,2023-03-19,Domingo,0.0,trail running,Absoluta/General,0,6,TAMARITE DE LITERA,,,TRAIL
iter5,Beca Tamarite - Corre 8K,2022-05-29,Domingo,0.0,trail running,Absoluta/General,6,6,TAMARITE DE LITERA,,,TRAIL
iter5,Beca Tamarite - Corre 8K,2023-03-19,Domingo,0.0,trail running,Absoluta/General,5,11,TAMARITE DE LITERA,,,TRAIL
iter5,Beca Tamarite - Pedalea 25K,2022-05-29,Domingo,0.0,Ciclismo y btt,Absoluta/General,10,19,TAMARITE DE LITERA,,,BTT
iter5,Beca Tamarite - Pedalea 25K,2023-03-19,Domingo,0.0,Ciclismo y btt,Absoluta/General,9,21,TAMARITE DE LITERA,,,BTT
iter5,Beca Tamarite - Pedalea 50K,2022-05-29,Domingo,0.0,Ciclismo y btt,Absoluta/General,1,25,TAMARITE DE LITERA,,,BTT
iter5,Beca Tamarite - Pedalea 50K,2023-03-19,Domingo,0.0,Ciclismo y btt,Absoluta/General,3,28,TAMARITE DE LITERA,,,BTT
iter5,Bombers - Lleida - 10K,2012-03-18,Domingo,10.0,road running,Absoluta/General,517,1589,LLEIDA,Segrià,Lleida,RUN_10
iter5,Bombers - Lleida - 10K,2014-03-30,Domingo,10.0,road running,Absoluta/General,611,1883,LLEIDA,Segrià,Lleida,RUN_10
iter5,Bombers - Lleida - 10K,2017-04-23,Domingo,10.0,road running,Absoluta/General,364,1066,LLEIDA,Segrià,Lleida,RUN_10
iter5,Bombers - Lleida - 10K,2018-04-15,Domingo,10.0,road running,Absoluta/General,340,1006,LLEIDA,Segrià,Lleida,RUN_10
iter5,Bombers - Lleida - 10K,2019-05-05,Domingo,10.0,road running,Absoluta/General,258,737,LLEIDA,Segrià,Lleida,RUN_10
iter5,Bombers - Lleida - 10K,2025-04-06,Domingo,10.0,road running,Absoluta/General,478,867,LLEIDA,Segrià,Lleida,RUN_10
iter5,Bombers - Lleida - 10K,2026-04-12,Domingo,10.0,road running,Absoluta/General,698,1253,LLEIDA,Segrià,Lleida,RUN_10
iter5,Bombers - Lleida - 10K (bombers),2025-04-06,Domingo,10.0,road running,Absoluta/General,12,68,LLEIDA,Segrià,Lleida,RUN_10
iter5,Bombers - Lleida - 10K (bombers),2026-04-12,Domingo,10.0,road running,Absoluta/General,5,36,LLEIDA,Segrià,Lleida,RUN_10
iter5,Bombers - Lleida - 1K,2025-04-06,Domingo,1.0,road running,Absoluta/General,71,68,LLEIDA,Segrià,Lleida,RUN_1
iter5,Bombers - Lleida - 1K,2026-04-12,Domingo,1.0,road running,Absoluta/General,30,18,LLEIDA,Segrià,Lleida,RUN_1
iter5,Bombers - Lleida - 5K,2014-03-30,Domingo,5.0,road running,Absoluta/General,365,185,LLEIDA,Segrià,Lleida,RUN_5
iter5,Bombers - Lleida - 5K,2017-04-23,Domingo,5.0,road running,Absoluta/General,380,255,LLEIDA,Segrià,Lleida,RUN_5
iter5,Bombers - Lleida - 5K,2018-04-15,Domingo,5.0,road running,Absoluta/General,343,255,LLEIDA,Segrià,Lleida,RUN_5
iter5,Bombers - Lleida - 5K,2019-05-05,Domingo,5.0,road running,Absoluta/General,300,243,LLEIDA,Segrià,Lleida,RUN_5
iter5,Bombers - Lleida - 5K,2025-04-06,Domingo,5.0,road running,Absoluta/General,414,278,LLEIDA,Segrià,Lleida,RUN_5
iter5,Bombers - Lleida - 5K,2026-04-12,Domingo,5.0,road running,Absoluta/General,658,377,LLEIDA,Segrià,Lleida,RUN_5
iter5,Canal Avall - Vila-Sana - 10K,2016-02-28,Domingo,10.0,road running,Absoluta/General,20,69,VILA-SANA,Pla d'Urgell,Lleida,RUN_10
iter5,Canicross - Puigverd - 10K,2013-02-17,Domingo,10.0,road running,Absoluta/General,19,49,PUIGVERD,Osona,Girona,RUN_10
iter5,Canicross - Puigverd - 10K,2014-03-02,Domingo,10.0,road running,Absoluta/General,9,18,PUIGVERD,Osona,Girona,RUN_10
iter5,Canicross - Puigverd - 10K,2016-03-06,Domingo,10.0,road running,Absoluta/General,5,5,PUIGVERD,Osona,Girona,RUN_10
iter5,Canicross - Puigverd - 6K,2016-03-06,Domingo,5.0,road running,Absoluta/General,3,3,PUIGVERD,Osona,Girona,RUN_5
iter5,Carabasses - Sedó - 10k,2015-10-04,Domingo,10.0,road running,Absoluta/General,11,41,SEDÓ,Segarra,Lleida,RUN_10
iter5,Carabasses - Sedó - 10k,2016-10-02,Domingo,10.0,road running,Absoluta/General,8,39,SEDÓ,Segarra,Lleida,RUN_10
iter5,Carabasses - Sedó - 5k,2015-10-04,Domingo,5.0,road running,Absoluta/General,28,19,SEDÓ,Segarra,Lleida,RUN_5
iter5,Carabasses - Sedó - 5k,2016-10-02,Domingo,5.0,road running,Absoluta/General,29,22,SEDÓ,Segarra,Lleida,RUN_5
iter5,Caragol - Linyola - 10K,2011-10-01,Sábado,10.0,road running,Absoluta/General,39,169,LINYOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Caragol - Linyola - 10K,2012-10-07,Domingo,10.0,road running,Absoluta/General,47,220,LINYOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Caragol - Linyola - 10K,2013-10-06,Domingo,10.0,road running,Absoluta/General,52,174,LINYOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Caragol - Linyola - 10K,2014-10-05,Domingo,10.0,road running,Absoluta/General,47,181,LINYOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Caragol - Linyola - 10K,2015-10-04,Domingo,10.0,road running,Absoluta/General,46,132,LINYOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Caragol - Linyola - 10K,2016-10-02,Domingo,10.0,road running,Absoluta/General,35,114,LINYOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Caragol - Linyola - 10K,2017-09-30,Sábado,10.0,road running,Absoluta/General,35,106,LINYOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Caragol - Linyola - 10K,2018-10-07,Domingo,10.0,road running,Absoluta/General,39,153,LINYOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Caragol - Linyola - 10K,2019-10-06,Domingo,10.0,road running,Absoluta/General,35,103,LINYOLA,Pla d'Urgell,Lleida,RUN_10
iter5,Caragol - Linyola - 5K,2016-10-02,Domingo,5.0,road running,Absoluta/General,40,37,LINYOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Caragol - Linyola - 5K,2017-09-30,Sábado,5.0,road running,Absoluta/General,35,42,LINYOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Caragol - Linyola - 5K,2018-10-07,Domingo,5.0,road running,Absoluta/General,61,68,LINYOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Caragol - Linyola - 5K,2019-10-06,Domingo,5.0,road running,Absoluta/General,36,43,LINYOLA,Pla d'Urgell,Lleida,RUN_5
iter5,Carrera solidaria - Alcolea - 10K,2015-03-28,Sábado,10.0,road running,Absoluta/General,20,72,ALCOLEA DE CINCA,,,RUN_10
iter5,Carrera solidaria - Alcolea - 5K,2015-03-28,Sábado,5.0,road running,Absoluta/General,78,44,ALCOLEA DE CINCA,,,RUN_5
iter5,Cassoles - Juneda - 10K,2014-06-07,Sábado,10.0,road running,Absoluta/General,22,80,JUNEDA,Garrigues,Lleida,RUN_10
iter5,Cassoles - Juneda - 10K,2015-05-30,Sábado,10.0,road running,Absoluta/General,26,95,JUNEDA,Garrigues,Lleida,RUN_10
iter5,Cassoles - Juneda - 10K,2016-05-14,Sábado,10.0,road running,Absoluta/General,15,80,JUNEDA,Garrigues,Lleida,RUN_10
iter5,Cassoles - Juneda - 10K,2017-06-03,Sábado,10.0,road running,Absoluta/General,19,76,JUNEDA,Garrigues,Lleida,RUN_10
iter5,Cassoles - Juneda - 10K,2018-06-02,Sábado,10.0,road running,Absoluta/General,15,55,JUNEDA,Garrigues,Lleida,RUN_10
iter5,Cassoles - Juneda - 10K,2019-06-08,Sábado,10.0,road running,Absoluta/General,16,57,JUNEDA,Garrigues,Lleida,RUN_10
iter5,Cassoles - Juneda - 10K,2022-06-04,Sábado,10.0,road running,Absoluta/General,10,30,JUNEDA,Garrigues,Lleida,RUN_10
iter5,Cassoles - Juneda - 10K,2023-06-10,Sábado,10.0,road running,Absoluta/General,18,39,JUNEDA,Garrigues,Lleida,RUN_10
iter5,Cassoles - Juneda - 10K,2024-06-01,Sábado,10.0,road running,Absoluta/General,7,35,JUNEDA,Garrigues,Lleida,RUN_10
iter5,Cassoles - Juneda - 10K,2025-05-31,Sábado,10.0,road running,Absoluta/General,13,49,JUNEDA,Garrigues,Lleida,RUN_10
iter5,Cassoles - Juneda - 10K,2026-06-06,Sábado,10.0,road running,Absoluta/General,13,47,JUNEDA,Garrigues,Lleida,RUN_10
iter5,Cassoles - Juneda - 5K,2014-06-07,Sábado,5.0,road running,Absoluta/General,30,36,JUNEDA,Garrigues,Lleida,RUN_5
iter5,Cassoles - Juneda - 5K,2015-05-30,Sábado,5.0,road running,Absoluta/General,39,51,JUNEDA,Garrigues,Lleida,RUN_5
iter5,Cassoles - Juneda - 5K,2016-05-14,Sábado,5.0,road running,Absoluta/General,42,55,JUNEDA,Garrigues,Lleida,RUN_5
iter5,Cassoles - Juneda - 5K,2017-06-03,Sábado,5.0,road running,Absoluta/General,31,46,JUNEDA,Garrigues,Lleida,RUN_5
iter5,Cassoles - Juneda - 5K,2018-06-02,Sábado,5.0,road running,Absoluta/General,27,60,JUNEDA,Garrigues,Lleida,RUN_5
iter5,Cassoles - Juneda - 5K,2019-06-08,Sábado,5.0,road running,Absoluta/General,29,71,JUNEDA,Garrigues,Lleida,RUN_5
iter5,Cassoles - Juneda - 5K,2022-06-04,Sábado,5.0,road running,Absoluta/General,28,32,JUNEDA,Garrigues,Lleida,RUN_5
iter5,Cassoles - Juneda - 5K,2023-06-10,Sábado,5.0,road running,Absoluta/General,21,44,JUNEDA,Garrigues,Lleida,RUN_5
iter5,Cassoles - Juneda - 5K,2024-06-01,Sábado,5.0,road running,Absoluta/General,13,33,JUNEDA,Garrigues,Lleida,RUN_5
iter5,Cassoles - Juneda - 5K,2025-05-31,Sábado,5.0,road running,Absoluta/General,31,37,JUNEDA,Garrigues,Lleida,RUN_5
iter5,Cassoles - Juneda - 5K,2026-06-06,Sábado,5.0,road running,Absoluta/General,41,42,JUNEDA,Garrigues,Lleida,RUN_5
iter5,Castell Formos - Balaguer - 10K,2016-01-24,Domingo,10.0,road running,Absoluta/General,13,78,BALAGUER,Noguera,Lleida,RUN_10
iter5,Castell Formos - Balaguer - 5K,2015-05-03,Domingo,5.0,road running,Absoluta/General,34,63,BALAGUER,Noguera,Lleida,RUN_5
iter5,Castell Formos - Balaguer - 5K,2016-01-24,Domingo,5.0,road running,Absoluta/General,20,33,BALAGUER,Noguera,Lleida,RUN_5
iter5,Castillazuelo - Pueyo - 10K,2020-01-26,Domingo,10.0,road running,Absoluta/General,23,73,BARBASTRO,Barcelonès,Catalunya,RUN_10
