fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,finisher_desconocido,categoria_genero,modalidad
ccnorte,HEROICAN RACE RIBADEO 2025,2025-09-28,Domingo,0.0,Otros,Equipos,0,0,,,,0,mixto,EQUIPOS
ccnorte,HEROICAN RACE RIBADEO 2025,2025-09-28,Domingo,0.0,road running,Absoluta/General,117,127,,,,0,mixto,POPULAR
ccnorte,HEROICAN RACE RIBADEO 2025,2025-09-28,Domingo,0.0,road running,Absoluta/General,10,23,,,,0,mixto,POPULAR COMPETITIVA
ccnorte,HEROICAN RACE RIBADEO 2026,2026-06-28,Domingo,0.0,road running,Elite,2,22,,,,0,mixto,ELITE
ccnorte,HEROICAN RACE RIBADEO 2026,2026-06-28,Domingo,0.0,road running,Absoluta/General,145,176,,,,0,mixto,POPULAR
ccnorte,HEROICAN RACE RIBADEO 2026,2026-06-28,Domingo,0.0,Otros,Absoluta/General,15,32,,,,0,mixto,STARTER 1
ccnorte,HappyGoRunning - Cidade Universitaria (Vigo),2015-04-26,Domingo,10.0,road running,Absoluta/General,81,406,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA
ccnorte,HappyGoRunning - Cidade Universitaria (Vigo),2015-04-26,Domingo,10.0,road running,Absoluta/General,14,71,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA
ccnorte,HappyGoRunning - Cidade Universitaria (Vigo),2015-04-26,Domingo,5.0,road running,Absoluta/General,47,38,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA
ccnorte,HappyGoRunning - Cidade Universitaria 2016,2016-04-24,Domingo,10.0,road running,Absoluta/General,85,409,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA
ccnorte,HappyGoRunning - Cidade Universitaria 2016,2016-04-24,Domingo,6.0,road running,Absoluta/General,38,29,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA 6´
ccnorte,HappyGoRunning - Cidade Universitaria 2016,2016-04-24,Domingo,0.0,road running,Absoluta/General,23,112,Madrid,,Comunidad de Madrid,0,mixto,UNIVERSITARIOS
ccnorte,HappyGoRunning - Cidade Universitaria 2017,2017-04-23,Domingo,10.0,road running,Absoluta/General,84,330,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA
ccnorte,HappyGoRunning - Cidade Universitaria 2017,2017-04-23,Domingo,10.0,road running,Absoluta/General,84,330,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA
ccnorte,HappyGoRunning - Cidade Universitaria 2017,2017-04-23,Domingo,10.0,road running,Absoluta/General,84,330,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA [Compensada]
ccnorte,HappyGoRunning - Cidade Universitaria 2017,2017-04-23,Domingo,10.0,road running,Absoluta/General,31,86,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA
ccnorte,HappyGoRunning - Cidade Universitaria 2017,2017-04-23,Domingo,6.0,road running,Absoluta/General,39,13,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA 6´
ccnorte,HappyGoRunning - Cidade Universitaria 2018,2018-04-22,Domingo,10.0,road running,Absoluta/General,94,314,Madrid,,Comunidad de Madrid,0,mixto,
ccnorte,HappyGoRunning - Cidade Universitaria 2018,2018-04-22,Domingo,6.6,road running,Absoluta/General,27,26,Madrid,,Comunidad de Madrid,0,mixto,
ccnorte,HappyGoRunning - Cidade Universitaria 2018,2018-04-22,Domingo,10.0,road running,Absoluta/General,94,314,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA
ccnorte,HappyGoRunning - Cidade Universitaria 2018,2018-04-22,Domingo,0.0,road running,Absoluta/General,16,64,Madrid,,Comunidad de Madrid,0,mixto,CLASIFICACION UNIVERSITARIA
ccnorte,HappyGoRunning - Cidade Universitaria 2019,2019-04-27,Sábado,10.0,road running,Absoluta/General,53,208,Madrid,,Comunidad de Madrid,0,mixto,
ccnorte,HappyGoRunning - Cidade Universitaria 2019,2019-04-27,Sábado,6.6,road running,Absoluta/General,32,21,Madrid,,Comunidad de Madrid,0,mixto,
ccnorte,HappyGoRunning - Cidade Universitaria 2019,2019-04-27,Sábado,10.0,road running,Absoluta/General,53,201,Madrid,,Comunidad de Madrid,0,mixto,CARREIRA
ccnorte,HappyGoRunning - Cidade Universitaria 2019,2019-04-27,Sábado,0.0,road running,Absoluta/General,7,33,Madrid,,Comunidad de Madrid,0,mixto,CLASIFICACION UNIVERSITARIA
ccnorte,I 10K CONCELLO DE CASELAS 2013. PROBA ABSOLUTA,2013-05-05,Domingo,10.0,road running,Absoluta/General,0,0,O Pazo de Irixoa,Betanzos,Galicia,0,mixto,PROBA ABSOLUTA
ccnorte,I 10K CONCELLO DE CASELAS 2013. PROBA ESCOLARES-MENORES,2013-05-05,Domingo,2.5,road running,Infantil,0,0,O Pazo de Irixoa,Betanzos,Galicia,0,mixto,CATEGORÍA A
ccnorte,I 10K CONCELLO DE CASELAS 2013. PROBA ESCOLARES-MENORES,2013-05-05,Domingo,1.0,road running,Infantil,0,0,O Pazo de Irixoa,Betanzos,Galicia,0,mixto,CATEGORÍA B
ccnorte,I 10K CONCELLO DE CASELAS 2013. PROBA ESCOLARES-MENORES,2013-05-05,Domingo,0.5,road running,Infantil,0,0,O Pazo de Irixoa,Betanzos,Galicia,0,mixto,CATEGORÍA C
ccnorte,"I 10K O ROSAL ""FEIRA DO VIÑO"" 2014",2014-07-20,Domingo,10.0,road running,Absoluta/General,0,0,Morales del Vino,,Zamora,0,mixto,PRUEBA ABSOLUTA
ccnorte,I BALEIRA CASTROVERDE SOLIDARIA #MARZOSAUDESOLIDARIO. RECORRIDO CORTO,2014-03-23,Domingo,11.7,Otros,Absoluta/General,0,0,,,,0,mixto,RECORRIDO A
ccnorte,I BALEIRA CASTROVERDE SOLIDARIA #MARZOSAUDESOLIDARIO. RECORRIDO LARGO,2014-03-23,Domingo,22.4,Otros,Absoluta/General,0,0,Madrid,,Comunidad de Madrid,0,mixto,RECORRIDO B
ccnorte,I BRIGANTIA-TRAIL CONCELLO DE A CORUÑA,2015-07-19,Domingo,0.0,trail running,Absoluta/General,47,107,A Coruña,A Coruña,Galicia,0,mixto,TRAIL CORTO
ccnorte,I BRIGANTIA-TRAIL CONCELLO DE A CORUÑA,2015-07-19,Domingo,0.0,trail running,Absoluta/General,14,148,A Coruña,A Coruña,Galicia,0,mixto,TRAIL LARGO
ccnorte,I BTT CARREIRA SOLIDARIA A FAVOR DA LOITA DO CANCRO CONCELLO DE BOBORÁS (OURENSE),2017-06-18,Domingo,39.86,Ciclismo y btt,Absoluta/General,1,63,Boborás,O Carballiño,Ourense,0,mixto,BTT
ccnorte,I CANICROSS POPULAR IFEVI,2019-02-03,Domingo,0.0,road running,Absoluta/General,2,16,,,,0,mixto,CANICROSS
ccnorte,I CARREIRA BENEFICA IES DE CARRAL,2016-11-26,Sábado,5.0,road running,Absoluta/General,42,67,Carral,A Coruña,Galicia,0,mixto,ABSOLUTA
ccnorte,I CARREIRA BENEFICA IES DE CARRAL,2016-11-26,Sábado,0.0,road running,Infantil,4,5,Carral,A Coruña,Galicia,0,mixto,ALEVIN
ccnorte,I CARREIRA BENEFICA IES DE CARRAL,2016-11-26,Sábado,0.0,road running,Infantil,12,14,Carral,A Coruña,Galicia,0,mixto,BENXAMIN
ccnorte,I CARREIRA BENEFICA IES DE CARRAL,2016-11-26,Sábado,0.0,road running,Infantil,4,3,Carral,A Coruña,Galicia,0,mixto,CADETE
ccnorte,I CARREIRA BENEFICA IES DE CARRAL,2016-11-26,Sábado,0.0,road running,Infantil,21,7,Carral,A Coruña,Galicia,0,mixto,INFANTIL
ccnorte,I CARREIRA BENEFICA IES DE CARRAL,2016-11-26,Sábado,0.0,road running,Infantil,10,18,Carral,A Coruña,Galicia,0,mixto,PITUFO
ccnorte,I CARREIRA BENEFICA IES DE CARRAL,2016-11-26,Sábado,0.0,road running,Infantil,8,14,Carral,A Coruña,Galicia,0,mixto,PREBENXAMIN
ccnorte,I CARREIRA DA MULLER VIVAS E VISIBLES,2018-03-10,Sábado,5.0,road running,Absoluta/General,100,116,,,,0,mixto,CARREIRA
ccnorte,I CARREIRA DO ENTROIDO CONCELLO DE VIGO,2015-02-15,Domingo,0.0,road running,Absoluta/General,111,274,Vigo,Vigo,Galicia,0,mixto,ABSOLUTA
ccnorte,I CARREIRA DÍA DO TRABALLADOR DE TOMIÑO,2018-05-01,Martes,10.0,road running,Absoluta/General,15,101,O Seixo,O Baixo Miño,Galicia,0,mixto,RECORRIDO
ccnorte,I CARREIRA DÍA DO TRABALLADOR DE TOMIÑO,2018-05-01,Martes,5.0,road running,Absoluta/General,33,42,O Seixo,O Baixo Miño,Galicia,0,mixto,RECORRIDO
ccnorte,I CARREIRA E ANDAINA POPULAR CONTRA A VIOLENCIA DE XÉNERO (MEIS),2016-11-27,Domingo,0.0,road running,Absoluta/General,59,53,Santiago de Compostela,Santiago,Galicia,0,mixto,CARREIRA E ANDAINA
ccnorte,I CARREIRA NOCTURNA CASTIÑEIRAS,2013-06-29,Sábado,7.5,road running,Absoluta/General,0,0,Castiñeiras,A Barbanza,Galicia,0,mixto,ADULTOS
ccnorte,I CARREIRA NOCTURNA MÓVETE POR SAN SALVADOR,2019-04-06,Sábado,0.0,road running,Absoluta/General,20,65,Chantada,Chantada,Lugo,0,mixto,ABSOLUTA
ccnorte,I CARREIRA NOCTURNA MÓVETE POR SAN SALVADOR,2019-04-06,Sábado,0.0,road running,Infantil,6,17,Chantada,Chantada,Lugo,0,mixto,BENXAMIN e ALEVIN
ccnorte,I CARREIRA NOCTURNA MÓVETE POR SAN SALVADOR,2019-04-06,Sábado,0.0,road running,Infantil,4,7,Chantada,Chantada,Lugo,0,mixto,INFANTIL e CADETE
ccnorte,I CARREIRA NOCTURNA RINLO-RIBADEO,2017-09-02,Sábado,0.0,road running,Absoluta/General,38,171,Ribadeo,A Mariña Oriental,Lugo,0,mixto,ABSOLUTA
ccnorte,I CARREIRA NOCTURNA RINLO-RIBADEO,2017-09-02,Sábado,0.0,road running,Infantil,2,3,Ribadeo,A Mariña Oriental,Lugo,0,mixto,ALEVIN
ccnorte,I CARREIRA NOCTURNA RINLO-RIBADEO,2017-09-02,Sábado,0.0,road running,Infantil,8,0,Ribadeo,A Mariña Oriental,Lugo,0,mixto,BENXAMIN FEM
ccnorte,I CARREIRA NOCTURNA RINLO-RIBADEO,2017-09-02,Sábado,0.0,road running,Infantil,0,4,Ribadeo,A Mariña Oriental,Lugo,0,mixto,BENXAMIN MASC
ccnorte,I CARREIRA NOCTURNA RINLO-RIBADEO,2017-09-02,Sábado,0.0,Ciclismo y btt,Otros,0,1,Ribadeo,A Mariña Oriental,Lugo,0,mixto,HANDBIKE
ccnorte,I CARREIRA NOCTURNA RINLO-RIBADEO,2017-09-02,Sábado,0.0,road running,Infantil,10,11,Ribadeo,A Mariña Oriental,Lugo,0,mixto,INFANTIL E CADETE
ccnorte,I CARREIRA NOCTURNA RINLO-RIBADEO,2017-09-02,Sábado,0.0,road running,Infantil,9,0,Ribadeo,A Mariña Oriental,Lugo,0,mixto,PREBENXAMIN FEM
ccnorte,I CARREIRA NOCTURNA RINLO-RIBADEO,2017-09-02,Sábado,0.0,road running,Infantil,0,10,Ribadeo,A Mariña Oriental,Lugo,0,mixto,PREBENXAMIN MASC
ccnorte,I CARREIRA PEDESTRE CONCELLO DE DUMBRÍA,2015-05-23,Sábado,10.0,road running,Absoluta/General,19,137,Dumbría,Fisterra,Galicia,0,mixto,ABSOLUTA
ccnorte,I CARREIRA PEDESTRE CONCELLO DE DUMBRÍA,2015-05-23,Sábado,5.0,road running,Absoluta/General,19,33,Dumbría,Fisterra,Galicia,0,mixto,ABSOLUTA CONTRA O CANCRO
ccnorte,I CARREIRA PEDESTRE CONCELLO DE DUMBRÍA,2015-05-23,Sábado,0.0,road running,Infantil,31,21,Dumbría,Fisterra,Galicia,0,mixto,BENXAMÍN - ALEVIN
ccnorte,I CARREIRA PEDESTRE CONCELLO DE DUMBRÍA,2015-05-23,Sábado,0.0,road running,Infantil,13,10,Dumbría,Fisterra,Galicia,0,mixto,INFANTIL E CADETE
ccnorte,I CARREIRA PEDESTRE CONCELLO DE DUMBRÍA,2015-05-23,Sábado,0.0,road running,Infantil,1,4,Dumbría,Fisterra,Galicia,0,mixto,XUVENIL
ccnorte,I CARREIRA PEDESTRE CONCELLO DE MAZARICOS,2016-07-30,Sábado,10.0,road running,Absoluta/General,11,144,A Picota,O Xallas,Galicia,0,mixto,ABSOLUTA
ccnorte,I CARREIRA PEDESTRE CONCELLO DE MAZARICOS,2016-07-30,Sábado,3.0,road running,Absoluta/General,34,34,A Picota,O Xallas,Galicia,0,mixto,ABSOLUTA CONTRA O CANCRO
ccnorte,I CARREIRA PEDESTRE CONCELLO DE MAZARICOS,2016-07-30,Sábado,0.0,road running,Infantil,19,18,A Picota,O Xallas,Galicia,0,mixto,BENXAMÍN E ALEVÍN
ccnorte,I CARREIRA PEDESTRE CONCELLO DE MAZARICOS,2016-07-30,Sábado,0.0,road running,Infantil,15,13,A Picota,O Xallas,Galicia,0,mixto,"INFANTIL , CADETE E XUVENIL"
ccnorte,I CARREIRA PEDESTRE CONCELLO DE VIMIANZO 2012,2012-08-05,Domingo,10.0,road running,Absoluta/General,0,0,Vimianzo,Terra de Soneira,Galicia,0,mixto,Adultos
ccnorte,I CARREIRA PEDESTRE DE MUXIA 10K,2014-11-16,Domingo,10.0,road running,Absoluta/General,0,0,Muxía,Fisterra,Galicia,0,mixto,CARREIRA ABSOLUTA
ccnorte,I CARREIRA PEDESTRE DE MUXIA 5K,2014-11-16,Domingo,5.0,road running,Absoluta/General,0,0,Muxía,Fisterra,Galicia,0,mixto,CARREIRA ABSOLUTA
ccnorte,I CARREIRA PEDESTRE DE MUXIA 5K,2014-11-16,Domingo,5.0,road running,Infantil,0,0,Muxía,Fisterra,Galicia,0,mixto,CARREIRA XUVENIL
ccnorte,I CARREIRA PEDESTRE DE MUXIA MENORES,2014-11-16,Domingo,0.74,road running,Infantil,0,0,,,,0,mixto,CARREIRA BENXAMIN E ALEVIN
ccnorte,I CARREIRA PEDESTRE DE MUXIA MENORES,2014-11-16,Domingo,2.39,road running,Infantil,0,0,,,,0,mixto,CARREIRA INFANTIL E CADETE
ccnorte,I CARREIRA PEDESTRE DO CONCELLO DE MALPICA,2016-09-10,Sábado,0.0,road running,Absoluta/General,23,105,Nájera,,La Rioja,0,mixto,PROBA ABSOLUTA
ccnorte,I CARREIRA PEDESTRE MONTE PORREIRO 2013 - GRAN PREMIO U.N.E.D,2013-04-07,Domingo,8.0,road running,Absoluta/General,0,0,Pontevedra,Pontevedra,Galicia,0,mixto,PROBA ABSOLUTA
ccnorte,I CARREIRA PEDESTRE POPULAR CONCELLO DE TOURO,2013-06-30,Domingo,10.0,road running,Absoluta/General,0,0,Fonte Díaz,Arzúa,Galicia,0,mixto,PROBA ABSOLUTA
ccnorte,I CARREIRA POPULAR ALTOS DE TORONA,2014-09-13,Sábado,6.7,road running,Absoluta/General,0,0,Tomiño,O Baixo Miño,Galicia,0,mixto,PROBA ABSOLUTA
ccnorte,I CARREIRA POPULAR CARBALLEDO,2015-05-09,Sábado,0.0,road running,Absoluta/General,31,128,A Barrela,Chantada,Lugo,0,mixto,ABSOLUTA
ccnorte,I CARREIRA POPULAR CONCELLO DE FORCAREI.2013,2013-12-01,Domingo,7.7,road running,Absoluta/General,0,0,Forcarei,Tabeirós - Terra de Montes,Galicia,0,mixto,PRUEBA ABSOLUTA
ccnorte,I CARREIRA POPULAR CONCELLO DE FRIOL 2013,2013-05-19,Domingo,5.0,road running,Absoluta/General,0,0,Friol,Lugo,Lugo,0,mixto,PROBA ABSOLUTA
ccnorte,I CARREIRA POPULAR CONCELLO DE GUNTÍN 2024,2024-09-29,Domingo,0.0,road running,Absoluta/General,17,66,Guntín,Lugo,Lugo,0,mixto,ABSOLUTA
ccnorte,I CARREIRA POPULAR CONCELLO DE GUNTÍN 2024,2024-09-29,Domingo,0.0,road running,Absoluta/General,8,11,Guntín,Lugo,Lugo,0,mixto,CARREIRA 3
ccnorte,I CARREIRA POPULAR DOLMEN DE DOMBATE - CABANA DE BERGANTIÑOS,2014-09-27,Sábado,10.0,road running,Absoluta/General,15,130,Carballo,Bergantiños,Galicia,0,mixto,ABSOLUTOS
ccnorte,I CARREIRA POPULAR DOLMEN DE DOMBATE - CABANA DE BERGANTIÑOS,2014-09-27,Sábado,6.0,road running,Absoluta/General,19,32,Carballo,Bergantiños,Galicia,0,mixto,ABSOLUTOS
ccnorte,I CARREIRA POPULAR DOLMEN DE DOMBATE 10K,2014-09-27,Sábado,0.0,road running,Absoluta/General,0,145,Cabana de Bergantiños,Bergantiños,Galicia,0,mixto,Carrera
ccnorte,I CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARIN,2015-04-05,Domingo,0.0,road running,Absoluta/General,41,156,Portomarín,Lugo,Lugo,0,mixto,ABSOLUTA
ccnorte,I CARREIRA POPULAR MARUXAINA CONCELLO DE CERVO,2023-11-01,Miércoles,0.0,road running,Absoluta/General,11,41,San Cibrao,A Mariña Occidental,Lugo,0,mixto,ABSOLUTA
ccnorte,I CARREIRA POPULAR MARUXAINA CONCELLO DE CERVO,2023-11-01,Miércoles,0.0,road running,Infantil,7,12,San Cibrao,A Mariña Occidental,Lugo,0,mixto,ALEVIN
ccnorte,I CARREIRA POPULAR MARUXAINA CONCELLO DE CERVO,2023-11-01,Miércoles,0.0,road running,Infantil,9,14,San Cibrao,A Mariña Occidental,Lugo,0,mixto,BENXAMIN
ccnorte,I CARREIRA POPULAR MARUXAINA CONCELLO DE CERVO,2023-11-01,Miércoles,0.0,road running,Infantil,1,3,San Cibrao,A Mariña Occidental,Lugo,0,mixto,CADETE
ccnorte,I CARREIRA POPULAR MARUXAINA CONCELLO DE CERVO,2023-11-01,Miércoles,0.0,road running,Infantil,7,7,San Cibrao,A Mariña Occidental,Lugo,0,mixto,INFANTIL
ccnorte,I CARREIRA POPULAR SOLIDARIA CPR LA MILAGROSA LUGO,2024-02-24,Sábado,0.0,road running,Absoluta/General,14,68,Lugo,Lugo,Lugo,0,mixto,ABSOLUTA
ccnorte,I CARREIRA POPULAR SOLIDARIA CPR LA MILAGROSA LUGO,2024-02-24,Sábado,0.0,road running,Infantil,9,11,Lugo,Lugo,Lugo,0,mixto,SUB10
ccnorte,I CARREIRA POPULAR SOLIDARIA CPR LA MILAGROSA LUGO,2024-02-24,Sábado,0.0,road running,Infantil,10,14,Lugo,Lugo,Lugo,0,mixto,SUB12
ccnorte,I CARREIRA POPULAR SOLIDARIA CPR LA MILAGROSA LUGO,2024-02-24,Sábado,0.0,road running,Infantil,17,10,Lugo,Lugo,Lugo,0,mixto,SUB14-SUB16
ccnorte,I CARREIRA POPULAR VILA DE MEIRA,2018-08-11,Sábado,0.0,road running,Absoluta/General,26,69,Meira,Meira,Lugo,0,mixto,CARREIRA ABSOLUTA
ccnorte,I CARREIRA POPULAR VÍA NOVA 'CONCELLO DE BANDE' 2014,2014-01-04,Sábado,7.5,road running,Absoluta/General,0,0,Bande,A Baixa Limia,Ourense,0,mixto,CARREIRA ABSOLUTA
ccnorte,I CARREIRA SOLIDARIA DO CONCELLO DE OUTEIRO DE REI,2015-07-04,Sábado,0.0,road running,Absoluta/General,33,114,Molins de Rei,Baix Llobregat,Catalunya,0,mixto,ABSOLUTA
ccnorte,I CARREIRA TRAIL DO BRANCO LEXITIMO (PADERNE),2017-07-02,Domingo,0.0,trail running,Absoluta/General,21,42,,,,0,mixto,TRAIL CORTO
ccnorte,I CARREIRA TRAIL DO BRANCO LEXITIMO (PADERNE),2017-07-02,Domingo,0.0,trail running,Absoluta/General,14,36,,,,0,mixto,TRAIL LARGO
ccnorte,I CARREIRA VIA VERDE,2024-06-02,Domingo,0.0,road running,Absoluta/General,12,65,Jaén,,Jaén,0,mixto,ABSOLUTA
ccnorte,I CARREIRA “POPULAR” - VIGO,2016-09-24,Sábado,7.0,road running,Absoluta/General,54,107,O Porriño,Vigo,Galicia,0,mixto,
ccnorte,I CARRERA ATMOSFERA SPORT,2015-03-08,Domingo,0.0,road running,Absoluta/General,25,196,A Coruña,A Coruña,Galicia,0,mixto,PRUEBA ABSOLUTA
ccnorte,I CARRERA BECERREA CONTRA EL CANCER. 10KM,2013-05-04,Sábado,10.0,road running,Absoluta/General,0,0,Babilafuente,,Salamanca,0,mixto,
ccnorte,I CARRERA BECERREA CONTRA EL CANCER. 5KM,2013-05-04,Sábado,5.0,road running,Absoluta/General,0,0,Babilafuente,,Salamanca,0,mixto,
ccnorte,I CARRERA COFEDAS FERRETERIAS SOLIDARIA DE 10KM Y I CARRERA OPTIMUS SOLIDARIA DE 5KM,2015-06-07,Domingo,10.0,road running,Absoluta/General,58,134,Ibargoiti,Pirinioaurrea,Navarra,0,mixto,I CARRERA COFEDAS FERRETERIAS SOLIDARIA
ccnorte,I CARRERA COFEDAS FERRETERIAS SOLIDARIA DE 10KM Y I CARRERA OPTIMUS SOLIDARIA DE 5KM,2015-06-07,Domingo,5.0,road running,Absoluta/General,134,110,Ibargoiti,Pirinioaurrea,Navarra,0,mixto,I CARRERA OPTIMUS SOLIDARIA
ccnorte,I CARRERA DE LAS EMPRESAS (OURENSE),2015-03-15,Domingo,0.0,road running,Equipos,0,0,Selaya,,Cantabria,0,mixto,EQUIPOS DE 2
ccnorte,I CARRERA DE LAS EMPRESAS (OURENSE),2015-03-15,Domingo,0.0,road running,Equipos,0,0,Selaya,,Cantabria,0,mixto,EQUIPOS DE 3
ccnorte,I CARRERA DE LAS EMPRESAS (OURENSE),2015-03-15,Domingo,0.0,road running,Equipos,0,0,Selaya,,Cantabria,0,mixto,EQUIPOS DE 4
ccnorte,I CARRERA DE LAS EMPRESAS (OURENSE),2015-03-15,Domingo,0.0,road running,Equipos,0,0,Selaya,,Cantabria,0,mixto,EQUIPOS DE 5
ccnorte,I CARRERA DE LAS EMPRESAS (OURENSE),2015-03-15,Domingo,0.0,road running,Absoluta/General,55,228,Selaya,,Cantabria,0,mixto,Individual
ccnorte,I CARRERA DE MONTAÑA GIJÓN TRAIL 2015,2015-03-01,Domingo,0.0,trail running,Absoluta/General,39,345,Gijón / Xixón,,Asturias / Asturies,0,mixto,TRAIL
ccnorte,I CARRERA EMPRESAS GALICIA,2018-11-04,Domingo,0.0,road running,Absoluta/General,37,143,Zaragoza,Zaragoza,Aragón,0,mixto,CLASIFICACIÓN INDIVIDUAL
ccnorte,I CARRERA NOCTURNA CONCELLO DE FERROL 2012,2012-09-15,Sábado,8.0,road running,Absoluta/General,0,0,Ferrol,Ferrol,Galicia,0,mixto,Absoluta
ccnorte,"I CARRERA NOCTURNA DE NIGRÁN “PLAZAH2K""",2016-06-18,Sábado,0.0,road running,Absoluta/General,54,226,,,,0,mixto,ABSOLUTA
ccnorte,I CARRERA PEDESTRE CONCELLO DE CEE 10K,2014-06-21,Sábado,9.84,road running,Absoluta/General,0,0,Cee,Fisterra,Galicia,0,mixto,CARREIRA ABSOLUTA
ccnorte,I CARRERA PEDESTRE CONCELLO DE CEE 5K,2014-06-21,Sábado,4.72,road running,Absoluta/General,0,0,Cee,Fisterra,Galicia,0,mixto,CARREIRA ABSOLUTA
ccnorte,I CARRERA PEDESTRE CONCELLO DE CEE 5K,2014-06-21,Sábado,4.72,road running,Infantil,0,0,Cee,Fisterra,Galicia,0,mixto,CARREIRA XUVENIL
ccnorte,I CARRERA PEDESTRE CONCELLO DE CEE BENXAMIN-ALEVIN,2014-06-21,Sábado,0.72,road running,Infantil,0,0,,,,0,mixto,CARREIRA ALEVIN
ccnorte,I CARRERA PEDESTRE CONCELLO DE CEE BENXAMIN-ALEVIN,2014-06-21,Sábado,0.72,road running,Infantil,0,0,,,,0,mixto,CARREIRA BENXAMIN
ccnorte,I CARRERA PEDESTRE CONCELLO DE CEE INFANTIL-CADETE,2014-06-21,Sábado,2.88,road running,Infantil,0,0,,,,0,mixto,CARREIRA INFANTIL E CADETE
ccnorte,I CARRERA PEDESTRE CONCELLO DE ZAS 10K,2014-06-01,Domingo,10.0,road running,Absoluta/General,0,0,Negreira,A Barcala,Galicia,0,mixto,CARREIRA ABSOLUTA
ccnorte,I CARRERA PEDESTRE CONCELLO DE ZAS 5K,2014-06-01,Domingo,5.0,road running,Absoluta/General,0,0,Negreira,A Barcala,Galicia,0,mixto,CARREIRA ABSOLUTA
ccnorte,I CARRERA PEDESTRE CONCELLO DE ZAS MENORES,2014-06-01,Domingo,1.0,road running,Infantil,0,0,,,,0,mixto,CARREIRA ALEVIN
ccnorte,I CARRERA PEDESTRE CONCELLO DE ZAS MENORES,2014-06-01,Domingo,1.0,road running,Infantil,0,0,,,,0,mixto,CARREIRA BENXAMIN
ccnorte,I CARRERA PEDESTRE CONCELLO DE ZAS MENORES,2014-06-01,Domingo,3.0,road running,Infantil,0,0,,,,0,mixto,CARREIRA INFANTIL E CADETE
ccnorte,I CARRERA PEDESTRE CONCELLO DE ZAS MENORES,2014-06-01,Domingo,5.0,road running,Infantil,0,0,,,,0,mixto,CARREIRA XUVENIL
ccnorte,"I CARRERA POPULAR ""CULTIVANDO DEPORTE""",2016-09-10,Sábado,0.0,road running,Absoluta/General,38,83,,,,0,mixto,CARRERA POPULAR
ccnorte,I CARRERA POPULAR 8KM AGONES 2014,2014-04-12,Sábado,8.0,road running,Absoluta/General,0,0,Pravia,,Asturias / Asturies,0,mixto,PRUEBA ABSOLUTA
ccnorte,I CARRERA POPULAR CENTRO RICARDO BARO,2014-11-01,Sábado,5.4,road running,Absoluta/General,0,0,,,,0,mixto,PROBA ABSOLUTA
ccnorte,I CARRERA POPULAR CONTRA EL CANCER CORRE POR FERROL,2013-11-03,Domingo,5.0,road running,Absoluta/General,0,0,,,,0,mixto,PROBA ABSOLUTA
ccnorte,I CARRERA POPULAR DE LA GUARDIA CIVIL DE OURENSE “PILAR 2024”,2024-10-06,Domingo,0.0,road running,Absoluta/General,141,294,,,,0,mixto,ABSOLUTA
ccnorte,I CARRERA POPULAR DOLMEN DE DOMBATE 10K,2014-09-27,Sábado,10.0,road running,Absoluta/General,15,130,Cabana de Bergantiños,Bergantiños,Galicia,0,mixto,CARREIRA ABSOLUTA
ccnorte,I CARRERA POPULAR DOLMEN DE DOMBATE 6K,2014-09-27,Sábado,6.0,road running,Absoluta/General,0,0,Cabana de Bergantiños,Bergantiños,Galicia,0,mixto,CARREIRA ABSOLUTA
ccnorte,I CARRERA POPULAR DOLMEN DE DOMBATE 6K,2014-09-27,Sábado,6.0,road running,Infantil,0,0,Cabana de Bergantiños,Bergantiños,Galicia,0,mixto,CARREIRA XUVENIL
ccnorte,I CARRERA POPULAR DOLMEN DE DOMBATE MENORES,2014-09-27,Sábado,1.0,road running,Infantil,0,0,,,,0,mixto,CARREIRA ALEVIN
ccnorte,I CARRERA POPULAR DOLMEN DE DOMBATE MENORES,2014-09-27,Sábado,1.0,road running,Infantil,0,0,,,,0,mixto,CARREIRA BENXAMIN
ccnorte,I CARRERA POPULAR DOLMEN DE DOMBATE MENORES,2014-09-27,Sábado,3.0,road running,Infantil,0,0,,,,0,mixto,CARREIRA INFANTIL E CADETE
ccnorte,I CARRERA POPULAR NOCTURNA CORRENDO POR VIGO,2013-05-25,Sábado,10.0,road running,Absoluta/General,0,0,O Porriño,Vigo,Galicia,0,mixto,PRUEBA ABSOLUTA
ccnorte,I CARRERA POPULAR SALUDABLE 3K & 10K HUCA “Muévete por la Salud”,2015-09-27,Domingo,10.0,road running,Absoluta/General,103,348,Santa Cruz de Tenerife,,Santa Cruz de Tenerife,0,mixto,HUCA
