fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,finisher_desconocido,categoria_genero,modalidad
ccnorte,"""200 CRESTAS"" DESAFÍO COUREL 2016",2016-03-19,Sábado,92.0,road running,Absoluta/General,2,201,,,,0,mixto,
ccnorte,"""I TRAIL 175º ANIVERSARIO GUARDIA CIVIL"" A BENEFICIO DE LA FUNDACIÓN PADRE RUBINOS",2019-05-12,Domingo,0.0,trail running,Absoluta/General,33,159,A Coruña,A Coruña,Galicia,0,mixto,TRAIL
ccnorte,#MarzoSaudeSolidario 2015,2015-05-10,Domingo,0.0,road running,Absoluta/General,4,8,,,,0,mixto,CARRERA CATEGORIA A
ccnorte,#MarzoSaudeSolidario 2015,2015-05-10,Domingo,0.0,road running,Absoluta/General,10,4,,,,0,mixto,CARRERA CATEGORIA B
ccnorte,#MarzoSaudeSolidario 2015,2015-05-10,Domingo,0.0,road running,Absoluta/General,5,7,,,,0,mixto,CARRERA CATEGORIA C
ccnorte,#MarzoSaudeSolidario 2015,2015-05-10,Domingo,0.0,road running,Absoluta/General,22,49,,,,0,mixto,CARRERA POPULAR
ccnorte,#MarzoSaudeSolidario 2015,2015-05-10,Domingo,0.0,trail running,Absoluta/General,6,37,,,,0,mixto,TRAIL
ccnorte,'CLÁSICA' DESAFÍO COUREL 2016,2016-09-24,Sábado,98.0,road running,Absoluta/General,4,115,,,,0,mixto,
ccnorte,+10 MARIN MANOLO ROSALES. GRAN PREMIO ENCE 2012,2012-08-03,Viernes,10.0,Otros,Absoluta/General,0,0,,,,0,mixto,Adultos
ccnorte,+10MARIN MANUEL ROSALES - GRAN PREMIO ENCE 2014,2014-08-01,Viernes,10.0,road running,Absoluta/General,0,0,Huelva,Comarca Metropolitana de Huelva,Huelva,0,mixto,PROBA ABSOLUTA
ccnorte,+8K SAN XOAN POIO - GRAN PREMIO C. C. A BARCA 2014,2014-06-21,Sábado,8.0,road running,Absoluta/General,0,0,Alacant / Alicante,l'Alacantí,Comunitat Valenciana,0,mixto,PROBA ABSOLUTA
ccnorte,10 KILÓMETROS SOLIDARIOS CIUDAD DE PONFERRADA,2014-10-25,Sábado,10.0,Otros,Absoluta/General,0,0,Ponferrada,El Bierzo,León,0,mixto,10 KILÓMETROS SOLIDARIOS PROYECTO HOMBRE
ccnorte,10 KM CIDADE UNIVERSITARIA 2014. VIGO (CUVI),2014-04-27,Domingo,10.0,road running,Absoluta/General,0,0,Madrid,,Comunidad de Madrid,0,mixto,PROBA ABSOLUTA
ccnorte,10 KM LEON CUNA DEL PARLAMENTARISMO,2019-10-20,Domingo,10.0,road running,Absoluta/General,178,600,,,,0,mixto,
ccnorte,10 KM LEÓN CUNA DEL PARLAMENTARISMO 2022,2022-10-16,Domingo,10.0,road running,Absoluta/General,126,544,,,,0,mixto,
ccnorte,10 KM LEÓN CUNA DEL PARLAMENTARISMO 2022,2022-10-16,Domingo,2.0,road running,Otros,13,20,,,,0,mixto,PROMOCION
ccnorte,10 KM LEÓN CUNA DEL PARLAMENTARISMO 2023,2023-10-22,Domingo,10.0,road running,Absoluta/General,128,484,,,,0,mixto,
ccnorte,10 KM LEÓN CUNA DEL PARLAMENTARISMO 2023,2023-10-22,Domingo,0.0,road running,Infantil,31,29,,,,0,mixto,PEQUE LEON
ccnorte,10 KM LEÓN CUNA DEL PARLAMENTARISMO 2024,2024-10-20,Domingo,10.0,road running,Absoluta/General,215,648,,,,0,mixto,
ccnorte,10 KM LEÓN CUNA DEL PARLAMENTARISMO 2024,2024-10-20,Domingo,0.0,road running,Infantil,29,38,,,,0,mixto,PEQUE LEON
ccnorte,10 KM LEÓN CUNA DEL PARLAMENTARISMO 2025,2025-10-19,Domingo,10.0,road running,Absoluta/General,308,767,,,,0,mixto,
ccnorte,10 KM LEÓN CUNA DEL PARLAMENTARISMO 2025,2025-10-19,Domingo,0.0,road running,Infantil,38,31,,,,0,mixto,PEQUE LEON
ccnorte,10 MARIN MANUEL ROSALES 2013,2013-08-02,Viernes,10.0,Otros,Absoluta/General,0,0,,,,0,mixto,ADULTOS
ccnorte,10K CARBALLO. IX Carreira Popular 10Km Concello de Carballo 2019,2019-06-16,Domingo,0.0,road running,Infantil,45,65,,,,0,mixto,BENXAMIN/SUB10
ccnorte,10K CARBALLO. IX Carreira Popular 10Km Concello de Carballo 2019,2019-06-16,Domingo,0.0,road running,Absoluta/General,98,442,,,,0,mixto,CARREIRA ABSOLUTA
ccnorte,10K CARBALLO. IX Carreira Popular 10Km Concello de Carballo 2019,2019-06-16,Domingo,0.0,road running,Absoluta/General,0,1,,,,0,mixto,CARREIRA ADAPTADA
ccnorte,10K CARBALLO. IX Carreira Popular 10Km Concello de Carballo 2019,2019-06-16,Domingo,0.0,road running,Infantil,50,51,,,,0,mixto,"INFANTIL/SUB14, ALEVIN/SUB12"
ccnorte,10K CARBALLO. IX Carreira Popular 10Km Concello de Carballo 2019,2019-06-16,Domingo,0.0,road running,Infantil,8,13,,,,0,mixto,"XUVENIL/SUB18, CADETE/SUB16"
ccnorte,10K CARBALLO. VI Carreira Popular Concello de Carballo,2016-06-19,Domingo,0.0,road running,Absoluta/General,0,3,,,,0,mixto,ABSOLUTA EN VEHICULO ADAPATADO
ccnorte,10K CARBALLO. VI Carreira Popular Concello de Carballo,2016-06-19,Domingo,0.0,road running,Absoluta/General,167,743,,,,0,mixto,CARREIRA ABSOLUTA
ccnorte,10K CARBALLO. VI Carreira Popular Concello de Carballo,2016-06-19,Domingo,0.0,road running,Infantil,42,47,,,,0,mixto,"CARREIRA INFANTIL,ALEVIN"
ccnorte,10K CARBALLO. VI Carreira Popular Concello de Carballo,2016-06-19,Domingo,0.0,road running,Infantil,5,26,,,,0,mixto,"CARREIRA XUVENIL, CADETE"
ccnorte,10K CARBALLO. VI Carreira Popular Concello de Carballo,2016-06-19,Domingo,10.0,road running,Equipos,0,0,,,,0,mixto,EQUIPOS CARBALLO
ccnorte,10K CARBALLO. VII Carreira Popular 10Km Concello de Carballo 2017,2017-06-18,Domingo,0.0,road running,Absoluta/General,105,583,,,,0,mixto,ABSOLUTA
ccnorte,10K CARBALLO. VII Carreira Popular 10Km Concello de Carballo 2017,2017-06-18,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,1,,,,0,mixto,ABSOLUTA ADAPTADA EN HANDBIKE OU CADEIRA DE RODAS
ccnorte,10K CARBALLO. VII Carreira Popular 10Km Concello de Carballo 2017,2017-06-18,Domingo,0.0,road running,Infantil,35,42,,,,0,mixto,BENXAMIN
ccnorte,10K CARBALLO. VII Carreira Popular 10Km Concello de Carballo 2017,2017-06-18,Domingo,0.0,road running,Infantil,40,47,,,,0,mixto,"INFANTIL , ALEVIN"
ccnorte,10K CARBALLO. VII Carreira Popular 10Km Concello de Carballo 2017,2017-06-18,Domingo,0.0,road running,Infantil,4,29,,,,0,mixto,"XUVENIL , CADETE"
ccnorte,10K CARBALLO. VIII Carreira Popular 10Km Concello de Carballo 2018,2018-06-17,Domingo,0.0,road running,Infantil,34,38,,,,0,mixto,BENXAMIN/SUB10
ccnorte,10K CARBALLO. VIII Carreira Popular 10Km Concello de Carballo 2018,2018-06-17,Domingo,0.0,road running,Absoluta/General,83,497,,,,0,mixto,CARREIRA ABSOLUTA
ccnorte,10K CARBALLO. VIII Carreira Popular 10Km Concello de Carballo 2018,2018-06-17,Domingo,0.0,road running,Infantil,55,49,,,,0,mixto,"INFANTIL/SUB14, ALEVIN/SUB12"
ccnorte,10K CARBALLO. VIII Carreira Popular 10Km Concello de Carballo 2018,2018-06-17,Domingo,0.0,road running,Infantil,7,13,,,,0,mixto,"XUVENIL/SUB18, CADETE/SUB16"
ccnorte,10K DE FENE,2014-10-11,Sábado,10.0,road running,Absoluta/General,0,0,,,,0,mixto,PROBA ABSOLUTA
ccnorte,10K NOCTURNOS SOLIDARIOS PROYECTO HOMBRE “Ciudad de Ponferrada”,2019-10-12,Sábado,0.0,road running,Absoluta/General,16,98,,,,0,mixto,CARRERA ABSOLUTA
ccnorte,10K PARQUE A CANUDA SALVATERRA DE MIÑO E ANDAINA DO RÍO,2015-02-15,Domingo,10.0,road running,Absoluta/General,84,487,,,,0,mixto,
ccnorte,10K SOLIDARIOS PROYECTO HOMBRE CIUDAD DE PONFERRADA 2018,2018-10-27,Sábado,0.0,road running,Absoluta/General,36,137,,,,0,mixto,CARRERA ABSOLUTA
ccnorte,10K UNICEF LISBOA,2014-07-06,Domingo,10.0,road running,Absoluta/General,0,0,,,,0,mixto,
ccnorte,10KM CARBALLO,2015-06-21,Domingo,10.0,road running,Absoluta/General,120,706,Ames,Santiago,Galicia,0,mixto,ADULTOS
ccnorte,10KM CARBALLO,2015-06-21,Domingo,10.0,road running,Equipos,0,0,Ames,Santiago,Galicia,0,mixto,EQUIPOS CARBALLO
ccnorte,10KM CARBALLO,2015-06-21,Domingo,0.0,road running,Infantil,42,40,Ames,Santiago,Galicia,0,mixto,INFANTIL - ALEVIN
ccnorte,10KM CARBALLO,2015-06-21,Domingo,0.0,road running,Infantil,8,27,Ames,Santiago,Galicia,0,mixto,XUVENIL -CADETE
ccnorte,10KM RUTA DE LA CONSTRUCCION NAVAL FERROL 2013,2013-06-23,Domingo,10.0,road running,Absoluta/General,0,0,Ferrol,Ferrol,Galicia,0,mixto,ADULTOS
ccnorte,10KM VIRGEN DEL CAMINO;Homenaje a Antonino Baños,2013-03-03,Domingo,10.0,road running,Absoluta/General,0,0,,,,0,mixto,ADULTOS
ccnorte,10k NO CORAZON CHANTADA,2024-05-18,Sábado,10.0,road running,Absoluta/General,14,66,,,,0,mixto,
ccnorte,10k NO CORAZON CHANTADA,2024-05-18,Sábado,5.0,road running,Absoluta/General,29,26,,,,0,mixto,
ccnorte,10k NO CORAZON CHANTADA,2024-05-18,Sábado,0.0,road running,Infantil,8,11,,,,0,mixto,SUB14 -SUB16
ccnorte,10ª TRAVESÍA A NADO VILA DE BAIONA,2019-07-06,Sábado,0.0,Otros,Mayores/Veteranos,34,139,Baiona,Vigo,Galicia,0,mixto,ADULTOS E VETERANOS
ccnorte,10ª TRAVESÍA A NADO VILA DE BAIONA,2019-07-06,Sábado,0.0,Otros,Infantil,29,25,Baiona,Vigo,Galicia,0,mixto,SUB 12
ccnorte,10ª TRAVESÍA A NADO VILA DE BAIONA,2019-07-06,Sábado,0.0,Otros,Infantil,11,10,Baiona,Vigo,Galicia,0,mixto,SUB 16
ccnorte,10ª VIGO + 11 CARREIRA POPULAR “Trofeo El Corte Inglés”,2016-10-16,Domingo,0.0,road running,Absoluta/General,103,537,Pamplona / Iruña,Iruñerria,Navarra,0,mixto,ABSOLUTA
ccnorte,113 SWIM RIDE RUN. TRIATLON MEDIA DISTANCIA SANXENXO 2016,2016-05-08,Domingo,0.0,road running,Absoluta/General,7,79,,,,0,mixto,ABSOLUTA
ccnorte,113 SWIM RIDE RUN. TRIATLON MEDIA DISTANCIA Y OLÍMPICO NO DRAFT SANXENXO 2017,2017-05-21,Domingo,0.0,Multidisciplina,Absoluta/General,3,91,,,,0,mixto,MEDIA DISTANCIA
ccnorte,113 SWIM RIDE RUN. TRIATLON MEDIA DISTANCIA Y OLÍMPICO NO DRAFT SANXENXO 2017,2017-05-21,Domingo,0.0,Multidisciplina,Absoluta/General,10,75,,,,0,mixto,OLÍMPICO NO DRAFT
ccnorte,11º TRAIL TERRAS DO MANDEO,2025-01-12,Domingo,0.0,trail running,Absoluta/General,69,169,Teixeiro,Betanzos,Galicia,0,mixto,TRAIL CORTO
ccnorte,11º TRAIL TERRAS DO MANDEO,2025-01-12,Domingo,0.0,trail running,Absoluta/General,14,80,Teixeiro,Betanzos,Galicia,0,mixto,TRAIL LARGO
ccnorte,12 CARREIRA POPULAR VIGO + 11,2018-11-11,Domingo,0.0,road running,Absoluta/General,93,477,Ávila,,Ávila,0,mixto,ABSOLUTA
ccnorte,12 CARREIRA POPULAR VIGO + 11,2018-11-11,Domingo,0.0,road running,Absoluta/General,92,474,Ávila,,Ávila,0,mixto,ABSOLUTA
ccnorte,12 HORAS BTT CARBALLO 2018,2018-07-21,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 2 MASCULINOS
ccnorte,12 HORAS BTT CARBALLO 2018,2018-07-21,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 2 MIXTOS
ccnorte,12 HORAS BTT CARBALLO 2018,2018-07-21,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 3 MASCULINOS
ccnorte,12 HORAS BTT CARBALLO 2018,2018-07-21,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 4 FEMENINOS
ccnorte,12 HORAS BTT CARBALLO 2018,2018-07-21,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 4 MASCULINOS
ccnorte,12 HORAS BTT CARBALLO 2018,2018-07-21,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 4 MIXTOS
ccnorte,12 HORAS BTT CARBALLO 2018,2018-07-21,Sábado,0.0,Ciclismo y btt,Absoluta/General,0,0,,,,0,mixto,INDIVIDUAL
ccnorte,12 HORAS BTT CARBALLO 2019,2019-07-20,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 2 FEMENINOS
ccnorte,12 HORAS BTT CARBALLO 2019,2019-07-20,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 2 MASCULINOS
ccnorte,12 HORAS BTT CARBALLO 2019,2019-07-20,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 2 MIXTOS
ccnorte,12 HORAS BTT CARBALLO 2019,2019-07-20,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 3 MASCULINOS
ccnorte,12 HORAS BTT CARBALLO 2019,2019-07-20,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 4 FEMENINOS
ccnorte,12 HORAS BTT CARBALLO 2019,2019-07-20,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 4 MASCULINOS
ccnorte,12 HORAS BTT CARBALLO 2019,2019-07-20,Sábado,0.0,Ciclismo y btt,Equipos,0,0,,,,0,mixto,EQUIPOS DE 4 MIXTOS
ccnorte,12 HORAS BTT CARBALLO 2019,2019-07-20,Sábado,0.0,Ciclismo y btt,Absoluta/General,0,0,,,,0,mixto,INDIVIDUAL
ccnorte,12ª SUBIDA AO CASTRO 2018,2018-01-14,Domingo,0.0,road running,Absoluta/General,67,242,O Porriño,Vigo,Galicia,0,mixto,ABSOLUTA
ccnorte,12ª SUBIDA AO CASTRO 2018,2018-01-14,Domingo,0.0,road running,Absoluta/General,67,242,O Porriño,Vigo,Galicia,0,mixto,ABSOLUTA [Compensada]
ccnorte,12ª SUBIDA AO CASTRO 2018,2018-01-14,Domingo,0.0,Otros,Absoluta/General,77,265,O Porriño,Vigo,Galicia,0,mixto,SUBIDA
ccnorte,13 CARREIRA POPULAR VIGO + 11,2019-11-03,Domingo,0.0,road running,Absoluta/General,73,298,Ávila,,Ávila,0,mixto,Absoluta
ccnorte,13 CARREIRA POPULAR VIGO + 11,2019-11-03,Domingo,0.0,road running,Absoluta/General,72,296,Ávila,,Ávila,0,mixto,RunRunVigo
ccnorte,13 CROSS POPULAR/CANICROSS CONCELLO BOBORAS,2013-01-20,Domingo,1.5,road running,Infantil,0,0,,,,0,mixto,ALEVÍN E INFANTIL
ccnorte,13 CROSS POPULAR/CANICROSS CONCELLO BOBORAS,2013-01-20,Domingo,0.5,road running,Infantil,0,0,,,,0,mixto,BENXAMÍN E PREBENXAMÍN
ccnorte,13 CROSS POPULAR/CANICROSS CONCELLO BOBORAS,2013-01-20,Domingo,4.5,road running,Infantil,0,0,,,,0,mixto,CADETE E XUVENIL
ccnorte,13 CROSS POPULAR/CANICROSS CONCELLO BOBORAS,2013-01-20,Domingo,7.7,road running,Absoluta/General,0,0,,,,0,mixto,CANICROSS CONCELLO DE BOBORÁS
ccnorte,13 CROSS POPULAR/CANICROSS CONCELLO BOBORAS,2013-01-20,Domingo,7.7,road running,Infantil,0,0,,,,0,mixto,"XUNIOR, PROMESA, SENIOR E VETERÁNS"
ccnorte,13º SUBIDA AO CASTRO,2019-01-27,Domingo,0.0,Otros,Absoluta/General,92,312,O Porriño,Vigo,Galicia,0,mixto,RUNRUNVIGO
ccnorte,13º SUBIDA AO CASTRO,2019-01-27,Domingo,0.0,Otros,Absoluta/General,106,348,O Porriño,Vigo,Galicia,0,mixto,SUBIDA AO CASTRO
ccnorte,14 TRAVESIA DE NATACION SAN PEDRO,2013-06-29,Sábado,1.6,Otros,Absoluta/General,0,0,San Pedro,,Albacete,0,mixto,PLAYA DE PONIENTE A PLAYA L'ARBEYAL
ccnorte,14º SUBIDA AO CASTRO,2020-01-26,Domingo,3.0,road running,Absoluta/General,136,387,O Porriño,Vigo,Galicia,0,mixto,CARRERA
ccnorte,14º SUBIDA AO CASTRO,2020-01-26,Domingo,10.0,Otros,Absoluta/General,120,354,O Porriño,Vigo,Galicia,0,mixto,RUNRUNVIGO
ccnorte,14º TREITOIR@DA 2017,2017-07-02,Domingo,0.0,Ciclismo y btt,Absoluta/General,8,111,,,,0,mixto,MARCHA BTT
ccnorte,15K A MARIÑA BANCO MEDIOLANUM,2019-06-16,Domingo,15.0,road running,Absoluta/General,34,101,València,Comarca de València,Comunitat Valenciana,0,mixto,CARREIRA
ccnorte,15K A MARIÑA BANCO MEDIOLANUM (BURELA-FOZ),2018-06-10,Domingo,15.0,road running,Absoluta/General,21,137,València,Comarca de València,Comunitat Valenciana,0,mixto,CARREIRA
ccnorte,15K A MARIÑA BANCO MEDIOLANUM (FOZ - BURELA),2017-10-29,Domingo,0.0,road running,Absoluta/General,21,113,València,Comarca de València,Comunitat Valenciana,0,mixto,CARREIRA
ccnorte,15K Arousa Norte Banco Mediolanum,2017-06-11,Domingo,15.0,road running,Absoluta/General,27,154,València,Comarca de València,Comunitat Valenciana,0,mixto,
ccnorte,15K DEL ATLANTICO BANCO MEDIOLANUM,2013-10-06,Domingo,15.0,road running,Absoluta/General,0,0,València,Comarca de València,Comunitat Valenciana,0,mixto,ADULTOS
ccnorte,15K DEL ATLÁNTICO BANCO MEDIOLANUM,2015-10-04,Domingo,0.0,road running,Absoluta/General,64,571,València,Comarca de València,Comunitat Valenciana,0,mixto,CARREIRA
ccnorte,15K DEL ATLÁNTICO BANCO MEDIOLANUM,2019-09-29,Domingo,15.0,road running,Absoluta/General,82,414,València,Comarca de València,Comunitat Valenciana,0,mixto,CARREIRA
ccnorte,15K DEL ATLÁNTICO BANCO MEDIOLANUM 2016,2016-10-02,Domingo,0.0,road running,Absoluta/General,89,511,València,Comarca de València,Comunitat Valenciana,0,mixto,CARREIRA
ccnorte,15K DEL ATLÁNTICO BANCO MEDIOLANUM 2017,2017-10-01,Domingo,0.0,road running,Absoluta/General,98,530,València,Comarca de València,Comunitat Valenciana,0,mixto,CARREIRA
ccnorte,15K DEL ATLÁNTICO BANCO MEDIOLANUM 2018,2018-10-07,Domingo,0.0,road running,Absoluta/General,74,435,València,Comarca de València,Comunitat Valenciana,0,mixto,CARREIRA
ccnorte,15K NOCTURNA DE O BARCO (V D3SAFÍO42 OURENSE),2018-05-19,Sábado,0.0,road running,Absoluta/General,7,55,O Barco,Valdeorras,Ourense,0,mixto,INDIVIDUAL 2
ccnorte,15K NOCTURNA DE OURENSE BANCO MEDIOLANUM 2018,2018-05-05,Sábado,0.0,road running,Absoluta/General,35,196,València,Comarca de València,Comunitat Valenciana,0,mixto,CARREIRA ABSOLUTA
ccnorte,15K Ourense Termal Banco Mediolanum (IV D3SAFIO42),2017-05-21,Domingo,0.0,road running,Absoluta/General,25,173,València,Comarca de València,Comunitat Valenciana,0,mixto,PROBA ABSOLUTA
ccnorte,15ª TRAVESÍA DE SAN PEDRO - GIJÓN,2014-06-29,Domingo,1.6,Otros,Absoluta/General,0,0,Mieres,,Asturias / Asturies,0,mixto,15ª TRAVESÍA DE SAN PEDRO
ccnorte,15º TREITOIR@DA 2018,2018-07-01,Domingo,0.0,Ciclismo y btt,Absoluta/General,2,72,,,,0,mixto,BTT
ccnorte,15º TREITOIR@DA 2018,2018-07-01,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,1,,,,0,mixto,BTT EN BICICLETA ELÉCTRICA
ccnorte,15º TREITOIR@DA 2018,2018-07-01,Domingo,0.0,Otros,Equipos,0,0,,,,0,mixto,EQUIPOS TREITOIR@DA 2018
ccnorte,16ª TRAVESÍA DE SAN PEDRO (GIJÓN),2015-06-29,Lunes,0.0,Otros,Absoluta/General,29,93,San Pedro,,Albacete,0,mixto,TRAVESÍA
ccnorte,17ª TRAVESÍA DE SAN PEDRO (GIJÓN),2016-06-29,Miércoles,0.0,Otros,Absoluta/General,28,106,San Pedro,,Albacete,0,mixto,TRAVESIA
ccnorte,18 MEDIA MARATON DE VIGO,2015-05-10,Domingo,21.097,road running,Absoluta/General,65,630,Vigo,Vigo,Galicia,0,mixto,MEDIA MARATON INDIVIDUAL
ccnorte,18 MEDIA MARATON DE VIGO,2015-05-10,Domingo,21.097,road running,Absoluta/General,7,58,Vigo,Vigo,Galicia,0,mixto,MEDIA MARATON POR RELEVOS DE 2
ccnorte,18 MEDIA MARATON DE VIGO,2015-05-10,Domingo,21.097,road running,Absoluta/General,10,30,Vigo,Vigo,Galicia,0,mixto,MEDIA MARATON POR RELEVOS DE 4
ccnorte,18 MEDIA MARATON DE VIGO,2015-05-10,Domingo,21.097,road running,Absoluta/General,0,0,Vigo,Vigo,Galicia,0,mixto,"Masculinos, Femeninos y Mixtos"
ccnorte,18ª TRAVESÍA DE SAN PEDRO (GIJÓN),2017-07-02,Domingo,0.0,Otros,Absoluta/General,30,88,San Pedro,,Albacete,0,mixto,TRAVESÍA
ccnorte,19 MEDIA MARATON DE VIGO,2016-12-04,Domingo,21.097,road running,Equipos,0,0,Vigo,Vigo,Galicia,0,mixto,EQUIPOS 19 MEDIA MARATON DE VIGO
ccnorte,19 MEDIA MARATON DE VIGO,2016-12-04,Domingo,21.097,road running,Absoluta/General,31,344,Vigo,Vigo,Galicia,0,mixto,MEDIA MARATON INDIVIDUAL
ccnorte,19 MEDIA MARATON DE VIGO,2016-12-04,Domingo,21.097,road running,Absoluta/General,9,51,Vigo,Vigo,Galicia,0,mixto,MEDIA MARATON POR RELEVOS DE 2
ccnorte,19 MEDIA MARATON DE VIGO,2016-12-04,Domingo,21.097,road running,Absoluta/General,3,22,Vigo,Vigo,Galicia,0,mixto,MEDIA MARATON POR RELEVOS DE 4
ccnorte,1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 10K,2014-10-25,Sábado,9.15,road running,Absoluta/General,0,0,Fisterra,Fisterra,Galicia,0,mixto,CARREIRA ABSOLUTA
ccnorte,1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 5K,2014-10-25,Sábado,5.0,road running,Absoluta/General,0,0,Fisterra,Fisterra,Galicia,0,mixto,CARREIRA ABSOLUTA
ccnorte,1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 5K,2014-10-25,Sábado,5.0,road running,Infantil,0,0,Fisterra,Fisterra,Galicia,0,mixto,CARREIRA XUVENIL
ccnorte,1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 MENORES,2014-10-25,Sábado,1.33,road running,Infantil,0,0,Fisterra,Fisterra,Galicia,0,mixto,CARREIRA BENXAMIN E ALEVIN
ccnorte,1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 MENORES,2014-10-25,Sábado,2.67,road running,Infantil,0,0,Fisterra,Fisterra,Galicia,0,mixto,CARREIRA INFANTIL E CADETE
ccnorte,1ª CARRERA POPULAR VIA VERDE DO EO (HOMENAXE TITO MARGARIDE),2018-06-23,Sábado,10.0,road running,Absoluta/General,47,124,,,,0,mixto,
ccnorte,1ª Carrera Nocturna Gijón 10K,2017-09-23,Sábado,0.0,road running,Absoluta/General,321,992,Gijón / Xixón,,Asturias / Asturies,0,mixto,NOCTURNA GIJON
ccnorte,"1ª PROBA DA COPA XUNTA DE GALICIA - OPEN ""TROFEO CONCELLO DE LUGO"" MARCHA NÓRDICA",2023-03-12,Domingo,0.0,marcha,Absoluta/General,28,27,Huelva,Comarca Metropolitana de Huelva,Huelva,0,mixto,COPA
ccnorte,"1ª PROBA DA COPA XUNTA DE GALICIA - OPEN ""TROFEO CONCELLO DE LUGO"" MARCHA NÓRDICA",2023-03-12,Domingo,0.0,marcha,Absoluta/General,54,25,Huelva,Comarca Metropolitana de Huelva,Huelva,0,mixto,OPEN
ccnorte,"1ª PROBA DA COPA XUNTA DE GALICIA - OPEN ""TROFEO CONCELLO DE LUGO"" MARCHA NÓRDICA",2023-03-12,Domingo,0.0,marcha,Infantil,3,1,Huelva,Comarca Metropolitana de Huelva,Huelva,0,mixto,OPEN MENORES
ccnorte,1ª TRAVESIA DEL ESTE. GIJÓN,2014-08-23,Sábado,1.8,Otros,Absoluta/General,25,95,Gijón / Xixón,,Asturias / Asturies,0,mixto,PRUEBA
ccnorte,1ª TRAVESIA NOCTURNA DE BEGOÑA,2014-08-16,Sábado,0.7,Otros,Absoluta/General,0,0,Madrid,,Comunidad de Madrid,0,mixto,PRUEBA
ccnorte,1ª TRAVESIA PLAYAS DE GIJON PLAYA L'ARBEYAL A PLAYA SAN LORENZO,2014-08-03,Domingo,4.0,Otros,Absoluta/General,0,0,Madrid,,Comunidad de Madrid,0,mixto,PRUEBA
ccnorte,1ª TRAVESÍA LARGA (GIJÓN),2015-09-05,Sábado,0.0,Otros,Absoluta/General,10,57,Biota,Cinco Villas,Aragón,0,mixto,TRAVESÍA
ccnorte,2 EDICION 15K DEL ATLANTICO,2014-10-05,Domingo,15.0,road running,Absoluta/General,0,0,Pontevedra,Pontevedra,Galicia,0,mixto,ADULTOS
ccnorte,20ª SAN SILVESTRE CLUB FLUVIAL DE LUGO,2014-12-31,Miércoles,6.5,road running,Absoluta/General,0,0,Lugo,Lugo,Lugo,0,mixto,SAN SILVESTRE CLUB FLUVIAL
ccnorte,21K COSTA DA VELA (CANGAS),2014-09-21,Domingo,21.08,road running,Absoluta/General,0,0,O Rial,Vigo,Galicia,0,mixto,PROBA ABSOLUTA
ccnorte,21K COSTA DA VELA 2017,2017-09-17,Domingo,21.0,road running,Absoluta/General,69,435,O Rial,Vigo,Galicia,0,mixto,
ccnorte,21K DE LA COSTA DE SOAVELA,2023-09-17,Domingo,21.0,road running,Absoluta/General,40,198,Cangas de Morrazo,Morrazo,Galicia,0,mixto,
ccnorte,21K DE LA COSTA DE SOAVELA,2024-09-22,Domingo,21.0,road running,Absoluta/General,40,198,Cangas de Morrazo,Morrazo,Galicia,0,mixto,
ccnorte,21K DE LA COSTA DE SOAVELA,2025-09-21,Domingo,21.0,road running,Absoluta/General,40,198,Cangas de Morrazo,Morrazo,Galicia,0,mixto,
ccnorte,21K DE LA COSTA DE SOAVELA,2024-09-22,Domingo,21.0,road running,Equipos,0,0,Cangas de Morrazo,Morrazo,Galicia,0,mixto,EQUIPOS COSTA SOAVELA 24
ccnorte,21K DE LA COSTA DE SOAVELA,2025-09-21,Domingo,21.0,road running,Equipos,0,0,Cangas de Morrazo,Morrazo,Galicia,0,mixto,EQUIPOS COSTA SOAVELA 25
