fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,evento_ref,resultado_ref,nombre_evento,nombre_prueba,distancia_m
cronorunner,I SAN SILVESTRE POPULAR PUÇOL 2022 (Pre Benjamin ( 2016-2020)),2021-12-26,Domingo,0.15,road running,Infantil,,,Puçol,l'Horta Nord,Comunitat Valenciana,606-1545,606-1545-1959,I SAN SILVESTRE POPULAR PUÇOL 2022,Pre Benjamin ( 2016-2020),150
cronorunner,I SAN SILVESTRE POPULAR PUÇOL 2022 (Benjamín (2015-2014)),2021-12-26,Domingo,0.6,road running,Infantil,,,Puçol,l'Horta Nord,Comunitat Valenciana,606-1545,606-1545-1960,I SAN SILVESTRE POPULAR PUÇOL 2022,Benjamín (2015-2014),600
cronorunner,I SAN SILVESTRE POPULAR PUÇOL 2022 (Alevín (2013-2012)),2021-12-26,Domingo,0.6,road running,Infantil,,,Puçol,l'Horta Nord,Comunitat Valenciana,606-1545,606-1545-1961,I SAN SILVESTRE POPULAR PUÇOL 2022,Alevín (2013-2012),600
cronorunner,I SAN SILVESTRE POPULAR PUÇOL 2022 (Infantil (2011-2010)),2021-12-26,Domingo,1.0,road running,Infantil,,,Puçol,l'Horta Nord,Comunitat Valenciana,606-1545,606-1545-1962,I SAN SILVESTRE POPULAR PUÇOL 2022,Infantil (2011-2010),1000
cronorunner,I SAN SILVESTRE POPULAR PUÇOL 2022 (Carrera Absoluta (3km)),2021-12-26,Domingo,3.0,road running,Absoluta/General,79.0,113.0,Puçol,l'Horta Nord,Comunitat Valenciana,606-1545,606-1545-1958,I SAN SILVESTRE POPULAR PUÇOL 2022,Carrera Absoluta (3km),3000
cronorunner,XXXIX VOLTA A PEU XIRIVELLA,2021-12-19,Domingo,4.28,road running,Absoluta/General,,,Xirivella,l'Horta Sud,Comunitat Valenciana,377-1537,377-1537-1943,XXXIX VOLTA A PEU XIRIVELLA,VOLTA A PEU CIUTAT DE XIRIVELLA I 1RA SAN SILVESTRE,4280
cronorunner,VIII 10K Arco Foios per la Fibrosi Quistica,2021-12-19,Domingo,10.0,road running,Absoluta/General,204.0,489.0,Foios,l'Horta Nord,Comunitat Valenciana,468-1528,468-1528-1928,VIII 10K Arco Foios per la Fibrosi Quistica,10k,10000
cronorunner,II SANT SILVESTRE SOLIDARIA D'ALZIRA,2021-12-19,Domingo,5.0,road running,Absoluta/General,182.0,223.0,Alzira,València / Valencia,Comunitat Valenciana,564-1531,564-1531-1934,II SANT SILVESTRE SOLIDARIA D'ALZIRA,5k,5000
cronorunner,XIX CURSA DE NADAL BÉTERA (Xupetins (2017-2018)),2021-12-18,Sábado,0.1,road running,Absoluta/General,,,,,,361-1535,361-1535-1936,XIX CURSA DE NADAL BÉTERA,Xupetins (2017-2018),100
cronorunner,XIX CURSA DE NADAL BÉTERA (Pre Benjamin ( 2015-2016)),2021-12-18,Sábado,0.2,road running,Infantil,,,,,,361-1535,361-1535-1937,XIX CURSA DE NADAL BÉTERA,Pre Benjamin ( 2015-2016),200
cronorunner,XIX CURSA DE NADAL BÉTERA (Benjamin (2013-2014)),2021-12-18,Sábado,0.4,road running,Infantil,,,,,,361-1535,361-1535-1938,XIX CURSA DE NADAL BÉTERA,Benjamin (2013-2014),400
cronorunner,XIX CURSA DE NADAL BÉTERA (Alevins (2011-2012)),2021-12-18,Sábado,0.8,road running,Infantil,,,,,,361-1535,361-1535-1939,XIX CURSA DE NADAL BÉTERA,Alevins (2011-2012),800
cronorunner,XIX CURSA DE NADAL BÉTERA (Infantil (2009-2010)),2021-12-18,Sábado,1.2,road running,Infantil,,,,,,361-1535,361-1535-1940,XIX CURSA DE NADAL BÉTERA,Infantil (2009-2010),1200
cronorunner,XIX CURSA DE NADAL BÉTERA (Cadets (2007-2008)),2021-12-18,Sábado,1.6,road running,Infantil,,,,,,361-1535,361-1535-1942,XIX CURSA DE NADAL BÉTERA,Cadets (2007-2008),1600
cronorunner,XIX CURSA DE NADAL BÉTERA (5 QM),2021-12-18,Sábado,5.0,road running,Absoluta/General,42.0,92.0,,,,361-1535,361-1535-1935,XIX CURSA DE NADAL BÉTERA,5 QM,5000
cronorunner,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS (Prebenjamín (2020-2016)),2021-12-11,Sábado,0.0,road running,Infantil,,,la Pobla de Farnals,l'Horta Nord,Comunitat Valenciana,421-1534,421-1534-1948,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS,Prebenjamín (2020-2016),0
cronorunner,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS (Benjamín (2015-2014)),2021-12-11,Sábado,0.0,road running,Infantil,,,la Pobla de Farnals,l'Horta Nord,Comunitat Valenciana,421-1534,421-1534-1949,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS,Benjamín (2015-2014),0
cronorunner,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS (Alevín (2013-2012)),2021-12-11,Sábado,0.0,road running,Infantil,,,la Pobla de Farnals,l'Horta Nord,Comunitat Valenciana,421-1534,421-1534-1950,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS,Alevín (2013-2012),0
cronorunner,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS (Infantil (2011-2010)),2021-12-11,Sábado,0.0,road running,Infantil,,,la Pobla de Farnals,l'Horta Nord,Comunitat Valenciana,421-1534,421-1534-1951,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS,Infantil (2011-2010),0
cronorunner,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS (Cadet-Juvenil (2009-2005)),2021-12-11,Sábado,0.0,road running,Infantil,,,la Pobla de Farnals,l'Horta Nord,Comunitat Valenciana,421-1534,421-1534-1952,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS,Cadet-Juvenil (2009-2005),0
cronorunner,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS (5k),2021-12-11,Sábado,5.0,road running,Absoluta/General,71.0,171.0,la Pobla de Farnals,l'Horta Nord,Comunitat Valenciana,421-1534,421-1534-1944,VI SAN SILVESTRE SOLIDARIA POBLA DE FARNALS,5k,5000
cronorunner,VI 10k y 5K DINOSAURIS MONCADA (10K),2021-11-28,Domingo,10.0,road running,Absoluta/General,108.0,290.0,Montcada / Moncada,l'Horta Nord,Comunitat Valenciana,351-1520,351-1520-1908,VI 10k y 5K DINOSAURIS MONCADA,10K,10000
cronorunner,VI 10k y 5K DINOSAURIS MONCADA (5K),2021-11-28,Domingo,5.0,road running,Absoluta/General,104.0,132.0,Montcada / Moncada,l'Horta Nord,Comunitat Valenciana,351-1520,351-1520-1909,VI 10k y 5K DINOSAURIS MONCADA,5K,5000
cronorunner,III GRAN FONS I CARRERA TRENCANT BARRERES PER LA SALUT MENTAL DE SUECA (Gran Fons (15km)),2021-11-28,Domingo,15.0,road running,Absoluta/General,22.0,109.0,Sueca,València / Valencia,Comunitat Valenciana,565-1524,565-1524-1914,III GRAN FONS I CARRERA TRENCANT BARRERES PER LA SALUT MENTAL DE SUECA,Gran Fons (15km),15000
cronorunner,"III GRAN FONS I CARRERA TRENCANT BARRERES PER LA SALUT MENTAL DE SUECA (Carrera Corta (8,5km))",2021-11-28,Domingo,8.5,road running,Absoluta/General,66.0,89.0,Sueca,València / Valencia,Comunitat Valenciana,565-1524,565-1524-1915,III GRAN FONS I CARRERA TRENCANT BARRERES PER LA SALUT MENTAL DE SUECA,"Carrera Corta (8,5km)",8500
cronorunner,XXXVII VOLTA A PEU A CULLERA,2021-11-21,Domingo,14.0,road running,Absoluta/General,72.0,267.0,Cullera,València / Valencia,Comunitat Valenciana,462-1527,462-1527-1927,XXXVII VOLTA A PEU A CULLERA,14km,14000
cronorunner,XXXVIII MEDIO MARATÓN NAVAJAS (Media Maratón),2021-11-14,Domingo,21.0,road running,Absoluta/General,6.0,45.0,Navajas,Castelló / Castellón,Comunitat Valenciana,602-1523,602-1523-1912,XXXVIII MEDIO MARATÓN NAVAJAS,Media Maratón,21000
cronorunner,XXXVIII MEDIO MARATÓN NAVAJAS (Trail),2021-11-14,Domingo,15.0,trail running,Absoluta/General,74.0,236.0,Navajas,Castelló / Castellón,Comunitat Valenciana,602-1523,602-1523-1913,XXXVIII MEDIO MARATÓN NAVAJAS,Trail,15000
cronorunner,XXXIV VOLTA A PEU SOLLANA (10km),2021-11-14,Domingo,10.0,road running,Absoluta/General,53.0,310.0,Sollana,València / Valencia,Comunitat Valenciana,344-1529,344-1529-1929,XXXIV VOLTA A PEU SOLLANA,10km,10000
cronorunner,XXXIV VOLTA A PEU SOLLANA (Marcha 5km),2021-11-14,Domingo,5.0,marcha,Absoluta/General,,,Sollana,València / Valencia,Comunitat Valenciana,344-1529,344-1529-1930,XXXIV VOLTA A PEU SOLLANA,Marcha 5km,5000
cronorunner,MONTANEJOS TRAIL (55k),2021-11-06,Sábado,55.0,trail running,Absoluta/General,23.0,133.0,Montanejos,Castelló / Castellón,Comunitat Valenciana,572-1493,572-1493-1864,MONTANEJOS TRAIL,55k,55000
cronorunner,MONTANEJOS TRAIL (15k),2021-11-06,Sábado,15.0,trail running,Absoluta/General,165.0,327.0,Montanejos,Castelló / Castellón,Comunitat Valenciana,572-1493,572-1493-1862,MONTANEJOS TRAIL,15k,15000
cronorunner,MONTANEJOS TRAIL (30k),2021-11-06,Sábado,30.0,trail running,Absoluta/General,59.0,304.0,Montanejos,Castelló / Castellón,Comunitat Valenciana,572-1493,572-1493-1863,MONTANEJOS TRAIL,30k,30000
cronorunner,I 10K OLIVA NOVA,2021-10-31,Domingo,0.0,road running,Absoluta/General,208.0,552.0,Oliva,València / Valencia,Comunitat Valenciana,598-1517,598-1517-1903,I 10K OLIVA NOVA,10K,0
cronorunner,VII 10k y la VII Caminata de la Miel (III CAMINATA),2021-10-30,Sábado,5.0,road running,Absoluta/General,,,Montroi / Montroy,València / Valencia,Comunitat Valenciana,409-1519,409-1519-1907,VII 10k y la VII Caminata de la Miel,III CAMINATA,5000
cronorunner,VII 10k y la VII Caminata de la Miel (10K),2021-10-30,Sábado,10.0,road running,Absoluta/General,30.0,121.0,Montroi / Montroy,València / Valencia,Comunitat Valenciana,409-1519,409-1519-1906,VII 10k y la VII Caminata de la Miel,10K,10000
cronorunner,"TRAIL BATALLA DE TERUEL, CEDRILLAS (15K)",2021-10-17,Domingo,15.0,trail running,Absoluta/General,17.0,45.0,Cedrillas,Comunidad de Teruel,Aragón,603-1525,603-1525-1916,"TRAIL BATALLA DE TERUEL, CEDRILLAS",15K,15000
cronorunner,"TRAIL BATALLA DE TERUEL, CEDRILLAS (28K)",2021-10-17,Domingo,28.0,trail running,Absoluta/General,3.0,26.0,Cedrillas,Comunidad de Teruel,Aragón,603-1525,603-1525-1917,"TRAIL BATALLA DE TERUEL, CEDRILLAS",28K,28000
cronorunner,"TRAIL BATALLA DE TERUEL, CEDRILLAS (15K Andarin)",2021-10-17,Domingo,15.0,trail running,Absoluta/General,,,Cedrillas,Comunidad de Teruel,Aragón,603-1525,603-1525-1918,"TRAIL BATALLA DE TERUEL, CEDRILLAS",15K Andarin,15000
cronorunner,VII 5K ALBALAT DELS SORELLS,2021-10-16,Sábado,5.0,road running,Absoluta/General,96.0,249.0,Albalat dels Sorells,l'Horta Nord,Comunitat Valenciana,597-1515,597-1515-1901,VII 5K ALBALAT DELS SORELLS,5k,5000
cronorunner,XLI VOLTA A PEU CARCAIXENT,2021-10-10,Domingo,10.0,road running,Absoluta/General,112.0,458.0,Carcaixent,València / Valencia,Comunitat Valenciana,494-1513,494-1513-1899,XLI VOLTA A PEU CARCAIXENT,10k,10000
cronorunner,XXXI VOLTA A PEU VILAMARXANT (Carrera absoluta),2021-10-09,Sábado,10.0,road running,Absoluta/General,18.0,68.0,Vilamarxant,València / Valencia,Comunitat Valenciana,275-1526,275-1526-1919,XXXI VOLTA A PEU VILAMARXANT,Carrera absoluta,10000
cronorunner,XXXI VOLTA A PEU VILAMARXANT (Juvenil (2004-2005)),2021-10-09,Sábado,5.0,road running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,275-1526,275-1526-1926,XXXI VOLTA A PEU VILAMARXANT,Juvenil (2004-2005),5000
cronorunner,XXXI VOLTA A PEU VILAMARXANT (Cadet (2006-2007)),2021-10-09,Sábado,2.35,road running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,275-1526,275-1526-1925,XXXI VOLTA A PEU VILAMARXANT,Cadet (2006-2007),2350
cronorunner,XXXI VOLTA A PEU VILAMARXANT (Infantil (2008-2009)),2021-10-09,Sábado,1.2,road running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,275-1526,275-1526-1924,XXXI VOLTA A PEU VILAMARXANT,Infantil (2008-2009),1200
cronorunner,XXXI VOLTA A PEU VILAMARXANT (Alevín (2010-2011)),2021-10-09,Sábado,0.6,road running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,275-1526,275-1526-1923,XXXI VOLTA A PEU VILAMARXANT,Alevín (2010-2011),600
cronorunner,XXXI VOLTA A PEU VILAMARXANT (Benjamin (2012-2013)),2021-10-09,Sábado,0.43,road running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,275-1526,275-1526-1922,XXXI VOLTA A PEU VILAMARXANT,Benjamin (2012-2013),430
cronorunner,XXXI VOLTA A PEU VILAMARXANT (Pre Benjamin ( 2014-2015)),2021-10-09,Sábado,0.25,road running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,275-1526,275-1526-1921,XXXI VOLTA A PEU VILAMARXANT,Pre Benjamin ( 2014-2015),250
cronorunner,XXXI VOLTA A PEU VILAMARXANT (Menudets (2016 y posteriores)),2021-10-09,Sábado,0.1,road running,Absoluta/General,,,Vilamarxant,València / Valencia,Comunitat Valenciana,275-1526,275-1526-1920,XXXI VOLTA A PEU VILAMARXANT,Menudets (2016 y posteriores),100
cronorunner,DOS AGUAS TRAIL (Sprintrail (11K)),2021-10-03,Domingo,11.0,trail running,Absoluta/General,54.0,111.0,Dos Aguas,València / Valencia,Comunitat Valenciana,568-1367,568-1367-1679,DOS AGUAS TRAIL,Sprintrail (11K),11000
cronorunner,DOS AGUAS TRAIL (Trail (21K)),2021-10-03,Domingo,21.0,trail running,Absoluta/General,15.0,97.0,Dos Aguas,València / Valencia,Comunitat Valenciana,568-1367,568-1367-1680,DOS AGUAS TRAIL,Trail (21K),21000
cronorunner,IV PICATRAIL (Trail 15k),2021-09-26,Domingo,15.0,trail running,Absoluta/General,69.0,371.0,Picassent,l'Horta Sud,Comunitat Valenciana,535-1509,535-1509-1892,IV PICATRAIL,Trail 15k,15000
cronorunner,IV PICATRAIL (Marcha no competitiva 9k),2021-09-26,Domingo,9.0,trail running,Absoluta/General,,,Picassent,l'Horta Sud,Comunitat Valenciana,535-1509,535-1509-1893,IV PICATRAIL,Marcha no competitiva 9k,9000
cronorunner,XXVIII VOLTA A PEU CIUTAT DE CARLET,2021-09-25,Sábado,10.0,road running,Absoluta/General,71.0,354.0,Carlet,València / Valencia,Comunitat Valenciana,308-1410,308-1410-1756,XXVIII VOLTA A PEU CIUTAT DE CARLET,Carrera Absoluta,10000
cronorunner,MARCHA VIRTUAL TORRENT,2021-09-22,Miércoles,6.0,marcha,Absoluta/General,,,Torrent,l'Horta Sud,Comunitat Valenciana,601-1522,601-1522-1911,MARCHA VIRTUAL TORRENT,MARCHA VIRTUAL TORRENT,6000
cronorunner,XXXVI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ,2021-09-18,Sábado,10.0,road running,Absoluta/General,69.0,413.0,Algemesí,València / Valencia,Comunitat Valenciana,301-1512,301-1512-1898,XXXVI VOLTA A PEU SANT ONOFRE D'ALGEMESÍ,10k,10000
cronorunner,RUTA EN BICI TORRENT,2021-09-18,Sábado,2.8,road running,Absoluta/General,,,Torrent,l'Horta Sud,Comunitat Valenciana,600-1521,600-1521-1910,RUTA EN BICI TORRENT,RUTA EN BICI,2800
cronorunner,XXXIX VOLTA A PEU EL PUIG,2021-09-11,Sábado,7.8,road running,Absoluta/General,38.0,187.0,el Puig de Santa Maria,l'Horta Nord,Comunitat Valenciana,432-1516,432-1516-1902,XXXIX VOLTA A PEU EL PUIG,"7,8k",7800
cronorunner,XII SUBIDA A LOS MOLINOS DE ALCUBLAS,2021-08-21,Sábado,8.2,road running,Absoluta/General,30.0,114.0,Alcublas,La Serranía,Comunitat Valenciana,596-1514,596-1514-1900,XII SUBIDA A LOS MOLINOS DE ALCUBLAS,"8,2k",8200
cronorunner,XXXVIII VUELTA A PIE  VILLAR DEL ARZOBISPO,2021-08-14,Sábado,8.0,road running,Absoluta/General,19.0,120.0,Villar del Arzobispo,La Serranía,Comunitat Valenciana,343-1511,343-1511-1896,XXXVIII VUELTA A PIE  VILLAR DEL ARZOBISPO,8k,8000
cronorunner,VI 10K MONTSERRAT,2021-08-06,Viernes,10.0,road running,Absoluta/General,49.0,262.0,Montserrat,València / Valencia,Comunitat Valenciana,347-1407,347-1407-1753,VI 10K MONTSERRAT,Carrera Absoluta,10000
cronorunner,III Repte Virtual Burriac ATAC,2021-07-30,Viernes,22.0,road running,Absoluta/General,,,Vilassar de Mar,Maresme,Catalunya,593-1507,593-1507-1883,III Repte Virtual Burriac ATAC,Repte juliol,22000
cronorunner,V TRAIL BRONCHALES (43K),2021-07-04,Domingo,43.0,trail running,Absoluta/General,26.0,193.0,Bronchales,Sierra de Albarracín,Aragón,363-1491,363-1491-1860,V TRAIL BRONCHALES,43K,43000
cronorunner,V TRAIL BRONCHALES (22K RUNNING),2021-07-04,Domingo,22.0,trail running,Absoluta/General,47.0,145.0,Bronchales,Sierra de Albarracín,Aragón,363-1491,363-1491-1858,V TRAIL BRONCHALES,22K RUNNING,22000
cronorunner,V TRAIL BRONCHALES (25K),2021-07-04,Domingo,25.0,trail running,Absoluta/General,76.0,372.0,Bronchales,Sierra de Albarracín,Aragón,363-1491,363-1491-1859,V TRAIL BRONCHALES,25K,25000
cronorunner,V TRAIL BRONCHALES (13K),2021-07-04,Domingo,13.0,trail running,Absoluta/General,178.0,306.0,Bronchales,Sierra de Albarracín,Aragón,363-1491,363-1491-1857,V TRAIL BRONCHALES,13K,13000
cronorunner,XVII VOLTA A PEU NOCTURNA RIBA-ROJA DE TURIA,2021-07-02,Viernes,7.0,road running,Absoluta/General,186.0,468.0,Riba-roja de Túria,València / Valencia,Comunitat Valenciana,261-1454,261-1454-1762,XVII VOLTA A PEU NOCTURNA RIBA-ROJA DE TURIA,Carrera Absoluta,7000
cronorunner,XXVII VOLTA A PEU A GUADASSUAR (Jupetins (2016/2017)),2021-07-01,Jueves,0.1,road running,Absoluta/General,,,Guadassuar,València / Valencia,Comunitat Valenciana,561-1434,561-1434-1886,XXVII VOLTA A PEU A GUADASSUAR,Jupetins (2016/2017),100
cronorunner,XXVII VOLTA A PEU A GUADASSUAR (Prebenjamins (2014/2015)),2021-07-01,Jueves,0.25,road running,Infantil,,,Guadassuar,València / Valencia,Comunitat Valenciana,561-1434,561-1434-1887,XXVII VOLTA A PEU A GUADASSUAR,Prebenjamins (2014/2015),250
cronorunner,XXVII VOLTA A PEU A GUADASSUAR (Benjamins (2012/2013)),2021-07-01,Jueves,0.4,road running,Infantil,0.0,16.0,Guadassuar,València / Valencia,Comunitat Valenciana,561-1434,561-1434-1888,XXVII VOLTA A PEU A GUADASSUAR,Benjamins (2012/2013),400
cronorunner,XXVII VOLTA A PEU A GUADASSUAR (Alevins (2010/2011)),2021-07-01,Jueves,0.8,road running,Infantil,23.0,28.0,Guadassuar,València / Valencia,Comunitat Valenciana,561-1434,561-1434-1889,XXVII VOLTA A PEU A GUADASSUAR,Alevins (2010/2011),800
cronorunner,XXVII VOLTA A PEU A GUADASSUAR (Infantils (2008/2009)),2021-07-01,Jueves,1.2,road running,Infantil,15.0,18.0,Guadassuar,València / Valencia,Comunitat Valenciana,561-1434,561-1434-1890,XXVII VOLTA A PEU A GUADASSUAR,Infantils (2008/2009),1200
cronorunner,XXVII VOLTA A PEU A GUADASSUAR (Cadets (2006/2007)),2021-07-01,Jueves,1.2,road running,Infantil,8.0,8.0,Guadassuar,València / Valencia,Comunitat Valenciana,561-1434,561-1434-1891,XXVII VOLTA A PEU A GUADASSUAR,Cadets (2006/2007),1200
cronorunner,XXVII VOLTA A PEU A GUADASSUAR (8800m),2021-07-01,Jueves,8.0,road running,Absoluta/General,187.0,648.0,Guadassuar,València / Valencia,Comunitat Valenciana,561-1434,561-1434-1884,XXVII VOLTA A PEU A GUADASSUAR,8800m,8000
cronorunner,II Repte Virtual Burriac ATAC,2021-06-30,Miércoles,17.0,road running,Absoluta/General,3.0,4.0,Vilassar de Mar,Maresme,Catalunya,593-1506,593-1506-1882,II Repte Virtual Burriac ATAC,Repte juny,17000
cronorunner,II VOLTA VIRTUAL ALMUSSAFES,2021-06-18,Viernes,10.0,road running,Absoluta/General,13.0,19.0,Almussafes,València / Valencia,Comunitat Valenciana,595-1508,595-1508-1885,II VOLTA VIRTUAL ALMUSSAFES,10k Virtual,10000
cronorunner,XXIII 10K CIUTAT DE BENIPARRELL,2021-06-12,Sábado,10.0,road running,Absoluta/General,161.0,661.0,Onda,la Plana Baixa,Comunitat Valenciana,158-1504,158-1504-1878,XXIII 10K CIUTAT DE BENIPARRELL,10K,10000
cronorunner,I MARXA CICLOTURISTA CIUTAT DE BENICARLÓ,2021-06-12,Sábado,156.0,Ciclismo y btt,Absoluta/General,,,Benicarló,el Baix Maestrat,Comunitat Valenciana,594-1505,594-1505-1880,I MARXA CICLOTURISTA CIUTAT DE BENICARLÓ,MARCHA CICLOTURISTA BENICARLÓ,156000
cronorunner,I Repte Virtual Burriac ATAC,2021-05-31,Lunes,13.6,road running,Absoluta/General,9.0,17.0,Vilassar de Mar,Maresme,Catalunya,593-1503,593-1503-1879,I Repte Virtual Burriac ATAC,Repte Maig,13600
cronorunner,I CARRERA VIRTUAL SALESIANAS (6k),2021-04-16,Viernes,6.0,road running,Absoluta/General,11.0,11.0,València,Comarca de València,Comunitat Valenciana,592-1502,592-1502-1875,I CARRERA VIRTUAL SALESIANAS,6k,6000
cronorunner,I CARRERA VIRTUAL SALESIANAS (3k),2021-04-16,Viernes,3.0,road running,Absoluta/General,13.0,13.0,València,Comarca de València,Comunitat Valenciana,592-1502,592-1502-1876,I CARRERA VIRTUAL SALESIANAS,3k,3000
cronorunner,I CARRERA VIRTUAL SALESIANAS (FILA 0),2021-04-16,Viernes,0.0,road running,Absoluta/General,,,València,Comarca de València,Comunitat Valenciana,592-1502,592-1502-1877,I CARRERA VIRTUAL SALESIANAS,FILA 0,0
cronorunner,15K Circuito Virtual Running Horta Sud Caixa Popular,2021-03-28,Domingo,15.0,road running,Absoluta/General,20.0,53.0,Alaquàs,l'Horta Sud,Comunitat Valenciana,589-1497,589-1497-1868,15K Circuito Virtual Running Horta Sud Caixa Popular,15K,15000
cronorunner,10K Circuito Virtual Running Horta Sud Caixa Popular,2021-02-15,Lunes,10.0,road running,Absoluta/General,25.0,59.0,Alaquàs,l'Horta Sud,Comunitat Valenciana,589-1496,589-1496-1867,10K Circuito Virtual Running Horta Sud Caixa Popular,10K,10000
cronorunner,7K Circuito Virtual Running Horta Sud Caixa Popular,2021-02-14,Domingo,7.0,road running,Absoluta/General,25.0,70.0,Alaquàs,l'Horta Sud,Comunitat Valenciana,589-1495,589-1495-1866,7K Circuito Virtual Running Horta Sud Caixa Popular,7K,7000
cronorunner,I CARRERA SOLIDARIA L'EMPALME-AVAPACE,2021-01-22,Viernes,5.0,road running,Absoluta/General,4.0,7.0,Burjassot,l'Horta Nord,Comunitat Valenciana,591-1501,591-1501-1874,I CARRERA SOLIDARIA L'EMPALME-AVAPACE,Carrera  solidaria,5000
cronorunner,5K Circuito Virtual Running Horta Sud Caixa Popular,2021-01-04,Lunes,5.0,road running,Absoluta/General,27.0,67.0,Alaquàs,l'Horta Sud,Comunitat Valenciana,589-1494,589-1494-1865,5K Circuito Virtual Running Horta Sud Caixa Popular,5K,5000
cronorunner,I SAN SILVESTRE VIRTUAL SOLIDARIA DE ALDAIA (3k Lúdica),2021-01-04,Lunes,3.0,road running,Absoluta/General,,,Aldaia,l'Horta Sud,Comunitat Valenciana,590-1498,590-1498-1869,I SAN SILVESTRE VIRTUAL SOLIDARIA DE ALDAIA,3k Lúdica,3000
cronorunner,I SAN SILVESTRE VIRTUAL SOLIDARIA DE ALDAIA (7k Competitiva),2021-01-04,Lunes,7.0,road running,Absoluta/General,3.0,13.0,Aldaia,l'Horta Sud,Comunitat Valenciana,590-1498,590-1498-1870,I SAN SILVESTRE VIRTUAL SOLIDARIA DE ALDAIA,7k Competitiva,7000
cronorunner,VII 10K Arco Foios per la Fibrosi Quistica,2020-12-31,Jueves,0.0,road running,Absoluta/General,,,Foios,l'Horta Nord,Comunitat Valenciana,468-1433,468-1433-1872,VII 10K Arco Foios per la Fibrosi Quistica,Cursa per la FQ,0
cronorunner,XII SANT SILVESTRE SOLIDARIA TORRENT,2020-12-27,Domingo,1.5,road running,Absoluta/General,9.0,19.0,Torrent,l'Horta Sud,Comunitat Valenciana,548-1499,548-1499-1871,XII SANT SILVESTRE SOLIDARIA TORRENT,1.5km,1500
cronorunner,I GRAN FONS VIRTUAL PER PER LA SALUT MENTAL (Gran Fons 15k),2020-11-28,Sábado,15.0,road running,Absoluta/General,5.0,17.0,Sueca,València / Valencia,Comunitat Valenciana,587-1490,587-1490-1855,I GRAN FONS VIRTUAL PER PER LA SALUT MENTAL,Gran Fons 15k,15000
cronorunner,I GRAN FONS VIRTUAL PER PER LA SALUT MENTAL (8k),2020-11-28,Sábado,8.0,road running,Absoluta/General,21.0,39.0,Sueca,València / Valencia,Comunitat Valenciana,587-1490,587-1490-1856,I GRAN FONS VIRTUAL PER PER LA SALUT MENTAL,8k,8000
cronorunner,I Carrera y marcha virtual Una victima un minuto,2020-11-28,Sábado,0.0,marcha,Absoluta/General,,,la Pobla de Farnals,l'Horta Nord,Comunitat Valenciana,588-1492,588-1492-1861,I Carrera y marcha virtual Una victima un minuto,1 victima 1 minuto,0
cronorunner,I 10K VIRTUAL LA RODANA,2020-10-12,Lunes,10.0,road running,Absoluta/General,10.0,39.0,Vilamarxant,València / Valencia,Comunitat Valenciana,586-1489,586-1489-1854,I 10K VIRTUAL LA RODANA,10k,10000
cronorunner,I VIRTUAL RUNNING CAMINO DE SANTIAGO,2020-07-26,Domingo,10.0,road running,Absoluta/General,25.0,115.0,Vilanova,A Mariña Central,Galicia,585-1488,585-1488-1853,I VIRTUAL RUNNING CAMINO DE SANTIAGO,10k,10000
