event_id,nom_cursa,data,lloc,modalitat_nom,modalitat_codi,estat_esdeveniment,error_detall,total_classificats,classificat_h,classificat_d,classificat_total,classificat_sexe_desconegut,DNF_h,DNF_d,DNF_total,DSQ_h,DSQ_d,DSQ_total,DNS_h,DNS_d,DNS_total,estat_desconegut_h,estat_desconegut_d,estat_desconegut_sexe_desconegut,esport
2618,LXXXV TRAVESÍA A NADO PUERTO DE MOTRIL,2026-08-15,Motril (Granada),PRUEBA ABSOLUTA,lxxxv-travesia-a-nado-puerto-de-motril-prueba-absoluta,ok,,194,149,45,194,0,0,0,0,0,0,0,0,0,0,0,0,0,Travesía a nado
2618,LXXXV TRAVESÍA A NADO PUERTO DE MOTRIL,2026-08-15,Motril (Granada),PRUEBA JÓVENES,lxxxv-travesia-a-nado-puerto-de-motril-prueba-jovenes,ok,,33,19,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,Travesía a nado
2628,TRAVESÍA 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),INFANTIL,travesia-100-horas-del-deporte-roquetas-de-mar-2026-infantil,ok,,13,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Travesía a nado
2628,TRAVESÍA 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),ADAPTADO INFANTIL,travesia-100-horas-del-deporte-roquetas-de-mar-2026-adaptado-infantil,ok,,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Travesía a nado
2628,TRAVESÍA 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),ADULTOS,travesia-100-horas-del-deporte-roquetas-de-mar-2026-adultos,ok,,49,35,14,49,0,0,0,0,0,0,0,0,0,0,2,0,0,Travesía a nado
2628,TRAVESÍA 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),ALEVÍN,travesia-100-horas-del-deporte-roquetas-de-mar-2026-alevin,ok,,24,9,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,Travesía a nado
2628,TRAVESÍA 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),CADETE,travesia-100-horas-del-deporte-roquetas-de-mar-2026-cadete,ok,,11,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Travesía a nado
2628,TRAVESÍA 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),ADAPTADO ADULTOS,travesia-100-horas-del-deporte-roquetas-de-mar-2026-adaptado-adultos,ok,,6,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Travesía a nado
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),ABSOLUTA,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-absoluta,ok,,143,91,52,143,0,0,0,0,0,0,0,0,0,0,2,1,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),BEBE - F,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-bebe-f,ok,,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),PREBENJAMIN - F,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-prebenjamin-f,ok,,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),ALEVIN - M,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-alevin-m,ok,,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),BEBE - M,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-bebe-m,ok,,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),PREBENJAMIN - M,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-prebenjamin-m,ok,,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),BENJAMIN - M,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-benjamin-m,ok,,17,17,0,17,0,0,0,0,1,0,1,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),BENJAMIN - F,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-benjamin-f,ok,,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),CADETE - F,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-cadete-f,ok,,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),ALEVIN - F,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-alevin-f,ok,,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),INFANTIL - M,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-infantil-m,ok,,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),ADAPTADO INFANTIL,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-adaptado-infantil,ok,,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),ADAPTADO ADULTOS,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-adaptado-adultos,ok,,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),INFANTIL - F,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-infantil-f,ok,,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2629,ATLETISMO 100 HORAS DEL DEPORTE ROQUETAS DE MAR 2026,2026-08-15,Roquetas de Mar (Almería),CADETE - M,atletismo-100-horas-del-deporte-roquetas-de-mar-2026-cadete-m,ok,,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Popular
2614,XXV CARRERA POPULAR ''EL PESTIÑO'',2026-08-09,Vélez de Benaudalla (Granada),ALEVIN,xxv-carrera-popular-el-pestino-alevin,ok,,8,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2614,XXV CARRERA POPULAR ''EL PESTIÑO'',2026-08-09,Vélez de Benaudalla (Granada),INFANTIL,xxv-carrera-popular-el-pestino-infantil,ok,,6,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2614,XXV CARRERA POPULAR ''EL PESTIÑO'',2026-08-09,Vélez de Benaudalla (Granada),CADETE,xxv-carrera-popular-el-pestino-cadete,ok,,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2614,XXV CARRERA POPULAR ''EL PESTIÑO'',2026-08-09,Vélez de Benaudalla (Granada),BENJAMIN,xxv-carrera-popular-el-pestino-benjamin,ok,,17,12,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2614,XXV CARRERA POPULAR ''EL PESTIÑO'',2026-08-09,Vélez de Benaudalla (Granada),10k,xxv-carrera-popular-el-pestino-10k,ok,,163,133,30,163,0,0,0,0,0,0,0,0,0,0,5,1,0,Ruta
2615,X CARRERA POPULAR ALAMEDILLA - LA SOLANA,2026-08-08,Alamedilla (Granada),12K,x-carrera-popular-alamedilla-la-solana-12k,ok,,49,34,15,49,0,0,0,0,0,0,0,0,0,0,5,4,0,Carrera Popular
2621,DESAFIO NOCTURNO LA CUMBRE ''SUBIDA AL AGÜICA VERANO'' 2026,2026-08-08,Sorbas (Almería),SUBIDA 16K,desafio-nocturno-la-cumbre-subida-al-aguica-verano-2026-subida-16k,ok,,67,52,15,67,0,0,0,0,0,0,0,0,0,0,0,0,0,CxM
2577,GARRUCHA - CIRCUITO DE CARRERAS POPULARES DIPUTACIÓN DE ALMERÍA 2026,2026-08-01,Garrucha (Almería),SUB-16,garrucha-circuito-de-carreras-populares-diputacion-de-almeria-2026-sub-16,ok,,16,10,6,16,0,0,0,0,0,0,0,0,0,0,1,0,0,Circuito provincial carreras
2577,GARRUCHA - CIRCUITO DE CARRERAS POPULARES DIPUTACIÓN DE ALMERÍA 2026,2026-08-01,Garrucha (Almería),SUB-14,garrucha-circuito-de-carreras-populares-diputacion-de-almeria-2026-sub-14,ok,,17,7,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito provincial carreras
2577,GARRUCHA - CIRCUITO DE CARRERAS POPULARES DIPUTACIÓN DE ALMERÍA 2026,2026-08-01,Garrucha (Almería),SUB-10,garrucha-circuito-de-carreras-populares-diputacion-de-almeria-2026-sub-10,ok,,20,11,9,20,0,0,0,0,0,0,0,0,0,0,0,1,0,Circuito provincial carreras
2577,GARRUCHA - CIRCUITO DE CARRERAS POPULARES DIPUTACIÓN DE ALMERÍA 2026,2026-08-01,Garrucha (Almería),SUB-12,garrucha-circuito-de-carreras-populares-diputacion-de-almeria-2026-sub-12,ok,,30,13,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito provincial carreras
2577,GARRUCHA - CIRCUITO DE CARRERAS POPULARES DIPUTACIÓN DE ALMERÍA 2026,2026-08-01,Garrucha (Almería),ABSOLUTA,garrucha-circuito-de-carreras-populares-diputacion-de-almeria-2026-absoluta,ok,,327,239,88,327,0,0,0,0,0,0,0,0,0,0,3,0,0,Circuito provincial carreras
2622,XV TRAVESÍA EL PUERTO A NADO “FIESTAS DE SANTA ANA'' 2026,2026-07-26,Roquetas de Mar (Almería),ALEVIN - JUNIOR,xv-travesia-el-puerto-a-nado-fiestas-de-santa-ana-2026-alevin-junior,ok,,46,24,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,Travesía a nado
2622,XV TRAVESÍA EL PUERTO A NADO “FIESTAS DE SANTA ANA'' 2026,2026-07-26,Roquetas de Mar (Almería),JOVENES NADADORES Y ADAPTADA,xv-travesia-el-puerto-a-nado-fiestas-de-santa-ana-2026-jovenes-nadadores-y-adaptada,ok,,18,13,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Travesía a nado
2622,XV TRAVESÍA EL PUERTO A NADO “FIESTAS DE SANTA ANA'' 2026,2026-07-26,Roquetas de Mar (Almería),ABSOLUTA - MASTER,xv-travesia-el-puerto-a-nado-fiestas-de-santa-ana-2026-absoluta-master,ok,,42,32,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,Travesía a nado
2590,III ASFALTRAIL ''LA PINTORESCA'',2026-07-25,Vícar (Almería),SENDERISMO 6K,iii-asfaltrail-la-pintoresca-senderismo-6k,ok,,76,31,45,76,0,0,0,0,0,0,0,0,0,0,0,0,0,Asfaltrail
2590,III ASFALTRAIL ''LA PINTORESCA'',2026-07-25,Vícar (Almería),ASFALTRAIL 14K,iii-asfaltrail-la-pintoresca-asfaltrail-14k,ok,,180,139,41,180,0,0,0,0,0,0,0,0,0,0,1,0,0,Asfaltrail
2602,XI CARRERA EL GRUPO S.C.A,2026-07-25,Gualchos (Granada),5K,xi-carrera-el-grupo-s-c-a-5k,ok,,430,233,197,430,0,0,0,0,0,0,0,0,0,0,14,25,0,Ruta
2602,XI CARRERA EL GRUPO S.C.A,2026-07-25,Gualchos (Granada),ALEVIN,xi-carrera-el-grupo-s-c-a-alevin,ok,,16,12,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2602,XI CARRERA EL GRUPO S.C.A,2026-07-25,Gualchos (Granada),12K,xi-carrera-el-grupo-s-c-a-12k,ok,,219,174,45,219,0,0,0,0,0,0,0,0,0,0,6,5,0,Ruta
2602,XI CARRERA EL GRUPO S.C.A,2026-07-25,Gualchos (Granada),PREBENJAMIN,xi-carrera-el-grupo-s-c-a-prebenjamin,ok,,10,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2602,XI CARRERA EL GRUPO S.C.A,2026-07-25,Gualchos (Granada),BENJAMIN,xi-carrera-el-grupo-s-c-a-benjamin,ok,,13,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2602,XI CARRERA EL GRUPO S.C.A,2026-07-25,Gualchos (Granada),PITUFOS,xi-carrera-el-grupo-s-c-a-pitufos,ok,,5,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2576,CUEVAS DEL ALMANZORA - CIRCUITO DE CARRERAS POPULARES DIPUTACIÓN DE ALMERÍA 2026,2026-07-18,Cuevas del Almanzora (Almería),"7,68 - 3,84 KM",,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/cuevas-del-almanzora-circuito-de-carreras-populares-diputacion-de-almeria-2026---2576/7868/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/cuevas-del-almanzora-circuito-de-carreras-populares-diputacion-de-almeria-2026---2576/7868/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito provincial carreras
2601,III CARRERA PESCADERIA VIRGEN DEL CARMEN,2026-07-12,Almería (Almería),"6,5K - 1,1K  - Infantiles",,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/iii-carrera-pescaderia-virgen-del-carmen---2601/7865/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/iii-carrera-pescaderia-virgen-del-carmen---2601/7865/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2565,XIII CARRERA NOCTURNA CIUDAD DE BALERMA 2026,2026-07-11,"Ejido, El (Almería)","9 o 4,5 Km - Carreras Infantiles",,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/xiii-carrera-nocturna-ciudad-de-balerma-2026---2565/7861/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/xiii-carrera-nocturna-ciudad-de-balerma-2026---2565/7861/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2495,X CARRERA NOCTURNA CONTRA EL CANCER CIUDAD DE ALMERIA,2026-07-04,Almería (Almería),5 Km,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/x-carrera-nocturna-contra-el-cancer-ciudad-de-almeria---2495/7859/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/x-carrera-nocturna-contra-el-cancer-ciudad-de-almeria---2495/7859/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2481,"XXXVII Prueba de Fondo ""Río Dilar”",2026-06-28,Dílar (Granada),10K,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/xxxvii-prueba-de-fondo-rio-dilar---2481/7858/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/xxxvii-prueba-de-fondo-rio-dilar---2481/7858/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito de fondo
2527,"IV SUBIDA CICLISTA ""ALTO DEL PURCHE""",2026-06-28,Monachil (Granada),Cronoescalada,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/iv-subida-ciclista-alto-del-purche---2527/7856/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/iv-subida-ciclista-alto-del-purche---2527/7856/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ciclismo de carretera
2603,II CARRERA SOLIDARIA ''RUTA 091'' MOTRIL,2026-06-27,Motril (Granada),5091 metros,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/ii-carrera-solidaria-ruta-091-motril---2603/7855/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/ii-carrera-solidaria-ruta-091-motril---2603/7855/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2480,"VI Prueba de Fondo ""Jamón de Trevélez""",2026-06-21,Trevélez (Granada),10K,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/vi-prueba-de-fondo-jamon-de-trevelez---2480/7852/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/vi-prueba-de-fondo-jamon-de-trevelez---2480/7852/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito de fondo
2557,II CARRERA ''LAGO VICTORIA ALMERIMAR C.D. AGUILERA'',2026-06-21,"Ejido, El (Almería)",10K - 5K - C.Infantiles,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/ii-carrera-lago-victoria-almerimar-cd-aguilera---2557/7853/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/ii-carrera-lago-victoria-almerimar-cd-aguilera---2557/7853/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2574,LAUJAR DE ANDARAX - CIRCUITO DE CARRERAS POPULARES DIPUTACIÓN DE ALMERÍA 2026,2026-06-20,Láujar de Andarax (Almería),"9,91 - 5 KM",,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/laujar-de-andarax-circuito-de-carreras-populares-diputacion-de-almeria-2026---2574/7837/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/laujar-de-andarax-circuito-de-carreras-populares-diputacion-de-almeria-2026---2574/7837/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito provincial carreras
2479,"XLIV Prueba de Fondo ""Ciudad de Dúrcal-Puente de lata""",2026-06-14,Dúrcal (Granada),10K,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/xliv-prueba-de-fondo-ciudad-de-durcal-puente-de-lata---2479/7835/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/xliv-prueba-de-fondo-ciudad-de-durcal-puente-de-lata---2479/7835/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito de fondo
2514,II MEDIA MARATON BTT SIERRA ELVIRA,2026-06-14,Atarfe (Granada),Media maratón,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/ii-media-maraton-btt-sierra-elvira---2514/7836/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/ii-media-maraton-btt-sierra-elvira---2514/7836/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BTT
2506,II XCO OGIJARES ESCUELAS,2026-06-13,Ogíjares (Granada),Rally,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/ii-xco-ogijares-escuelas---2506/7842/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/ii-xco-ogijares-escuelas---2506/7842/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BTT
2573,MARÍA - CIRCUITO DE CARRERAS POPULARES DIPUTACIÓN DE ALMERÍA 2026,2026-06-13,María (Almería),"10,74 - 5,37 KM",,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/maria-circuito-de-carreras-populares-diputacion-de-almeria-2026---2573/7830/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/maria-circuito-de-carreras-populares-diputacion-de-almeria-2026---2573/7830/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito provincial carreras
2580,XI DESAFIO VALE,2026-06-07,Dúrcal (Granada),Varias,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/xi-desafio-vale---2580/7818/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/xi-desafio-vale---2580/7818/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CxM - MTB - Cross
2505,I XCO MOTRIL,2026-06-06,Motril (Granada),Rally,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/i-xco-motril---2505/7794/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/i-xco-motril---2505/7794/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BTT
2568,V ROAD RUNNING VÍCAR,2026-06-06,Vícar (Almería),"10K, 6K, Milla por la Igualdad, 800 metros inclusivos y Carrera Infantiles",,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/v-road-running-vicar---2568/7804/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/v-road-running-vicar---2568/7804/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2572,SORBAS - CIRCUITO DE CARRERAS POPULARES DIPUTACIÓN DE ALMERÍA 2026,2026-06-06,Sorbas (Almería),"8,99 Km",,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/sorbas-circuito-de-carreras-populares-diputacion-de-almeria-2026---2572/7799/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/sorbas-circuito-de-carreras-populares-diputacion-de-almeria-2026---2572/7799/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito provincial carreras
2592,MARCHA CICLOTURISTA SIERRAS DE LA ALPUJARRA LA INDOMABLE 2026,2026-06-06,Berja (Almería),147 Y 178 Km,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/marcha-cicloturista-sierras-de-la-alpujarra-la-indomable-2026---2592/7811/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/marcha-cicloturista-sierras-de-la-alpujarra-la-indomable-2026---2592/7811/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cicloturista
2546,XXI CARRERA NOCTURNA DE LA MISTELA,2026-06-05,"Palacios y Villafranca, Los (Sevilla)",10K - 5K - C.Infantiles,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/xxi-carrera-nocturna-de-la-mistela---2546/7785/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/xxi-carrera-nocturna-de-la-mistela---2546/7785/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2478,"XVII Prueba de Fondo ""Del Cordero Segureño""",2026-05-31,Huéscar (Granada),10K,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/xvii-prueba-de-fondo-del-cordero-segureno---2478/7778/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/xvii-prueba-de-fondo-del-cordero-segureno---2478/7778/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito de fondo
2520,APOLO BIKE,2026-05-31,Loja (Granada),Maratón,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/apolo-bike---2520/7782/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/apolo-bike---2520/7782/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BTT
2526,XXXVI ALMUÑECAR COTA 1200,2026-05-31,Almuñécar (Granada),Cronoescalada,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/xxxvi-almunecar-cota-1200---2526/7776/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/xxxvi-almunecar-cota-1200---2526/7776/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ciclismo de carretera
2538,III TRAIL ''EL BASTITÁN'',2026-05-31,Baza (Granada),33 - 23 - 17 Km,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/iii-trail-el-bastitan---2538/7779/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/iii-trail-el-bastitan---2538/7779/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trail
2539,MAIMON TRAIL Y SENDERISMO 2026,2026-05-24,Vélez-Blanco (Almería),24 o 13 Km,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/maimon-trail-y-senderismo-2026---2539/7771/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/maimon-trail-y-senderismo-2026---2539/7771/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CxM
2561,CARRERA SOLIDARIA RUTA 091 DE ALMERÍA 2026,2026-05-24,Almería (Almería),7K - Carreras infantiles,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/carrera-solidaria-ruta-091-de-almeria-2026---2561/7770/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/carrera-solidaria-ruta-091-de-almeria-2026---2561/7770/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruta
2600,GRANADA EN MARCHA CONTRA EL CÁNCER 2026,2026-05-24,Granada (Granada),10 o 5 Km,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/granada-en-marcha-contra-el-cancer-2026---2600/7767/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/granada-en-marcha-contra-el-cancer-2026---2600/7767/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carrera Solidaria
2477,"XXVIII Prueba de Fondo ""El Espárrago-Villa de Huétor Tajar”",2026-05-23,Huétor Tájar (Granada),10K,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/xxviii-prueba-de-fondo-el-esparrago-villa-de-huetor-tajar---2477/7766/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/xxviii-prueba-de-fondo-el-esparrago-villa-de-huetor-tajar---2477/7766/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito de fondo
2571,OLULA DEL RÍO - CIRCUITO DE CARRERAS POPULARES DIPUTACIÓN DE ALMERÍA 2026,2026-05-23,Olula del Río (Almería),"8,9 Km",,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/olula-del-rio-circuito-de-carreras-populares-diputacion-de-almeria-2026---2571/7761/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/olula-del-rio-circuito-de-carreras-populares-diputacion-de-almeria-2026---2571/7761/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Circuito provincial carreras
2599,SIERRA NEVADA LIMITE-GRAN FONDO 26,2026-05-23,Cenes de la Vega (Granada),119 km,,error,extraccio: Invalid URL '/clasificaciones/v2/resultados/sierra-nevada-limite-gran-fondo-26---2599/7755/?genero=1': No scheme supplied. Perhaps you meant https:///clasificaciones/v2/resultados/sierra-nevada-limite-gran-fondo-26---2599/7755/?genero=1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CICLISMO CARRETERA
