fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,comunidad_autonoma
sportmaniacs,Mediterranean Epic 2020,2020-02-13,Jueves,0.0,Multidisciplina,Absoluta/General,41.0,509.0,Oropesa del Mar,la Plana Alta,Castellón,
sportmaniacs,Mediterranean Epic 2020,2020-02-13,Jueves,0.0,Multidisciplina,Absoluta/General,39.0,492.0,Oropesa del Mar,la Plana Alta,Castellón,
sportmaniacs,ENDURAMA PONFERRADA,2020-02-16,Domingo,0.0,Otros,Absoluta/General,6.0,178.0,Ponferrada,El Bierzo,León,
sportmaniacs,ENDURAMA PONFERRADA,2020-02-16,Domingo,0.0,Otros,Absoluta/General,6.0,181.0,Ponferrada,El Bierzo,León,
sportmaniacs,ENDURAMA PONFERRADA,2020-02-16,Domingo,0.0,Otros,Absoluta/General,6.0,186.0,Ponferrada,El Bierzo,León,
sportmaniacs,ENDURAMA PONFERRADA,2020-02-16,Domingo,0.0,Otros,Absoluta/General,6.0,175.0,Ponferrada,El Bierzo,León,
sportmaniacs,ENDURAMA PONFERRADA,2020-02-16,Domingo,0.0,Otros,Absoluta/General,2.0,149.0,Ponferrada,El Bierzo,León,
sportmaniacs,Zurich Maratón de Sevilla 2020,2020-02-23,Domingo,42.195,Otros,Otros,5.0,19.0,Sevilla,,Sevilla,
sportmaniacs,Zurich Maratón de Sevilla 2020,2020-02-23,Domingo,42.195,road running,Absoluta/General,1697.0,9818.0,Sevilla,,Sevilla,
sportmaniacs,9a Cursa del Rodal Sabadell,2020-03-08,Domingo,0.0,Otros,Absoluta/General,34.0,129.0,Sabadell,Vallès Occidental,Barcelona,
sportmaniacs,II Liga Canicross Extremadura - Badajoz,2020-02-02,Domingo,0.0,Otros,Absoluta/General,5.0,8.0,Badajoz,,Badajoz,
sportmaniacs,II Liga Canicross Extremadura - Badajoz,2020-02-02,Domingo,0.0,Otros,Absoluta/General,4.0,11.0,Badajoz,,Badajoz,
sportmaniacs,II Liga Canicross Extremadura - Cáceres,2020-02-09,Domingo,0.0,Otros,Absoluta/General,4.0,8.0,Cáceres,,Cáceres,
sportmaniacs,II Liga Canicross Extremadura - Cáceres,2020-02-09,Domingo,0.0,Otros,Absoluta/General,0.0,11.0,Cáceres,,Cáceres,
sportmaniacs,2ª PROVA CANICRÒS CABANES,2020-02-16,Domingo,0.0,Otros,Absoluta/General,18.0,43.0,Cabanes,la Plana Alta,Castellón,
sportmaniacs,CIRCUITO MONTTRAIL SERIES DE TOLEDO - MONTTRAIL DE MORA,2020-03-08,Domingo,10.0,road running,Absoluta/General,39.0,97.0,Mora,,Toledo,
sportmaniacs,CIRCUITO MONTTRAIL SERIES DE TOLEDO - MONTTRAIL DE MORA,2020-03-08,Domingo,20.0,road running,Absoluta/General,14.0,118.0,Mora,,Toledo,
sportmaniacs,III Carrera del Amor,2020-02-02,Domingo,0.0,road running,Absoluta/General,14.0,20.0,Badajoz,,Badajoz,
sportmaniacs,I Carrera Dia Internacional de la Mujer Espartinas,2020-03-08,Domingo,0.0,road running,Absoluta/General,339.0,159.0,Espartinas,,Sevilla,
sportmaniacs,I Carrera Dia Internacional de la Mujer Espartinas,2020-03-08,Domingo,0.0,road running,Absoluta/General,0.0,1.0,Espartinas,,Sevilla,
sportmaniacs,XXVIII DUATLÓ DE SANTA EULÀRIA 2020,2020-02-23,Domingo,0.0,Multidisciplina,Absoluta/General,2.0,4.0,Santa Eulalia del Río,Eivissa,Baleares (Illes),
sportmaniacs,XXVIII DUATLÓ DE SANTA EULÀRIA 2020,2020-02-23,Domingo,0.0,Multidisciplina,Absoluta/General,13.0,28.0,Santa Eulalia del Río,Eivissa,Baleares (Illes),
sportmaniacs,XXXVI MEDIA MARATÓN DE ZAMORA - II 10K,2021-09-05,Domingo,21.097,road running,Absoluta/General,33.0,298.0,Zamora,,Zamora,
sportmaniacs,XXXVI MEDIA MARATÓN DE ZAMORA - II 10K,2021-09-05,Domingo,10.0,road running,Absoluta/General,34.0,85.0,Zamora,,Zamora,
sportmaniacs,PUJADA APLAZADA 2020,2020-03-01,Domingo,0.0,Otros,Absoluta/General,19.0,22.0,Santa Eulalia del Río,Eivissa,Baleares (Illes),
sportmaniacs,PUJADA APLAZADA 2020,2020-03-01,Domingo,0.0,Otros,Absoluta/General,33.0,113.0,Santa Eulalia del Río,Eivissa,Baleares (Illes),
sportmaniacs,PUJADA APLAZADA 2020,2020-03-01,Domingo,2.0,road running,Absoluta/General,28.0,50.0,Santa Eulalia del Río,Eivissa,Baleares (Illes),
sportmaniacs,PUJADA APLAZADA 2020,2020-03-01,Domingo,0.0,Otros,Absoluta/General,20.0,28.0,Santa Eulalia del Río,Eivissa,Baleares (Illes),
sportmaniacs,X ARICO TRAIL,2020-02-29,Sábado,21.0,trail running,Absoluta/General,14.0,76.0,Arico,,Santa Cruz de Tenerife,
sportmaniacs,X ARICO TRAIL,2020-02-29,Sábado,11.6,trail running,Absoluta/General,17.0,55.0,Arico,,Santa Cruz de Tenerife,
sportmaniacs,III Zierbenako Txakurkrosa,2020-02-09,Domingo,0.0,Otros,Absoluta/General,28.0,68.0,Zierbena,,Vizcaya,
sportmaniacs,IX LEGUA POPULAR VILLAMANRIQUE DE TAJO,2020-01-26,Domingo,0.0,road running,Absoluta/General,25.0,8.0,Villamanrique de Tajo,,,Comunidad de Madrid
sportmaniacs,IX LEGUA POPULAR VILLAMANRIQUE DE TAJO,2020-01-26,Domingo,0.0,road running,Absoluta/General,71.0,150.0,Villamanrique de Tajo,,,Comunidad de Madrid
sportmaniacs,COSTA BLANCA BIKE RACE 2020 ETAPA 1,2020-01-30,Jueves,0.0,Multidisciplina,Absoluta/General,40.0,471.0,Altea,,Alicante,
sportmaniacs,COSTA BLANCA BIKE RACE 2020 ETAPA 2,2020-01-31,Viernes,0.0,Multidisciplina,Absoluta/General,39.0,474.0,Altea,,Alicante,
sportmaniacs,COSTA BLANCA BIKE RACE 2020 ETAPA 3,2020-02-01,Sábado,0.0,Multidisciplina,Absoluta/General,39.0,459.0,Altea,,Alicante,
sportmaniacs,COSTA BLANCA BIKE RACE 2020 ETAPA 3,2020-02-01,Sábado,0.0,Multidisciplina,Absoluta/General,8.0,256.0,Altea,,Alicante,
sportmaniacs,TriKids IX Duatlo Portocolom 2021,2021-04-10,Sábado,0.0,Multidisciplina,Infantil,2.0,11.0,Felanitx,Migjorn,Baleares (Illes),
sportmaniacs,TriKids IX Duatlo Portocolom 2021,2021-04-10,Sábado,0.0,Multidisciplina,Infantil,5.0,11.0,Felanitx,Migjorn,Baleares (Illes),
sportmaniacs,TriKids IX Duatlo Portocolom 2021,2021-04-10,Sábado,0.0,Multidisciplina,Infantil,8.0,10.0,Felanitx,Migjorn,Baleares (Illes),
sportmaniacs,TriKids IX Duatlo Portocolom 2021,2021-04-10,Sábado,0.0,Multidisciplina,Infantil,13.0,15.0,Felanitx,Migjorn,Baleares (Illes),
sportmaniacs,TriKids IX Duatlo Portocolom 2021,2021-04-10,Sábado,0.0,Multidisciplina,Infantil,5.0,23.0,Felanitx,Migjorn,Baleares (Illes),
sportmaniacs,COSTA BLANCA BIKE RACE 2020 ETAPA 4,2020-02-02,Domingo,0.0,Multidisciplina,Absoluta/General,36.0,438.0,Altea,,Alicante,
sportmaniacs,COSTA BLANCA BIKE RACE 2020 ETAPA 4,2020-02-02,Domingo,0.0,Multidisciplina,Absoluta/General,8.0,235.0,Altea,,Alicante,
sportmaniacs,XC MARATÓN ONDA 2020,2020-03-01,Domingo,0.0,marcha,Absoluta/General,5.0,166.0,Onda,,Castellón,
sportmaniacs,XC MARATÓN ONDA 2020,2020-03-01,Domingo,42.195,road running,Absoluta/General,2.0,156.0,Onda,,Castellón,
sportmaniacs,XC MARATÓN ONDA 2020,2020-03-01,Domingo,0.0,Ciclismo y btt,Absoluta/General,0.0,8.0,Onda,,Castellón,
sportmaniacs,Challenge 4All - La Aldea,2020-02-08,Sábado,0.0,Multidisciplina,Absoluta/General,5.0,8.0,Aldea de San Nicolás (La),,Las Palmas,
sportmaniacs,Challenge 4All - La Aldea,2020-02-08,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,2.0,Aldea de San Nicolás (La),,Las Palmas,
sportmaniacs,Challenge 4All - La Aldea,2020-02-08,Sábado,0.0,Multidisciplina,Absoluta/General,14.0,86.0,Aldea de San Nicolás (La),,Las Palmas,
sportmaniacs,MARATON SIERRA OESTE,2020-02-02,Domingo,0.0,road running,Absoluta/General,26.0,529.0,Navalagamella,,,Comunidad de Madrid
sportmaniacs,MARATON SIERRA OESTE,2020-02-02,Domingo,0.0,road running,Absoluta/General,13.0,158.0,Navalagamella,,,Comunidad de Madrid
sportmaniacs,VI 5K Never Stop Running “Nunca te rindas”,2020-02-23,Domingo,0.0,road running,Absoluta/General,2112.0,3870.0,Valencia,Comarca de València,Valencia,
sportmaniacs,SB Hotels Marató Tarragona 2020,2020-02-02,Domingo,10.0,road running,Absoluta/General,120.0,285.0,Tarragona,Tarragonès,Tarragona,
sportmaniacs,SB Hotels Marató Tarragona 2020,2020-02-02,Domingo,5.0,road running,Absoluta/General,77.0,78.0,Tarragona,Tarragonès,Tarragona,
sportmaniacs,SB Hotels Marató Tarragona 2020,2020-02-02,Domingo,30.0,road running,Absoluta/General,34.0,201.0,Tarragona,Tarragonès,Tarragona,
sportmaniacs,SB Hotels Marató Tarragona 2020,2020-02-02,Domingo,0.0,road running,Absoluta/General,2.0,20.0,Tarragona,Tarragonès,Tarragona,
sportmaniacs,SB Hotels Marató Tarragona 2020,2020-02-02,Domingo,42.195,road running,Absoluta/General,10.0,163.0,Tarragona,Tarragonès,Tarragona,
sportmaniacs,XXI Dos Leguas Fuente de la Chopera-Leganes,2020-02-09,Domingo,0.0,road running,Absoluta/General,149.0,632.0,Leganés,,,Comunidad de Madrid
sportmaniacs,II 3H RESISTENCIA MTB PSA RETAIL TRI,2020-03-07,Sábado,0.0,Ciclismo y btt,Equipos,2.0,54.0,Marratxí,Raiguer,Baleares (Illes),
sportmaniacs,II 3H RESISTENCIA MTB PSA RETAIL TRI,2020-03-07,Sábado,0.0,Ciclismo y btt,Absoluta/General,6.0,168.0,Marratxí,Raiguer,Baleares (Illes),
sportmaniacs,DUATLON DE STA. MARTA DE TORMES (LIGA DUATLON SALAMANCA),2020-02-16,Domingo,0.0,Multidisciplina,Absoluta/General,29.0,83.0,Santa Marta de Tormes,,Salamanca,
sportmaniacs,VII SENATOR BTT,2020-02-09,Domingo,65.0,road running,Absoluta/General,10.0,203.0,Sena,Los Monegros,Huesca,
sportmaniacs,VII SENATOR BTT,2020-02-09,Domingo,25.0,road running,Absoluta/General,8.0,51.0,Sena,Los Monegros,Huesca,
sportmaniacs,SUBIDA AL  SANTUARIO DE LA VIRGEN DELA CABEZA POR EL CAMINO VIEJO 2020,2020-03-08,Domingo,0.0,Otros,Absoluta/General,42.0,288.0,Andújar,,Jaén,
sportmaniacs,Trail y Mini Trail Secretos del Duero,2020-02-09,Domingo,17.0,road running,Absoluta/General,12.0,12.0,Aldeadávila de la Ribera,,Salamanca,
sportmaniacs,Trail y Mini Trail Secretos del Duero,2020-02-09,Domingo,17.0,trail running,Absoluta/General,55.0,181.0,Aldeadávila de la Ribera,,Salamanca,
sportmaniacs,Trail y Mini Trail Secretos del Duero,2020-02-09,Domingo,42.0,trail running,Absoluta/General,12.0,81.0,Aldeadávila de la Ribera,,Salamanca,
sportmaniacs,Trail y Mini Trail Secretos del Duero,2020-02-09,Domingo,42.0,road running,Absoluta/General,4.0,4.0,Aldeadávila de la Ribera,,Salamanca,
sportmaniacs,VIII TRIATLÓN DE BENALMÁDENA,2021-05-16,Domingo,0.0,Multidisciplina,Absoluta/General,58.0,0.0,Benalmádena,Costa del Sol Occidental,Málaga,
sportmaniacs,VIII TRIATLÓN DE BENALMÁDENA,2021-05-16,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,302.0,Benalmádena,Costa del Sol Occidental,Málaga,
sportmaniacs,VI CARREIRA POPULAR DO ENTROIDO CONCELLO DE VIGO,2020-02-23,Domingo,10.0,road running,Absoluta/General,27.0,120.0,Vigo,Vigo,Pontevedra,
sportmaniacs,Movistar Medio Maratón VR,2020-10-01,Jueves,0.0,road running,Absoluta/General,135.0,1109.0,Madrid,,,Comunidad de Madrid
sportmaniacs,VIII CURSA DE LA DONA FIGUEROLES 2020,2020-03-08,Domingo,0.0,Otros,Absoluta/General,53.0,13.0,Castellón de la Plana,la Plana Alta,Castellón,
sportmaniacs,Carrera Popular Contra Violencia de Género Villa Agost,2020-03-08,Domingo,5.0,road running,Absoluta/General,81.0,108.0,Agost,l'Alacantí,Alicante,
sportmaniacs,Test Xavi,2020-02-06,Jueves,5.0,road running,Absoluta/General,3.0,3.0,Lleida,Segrià,Lleida,
sportmaniacs,TEST ROBERT ,2020-02-12,Miércoles,10.0,road running,Absoluta/General,3.0,2.0,Lleida,Segrià,Lleida,
sportmaniacs,VII Carrera de la Mujer Badajoz,2020-03-08,Domingo,10.0,road running,Absoluta/General,60.0,98.0,Badajoz,,Badajoz,
sportmaniacs,VII Carrera de la Mujer Badajoz,2020-03-08,Domingo,5.0,road running,Absoluta/General,113.0,51.0,Badajoz,,Badajoz,
sportmaniacs,VII TRAVESIA A NADO ISLA DE LA PALMA 2020,2020-10-10,Sábado,4.0,road running,Absoluta/General,15.0,31.0,Santa Cruz de la Palma,,Santa Cruz de Tenerife,
sportmaniacs,VII TRAVESIA A NADO ISLA DE LA PALMA 2020,2020-10-10,Sábado,1.0,road running,Absoluta/General,13.0,28.0,Santa Cruz de la Palma,,Santa Cruz de Tenerife,
sportmaniacs,FARINATO RACE OVIEDO 2020,2020-02-09,Domingo,0.0,Otros,Elite,7.0,28.0,Oviedo,,,Asturias
sportmaniacs,FARINATO RACE OVIEDO 2020,2020-02-09,Domingo,0.0,road running,Absoluta/General,281.0,497.0,Oviedo,,,Asturias
sportmaniacs,FARINATO RACE OVIEDO 2020,2020-02-09,Domingo,0.0,Otros,Absoluta/General,0.0,2.0,Oviedo,,,Asturias
sportmaniacs,FARINATO RACE OVIEDO 2020,2020-02-09,Domingo,0.0,Otros,Absoluta/General,58.0,192.0,Oviedo,,,Asturias
sportmaniacs,Duatlón de Galizano 2020 - Federados y populares,2020-02-23,Domingo,0.0,Multidisciplina,Absoluta/General,25.0,148.0,Ribamontán al Mar,,,Cantabria
sportmaniacs,XV MEDIA MARATÓN DE LATINA,2020-02-23,Domingo,21.097,road running,Absoluta/General,255.0,1578.0,Madrid,,,Comunidad de Madrid
sportmaniacs,X Media Maratón Valdelacalzada en Flor,2020-03-08,Domingo,21.0,road running,Absoluta/General,5.0,64.0,Valdelacalzada,,Badajoz,
sportmaniacs,X Media Maratón Valdelacalzada en Flor,2020-03-08,Domingo,10.0,road running,Absoluta/General,18.0,41.0,Valdelacalzada,,Badajoz,
sportmaniacs,XXXII Carrera Urbana de San jose 2020 Mancha Real,2020-03-08,Domingo,0.0,road running,Infantil,60.0,87.0,Mancha Real,,Jaén,
sportmaniacs,XXXII Carrera Urbana de San jose 2020 Mancha Real,2020-03-08,Domingo,0.0,road running,Infantil,127.0,185.0,Mancha Real,,Jaén,
sportmaniacs,XXXII Carrera Urbana de San jose 2020 Mancha Real,2020-03-08,Domingo,0.0,road running,Mayores/Veteranos,221.0,583.0,Mancha Real,,Jaén,
sportmaniacs,III Muskiz Amarok Txakurtrail ,2020-03-01,Domingo,4.0,road running,Absoluta/General,4.0,10.0,Muskiz,,Vizcaya,
sportmaniacs,III Muskiz Amarok Txakurtrail ,2020-03-01,Domingo,8.0,road running,Absoluta/General,31.0,69.0,Muskiz,,Vizcaya,
sportmaniacs,TEST 12/02,2020-02-12,Miércoles,10.0,road running,Absoluta/General,4.0,4.0,Manlleu,Osona,Barcelona,
sportmaniacs,CIRCUITO SCOTT 7 ESTRELLAS-XXII RALLY DE LOS EMBALSES ,2020-02-23,Domingo,32.0,road running,Absoluta/General,21.0,104.0,Madrid - Galapagar,,,Comunidad de Madrid
sportmaniacs,CIRCUITO SCOTT 7 ESTRELLAS-XXII RALLY DE LOS EMBALSES ,2020-02-23,Domingo,60.0,road running,Absoluta/General,51.0,936.0,Madrid - Galapagar,,,Comunidad de Madrid
sportmaniacs,15a Duatló-Cross Vila-Seca (2020),2020-02-23,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,84.0,Vila-seca,Tarragonès,Tarragona,
sportmaniacs,15a Duatló-Cross Vila-Seca (2020),2020-02-23,Domingo,0.0,Multidisciplina,Equipos,0.0,13.0,Vila-seca,Tarragonès,Tarragona,
sportmaniacs,3ª PROVA VILANOVA D'ALCOLEA,2020-03-07,Sábado,0.0,Otros,Absoluta/General,23.0,42.0,Vilanova d'Alcolea,la Plana Alta,Castellón,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,1.0,10.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,1.0,9.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,3.0,9.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,3.0,8.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,2.0,7.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,3.0,11.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,3.0,12.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Equipos,1.0,6.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,7.0,21.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,4.0,19.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,3.0,13.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Equipos,1.0,4.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,2.0,12.0,San Bartolomé,,Las Palmas,
sportmaniacs,VUELTA A NADO A LA ISLA DE LANZAROTE,2020-05-01,Viernes,0.0,Multidisciplina,Absoluta/General,1.0,1.0,San Bartolomé,,Las Palmas,
sportmaniacs,XXI CROS POPULAR SAN BLAS FRESNO EL VIEJO,2020-02-22,Sábado,0.0,road running,Absoluta/General,10.0,59.0,Fresno el Viejo,,Valladolid,
sportmaniacs,"3ª Legua ""San Martín de Tábara"" II Circuito Provincial Leguas Zamora",2020-02-23,Domingo,0.0,road running,Infantil,3.0,0.0,Tábara,,Zamora,
sportmaniacs,"3ª Legua ""San Martín de Tábara"" II Circuito Provincial Leguas Zamora",2020-02-23,Domingo,0.0,road running,Infantil,3.0,1.0,Tábara,,Zamora,
sportmaniacs,"3ª Legua ""San Martín de Tábara"" II Circuito Provincial Leguas Zamora",2020-02-23,Domingo,0.0,road running,Infantil,1.0,2.0,Tábara,,Zamora,
sportmaniacs,"3ª Legua ""San Martín de Tábara"" II Circuito Provincial Leguas Zamora",2020-02-23,Domingo,0.0,road running,Absoluta/General,16.0,42.0,Tábara,,Zamora,
sportmaniacs,Cross Parquesol,2020-02-23,Domingo,7.5,road running,Absoluta/General,14.0,106.0,Valladolid,,Valladolid,
sportmaniacs,TOLEDO BIKE MARATON 2022,2022-05-22,Domingo,0.0,road running,Absoluta/General,11.0,384.0,Toledo,,Toledo,
sportmaniacs,TOLEDO BIKE MARATON 2022,2022-05-22,Domingo,0.0,Ciclismo y btt,Absoluta/General,2.0,42.0,Toledo,,Toledo,
sportmaniacs,Duatlón de El Astillero 2020 - Solo Federados,2020-03-08,Domingo,0.0,Multidisciplina,Absoluta/General,24.0,80.0,Astillero (El),,,Cantabria
sportmaniacs,Peugeot Joaquin Oliva  Mitja Marató de Cambrils 2020,2020-03-01,Domingo,0.0,road running,Absoluta/General,46.0,43.0,Cambrils,Baix Camp,Tarragona,
sportmaniacs,Peugeot Joaquin Oliva  Mitja Marató de Cambrils 2020,2020-03-01,Domingo,10.0,road running,Absoluta/General,285.0,509.0,Cambrils,Baix Camp,Tarragona,
sportmaniacs,Peugeot Joaquin Oliva  Mitja Marató de Cambrils 2020,2020-03-01,Domingo,5.0,road running,Absoluta/General,177.0,102.0,Cambrils,Baix Camp,Tarragona,
sportmaniacs,Peugeot Joaquin Oliva  Mitja Marató de Cambrils 2020,2020-03-01,Domingo,21.097,road running,Absoluta/General,121.0,653.0,Cambrils,Baix Camp,Tarragona,
sportmaniacs,II BTT CASTEJÓN BIKE PARADISE,2020-03-01,Domingo,0.0,Ciclismo y btt,Absoluta/General,4.0,172.0,Tauste,Cinco Villas,Zaragoza,
sportmaniacs,10 y 5 Km Villa de Simancas 2020,2020-03-01,Domingo,10.0,road running,Absoluta/General,25.0,162.0,Simancas,,Valladolid,
sportmaniacs,10 y 5 Km Villa de Simancas 2020,2020-03-01,Domingo,5.0,road running,Absoluta/General,25.0,66.0,Simancas,,Valladolid,
sportmaniacs,1º ECO-TRAIL MONTE CASTELO GALDO,2020-03-01,Domingo,0.0,trail running,Absoluta/General,5.0,33.0,Viveiro,A Mariña Occidental,Lugo,
sportmaniacs,1º ECO-TRAIL MONTE CASTELO GALDO,2020-03-01,Domingo,0.0,Ciclismo y btt,Absoluta/General,2.0,33.0,Viveiro,A Mariña Occidental,Lugo,
sportmaniacs,1º ECO-TRAIL MONTE CASTELO GALDO,2020-03-01,Domingo,0.0,trail running,Absoluta/General,17.0,29.0,Viveiro,A Mariña Occidental,Lugo,
sportmaniacs,20k Roller Race Simancas 2020,2020-03-01,Domingo,20.0,road running,Absoluta/General,103.0,150.0,Simancas,,Valladolid,
sportmaniacs,"XXV CIRCUITO ""LAS CINCO LEGUAS"" MAYTE MARTINEZ- MAYORGA",2020-03-01,Domingo,0.0,road running,Absoluta/General,29.0,65.0,Mayorga,,Valladolid,
sportmaniacs,VI TITAN DESAFIO DE LA MAGRERA,2020-03-01,Domingo,42.195,road running,Absoluta/General,7.0,149.0,Hornachos,,Badajoz,
sportmaniacs,VI TITAN DESAFIO DE LA MAGRERA,2020-03-01,Domingo,21.097,road running,Absoluta/General,3.0,137.0,Hornachos,,Badajoz,
sportmaniacs,XII DUATLON DE FUENTEMOLINOS,2020-03-07,Sábado,0.0,Multidisciplina,Absoluta/General,8.0,67.0,Fuentemolinos,,Burgos,
sportmaniacs,XII DUATLON DE FUENTEMOLINOS,2020-03-07,Sábado,0.0,Multidisciplina,Infantil,21.0,23.0,Fuentemolinos,,Burgos,
sportmaniacs,BILBAO MOUNTAIN MARATHON,2021-11-13,Sábado,42.195,road running,Absoluta/General,7.0,86.0,Bilbao,,Vizcaya,
sportmaniacs,BILBAO MOUNTAIN MARATHON,2021-11-13,Sábado,0.0,road running,Absoluta/General,19.0,176.0,Bilbao,,Vizcaya,
sportmaniacs,BILBAO MOUNTAIN MARATHON,2021-11-13,Sábado,0.0,road running,Absoluta/General,37.0,124.0,Bilbao,,Vizcaya,
sportmaniacs,Live Novotiming,2020-03-04,Miércoles,5.0,road running,Absoluta/General,2.0,2.0,Lleida,Segrià,Lleida,
sportmaniacs,VIII RUTA VETONA Los 100 de Béjar ,2021-06-12,Sábado,42.195,road running,Absoluta/General,75.0,172.0,Béjar,,Salamanca,
sportmaniacs,VIII RUTA VETONA Los 100 de Béjar ,2021-06-12,Sábado,0.0,Ciclismo y btt,Absoluta/General,32.0,120.0,Béjar,,Salamanca,
sportmaniacs,VIII RUTA VETONA Los 100 de Béjar ,2021-06-12,Sábado,0.0,road running,Absoluta/General,200.0,205.0,Béjar,,Salamanca,
sportmaniacs,VIII RUTA VETONA Los 100 de Béjar ,2021-06-12,Sábado,0.0,Ciclismo y btt,Absoluta/General,17.0,472.0,Béjar,,Salamanca,
sportmaniacs,VIII RUTA VETONA Los 100 de Béjar ,2021-06-12,Sábado,0.0,road running,Absoluta/General,15.0,138.0,Béjar,,Salamanca,
sportmaniacs,Subida torre Sevilla 2020,2020-03-06,Viernes,0.0,Otros,Absoluta/General,0.0,10.0,Sevilla,,Sevilla,
sportmaniacs,Subida torre Sevilla 2020,2020-03-06,Viernes,0.0,Otros,Absoluta/General,1.0,48.0,Sevilla,,Sevilla,
sportmaniacs,VII MEDIA MARATON BTT PINARES DE ALJARAQUE,2020-03-07,Sábado,21.097,Ciclismo y btt,Absoluta/General,25.0,476.0,Aljaraque,Comarca Metropolitana de Huelva,Huelva,
sportmaniacs,LIve Novo 2,2020-03-06,Viernes,5.0,road running,Absoluta/General,3.0,7.0,Lleida,Segrià,Lleida,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Infantil,0.0,75.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Infantil,62.0,0.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Absoluta/General,40.0,0.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Absoluta/General,0.0,65.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Absoluta/General,62.0,0.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Absoluta/General,0.0,66.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Absoluta/General,44.0,0.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Absoluta/General,71.0,0.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Absoluta/General,0.0,58.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Absoluta/General,0.0,46.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Infantil,7.0,0.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Infantil,0.0,14.0,Olèrdola,Alt Penedès,Barcelona,
sportmaniacs,Final Nacional de Cros 2020,2020-03-08,Domingo,0.0,Otros,Absoluta/General,0.0,47.0,Olèrdola,Alt Penedès,Barcelona,
