fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,anyo,mes,estacion,total_finishers,es_finde,municipio_norm,provincia_norm,provincia_ine,total_poblacion,poblacion_h,poblacion_d,es_carrera_popular,distancia_conocida
cronofinisher,XLIV CROSS FERIA DE SAN MIGUEL,2025-09-20,Sábado,,road running,Infantil,13.0,12.0,ZAFRA,,Badajoz,2025,9,Otoño,25.0,True,ZAFRA,BADAJOZ,6.0,16708.0,7981.0,8727.0,False,False
cronofinisher,XLIV CROSS FERIA DE SAN MIGUEL,2025-09-20,Sábado,,road running,Infantil,12.0,11.0,ZAFRA,,Badajoz,2025,9,Otoño,23.0,True,ZAFRA,BADAJOZ,6.0,16708.0,7981.0,8727.0,False,False
cronofinisher,XLIV CROSS FERIA DE SAN MIGUEL,2025-09-20,Sábado,,road running,Infantil,,,ZAFRA,,Badajoz,2025,9,Otoño,,True,ZAFRA,BADAJOZ,6.0,16708.0,7981.0,8727.0,False,False
cronofinisher,XLIV CROSS FERIA DE SAN MIGUEL,2025-09-20,Sábado,,road running,Absoluta/General,,,ZAFRA,,Badajoz,2025,9,Otoño,,True,ZAFRA,BADAJOZ,6.0,16708.0,7981.0,8727.0,False,False
cronofinisher,XL CARRERA POPULAR FREGENAL DE LA SIERRA,2025-09-14,Domingo,,road running,Infantil,,,FREGENAL DE LA SIERRA,,Badajoz,2025,9,Otoño,,True,FREGENAL DE LA SIERRA,BADAJOZ,6.0,4712.0,2306.0,2406.0,True,False
cronofinisher,XL CARRERA POPULAR FREGENAL DE LA SIERRA,2025-09-14,Domingo,,road running,Absoluta/General,,,FREGENAL DE LA SIERRA,,Badajoz,2025,9,Otoño,,True,FREGENAL DE LA SIERRA,BADAJOZ,6.0,4712.0,2306.0,2406.0,True,False
cronofinisher,IV TITAN TIERRA DE BARROS,2025-09-14,Domingo,,Ciclismo y btt,Absoluta/General,0.0,29.0,SANTA MARTA DE LOS BARROS,,Badajoz,2025,9,Otoño,29.0,True,SANTA MARTA DE LOS BARROS,BADAJOZ,6.0,,,,False,False
cronofinisher,XXIX FONDO POPULAR CIUDAD DE MÉRIDA 2025,2025-09-13,Sábado,,road running,Infantil,,,MÉRIDA,,Badajoz,2025,9,Otoño,,True,MERIDA,BADAJOZ,6.0,60319.0,29266.0,31053.0,True,False
cronofinisher,XXIX FONDO POPULAR CIUDAD DE MÉRIDA 2025,2025-09-13,Sábado,,road running,Absoluta/General,,,MÉRIDA,,Badajoz,2025,9,Otoño,,True,MERIDA,BADAJOZ,6.0,60319.0,29266.0,31053.0,True,False
cronofinisher,XXVI MILLA URBANA SAN MIGUEL (VII PISTA),2025-09-04,Jueves,,road running,Infantil,24.0,15.0,LLERENA,,Badajoz,2025,9,Otoño,39.0,False,LLERENA,BADAJOZ,6.0,5663.0,2823.0,2840.0,True,False
cronofinisher,XXVI MILLA URBANA SAN MIGUEL (VII PISTA),2025-09-04,Jueves,,road running,Absoluta/General,,,LLERENA,,Badajoz,2025,9,Otoño,,False,LLERENA,BADAJOZ,6.0,5663.0,2823.0,2840.0,True,False
cronofinisher,XXVI MILLA URBANA SAN MIGUEL (VII PISTA),2025-09-04,Jueves,,road running,Absoluta/General,26.0,55.0,LLERENA,,Badajoz,2025,9,Otoño,81.0,False,LLERENA,BADAJOZ,6.0,5663.0,2823.0,2840.0,True,False
cronofinisher,XXVI MILLA URBANA SAN MIGUEL (VII PISTA),2025-09-04,Jueves,,road running,Infantil,,,LLERENA,,Badajoz,2025,9,Otoño,,False,LLERENA,BADAJOZ,6.0,5663.0,2823.0,2840.0,True,False
cronofinisher,XXXV FONDO POPULAR CIUDAD DE DON BENITO,2025-08-30,Sábado,,road running,Infantil,,,DON BENITO,,Badajoz,2025,8,Verano,,True,DON BENITO,BADAJOZ,6.0,38009.0,18668.0,19341.0,True,False
cronofinisher,XXXV FONDO POPULAR CIUDAD DE DON BENITO,2025-08-30,Sábado,3.0,road running,Absoluta/General,,,DON BENITO,,Badajoz,2025,8,Verano,,True,DON BENITO,BADAJOZ,6.0,38009.0,18668.0,19341.0,True,True
cronofinisher,XXXV FONDO POPULAR CIUDAD DE DON BENITO,2025-08-30,Sábado,,road running,Absoluta/General,,,DON BENITO,,Badajoz,2025,8,Verano,,True,DON BENITO,BADAJOZ,6.0,38009.0,18668.0,19341.0,True,False
cronofinisher,XXXV FONDO POPULAR CIUDAD DE DON BENITO,2025-08-30,Sábado,6.0,road running,Absoluta/General,,,DON BENITO,,Badajoz,2025,8,Verano,,True,DON BENITO,BADAJOZ,6.0,38009.0,18668.0,19341.0,True,True
cronofinisher,XXXV CROSS POPULAR DE MONESTERIO,2025-08-23,Sábado,,road running,Infantil,,,MONESTERIO,,Badajoz,2025,8,Verano,,True,MONESTERIO,BADAJOZ,6.0,4248.0,2142.0,2106.0,True,False
cronofinisher,XXXV CROSS POPULAR DE MONESTERIO,2025-08-23,Sábado,,road running,Absoluta/General,,,MONESTERIO,,Badajoz,2025,8,Verano,,True,MONESTERIO,BADAJOZ,6.0,4248.0,2142.0,2106.0,True,False
cronofinisher,XXXV CROSS POPULAR DE MONESTERIO,2025-08-23,Sábado,,road running,Absoluta/General,18.0,39.0,MONESTERIO,,Badajoz,2025,8,Verano,57.0,True,MONESTERIO,BADAJOZ,6.0,4248.0,2142.0,2106.0,True,False
cronofinisher,XXVI CARRERA POPULAR QUESADA CLÍNICA DENTAL BAZA 2025,2025-08-22,Viernes,,road running,Absoluta/General,,,BAZA,Comarca de Baza,Granada,2025,8,Verano,,False,BAZA,GRANADA,18.0,20657.0,10326.0,10331.0,True,False
cronofinisher,XXVII MILLA URBANA DE BERLANGA,2025-08-22,Viernes,,road running,Infantil,,,BERLANGA,El Bierzo,León,2025,8,Verano,,False,BERLANGA,LEON,24.0,,,,True,False
cronofinisher,XXVII MILLA URBANA DE BERLANGA,2025-08-22,Viernes,,road running,Infantil,18.0,15.0,BERLANGA,El Bierzo,León,2025,8,Verano,33.0,False,BERLANGA,LEON,24.0,,,,True,False
cronofinisher,XXVII MILLA URBANA DE BERLANGA,2025-08-22,Viernes,,road running,Absoluta/General,18.0,40.0,BERLANGA,El Bierzo,León,2025,8,Verano,58.0,False,BERLANGA,LEON,24.0,,,,True,False
cronofinisher,XXXVII CROSS PEÑA DEL ÁGUILA-PEDRO CARBALLO,2025-08-03,Domingo,,road running,Infantil,,,VILLAR DEL REY,,Badajoz,2025,8,Verano,,True,VILLAR DEL REY,BADAJOZ,6.0,2069.0,1112.0,957.0,False,False
cronofinisher,XXXVII CROSS PEÑA DEL ÁGUILA-PEDRO CARBALLO,2025-08-03,Domingo,,road running,Absoluta/General,,,VILLAR DEL REY,,Badajoz,2025,8,Verano,,True,VILLAR DEL REY,BADAJOZ,6.0,2069.0,1112.0,957.0,False,False
cronofinisher,VII MARATÓN  CIUDAD DE JAÉN,2025-07-13,Domingo,,road running,Absoluta/General,,,JAEN,,Jaén,2025,7,Verano,,True,JAEN,JAEN,23.0,112119.0,53868.0,58251.0,False,False
cronofinisher,VII MARATÓN  CIUDAD DE JAÉN,2025-07-13,Domingo,,road running,Equipos,,,JAEN,,Jaén,2025,7,Verano,,True,JAEN,JAEN,23.0,112119.0,53868.0,58251.0,False,False
cronofinisher,VII MARATÓN  CIUDAD DE JAÉN,2025-07-13,Domingo,,road running,Absoluta/General,0.0,3.0,JAEN,,Jaén,2025,7,Verano,3.0,True,JAEN,JAEN,23.0,112119.0,53868.0,58251.0,False,False
cronofinisher,VII MARATÓN  CIUDAD DE JAÉN,2025-07-13,Domingo,,road running,Equipos,0.0,11.0,JAEN,,Jaén,2025,7,Verano,11.0,True,JAEN,JAEN,23.0,112119.0,53868.0,58251.0,False,False
cronofinisher,VII MARATÓN  CIUDAD DE JAÉN,2025-07-13,Domingo,21.097,road running,Absoluta/General,,,JAEN,,Jaén,2025,7,Verano,,True,JAEN,JAEN,23.0,112119.0,53868.0,58251.0,False,True
cronofinisher,XI CXM MANCHA REAL - SIERRA MAGINA 2025,2025-06-21,Sábado,,trail running,Absoluta/General,,,MANCHA REAL,,Jaén,2025,6,Verano,,True,MANCHA REAL,JAEN,23.0,11479.0,5710.0,5769.0,False,False
cronofinisher,XFIT RACE,2025-06-14,Sábado,,Otros,Absoluta/General,381.0,723.0,DON BENITO,,Badajoz,2025,6,Verano,1104.0,True,DON BENITO,BADAJOZ,6.0,38009.0,18668.0,19341.0,False,False
cronofinisher,XFIT RACE,2025-06-14,Sábado,,Otros,Absoluta/General,254.0,238.0,DON BENITO,,Badajoz,2025,6,Verano,492.0,True,DON BENITO,BADAJOZ,6.0,38009.0,18668.0,19341.0,False,False
cronofinisher,XFIT RACE,2025-06-14,Sábado,,Otros,Absoluta/General,,,DON BENITO,,Badajoz,2025,6,Verano,,True,DON BENITO,BADAJOZ,6.0,38009.0,18668.0,19341.0,False,False
cronofinisher,XFIT RACE,2025-06-14,Sábado,,Otros,Absoluta/General,42.0,228.0,DON BENITO,,Badajoz,2025,6,Verano,270.0,True,DON BENITO,BADAJOZ,6.0,38009.0,18668.0,19341.0,False,False
cronofinisher,XFIT RACE,2025-06-14,Sábado,,Otros,Absoluta/General,28.0,151.0,DON BENITO,,Badajoz,2025,6,Verano,179.0,True,DON BENITO,BADAJOZ,6.0,38009.0,18668.0,19341.0,False,False
cronofinisher,II MARATON - MEDIA MARATON - MARATÓN POR EQUIPOS 2025 . EN PISTA TORREPEROGIL,2025-06-08,Domingo,21.097,road running,Equipos,,,TORREPEROGIL,,Jaén,2025,6,Verano,,True,TORREPEROGIL,JAEN,23.0,7123.0,3491.0,3632.0,False,True
cronofinisher,II MARATON - MEDIA MARATON - MARATÓN POR EQUIPOS 2025 . EN PISTA TORREPEROGIL,2025-06-08,Domingo,42.195,road running,Equipos,,,TORREPEROGIL,,Jaén,2025,6,Verano,,True,TORREPEROGIL,JAEN,23.0,7123.0,3491.0,3632.0,False,True
cronofinisher,VIII CXM NOCTURNA MONTES DE CEUTA,2025-06-07,Sábado,,trail running,Infantil,,,CEUTA,,Ceuta,2025,6,Verano,,True,CEUTA,CEUTA,51.0,83567.0,42147.0,41420.0,True,False
cronofinisher,VIII CXM NOCTURNA MONTES DE CEUTA,2025-06-07,Sábado,,trail running,Absoluta/General,,,CEUTA,,Ceuta,2025,6,Verano,,True,CEUTA,CEUTA,51.0,83567.0,42147.0,41420.0,True,False
cronofinisher,XXXI CARRERA URBANA SAN FELIPE NERI,2025-06-07,Sábado,,road running,Infantil,,,CADIZ,Bahía de Cádiz,Andalucía,2025,6,Verano,,True,CADIZ,ANDALUCIA,11.0,110123.0,51899.0,58224.0,False,False
cronofinisher,XXXI CARRERA URBANA SAN FELIPE NERI,2025-06-07,Sábado,,road running,Absoluta/General,1.0,28.0,CADIZ,Bahía de Cádiz,Andalucía,2025,6,Verano,29.0,True,CADIZ,ANDALUCIA,11.0,110123.0,51899.0,58224.0,False,False
cronofinisher,VII MEDIA MARATON TENTUDIA BODONAL DE LA SIERRA,2025-05-25,Domingo,,Ciclismo y btt,Absoluta/General,,,BODONAL DE LA SIERRA,,Badajoz,2025,5,Primavera,,True,BODONAL DE LA SIERRA,BADAJOZ,6.0,983.0,506.0,477.0,False,False
cronofinisher,MEMORIAL ISIDRO PULIDO GRAVEL BY GSPORT - COPA DE ANDALUCÍA GRAVEL,2025-05-17,Sábado,,Ciclismo y btt,Absoluta/General,,,VILLANUEVA DE CORDOBA,,Córdoba,2025,5,Primavera,,True,VILLANUEVA DE CORDOBA,CORDOBA,14.0,8322.0,4122.0,4200.0,False,False
cronofinisher,MEDIA MARATON BTT VALDEHORNOS RACE 2025,2025-05-11,Domingo,,Ciclismo y btt,Absoluta/General,,,CASAS DE DON PEDRO,,Badajoz,2025,5,Primavera,,True,CASAS DE DON PEDRO,BADAJOZ,6.0,1376.0,713.0,663.0,False,False
cronofinisher,IV TRIATLON PLAYA DE PELOCHE,2025-05-04,Domingo,,Multidisciplina,Equipos,,,HERRERA DEL DUQUE,,Badajoz,2025,5,Primavera,,True,HERRERA DEL DUQUE,BADAJOZ,6.0,3389.0,1694.0,1695.0,False,False
cronofinisher,III LA CONQUISTA DE MAGINA,2025-05-04,Domingo,,Ciclismo y btt,Absoluta/General,,,MANCHA REAL,,Jaén,2025,5,Primavera,,True,MANCHA REAL,JAEN,23.0,11479.0,5710.0,5769.0,False,False
cronofinisher,LA CUNA DEL ACEITE - AGROLIVA,2025-05-01,Jueves,,Ciclismo y btt,Absoluta/General,,,Monterrubio de la Serena.,,Badajoz,2025,5,Primavera,,False,MONTERRUBIO DE LA SERENA.,BADAJOZ,6.0,,,,False,False
cronofinisher,AZUAGA BIKE 2025,2025-04-27,Domingo,,Ciclismo y btt,Absoluta/General,,,AZUAGA,,Badajoz,2025,4,Primavera,,True,AZUAGA,BADAJOZ,6.0,7594.0,3734.0,3860.0,False,False
cronofinisher,XVIII TRAIL SIERRA DE TENTUDÍA,2025-04-27,Domingo,6.0,trail running,Absoluta/General,,,CABEZA LA VACA,,Badajoz,2025,4,Primavera,,True,CABEZA LA VACA,BADAJOZ,6.0,1257.0,655.0,602.0,False,True
cronofinisher,XVIII TRAIL SIERRA DE TENTUDÍA,2025-04-27,Domingo,14.0,trail running,Absoluta/General,,,CABEZA LA VACA,,Badajoz,2025,4,Primavera,,True,CABEZA LA VACA,BADAJOZ,6.0,1257.0,655.0,602.0,False,True
cronofinisher,XVIII TRAIL SIERRA DE TENTUDÍA,2025-04-27,Domingo,25.0,trail running,Absoluta/General,,,CABEZA LA VACA,,Badajoz,2025,4,Primavera,,True,CABEZA LA VACA,BADAJOZ,6.0,1257.0,655.0,602.0,False,True
cronofinisher,XVIII TRAIL SIERRA DE TENTUDÍA,2025-04-27,Domingo,38.0,trail running,Absoluta/General,,,CABEZA LA VACA,,Badajoz,2025,4,Primavera,,True,CABEZA LA VACA,BADAJOZ,6.0,1257.0,655.0,602.0,False,True
cronofinisher,XI CXM MONTIZÓN - CONDADO DE JAÉN - 2025,2025-04-12,Sábado,,trail running,Absoluta/General,,,ALDEAHERMOSA DE MONTIZON,,Jaén,2025,4,Primavera,,True,ALDEAHERMOSA DE MONTIZON,JAEN,23.0,,,,False,False
cronofinisher,V TRAIL VALLE DE MATAMOROS,2025-04-06,Domingo,,trail running,Absoluta/General,2.0,27.0,VALLE DE MATAMOROS,,Badajoz,2025,4,Primavera,29.0,True,VALLE DE MATAMOROS,BADAJOZ,6.0,335.0,172.0,163.0,False,False
cronofinisher,V TRAIL VALLE DE MATAMOROS,2025-04-06,Domingo,,trail running,Absoluta/General,5.0,61.0,VALLE DE MATAMOROS,,Badajoz,2025,4,Primavera,66.0,True,VALLE DE MATAMOROS,BADAJOZ,6.0,335.0,172.0,163.0,False,False
cronofinisher,V DESAFIO FUNDACIÓN GRUPO OLEÍCOLA JAÉN – DUQUE DE AHUMADA,2025-04-06,Domingo,,road running,Infantil,,,BAEZA,,Jaén,2025,4,Primavera,,True,BAEZA,JAEN,23.0,15567.0,7698.0,7869.0,False,False
cronofinisher,V DESAFIO FUNDACIÓN GRUPO OLEÍCOLA JAÉN – DUQUE DE AHUMADA,2025-04-06,Domingo,,road running,Absoluta/General,83.0,180.0,BAEZA,,Jaén,2025,4,Primavera,263.0,True,BAEZA,JAEN,23.0,15567.0,7698.0,7869.0,False,False
cronofinisher,VIII PRIMAVERA RUN CIUDAD DE VILLACARRILLO,2025-03-30,Domingo,,road running,Infantil,11.0,5.0,VILLACARRILLO,,Jaén,2025,3,Primavera,16.0,True,VILLACARRILLO,JAEN,23.0,10323.0,5171.0,5152.0,False,False
cronofinisher,VIII PRIMAVERA RUN CIUDAD DE VILLACARRILLO,2025-03-30,Domingo,,road running,Infantil,,,VILLACARRILLO,,Jaén,2025,3,Primavera,,True,VILLACARRILLO,JAEN,23.0,10323.0,5171.0,5152.0,False,False
cronofinisher,VIII PRIMAVERA RUN CIUDAD DE VILLACARRILLO,2025-03-30,Domingo,,road running,Absoluta/General,31.0,54.0,VILLACARRILLO,,Jaén,2025,3,Primavera,85.0,True,VILLACARRILLO,JAEN,23.0,10323.0,5171.0,5152.0,False,False
cronofinisher,VIII RUTA SIERRA DEL PEDREGOSO,2025-03-16,Domingo,,Ciclismo y btt,Absoluta/General,,,CABEZA EL BUEY,,Badajoz,2025,3,Primavera,,True,CABEZA EL BUEY,BADAJOZ,6.0,,,,False,False
cronofinisher,VIII RUTA SIERRA DEL PEDREGOSO,2025-03-16,Domingo,,Ciclismo y btt,Absoluta/General,1.0,27.0,CABEZA EL BUEY,,Badajoz,2025,3,Primavera,28.0,True,CABEZA EL BUEY,BADAJOZ,6.0,,,,False,False
cronofinisher,II DUATLON CROS LLERENA,2025-02-23,Domingo,,Multidisciplina,Absoluta/General,17.0,50.0,LLERENA,,Badajoz,2025,2,Invierno,67.0,True,LLERENA,BADAJOZ,6.0,5663.0,2823.0,2840.0,False,False
cronofinisher,II DUATLON CROS LLERENA,2025-02-23,Domingo,,Multidisciplina,Absoluta/General,,,LLERENA,,Badajoz,2025,2,Invierno,,True,LLERENA,BADAJOZ,6.0,5663.0,2823.0,2840.0,False,False
cronofinisher,X SUBIDA AL CONVENTO DE LA LAPA,2025-02-09,Domingo,,trail running,Absoluta/General,11.0,4.0,LA LAPA,,Badajoz,2025,2,Invierno,15.0,True,LA LAPA,BADAJOZ,6.0,298.0,153.0,145.0,False,False
cronofinisher,X SUBIDA AL CONVENTO DE LA LAPA,2025-02-09,Domingo,,trail running,Absoluta/General,7.0,14.0,LA LAPA,,Badajoz,2025,2,Invierno,21.0,True,LA LAPA,BADAJOZ,6.0,298.0,153.0,145.0,False,False
cronofinisher,X SUBIDA AL CONVENTO DE LA LAPA,2025-02-09,Domingo,13.0,trail running,Absoluta/General,17.0,43.0,LA LAPA,,Badajoz,2025,2,Invierno,60.0,True,LA LAPA,BADAJOZ,6.0,298.0,153.0,145.0,False,True
cronofinisher,X SUBIDA AL CONVENTO DE LA LAPA,2025-02-09,Domingo,27.0,trail running,Absoluta/General,,,LA LAPA,,Badajoz,2025,2,Invierno,,True,LA LAPA,BADAJOZ,6.0,298.0,153.0,145.0,False,True
cronofinisher,X MARATÓN BTT MONCLOVA DESERT GRAN PREMIO VIALIDER 2024,2025-02-09,Domingo,,Ciclismo y btt,Absoluta/General,,,LA LUISIANA,,Sevilla,2025,2,Invierno,,True,LA LUISIANA,SEVILLA,41.0,4620.0,2324.0,2296.0,False,False
cronofinisher,III CIUDAD DEL GRANITO,2025-01-19,Domingo,,Ciclismo y btt,Absoluta/General,,,Quintana de la Serena,,Badajoz,2025,1,Invierno,,True,QUINTANA DE LA SERENA,BADAJOZ,6.0,4427.0,2240.0,2187.0,False,False
cronofinisher,SAN SILVESTRE FUENTE DE CANTOS,2024-12-31,Martes,,road running,Infantil,,,FUENTE DE CANTOS,,Badajoz,2024,12,Invierno,,False,FUENTE DE CANTOS,BADAJOZ,6.0,4584.0,2275.0,2309.0,True,False
cronofinisher,SAN SILVESTRE FUENTE DE CANTOS,2024-12-31,Martes,,road running,Absoluta/General,,,FUENTE DE CANTOS,,Badajoz,2024,12,Invierno,,False,FUENTE DE CANTOS,BADAJOZ,6.0,4584.0,2275.0,2309.0,True,False
cronofinisher,VII CARRERA SAN SILVESTRE HUESA 2024,2024-12-30,Lunes,,road running,Infantil,,,HUESA,,Jaén,2024,12,Invierno,,False,HUESA,JAEN,23.0,2409.0,1206.0,1203.0,True,False
cronofinisher,VII CARRERA SAN SILVESTRE HUESA 2024,2024-12-30,Lunes,,road running,Absoluta/General,,,HUESA,,Jaén,2024,12,Invierno,,False,HUESA,JAEN,23.0,2409.0,1206.0,1203.0,True,False
cronofinisher,VII SAN SILVESTRE GADITANA 2024,2024-12-28,Sábado,,road running,Absoluta/General,47.0,144.0,CADIZ,Bahía de Cádiz,Andalucía,2024,12,Invierno,191.0,True,CADIZ,ANDALUCIA,11.0,110123.0,51899.0,58224.0,True,False
cronofinisher,VII SAN SILVESTRE GADITANA 2024,2024-12-28,Sábado,,road running,Infantil,,,CADIZ,Bahía de Cádiz,Andalucía,2024,12,Invierno,,True,CADIZ,ANDALUCIA,11.0,110123.0,51899.0,58224.0,True,False
cronofinisher,XIII CARRERA POPULAR TORREPEROGIL 2024,2024-12-28,Sábado,,road running,Infantil,,,TORREPEROGIL,,Jaén,2024,12,Invierno,,True,TORREPEROGIL,JAEN,23.0,7123.0,3491.0,3632.0,True,False
cronofinisher,XIII CARRERA POPULAR TORREPEROGIL 2024,2024-12-28,Sábado,,road running,Absoluta/General,2.0,62.0,TORREPEROGIL,,Jaén,2024,12,Invierno,64.0,True,TORREPEROGIL,JAEN,23.0,7123.0,3491.0,3632.0,True,False
cronofinisher,III SAN SILVESTRE TARIFEÑA 2024,2024-12-28,Sábado,,road running,Absoluta/General,,,TARIFA,Campo de Gibraltar,Andalucía,2024,12,Invierno,,True,TARIFA,ANDALUCIA,11.0,18627.0,9320.0,9307.0,True,False
cronofinisher,I CROSS POPULAR LÚDICO Y SOLIDARIO DE CASTELLAR DE LA FRONTERA,2024-12-21,Sábado,,road running,Infantil,,,CASTELLAR,,Jaén,2024,12,Invierno,,True,CASTELLAR,JAEN,23.0,3146.0,1604.0,1542.0,True,False
cronofinisher,I CROSS POPULAR LÚDICO Y SOLIDARIO DE CASTELLAR DE LA FRONTERA,2024-12-21,Sábado,,road running,Absoluta/General,1.0,6.0,CASTELLAR,,Jaén,2024,12,Invierno,7.0,True,CASTELLAR,JAEN,23.0,3146.0,1604.0,1542.0,True,False
cronofinisher,V DESAFIO LA CODOSERA,2024-12-01,Domingo,,trail running,Absoluta/General,,,LA CODOSERA,,Badajoz,2024,12,Invierno,,True,LA CODOSERA,BADAJOZ,6.0,1978.0,1018.0,960.0,False,False
cronofinisher,CARRERA MTB CIUDAD DE TARIFA - ENTRE DOS MARES,2024-11-30,Sábado,,Ciclismo y btt,Absoluta/General,,,TARIFA,Campo de Gibraltar,Andalucía,2024,11,Otoño,,True,TARIFA,ANDALUCIA,11.0,18627.0,9320.0,9307.0,False,False
cronofinisher,II CARRERA POR LA ELIMINACION DE LA VIOLENCIA CONTRA LAS MUJERES,2024-11-24,Domingo,,road running,Absoluta/General,,,CADIZ,Bahía de Cádiz,Andalucía,2024,11,Otoño,,True,CADIZ,ANDALUCIA,11.0,110123.0,51899.0,58224.0,False,False
cronofinisher,V CROSS DEL PINAR DEL REY,2024-11-17,Domingo,,road running,Infantil,,,SAN ROQUE,Campo de Gibraltar,Andalucía,2024,11,Otoño,,True,SAN ROQUE,ANDALUCIA,11.0,34873.0,17371.0,17502.0,False,False
cronofinisher,V CROSS DEL PINAR DEL REY,2024-11-17,Domingo,,road running,Infantil,33.0,35.0,SAN ROQUE,Campo de Gibraltar,Andalucía,2024,11,Otoño,68.0,True,SAN ROQUE,ANDALUCIA,11.0,34873.0,17371.0,17502.0,False,False
cronofinisher,V CROSS DEL PINAR DEL REY,2024-11-17,Domingo,,road running,Infantil,41.0,49.0,SAN ROQUE,Campo de Gibraltar,Andalucía,2024,11,Otoño,90.0,True,SAN ROQUE,ANDALUCIA,11.0,34873.0,17371.0,17502.0,False,False
cronofinisher,V CROSS DEL PINAR DEL REY,2024-11-17,Domingo,,road running,Absoluta/General,46.0,120.0,SAN ROQUE,Campo de Gibraltar,Andalucía,2024,11,Otoño,166.0,True,SAN ROQUE,ANDALUCIA,11.0,34873.0,17371.0,17502.0,False,False
cronofinisher,I MONCLOVA DESERT GRAVEL,2024-11-10,Domingo,,Ciclismo y btt,Absoluta/General,3.0,55.0,LA LUISIANA,,Sevilla,2024,11,Otoño,58.0,True,LA LUISIANA,SEVILLA,41.0,4620.0,2324.0,2296.0,False,False
cronofinisher,II TRAIL SIERRA DE FACINAS 2024,2024-11-09,Sábado,,trail running,Absoluta/General,2.0,28.0,FACINAS,Campo de Gibraltar,Andalucía,2024,11,Otoño,30.0,True,FACINAS,ANDALUCIA,,,,,False,False
cronofinisher,V ULTRA TRAIL DESPEÑAPERROS,2024-11-09,Sábado,,trail running,Infantil,,,SANTA ELENA,,Jaén,2024,11,Otoño,,True,SANTA ELENA,JAEN,23.0,864.0,454.0,410.0,False,False
cronofinisher,V ULTRA TRAIL DESPEÑAPERROS,2024-11-09,Sábado,,trail running,Absoluta/General,,,SANTA ELENA,,Jaén,2024,11,Otoño,,True,SANTA ELENA,JAEN,23.0,864.0,454.0,410.0,False,False
cronofinisher,IV RETO CAPITAL DEL VINO,2024-11-02,Sábado,,Ciclismo y btt,Absoluta/General,,,BOLLULLOS PAR DEL CONDADO,El Condado,Huelva,2024,11,Otoño,,True,BOLLULLOS PAR DEL CONDADO,HUELVA,21.0,14377.0,7089.0,7288.0,False,False
cronofinisher,5 MILES TENTUDÍA BIKE,2024-10-27,Domingo,,Ciclismo y btt,Absoluta/General,,,CABEZA LA VACA,,Badajoz,2024,10,Otoño,,True,CABEZA LA VACA,BADAJOZ,6.0,1257.0,655.0,602.0,False,False
cronofinisher,III CARRERA DEL ACEITE - NAVALVILLAR DE PELA,2024-10-27,Domingo,,road running,Infantil,,,NAVALVILLAR DE PELA,,Badajoz,2024,10,Otoño,,True,NAVALVILLAR DE PELA,BADAJOZ,6.0,4298.0,2146.0,2152.0,False,False
cronofinisher,III CARRERA DEL ACEITE - NAVALVILLAR DE PELA,2024-10-27,Domingo,,road running,Mayores/Veteranos,,,NAVALVILLAR DE PELA,,Badajoz,2024,10,Otoño,,True,NAVALVILLAR DE PELA,BADAJOZ,6.0,4298.0,2146.0,2152.0,False,False
cronofinisher,XI DUATLON CROSS DE MONESTERIO,2024-10-26,Sábado,,Multidisciplina,Absoluta/General,19.0,48.0,MONESTERIO,,Badajoz,2024,10,Otoño,67.0,True,MONESTERIO,BADAJOZ,6.0,4248.0,2142.0,2106.0,False,False
cronofinisher,XVIII PRUEBA URBANA “CIUDAD DE FUENTE DEL MAESTRE”,2024-10-19,Sábado,,road running,Infantil,54.0,63.0,FUENTE DEL MAESTRE,,Badajoz,2024,10,Otoño,117.0,True,FUENTE DEL MAESTRE,BADAJOZ,6.0,6553.0,3245.0,3308.0,False,False
cronofinisher,XVIII PRUEBA URBANA “CIUDAD DE FUENTE DEL MAESTRE”,2024-10-19,Sábado,,road running,Infantil,25.0,30.0,FUENTE DEL MAESTRE,,Badajoz,2024,10,Otoño,55.0,True,FUENTE DEL MAESTRE,BADAJOZ,6.0,6553.0,3245.0,3308.0,False,False
cronofinisher,XVIII PRUEBA URBANA “CIUDAD DE FUENTE DEL MAESTRE”,2024-10-19,Sábado,,road running,Infantil,,,FUENTE DEL MAESTRE,,Badajoz,2024,10,Otoño,,True,FUENTE DEL MAESTRE,BADAJOZ,6.0,6553.0,3245.0,3308.0,False,False
cronofinisher,XVIII PRUEBA URBANA “CIUDAD DE FUENTE DEL MAESTRE”,2024-10-19,Sábado,,road running,Infantil,69.0,0.0,FUENTE DEL MAESTRE,,Badajoz,2024,10,Otoño,69.0,True,FUENTE DEL MAESTRE,BADAJOZ,6.0,6553.0,3245.0,3308.0,False,False
cronofinisher,XVIII PRUEBA URBANA “CIUDAD DE FUENTE DEL MAESTRE”,2024-10-19,Sábado,,road running,Infantil,0.0,28.0,FUENTE DEL MAESTRE,,Badajoz,2024,10,Otoño,28.0,True,FUENTE DEL MAESTRE,BADAJOZ,6.0,6553.0,3245.0,3308.0,False,False
cronofinisher,XVIII PRUEBA URBANA “CIUDAD DE FUENTE DEL MAESTRE”,2024-10-19,Sábado,,road running,Absoluta/General,100.0,206.0,FUENTE DEL MAESTRE,,Badajoz,2024,10,Otoño,306.0,True,FUENTE DEL MAESTRE,BADAJOZ,6.0,6553.0,3245.0,3308.0,False,False
