fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,anyo,mes,estacion,total_finishers,es_finde,municipio_norm,provincia_norm,provincia_ine,total_poblacion,poblacion_h,poblacion_d,es_carrera_popular,distancia_conocida
mychip,trail y maraton Olleria,2019-11-24,Domingo,42.0,trail running,Absoluta/General,0.0,0.0,Ollería,La Vall d'Albaida,Valencia,2019,11,Otoño,0.0,True,OLLERIA,VALENCIA,46.0,,,,False,True
mychip,trail y maraton Olleria,2019-11-24,Domingo,23.0,trail running,Absoluta/General,0.0,0.0,Ollería,La Vall d'Albaida,Valencia,2019,11,Otoño,0.0,True,OLLERIA,VALENCIA,46.0,,,,False,True
mychip,trail y maraton Olleria,2019-11-24,Domingo,14.0,trail running,Absoluta/General,0.0,0.0,Ollería,La Vall d'Albaida,Valencia,2019,11,Otoño,0.0,True,OLLERIA,VALENCIA,46.0,,,,False,True
mychip,"Campionat de Regularitat per muntanya de la Comunitat Valenciana, FEMECV 2019",2019-11-24,Domingo,10.0,trail running,Absoluta/General,42.0,72.0,Játiva,La Costera,Valencia,2019,11,Otoño,114.0,True,JATIVA,VALENCIA,46.0,,,,False,True
mychip,I GRAN FONS I CARRERA TRENCANT BARRERES PER LA SALUT MENTAL DE SUECA,2019-11-24,Domingo,15.0,road running,Absoluta/General,0.0,0.0,Sueca,La Ribera Baja,Valencia,2019,11,Otoño,0.0,True,SUECA,VALENCIA,46.0,29544.0,14610.0,14934.0,False,True
mychip,I GRAN FONS I CARRERA TRENCANT BARRERES PER LA SALUT MENTAL DE SUECA,2019-11-24,Domingo,8.5,road running,Absoluta/General,0.0,0.0,Sueca,La Ribera Baja,Valencia,2019,11,Otoño,0.0,True,SUECA,VALENCIA,46.0,29544.0,14610.0,14934.0,False,True
mychip,"1A. JORNADA DONA MUNTANYA, BANYERES DE MARIOLA, FEMECV 2019",2019-11-23,Sábado,,Otros,Absoluta/General,0.0,0.0,Bañeres,La Hoya de Alcoy,Alicante,2019,11,Otoño,0.0,True,BANERES,ALICANTE,3.0,,,,True,False
mychip,"XIX MITJA MARATÓ SAMARUC 2019, ALGEMESÍ",2019-11-17,Domingo,21.097,road running,Absoluta/General,57.0,394.0,Algemesí,La Ribera Alta,Valencia,2019,11,Otoño,451.0,True,ALGEMESI,VALENCIA,46.0,28248.0,13969.0,14279.0,False,True
mychip,Pujada al refugi dels Esbarzerets 2019,2019-11-17,Domingo,16.0,trail running,Absoluta/General,13.0,56.0,Ibi,La Hoya de Alcoy,Alicante,2019,11,Otoño,69.0,True,IBI,ALICANTE,3.0,24662.0,12310.0,12352.0,False,True
mychip,Pujada al refugi dels Esbarzerets 2019,2019-11-17,Domingo,16.0,trail running,Absoluta/General,23.0,29.0,Ibi,La Hoya de Alcoy,Alicante,2019,11,Otoño,52.0,True,IBI,ALICANTE,3.0,24662.0,12310.0,12352.0,False,True
mychip,Costa Blanca Trails 2019,2019-11-16,Sábado,101.0,trail running,Absoluta/General,9.0,167.0,Finestrat,La Marina Baja,Alicante,2019,11,Otoño,176.0,True,FINESTRAT,ALICANTE,3.0,9980.0,5125.0,4855.0,False,True
mychip,Costa Blanca Trails 2019,2019-11-16,Sábado,84.0,trail running,Absoluta/General,27.0,151.0,Finestrat,La Marina Baja,Alicante,2019,11,Otoño,178.0,True,FINESTRAT,ALICANTE,3.0,9980.0,5125.0,4855.0,False,True
mychip,Costa Blanca Trails 2019,2019-11-16,Sábado,46.0,trail running,Absoluta/General,44.0,329.0,Finestrat,La Marina Baja,Alicante,2019,11,Otoño,373.0,True,FINESTRAT,ALICANTE,3.0,9980.0,5125.0,4855.0,False,True
mychip,Costa Blanca Trails 2019,2019-11-16,Sábado,29.0,trail running,Absoluta/General,47.0,215.0,Finestrat,La Marina Baja,Alicante,2019,11,Otoño,262.0,True,FINESTRAT,ALICANTE,3.0,9980.0,5125.0,4855.0,False,True
mychip,Costa Blanca Trails 2019,2019-11-16,Sábado,20.0,trail running,Absoluta/General,65.0,109.0,Finestrat,La Marina Baja,Alicante,2019,11,Otoño,174.0,True,FINESTRAT,ALICANTE,3.0,9980.0,5125.0,4855.0,False,True
mychip,Costa Blanca Trails 2019,2019-11-16,Sábado,5.0,trail running,Absoluta/General,0.0,0.0,Finestrat,La Marina Baja,Alicante,2019,11,Otoño,0.0,True,FINESTRAT,ALICANTE,3.0,9980.0,5125.0,4855.0,False,True
mychip,"MArató dels Dements 2019, Eslida & Aín",2019-11-16,Sábado,42.5,trail running,Absoluta/General,36.0,394.0,Eslida,Plana Baja,Castellón,2019,11,Otoño,430.0,True,ESLIDA,CASTELLON,12.0,817.0,416.0,401.0,False,True
mychip,"MArató dels Dements 2019, Eslida & Aín",2019-11-16,Sábado,21.0,trail running,Absoluta/General,45.0,126.0,Eslida,Plana Baja,Castellón,2019,11,Otoño,171.0,True,ESLIDA,CASTELLON,12.0,817.0,416.0,401.0,False,True
mychip,"MArató dels Dements 2019, Eslida & Aín",2019-11-16,Sábado,44.0,trail running,Absoluta/General,0.0,0.0,Eslida,Plana Baja,Castellón,2019,11,Otoño,0.0,True,ESLIDA,CASTELLON,12.0,817.0,416.0,401.0,False,True
mychip,"MArató dels Dements 2019, Eslida & Aín",2019-11-16,Sábado,20.75,trail running,Absoluta/General,0.0,0.0,Eslida,Plana Baja,Castellón,2019,11,Otoño,0.0,True,ESLIDA,CASTELLON,12.0,817.0,416.0,401.0,False,True
mychip,"I Carrera Solidaria del Cáncer de Pulmón, Valencia",2019-11-16,Sábado,10.0,road running,Absoluta/General,110.0,184.0,Valencia,,Valencia,2019,11,Otoño,294.0,True,VALENCIA,VALENCIA,46.0,841558.0,400185.0,441373.0,True,True
mychip,"I Carrera Solidaria del Cáncer de Pulmón, Valencia",2019-11-16,Sábado,10.0,road running,Absoluta/General,72.0,39.0,Valencia,,Valencia,2019,11,Otoño,111.0,True,VALENCIA,VALENCIA,46.0,841558.0,400185.0,441373.0,True,True
mychip,"CAMPEONATO AUTONÒMICO ESCALADA DE DIFICULTAD, LA NUCÍA, FEMECV 2019",2019-11-16,Sábado,,Otros,Absoluta/General,0.0,0.0,La Nucía,La Marina Baja,Alicante,2019,11,Otoño,0.0,True,LA NUCIA,ALICANTE,3.0,19329.0,9774.0,9555.0,False,False
mychip,"CAMPEONATO AUTONÒMICO ESCALADA DE DIFICULTAD, LA NUCÍA, FEMECV 2019",2019-11-16,Sábado,,Otros,Infantil,0.0,0.0,La Nucía,La Marina Baja,Alicante,2019,11,Otoño,0.0,True,LA NUCIA,ALICANTE,3.0,19329.0,9774.0,9555.0,False,False
mychip,"7  Pujada a la Penya Migjorn, Xixona",2019-11-10,Domingo,21.0,trail running,Absoluta/General,20.0,115.0,Jijona,El Alacantí,Alicante,2019,11,Otoño,135.0,True,JIJONA,ALICANTE,3.0,7667.0,3747.0,3920.0,False,True
mychip,"7  Pujada a la Penya Migjorn, Xixona",2019-11-10,Domingo,14.5,trail running,Absoluta/General,19.0,63.0,Jijona,El Alacantí,Alicante,2019,11,Otoño,82.0,True,JIJONA,ALICANTE,3.0,7667.0,3747.0,3920.0,False,True
mychip,"7  Pujada a la Penya Migjorn, Xixona",2019-11-10,Domingo,14.5,trail running,Absoluta/General,0.0,0.0,Jijona,El Alacantí,Alicante,2019,11,Otoño,0.0,True,JIJONA,ALICANTE,3.0,7667.0,3747.0,3920.0,False,True
mychip,"CAMINANDO CON LA DIPUTACIÓN DE ALICANTE, FEMECV 2019",2019-11-10,Domingo,,Otros,Absoluta/General,0.0,0.0,Alicante,El Alacantí,Alicante,2019,11,Otoño,0.0,True,ALICANTE,ALICANTE,3.0,365586.0,176644.0,188942.0,False,False
mychip,"BODEGAS XALÓ BMT, CIRCUIT TRAIL MARINA",2019-11-03,Domingo,23.0,trail running,Absoluta/General,22.0,179.0,Jalón,La Marina Alta,Alicante,2019,11,Otoño,201.0,True,JALON,ALICANTE,3.0,,,,False,True
mychip,"BODEGAS XALÓ BMT, CIRCUIT TRAIL MARINA",2019-11-03,Domingo,15.0,trail running,Absoluta/General,53.0,100.0,Jalón,La Marina Alta,Alicante,2019,11,Otoño,153.0,True,JALON,ALICANTE,3.0,,,,False,True
mychip,"BODEGAS XALÓ BMT, CIRCUIT TRAIL MARINA",2019-11-03,Domingo,15.0,trail running,Absoluta/General,53.0,36.0,Jalón,La Marina Alta,Alicante,2019,11,Otoño,89.0,True,JALON,ALICANTE,3.0,,,,False,True
mychip,TRAIL Y SPRINTRAIL JALANCE,2019-11-03,Domingo,24.0,trail running,Absoluta/General,0.0,0.0,Jalance,El Valle de Cofrentes-Ayora,Valencia,2019,11,Otoño,0.0,True,JALANCE,VALENCIA,46.0,816.0,423.0,393.0,False,True
mychip,TRAIL Y SPRINTRAIL JALANCE,2019-11-03,Domingo,13.0,trail running,Absoluta/General,0.0,0.0,Jalance,El Valle de Cofrentes-Ayora,Valencia,2019,11,Otoño,0.0,True,JALANCE,VALENCIA,46.0,816.0,423.0,393.0,False,True
mychip,"V VOLTA A PEU CONTRA EL CANCER 2019, inscripciones presenciales en Algemesí",2019-11-03,Domingo,,road running,Absoluta/General,0.0,0.0,Algemesí,La Ribera Alta,Valencia,2019,11,Otoño,0.0,True,ALGEMESI,VALENCIA,46.0,28248.0,13969.0,14279.0,False,False
mychip,Trail Nocturn Camins de Cabres 2019,2019-11-02,Sábado,23.0,trail running,Absoluta/General,17.0,153.0,Liria,El Campo de Turia,Valencia,2019,11,Otoño,170.0,True,LIRIA,VALENCIA,46.0,,,,False,True
mychip,Trail Nocturn Camins de Cabres 2019,2019-11-02,Sábado,8.0,trail running,Absoluta/General,15.0,19.0,Liria,El Campo de Turia,Valencia,2019,11,Otoño,34.0,True,LIRIA,VALENCIA,46.0,,,,False,True
mychip,Trail Nocturn Camins de Cabres 2019,2019-11-02,Sábado,,trail running,Otros,0.0,0.0,Liria,El Campo de Turia,Valencia,2019,11,Otoño,0.0,True,LIRIA,VALENCIA,46.0,,,,False,False
mychip,Trail Nocturn Camins de Cabres 2019,2019-11-02,Sábado,45.0,trail running,Absoluta/General,0.0,0.0,Liria,El Campo de Turia,Valencia,2019,11,Otoño,0.0,True,LIRIA,VALENCIA,46.0,,,,False,True
mychip,Trail de Montanejos 2019,2019-11-02,Sábado,55.0,trail running,Absoluta/General,12.0,100.0,Montanejos,El Alto Mijares,Castellón,2019,11,Otoño,112.0,True,MONTANEJOS,CASTELLON,12.0,651.0,331.0,320.0,False,True
mychip,Trail de Montanejos 2019,2019-11-02,Sábado,30.0,trail running,Absoluta/General,43.0,203.0,Montanejos,El Alto Mijares,Castellón,2019,11,Otoño,246.0,True,MONTANEJOS,CASTELLON,12.0,651.0,331.0,320.0,False,True
mychip,Trail de Montanejos 2019,2019-11-02,Sábado,15.0,trail running,Absoluta/General,104.0,287.0,Montanejos,El Alto Mijares,Castellón,2019,11,Otoño,391.0,True,MONTANEJOS,CASTELLON,12.0,651.0,331.0,320.0,False,True
mychip,V Trail de Buñol,2019-10-27,Domingo,27.0,trail running,Absoluta/General,20.0,97.0,Buñol,La Hoya de Buñol,Valencia,2019,10,Otoño,117.0,True,BUNOL,VALENCIA,46.0,9912.0,4924.0,4988.0,False,True
mychip,V Trail de Buñol,2019-10-27,Domingo,13.5,trail running,Absoluta/General,52.0,160.0,Buñol,La Hoya de Buñol,Valencia,2019,10,Otoño,212.0,True,BUNOL,VALENCIA,46.0,9912.0,4924.0,4988.0,False,True
mychip,V Trail de Buñol,2019-10-27,Domingo,10.0,trail running,Absoluta/General,0.0,0.0,Buñol,La Hoya de Buñol,Valencia,2019,10,Otoño,0.0,True,BUNOL,VALENCIA,46.0,9912.0,4924.0,4988.0,False,True
mychip,"CAMPIONAT AUTONÒMIC ESCALADA DE VELOCITAT, PAIPORTA, FEMECV 2019",2019-10-26,Sábado,,Otros,Absoluta/General,0.0,0.0,Paiporta,Huerta Sur,Valencia,2019,10,Otoño,0.0,True,PAIPORTA,VALENCIA,46.0,28237.0,13844.0,14393.0,False,False
mychip,"CAMPIONAT AUTONÒMIC ESCALADA DE VELOCITAT, PAIPORTA, FEMECV 2019",2019-10-26,Sábado,,Otros,Infantil,0.0,0.0,Paiporta,Huerta Sur,Valencia,2019,10,Otoño,0.0,True,PAIPORTA,VALENCIA,46.0,28237.0,13844.0,14393.0,False,False
mychip,VII Cross Popular l’Alfàs del Pi,2019-10-20,Domingo,6.0,road running,Absoluta/General,0.0,0.0,Alfaz del Pi,La Marina Baja,Alicante,2019,10,Otoño,0.0,True,ALFAZ DEL PI,ALICANTE,3.0,,,,True,True
mychip,V Trail de Sellent,2019-10-20,Domingo,21.0,trail running,Absoluta/General,0.0,0.0,Sellent,La Ribera Alta,Valencia,2019,10,Otoño,0.0,True,SELLENT,VALENCIA,46.0,386.0,203.0,183.0,False,True
mychip,V Trail de Sellent,2019-10-20,Domingo,13.0,trail running,Absoluta/General,0.0,0.0,Sellent,La Ribera Alta,Valencia,2019,10,Otoño,0.0,True,SELLENT,VALENCIA,46.0,386.0,203.0,183.0,False,True
mychip,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2019",2019-10-19,Sábado,54.0,trail running,Absoluta/General,56.0,327.0,Alcoy,La Hoya de Alcoy,Alicante,2019,10,Otoño,383.0,True,ALCOY,ALICANTE,3.0,61613.0,30157.0,31456.0,True,True
mychip,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2019",2019-10-19,Sábado,30.0,trail running,Absoluta/General,188.0,458.0,Alcoy,La Hoya de Alcoy,Alicante,2019,10,Otoño,646.0,True,ALCOY,ALICANTE,3.0,61613.0,30157.0,31456.0,True,True
mychip,"TRAIL SOLIDARI CIUTAT D’ALCOI, 2019",2019-10-19,Sábado,24.0,trail running,Absoluta/General,364.0,254.0,Alcoy,La Hoya de Alcoy,Alicante,2019,10,Otoño,618.0,True,ALCOY,ALICANTE,3.0,61613.0,30157.0,31456.0,True,True
mychip,XVII Carrera popular Enguera,2019-10-18,Viernes,8.0,road running,Absoluta/General,32.0,120.0,Enguera,La Canal de Navarrés,Valencia,2019,10,Otoño,152.0,False,ENGUERA,VALENCIA,46.0,4906.0,2452.0,2454.0,True,True
mychip,"VI Volta a la Campana & III Volta Sprint, Sueras",2019-10-13,Domingo,23.0,trail running,Absoluta/General,61.0,253.0,Sueras,Plana Baja,Castellón,2019,10,Otoño,314.0,True,SUERAS,CASTELLON,12.0,595.0,310.0,285.0,False,True
mychip,"VI Volta a la Campana & III Volta Sprint, Sueras",2019-10-13,Domingo,11.2,trail running,Absoluta/General,82.0,152.0,Sueras,Plana Baja,Castellón,2019,10,Otoño,234.0,True,SUERAS,CASTELLON,12.0,595.0,310.0,285.0,False,True
mychip,8ª Bajada Solidaria Crevillent-El Realengo-Camping Marjal Costa Blanca a beneficio de la AECC y CRUZ ROJA,2019-10-13,Domingo,11.0,trail running,Absoluta/General,0.0,0.0,Crevillente,El Bajo Vinalopó,Alicante,2019,10,Otoño,0.0,True,CREVILLENTE,ALICANTE,3.0,,,,True,True
mychip,"2ª Travesía Motos de Agua, Santa Pola - Torrevieja",2019-10-12,Sábado,42.666,Otros,Absoluta/General,0.0,0.0,Santa Pola,El Bajo Vinalopó,Alicante,2019,10,Otoño,0.0,True,SANTA POLA,ALICANTE,3.0,39622.0,19669.0,19953.0,False,True
mychip,"XXVI Cursa popular 10k, 5k, Altea",2019-10-09,Miércoles,10.0,road running,Absoluta/General,31.0,129.0,Altea,La Marina Baja,Alicante,2019,10,Otoño,160.0,False,ALTEA,ALICANTE,3.0,24731.0,12138.0,12593.0,True,True
mychip,"XXVI Cursa popular 10k, 5k, Altea",2019-10-09,Miércoles,5.0,road running,Absoluta/General,35.0,70.0,Altea,La Marina Baja,Alicante,2019,10,Otoño,105.0,False,ALTEA,ALICANTE,3.0,24731.0,12138.0,12593.0,True,True
mychip,"XXVI Cursa popular 10k, 5k, Altea",2019-10-09,Miércoles,,road running,Infantil,0.0,0.0,Altea,La Marina Baja,Alicante,2019,10,Otoño,0.0,False,ALTEA,ALICANTE,3.0,24731.0,12138.0,12593.0,True,False
mychip,XIV CARRERA POR MONTAÑA Y MARCHA A PIÉ SERRA DEL COTO,2019-10-06,Domingo,22.7,trail running,Absoluta/General,84.0,248.0,Monóvar,El Vinalopó Medio,Alicante,2019,10,Otoño,332.0,True,MONOVAR,ALICANTE,3.0,13098.0,6530.0,6568.0,False,True
mychip,VI MARCHA CICLODEPORTIVA LA POBLA LLARGA,2019-10-06,Domingo,86.0,Ciclismo y btt,Absoluta/General,57.0,795.0,la Pobla Llarga,La Ribera Alta,Valencia,2019,10,Otoño,852.0,True,LA POBLA LLARGA,VALENCIA,46.0,4665.0,2341.0,2324.0,False,True
mychip,CARRERA POPULAR AVT 2019,2019-10-06,Domingo,10.0,road running,Absoluta/General,13.0,80.0,Humanes de Madrid,,Comunidad de Madrid,2019,10,Otoño,93.0,True,HUMANES DE MADRID,COMUNIDAD DE MADRID,28.0,20549.0,10270.0,10279.0,True,True
mychip,CARRERA POPULAR AVT 2019,2019-10-06,Domingo,5.0,road running,Absoluta/General,27.0,44.0,Humanes de Madrid,,Comunidad de Madrid,2019,10,Otoño,71.0,True,HUMANES DE MADRID,COMUNIDAD DE MADRID,28.0,20549.0,10270.0,10279.0,True,True
mychip,IV Trail de Tous,2019-10-06,Domingo,21.0,trail running,Absoluta/General,0.0,0.0,Tous,La Ribera Alta,Valencia,2019,10,Otoño,0.0,True,TOUS,VALENCIA,46.0,1355.0,673.0,682.0,False,True
mychip,IV Trail de Tous,2019-10-06,Domingo,14.0,trail running,Absoluta/General,0.0,0.0,Tous,La Ribera Alta,Valencia,2019,10,Otoño,0.0,True,TOUS,VALENCIA,46.0,1355.0,673.0,682.0,False,True
mychip,XI Botamarges,2019-10-05,Sábado,64.0,trail running,Absoluta/General,15.0,173.0,Adsubia,La Marina Alta,Alicante,2019,10,Otoño,188.0,True,ADSUBIA,ALICANTE,3.0,,,,False,True
mychip,"Sprint Trail Senyera, 2019",2019-09-29,Domingo,13.0,trail running,Absoluta/General,26.0,129.0,Senyera,La Ribera Alta,Valencia,2019,9,Otoño,155.0,True,SENYERA,VALENCIA,46.0,1115.0,549.0,566.0,False,True
mychip,"Sprint Trail Senyera, 2019",2019-09-29,Domingo,13.0,trail running,Absoluta/General,85.0,75.0,Senyera,La Ribera Alta,Valencia,2019,9,Otoño,160.0,True,SENYERA,VALENCIA,46.0,1115.0,549.0,566.0,False,True
mychip,IV Trail Salto de Chella,2019-09-29,Domingo,17.0,trail running,Absoluta/General,8.0,91.0,Chella,La Canal de Navarrés,Valencia,2019,9,Otoño,99.0,True,CHELLA,VALENCIA,46.0,2469.0,1228.0,1241.0,False,True
mychip,IV Trail Salto de Chella,2019-09-29,Domingo,14.0,trail running,Absoluta/General,12.0,15.0,Chella,La Canal de Navarrés,Valencia,2019,9,Otoño,27.0,True,CHELLA,VALENCIA,46.0,2469.0,1228.0,1241.0,False,True
mychip,"I caminada solidaria sueca, I caminada ADOPS pacients cancer sueca",2019-09-29,Domingo,5.5,Otros,Absoluta/General,0.0,0.0,Sueca,La Ribera Baja,Valencia,2019,9,Otoño,0.0,True,SUECA,VALENCIA,46.0,29544.0,14610.0,14934.0,True,True
mychip,X CARRERA Y MARCHA DE RABOSA,2019-09-29,Domingo,32.0,trail running,Absoluta/General,4.0,37.0,Elda,El Vinalopó Medio,Alicante,2019,9,Otoño,41.0,True,ELDA,ALICANTE,3.0,55554.0,27285.0,28269.0,False,True
mychip,X CARRERA Y MARCHA DE RABOSA,2019-09-29,Domingo,14.0,trail running,Absoluta/General,43.0,160.0,Elda,El Vinalopó Medio,Alicante,2019,9,Otoño,203.0,True,ELDA,ALICANTE,3.0,55554.0,27285.0,28269.0,False,True
mychip,X CARRERA Y MARCHA DE RABOSA,2019-09-29,Domingo,14.0,trail running,Absoluta/General,71.0,81.0,Elda,El Vinalopó Medio,Alicante,2019,9,Otoño,152.0,True,ELDA,ALICANTE,3.0,55554.0,27285.0,28269.0,False,True
mychip,"Selènika 2019, Marxa de resistència en BTT",2019-09-29,Domingo,95.0,Ciclismo y btt,Absoluta/General,15.0,401.0,Navarcles,,Barcelona,2019,9,Otoño,416.0,True,NAVARCLES,BARCELONA,8.0,6277.0,3099.0,3178.0,False,True
mychip,"Selènika 2019, Marxa de resistència en BTT",2019-09-29,Domingo,60.0,Ciclismo y btt,Absoluta/General,17.0,176.0,Navarcles,,Barcelona,2019,9,Otoño,193.0,True,NAVARCLES,BARCELONA,8.0,6277.0,3099.0,3178.0,False,True
mychip,VI CARRERA Y MARCHA NOCTURNA DE MONTAÑA DE LA VALL D’UIXÓ A LA FONT DE GARRUT,2019-09-28,Sábado,10.0,trail running,Absoluta/General,11.0,32.0,Vall de Uxó,Plana Baja,Castellón,2019,9,Otoño,43.0,True,VALL DE UXO,CASTELLON,12.0,,,,True,True
mychip,VI CARRERA Y MARCHA NOCTURNA DE MONTAÑA DE LA VALL D’UIXÓ A LA FONT DE GARRUT,2019-09-28,Sábado,10.0,trail running,Absoluta/General,69.0,33.0,Vall de Uxó,Plana Baja,Castellón,2019,9,Otoño,102.0,True,VALL DE UXO,CASTELLON,12.0,,,,True,True
mychip,"4t Trail Volta al Pantà de Tibi, III Circuit Vall del Joguet",2019-09-22,Domingo,26.0,trail running,Absoluta/General,26.0,193.0,Tibi,La Hoya de Alcoy,Alicante,2019,9,Otoño,219.0,True,TIBI,ALICANTE,3.0,1831.0,955.0,876.0,False,True
mychip,"4t Trail Volta al Pantà de Tibi, III Circuit Vall del Joguet",2019-09-22,Domingo,17.0,trail running,Absoluta/General,57.0,147.0,Tibi,La Hoya de Alcoy,Alicante,2019,9,Otoño,204.0,True,TIBI,ALICANTE,3.0,1831.0,955.0,876.0,False,True
mychip,II Trail Barx,2019-09-22,Domingo,21.0,trail running,Absoluta/General,0.0,0.0,Bárig,La Safor,Valencia,2019,9,Otoño,0.0,True,BARIG,VALENCIA,46.0,,,,False,True
mychip,II Trail Barx,2019-09-22,Domingo,11.0,trail running,Absoluta/General,0.0,0.0,Bárig,La Safor,Valencia,2019,9,Otoño,0.0,True,BARIG,VALENCIA,46.0,,,,False,True
mychip,"Mitja Marató de Muntanya de L'Alcora, 2019",2019-09-21,Sábado,21.0,trail running,Absoluta/General,20.0,142.0,Alcora,l'Alcalatén,Castellón,2019,9,Otoño,162.0,True,ALCORA,CASTELLON,12.0,,,,False,True
mychip,"Mitja Marató de Muntanya de L'Alcora, 2019",2019-09-21,Sábado,13.0,trail running,Absoluta/General,31.0,64.0,Alcora,l'Alcalatén,Castellón,2019,9,Otoño,95.0,True,ALCORA,CASTELLON,12.0,,,,False,True
mychip,"CAMPEONATO AUTONÓMICO DE ESCALADA EN BLOQUE, IBI, FEMECV 2019",2019-09-21,Sábado,,Otros,Absoluta/General,0.0,0.0,Ibi,La Hoya de Alcoy,Alicante,2019,9,Otoño,0.0,True,IBI,ALICANTE,3.0,24662.0,12310.0,12352.0,False,False
mychip,"CAMPEONATO AUTONÓMICO DE ESCALADA EN BLOQUE, IBI, FEMECV 2019",2019-09-21,Sábado,,Otros,Infantil,0.0,0.0,Ibi,La Hoya de Alcoy,Alicante,2019,9,Otoño,0.0,True,IBI,ALICANTE,3.0,24662.0,12310.0,12352.0,False,False
mychip,"Campamento territorial Bejis 2019, 1er Campamento de Juventud y Familias",2019-09-14,Sábado,,Otros,Absoluta/General,0.0,0.0,Bejís,El Alto Palancia,Castellón,2019,9,Otoño,0.0,True,BEJIS,CASTELLON,12.0,400.0,235.0,165.0,False,False
mychip,VI  10 K NOCTURNO GRAO CASTELLON  2019,2019-09-14,Sábado,10.0,road running,Absoluta/General,0.0,0.0,Vallibona,Los Puertos de Morella,Castellón,2019,9,Otoño,0.0,True,VALLIBONA,CASTELLON,12.0,63.0,38.0,25.0,True,True
mychip,Canaleta Trail Argelita,2019-09-08,Domingo,17.0,trail running,Absoluta/General,0.0,0.0,Argelita,El Alto Mijares,Castellón,2019,9,Otoño,0.0,True,ARGELITA,CASTELLON,12.0,142.0,76.0,66.0,False,True
mychip,III Trail y Maraton Benicadell,2019-09-08,Domingo,42.0,trail running,Absoluta/General,0.0,0.0,Ráfol de Salem,La Vall d'Albaida,Valencia,2019,9,Otoño,0.0,True,RAFOL DE SALEM,VALENCIA,46.0,462.0,226.0,236.0,False,True
mychip,III Trail y Maraton Benicadell,2019-09-08,Domingo,2.3,trail running,Absoluta/General,0.0,0.0,Ráfol de Salem,La Vall d'Albaida,Valencia,2019,9,Otoño,0.0,True,RAFOL DE SALEM,VALENCIA,46.0,462.0,226.0,236.0,False,True
mychip,III Trail y Maraton Benicadell,2019-09-08,Domingo,14.0,trail running,Absoluta/General,0.0,0.0,Ráfol de Salem,La Vall d'Albaida,Valencia,2019,9,Otoño,0.0,True,RAFOL DE SALEM,VALENCIA,46.0,462.0,226.0,236.0,False,True
mychip,II Trail Serra d´Orxeta,2019-09-01,Domingo,15.2,trail running,Absoluta/General,29.0,130.0,Orcheta,La Marina Baja,Alicante,2019,9,Otoño,159.0,True,ORCHETA,ALICANTE,3.0,,,,False,True
mychip,II Trail Serra d´Orxeta,2019-09-01,Domingo,15.2,trail running,Absoluta/General,6.0,14.0,Orcheta,La Marina Baja,Alicante,2019,9,Otoño,20.0,True,ORCHETA,ALICANTE,3.0,,,,False,True
mychip,XXII VOLTA A PEU A CORBERA,2019-08-31,Sábado,8.0,road running,Absoluta/General,56.0,262.0,Corbera,La Ribera Baja,Valencia,2019,8,Verano,318.0,True,CORBERA,VALENCIA,46.0,3287.0,1648.0,1639.0,False,True
mychip,VII  10 K NOCTURNO BENICASSIM PLATGES  2019,2019-08-24,Sábado,10.0,road running,Absoluta/General,0.0,0.0,Benicasim,Plana Alta,Castellón,2019,8,Verano,0.0,True,BENICASIM,CASTELLON,12.0,20586.0,10127.0,10459.0,True,True
mychip,"XXXII Volta a peu Azuliber, Alcora (inscripciones en linea de salida)",2019-08-22,Jueves,,road running,Absoluta/General,0.0,0.0,Alcora,l'Alcalatén,Castellón,2019,8,Verano,0.0,False,ALCORA,CASTELLON,12.0,,,,False,False
mychip,V TRIATLON ANNA,2019-08-17,Sábado,0.75,Multidisciplina,Absoluta/General,0.0,0.0,Anna,La Canal de Navarrés,Valencia,2019,8,Verano,0.0,True,ANNA,VALENCIA,46.0,2627.0,1323.0,1304.0,False,True
mychip,IV CURSA MATINERA SANT ROC,2019-08-15,Jueves,11.0,trail running,Absoluta/General,0.0,0.0,Villavieja,Plana Baja,Castellón,2019,8,Verano,0.0,False,VILLAVIEJA,CASTELLON,12.0,,,,False,True
mychip,VI  10K NOCTURNO LLANGOSTÍ VINARÒS  2019,2019-08-10,Sábado,10.0,road running,Absoluta/General,0.0,0.0,Vinaroz,Bajo Maestrazgo,Castellón,2019,8,Verano,0.0,True,VINAROZ,CASTELLON,12.0,,,,True,True
mychip,31 VOLTA A PEU A LA PLATJA DE TAVERNES,2019-08-02,Viernes,8.0,road running,Absoluta/General,219.0,783.0,Tabernes de Valldigna,La Safor,Valencia,2019,8,Verano,1002.0,False,TABERNES DE VALLDIGNA,VALENCIA,46.0,,,,False,True
mychip,Volta a peu a Benifairo 2019,2019-07-27,Sábado,8.0,road running,Absoluta/General,21.0,99.0,Benifairó de la Valldigna,La Safor,Valencia,2019,7,Verano,120.0,True,BENIFAIRO DE LA VALLDIGNA,VALENCIA,46.0,1593.0,792.0,801.0,False,True
mychip,42K NOCTURNO VIA VERDE AGOST 2019,2019-07-13,Sábado,42.0,road running,Absoluta/General,18.0,116.0,Agost,El Alacantí,Alicante,2019,7,Verano,134.0,True,AGOST,ALICANTE,3.0,5224.0,2657.0,2567.0,True,True
