fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,comunidad_autonoma,anyo,mes,estacion,total_finishers,es_finde,municipio_norm,provincia_norm,provincia_ine,anyo_cruce,total_poblacion,poblacion_h,poblacion_d,superficie_km2,densidad_poblacion,es_carrera_popular
sportmaniacs,TROFEU MUIXING HOSTALRIC 2026,2026-02-15,Domingo,0.0,Otros,Absoluta/General,2.0,8.0,Hostalric,la Selva,Girona,,2026,2,Invierno,10.0,True,HOSTALRIC,GIRONA,17.0,2025,4464.0,2251.0,2213.0,3.4438,1296.2425227945873,False
sportmaniacs,TROFEU MUIXING HOSTALRIC 2026,2026-02-15,Domingo,0.0,Otros,Infantil,2.0,1.0,Hostalric,la Selva,Girona,,2026,2,Invierno,3.0,True,HOSTALRIC,GIRONA,17.0,2025,4464.0,2251.0,2213.0,3.4438,1296.2425227945873,False
sportmaniacs,TROFEU MUIXING HOSTALRIC 2026,2026-02-15,Domingo,0.0,Otros,Infantil,3.0,1.0,Hostalric,la Selva,Girona,,2026,2,Invierno,4.0,True,HOSTALRIC,GIRONA,17.0,2025,4464.0,2251.0,2213.0,3.4438,1296.2425227945873,False
sportmaniacs,TROFEU MUIXING HOSTALRIC 2026,2026-02-15,Domingo,0.0,Otros,Absoluta/General,32.0,30.0,Hostalric,la Selva,Girona,,2026,2,Invierno,62.0,True,HOSTALRIC,GIRONA,17.0,2025,4464.0,2251.0,2213.0,3.4438,1296.2425227945873,False
sportmaniacs,XXXIII MITJA MARATÓ MARATÓ I 10K CIUTAT DE MONCADA 2026,2026-04-19,Domingo,21.0,road running,Absoluta/General,66.0,255.0,Moncada,,Valencia,,2026,4,Primavera,321.0,True,MONCADA,VALENCIA,46.0,2025,22252.0,10723.0,11529.0,15.828331,1405.8336283212677,False
sportmaniacs,XXXIII MITJA MARATÓ MARATÓ I 10K CIUTAT DE MONCADA 2026,2026-04-19,Domingo,10.0,road running,Absoluta/General,97.0,147.0,Moncada,,Valencia,,2026,4,Primavera,244.0,True,MONCADA,VALENCIA,46.0,2025,22252.0,10723.0,11529.0,15.828331,1405.8336283212677,False
sportmaniacs,DESAFIO 10 PICOS ESPADAN 2026,2026-05-16,Sábado,134.7,road running,Absoluta/General,16.0,317.0,Onda,,Castellón,,2026,5,Primavera,333.0,True,ONDA,CASTELLON,12.0,2025,26297.0,13174.0,13123.0,108.2345,242.96319565388117,False
sportmaniacs,DESAFIO 10 PICOS ESPADAN 2026,2026-05-16,Sábado,65.3,road running,Absoluta/General,9.0,139.0,Onda,,Castellón,,2026,5,Primavera,148.0,True,ONDA,CASTELLON,12.0,2025,26297.0,13174.0,13123.0,108.2345,242.96319565388117,False
sportmaniacs,XIV CROSS DE GELDO,2026-05-23,Sábado,10.0,road running,Absoluta/General,22.0,76.0,Geldo,,Castellón,,2026,5,Primavera,98.0,True,GELDO,CASTELLON,12.0,2025,666.0,332.0,334.0,0.5633440000000001,1182.2261353631172,False
sportmaniacs, II CARRERA SOLIDARIA BEATA MARÍA ANA DE JESÚS,2026-04-18,Sábado,0.0,road running,Absoluta/General,60.0,78.0,Madrid,,,Comunidad de Madrid,2026,4,Primavera,138.0,True,MADRID,,,2025,,,,,,True
sportmaniacs,VIII 7K SCHNEIDER ELECTRIC MELIANA 2026,2026-04-18,Sábado,7.0,road running,Absoluta/General,127.0,288.0,Meliana,,Valencia,,2026,4,Primavera,415.0,True,MELIANA,VALENCIA,46.0,2025,11046.0,5399.0,5647.0,4.7113,2344.575807102074,False
sportmaniacs,XLI MEDIA MARATON POPULAR MEDINA DEL CAMPO Y 10KM VILLA DE LAS FERIAS,2026-02-22,Domingo,10.0,road running,Absoluta/General,107.0,274.0,Medina del Campo,,Valladolid,,2026,2,Invierno,381.0,True,MEDINA DEL CAMPO,VALLADOLID,47.0,2025,20238.0,9951.0,10287.0,152.1901,132.97842632339422,True
sportmaniacs,XLI MEDIA MARATON POPULAR MEDINA DEL CAMPO Y 10KM VILLA DE LAS FERIAS,2026-02-22,Domingo,21.097,road running,Absoluta/General,59.0,310.0,Medina del Campo,,Valladolid,,2026,2,Invierno,369.0,True,MEDINA DEL CAMPO,VALLADOLID,47.0,2025,20238.0,9951.0,10287.0,152.1901,132.97842632339422,True
sportmaniacs,XIII TRAVESÍA A NADO ISLA DE LA PALMA 2026,2026-06-06,Sábado,5.0,road running,Absoluta/General,6.0,25.0,Santa Cruz de la Palma,,Santa Cruz de Tenerife,,2026,6,Verano,31.0,True,SANTA CRUZ DE LA PALMA,SANTA CRUZ DE TENERIFE,38.0,2025,15763.0,7563.0,8200.0,43.4121,363.1015316006367,False
sportmaniacs,XIII TRAVESÍA A NADO ISLA DE LA PALMA 2026,2026-06-06,Sábado,2.5,road running,Absoluta/General,45.0,70.0,Santa Cruz de la Palma,,Santa Cruz de Tenerife,,2026,6,Verano,115.0,True,SANTA CRUZ DE LA PALMA,SANTA CRUZ DE TENERIFE,38.0,2025,15763.0,7563.0,8200.0,43.4121,363.1015316006367,False
sportmaniacs,XXVI CARRERA URBANA Y XXIV CAMINATA ARJONA 2026,2026-03-21,Sábado,0.0,road running,Infantil,11.0,21.0,Arjona,,Jaén,,2026,3,Primavera,32.0,True,ARJONA,JAEN,23.0,2025,5327.0,2615.0,2712.0,158.447801,33.61990489221116,False
sportmaniacs,XXVI CARRERA URBANA Y XXIV CAMINATA ARJONA 2026,2026-03-21,Sábado,0.0,Otros,Otros,104.0,268.0,Arjona,,Jaén,,2026,3,Primavera,372.0,True,ARJONA,JAEN,23.0,2025,5327.0,2615.0,2712.0,158.447801,33.61990489221116,False
sportmaniacs,XXVI CARRERA URBANA Y XXIV CAMINATA ARJONA 2026,2026-03-21,Sábado,0.0,road running,Infantil,16.0,28.0,Arjona,,Jaén,,2026,3,Primavera,44.0,True,ARJONA,JAEN,23.0,2025,5327.0,2615.0,2712.0,158.447801,33.61990489221116,False
sportmaniacs,XXXVIII MILLA URBANA DE TORRES 2026,2026-03-14,Sábado,0.0,road running,Infantil,11.0,14.0,Torres,,Jaén,,2026,3,Primavera,25.0,True,TORRES,JAEN,23.0,2025,1337.0,694.0,643.0,80.039845,16.704180274212174,True
sportmaniacs,XXXVIII MILLA URBANA DE TORRES 2026,2026-03-14,Sábado,0.0,road running,Infantil,5.0,11.0,Torres,,Jaén,,2026,3,Primavera,16.0,True,TORRES,JAEN,23.0,2025,1337.0,694.0,643.0,80.039845,16.704180274212174,True
sportmaniacs,XXXVIII MILLA URBANA DE TORRES 2026,2026-03-14,Sábado,0.0,Otros,Otros,79.0,234.0,Torres,,Jaén,,2026,3,Primavera,313.0,True,TORRES,JAEN,23.0,2025,1337.0,694.0,643.0,80.039845,16.704180274212174,True
sportmaniacs,Carrera de Sahara Cross Ormaiztegi,2026-02-22,Domingo,10.0,road running,Absoluta/General,23.0,72.0,Ormaiztegi,,Gipuzkoa,,2026,2,Invierno,95.0,True,ORMAIZTEGI,GIPUZKOA,20.0,2025,1291.0,655.0,636.0,6.768572000000001,190.73447102283907,False
sportmaniacs,Carrera de Sahara Cross Ormaiztegi,2026-02-22,Domingo,5.0,road running,Absoluta/General,22.0,28.0,Ormaiztegi,,Gipuzkoa,,2026,2,Invierno,50.0,True,ORMAIZTEGI,GIPUZKOA,20.0,2025,1291.0,655.0,636.0,6.768572000000001,190.73447102283907,False
sportmaniacs,Open Maxxis Marathon El Vendrell 2026,2026-03-01,Domingo,0.0,road running,Absoluta/General,2.0,34.0,Vendrell (El),Baix Penedès,Tarragona,,2026,3,Primavera,36.0,True,EL VENDRELL,TARRAGONA,43.0,2025,41195.0,20381.0,20814.0,36.9063,1116.2050923555057,False
sportmaniacs,Open Maxxis Marathon El Vendrell 2026,2026-03-01,Domingo,0.0,Ciclismo y btt,Absoluta/General,0.0,7.0,Vendrell (El),Baix Penedès,Tarragona,,2026,3,Primavera,7.0,True,EL VENDRELL,TARRAGONA,43.0,2025,41195.0,20381.0,20814.0,36.9063,1116.2050923555057,False
sportmaniacs,Open Maxxis Marathon El Vendrell 2026,2026-03-01,Domingo,0.0,road running,Absoluta/General,4.0,157.0,Vendrell (El),Baix Penedès,Tarragona,,2026,3,Primavera,161.0,True,EL VENDRELL,TARRAGONA,43.0,2025,41195.0,20381.0,20814.0,36.9063,1116.2050923555057,False
sportmaniacs,Open Maxxis Marathon El Vendrell 2026,2026-03-01,Domingo,0.0,Ciclismo y btt,Absoluta/General,1.0,32.0,Vendrell (El),Baix Penedès,Tarragona,,2026,3,Primavera,33.0,True,EL VENDRELL,TARRAGONA,43.0,2025,41195.0,20381.0,20814.0,36.9063,1116.2050923555057,False
sportmaniacs,Open Maxxis Marathon El Vendrell 2026,2026-03-01,Domingo,0.0,road running,Absoluta/General,12.0,99.0,Vendrell (El),Baix Penedès,Tarragona,,2026,3,Primavera,111.0,True,EL VENDRELL,TARRAGONA,43.0,2025,41195.0,20381.0,20814.0,36.9063,1116.2050923555057,False
sportmaniacs,Open Maxxis Marathon El Vendrell 2026,2026-03-01,Domingo,0.0,road running,Absoluta/General,8.0,65.0,Vendrell (El),Baix Penedès,Tarragona,,2026,3,Primavera,73.0,True,EL VENDRELL,TARRAGONA,43.0,2025,41195.0,20381.0,20814.0,36.9063,1116.2050923555057,False
sportmaniacs,Open Maxxis Marathon El Vendrell 2026,2026-03-01,Domingo,0.0,road running,Absoluta/General,6.0,137.0,Vendrell (El),Baix Penedès,Tarragona,,2026,3,Primavera,143.0,True,EL VENDRELL,TARRAGONA,43.0,2025,41195.0,20381.0,20814.0,36.9063,1116.2050923555057,False
sportmaniacs,XII CARRERA MUJERES Y HOMBRES POR LA IGUALDAD EN TOLEDO,2026-03-07,Sábado,0.0,road running,Absoluta/General,45.0,44.0,Toledo,,Toledo,,2026,3,Primavera,89.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,False
sportmaniacs,XII CARRERA MUJERES Y HOMBRES POR LA IGUALDAD EN TOLEDO,2026-03-07,Sábado,0.0,road running,Absoluta/General,13.0,6.0,Toledo,,Toledo,,2026,3,Primavera,19.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,False
sportmaniacs,TRAGAMILLAS 2026 MEDIA MARATON COLLADO VILLALBA,2026-03-01,Domingo,21.0,road running,Absoluta/General,137.0,550.0,Collado Villalba,,,Comunidad de Madrid,2026,3,Primavera,687.0,True,COLLADO VILLALBA,,,2025,,,,,,False
sportmaniacs,TRAGAMILLAS 2026 MEDIA MARATON COLLADO VILLALBA,2026-03-01,Domingo,10.0,road running,Absoluta/General,188.0,298.0,Collado Villalba,,,Comunidad de Madrid,2026,3,Primavera,486.0,True,COLLADO VILLALBA,,,2025,,,,,,False
sportmaniacs,XV CARRERA SOLIDARIA ENTRECULTURAS ZARAGOZA 2026,2026-03-01,Domingo,5.0,road running,Absoluta/General,96.0,165.0,Zaragoza,Zaragoza,Zaragoza,,2026,3,Primavera,261.0,True,ZARAGOZA,ZARAGOZA,50.0,2025,699007.0,335698.0,363309.0,973.9974,717.6682401821606,True
sportmaniacs,I MTB LA ROCOSA - CIRCUITO TRIPLE CORONA BY SCOTT 2026,2026-03-01,Domingo,0.0,road running,Absoluta/General,22.0,485.0,Moralzarzal,,,Comunidad de Madrid,2026,3,Primavera,507.0,True,MORALZARZAL,,,2025,,,,,,False
sportmaniacs,I MTB LA ROCOSA - CIRCUITO TRIPLE CORONA BY SCOTT 2026,2026-03-01,Domingo,0.0,road running,Absoluta/General,7.0,117.0,Moralzarzal,,,Comunidad de Madrid,2026,3,Primavera,124.0,True,MORALZARZAL,,,2025,,,,,,False
sportmaniacs,10a CURSA DE LA DONA DE CORNELLA - 2026,2026-03-01,Domingo,0.0,Otros,Absoluta/General,759.0,25.0,Cornellà de Llobregat,Baix Llobregat,Barcelona,,2026,3,Primavera,784.0,True,CORNELLA DE LLOBREGAT,BARCELONA,8.0,2025,92255.0,44716.0,47539.0,6.8949,13380.179553002945,True
sportmaniacs,"WHM "" CAMINS DE LLOPS""",2026-04-04,Sábado,42.195,road running,Absoluta/General,12.0,40.0,Albocàsser,l'Alt Maestrat,Castellón,,2026,4,Primavera,52.0,True,ALBOCASSER,CASTELLON,12.0,2025,1370.0,684.0,686.0,82.29242099999999,16.647948661031617,False
sportmaniacs,"WHM "" CAMINS DE LLOPS""",2026-04-04,Sábado,42.195,road running,Absoluta/General,52.0,36.0,Albocàsser,l'Alt Maestrat,Castellón,,2026,4,Primavera,88.0,True,ALBOCASSER,CASTELLON,12.0,2025,1370.0,684.0,686.0,82.29242099999999,16.647948661031617,False
sportmaniacs,MONTTRAIL LOS YEBENES 2026.,2026-05-10,Domingo,15.0,road running,Absoluta/General,23.0,82.0,Toledo,,Toledo,,2026,5,Primavera,105.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,False
sportmaniacs,MONTTRAIL LOS YEBENES 2026.,2026-05-10,Domingo,26.0,road running,Absoluta/General,6.0,36.0,Toledo,,Toledo,,2026,5,Primavera,42.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,False
sportmaniacs,MONTTRAIL LOS YEBENES 2026.,2026-05-10,Domingo,7.0,road running,Absoluta/General,21.0,48.0,Toledo,,Toledo,,2026,5,Primavera,69.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,False
sportmaniacs,II CARRERA Y MARCHA SOLIDARIA AUTISMO CONSUEGRA,2026-04-12,Domingo,0.0,road running,Absoluta/General,52.0,99.0,Toledo,,Toledo,,2026,4,Primavera,151.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,True
sportmaniacs,III MITJA MARATÓ LA POBLA DE VALLBONA,2026-04-19,Domingo,21.0,road running,Absoluta/General,25.0,164.0,Pobla de Vallbona (la),,Valencia,,2026,4,Primavera,189.0,True,LA POBLA DE VALLBONA,VALENCIA,46.0,2025,27777.0,13881.0,13896.0,33.247600000000006,835.4588000336865,False
sportmaniacs,3a ALEIXAR TRAIL 2026,2026-04-26,Domingo,15.0,trail running,Absoluta/General,14.0,74.0,Aleixar (L'),Baix Camp,Tarragona,,2026,4,Primavera,88.0,True,L'ALEIXAR,TARRAGONA,43.0,2025,1026.0,533.0,493.0,26.1145,39.2885178732122,False
sportmaniacs,3a ALEIXAR TRAIL 2026,2026-04-26,Domingo,11.0,marcha,Absoluta/General,60.0,44.0,Aleixar (L'),Baix Camp,Tarragona,,2026,4,Primavera,104.0,True,L'ALEIXAR,TARRAGONA,43.0,2025,1026.0,533.0,493.0,26.1145,39.2885178732122,False
sportmaniacs,3a ALEIXAR TRAIL 2026,2026-04-26,Domingo,0.0,trail running,Infantil,14.0,21.0,Aleixar (L'),Baix Camp,Tarragona,,2026,4,Primavera,35.0,True,L'ALEIXAR,TARRAGONA,43.0,2025,1026.0,533.0,493.0,26.1145,39.2885178732122,False
sportmaniacs,II 10K de Bilbao Rural Kutxa,2026-03-07,Sábado,10.0,road running,Absoluta/General,1418.0,2321.0,Bilbao,,Vizcaya,,2026,3,Primavera,3739.0,True,BILBAO,VIZCAYA,48.0,2025,350975.0,167198.0,183777.0,41.3426,8489.427370315365,False
sportmaniacs,Carreras infantiles II 10K de Bilbao Rural Kutxa,2026-03-07,Sábado,0.0,road running,Infantil,36.0,38.0,Bilbao,,Vizcaya,,2026,3,Primavera,74.0,True,BILBAO,VIZCAYA,48.0,2025,350975.0,167198.0,183777.0,41.3426,8489.427370315365,False
sportmaniacs,Carreras infantiles II 10K de Bilbao Rural Kutxa,2026-03-07,Sábado,0.0,road running,Otros,11.0,18.0,Bilbao,,Vizcaya,,2026,3,Primavera,29.0,True,BILBAO,VIZCAYA,48.0,2025,350975.0,167198.0,183777.0,41.3426,8489.427370315365,False
sportmaniacs,Carreras infantiles II 10K de Bilbao Rural Kutxa,2026-03-07,Sábado,0.0,road running,Infantil,50.0,41.0,Bilbao,,Vizcaya,,2026,3,Primavera,91.0,True,BILBAO,VIZCAYA,48.0,2025,350975.0,167198.0,183777.0,41.3426,8489.427370315365,False
sportmaniacs,Carreras infantiles II 10K de Bilbao Rural Kutxa,2026-03-07,Sábado,0.0,road running,Infantil,61.0,63.0,Bilbao,,Vizcaya,,2026,3,Primavera,124.0,True,BILBAO,VIZCAYA,48.0,2025,350975.0,167198.0,183777.0,41.3426,8489.427370315365,False
sportmaniacs,Carreras infantiles II 10K de Bilbao Rural Kutxa,2026-03-07,Sábado,0.0,road running,Infantil,57.0,0.0,Bilbao,,Vizcaya,,2026,3,Primavera,57.0,True,BILBAO,VIZCAYA,48.0,2025,350975.0,167198.0,183777.0,41.3426,8489.427370315365,False
sportmaniacs,Carreras infantiles II 10K de Bilbao Rural Kutxa,2026-03-07,Sábado,0.0,road running,Infantil,0.0,103.0,Bilbao,,Vizcaya,,2026,3,Primavera,103.0,True,BILBAO,VIZCAYA,48.0,2025,350975.0,167198.0,183777.0,41.3426,8489.427370315365,False
sportmaniacs,XXI Camiñada de Montaña de Entrimo,2026-04-25,Sábado,50.0,road running,Absoluta/General,30.0,88.0,Entrimo,A Baixa Limia,Ourense,,2026,4,Primavera,118.0,True,ENTRIMO,OURENSE,32.0,2025,1092.0,535.0,557.0,84.2976,12.95410545495957,False
sportmaniacs,XXI Camiñada de Montaña de Entrimo,2026-04-25,Sábado,25.0,road running,Absoluta/General,35.0,48.0,Entrimo,A Baixa Limia,Ourense,,2026,4,Primavera,83.0,True,ENTRIMO,OURENSE,32.0,2025,1092.0,535.0,557.0,84.2976,12.95410545495957,False
sportmaniacs,DESAFÍO DE LA LEYENDA 7 MANCAS,2026-03-01,Domingo,10.0,road running,Absoluta/General,54.0,142.0,Simancas,,Valladolid,,2026,3,Primavera,196.0,True,SIMANCAS,VALLADOLID,47.0,2025,5552.0,2795.0,2757.0,42.363539,131.05609519544623,False
sportmaniacs,DESAFÍO DE LA LEYENDA 7 MANCAS,2026-03-01,Domingo,5.0,road running,Absoluta/General,36.0,38.0,Simancas,,Valladolid,,2026,3,Primavera,74.0,True,SIMANCAS,VALLADOLID,47.0,2025,5552.0,2795.0,2757.0,42.363539,131.05609519544623,False
sportmaniacs,DESAFÍO DE LA LEYENDA 7 MANCAS,2026-03-01,Domingo,0.0,Otros,Absoluta/General,30.0,98.0,Simancas,,Valladolid,,2026,3,Primavera,128.0,True,SIMANCAS,VALLADOLID,47.0,2025,5552.0,2795.0,2757.0,42.363539,131.05609519544623,False
sportmaniacs,12au Corsa dera Hemna,2026-03-08,Domingo,5.0,road running,Absoluta/General,117.0,35.0,Vielha e Mijaran,Val d'Aran,Lleida,,2026,3,Primavera,152.0,True,VIELHA E MIJARAN,LLEIDA,25.0,2025,5857.0,2952.0,2905.0,211.2952,27.719512795368754,False
sportmaniacs,MTB CAMARENA TIERRA DE VINOS,2026-04-12,Domingo,0.0,Ciclismo y btt,Absoluta/General,2.0,10.0,Toledo,,Toledo,,2026,4,Primavera,12.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,False
sportmaniacs,MTB CAMARENA TIERRA DE VINOS,2026-04-12,Domingo,0.0,Ciclismo y btt,Absoluta/General,1.0,79.0,Toledo,,Toledo,,2026,4,Primavera,80.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,False
sportmaniacs,XV VOLTA A PEU LA MALLA MANISES,2026-04-19,Domingo,5.0,road running,Absoluta/General,75.0,148.0,Manises,l'Horta Sud,Valencia,,2026,4,Primavera,223.0,True,MANISES,VALENCIA,46.0,2025,32747.0,16233.0,16514.0,19.374,1690.2549809022403,False
sportmaniacs,Ecoparque Trail 2026,2026-03-08,Domingo,0.0,trail running,Absoluta/General,87.0,143.0,Arnuero,,,Cantabria,2026,3,Primavera,230.0,True,ARNUERO,,,2025,,,,,,False
sportmaniacs,Ecoparque Trail 2026,2026-03-08,Domingo,0.0,trail running,Absoluta/General,38.0,200.0,Arnuero,,,Cantabria,2026,3,Primavera,238.0,True,ARNUERO,,,2025,,,,,,False
sportmaniacs,Ecoparque Trail 2026,2026-03-08,Domingo,0.0,trail running,Absoluta/General,68.0,121.0,Arnuero,,,Cantabria,2026,3,Primavera,189.0,True,ARNUERO,,,2025,,,,,,False
sportmaniacs,Ecoparque Trail 2026,2026-03-08,Domingo,0.0,Multidisciplina,Absoluta/General,8.0,14.0,Arnuero,,,Cantabria,2026,3,Primavera,22.0,True,ARNUERO,,,2025,,,,,,False
sportmaniacs,MenoEndur,2026-03-08,Domingo,0.0,Multidisciplina,Absoluta/General,3.0,97.0,Cubillos del Sil,El Bierzo,León,,2026,3,Primavera,100.0,True,CUBILLOS DEL SIL,LEON,24.0,2025,1749.0,928.0,821.0,53.408087,32.747849590643455,False
sportmaniacs,MenoEndur,2026-03-08,Domingo,0.0,Multidisciplina,Absoluta/General,3.0,88.0,Cubillos del Sil,El Bierzo,León,,2026,3,Primavera,91.0,True,CUBILLOS DEL SIL,LEON,24.0,2025,1749.0,928.0,821.0,53.408087,32.747849590643455,False
sportmaniacs,MenoEndur,2026-03-08,Domingo,0.0,Multidisciplina,Absoluta/General,3.0,95.0,Cubillos del Sil,El Bierzo,León,,2026,3,Primavera,98.0,True,CUBILLOS DEL SIL,LEON,24.0,2025,1749.0,928.0,821.0,53.408087,32.747849590643455,False
sportmaniacs,MenoEndur,2026-03-08,Domingo,0.0,Ciclismo y btt,Absoluta/General,3.0,40.0,Cubillos del Sil,El Bierzo,León,,2026,3,Primavera,43.0,True,CUBILLOS DEL SIL,LEON,24.0,2025,1749.0,928.0,821.0,53.408087,32.747849590643455,False
sportmaniacs,MenoEndur,2026-03-08,Domingo,0.0,Otros,Absoluta/General,0.0,14.0,Cubillos del Sil,El Bierzo,León,,2026,3,Primavera,14.0,True,CUBILLOS DEL SIL,LEON,24.0,2025,1749.0,928.0,821.0,53.408087,32.747849590643455,False
sportmaniacs,MenoEndur,2026-03-08,Domingo,0.0,Otros,Absoluta/General,0.0,9.0,Cubillos del Sil,El Bierzo,León,,2026,3,Primavera,9.0,True,CUBILLOS DEL SIL,LEON,24.0,2025,1749.0,928.0,821.0,53.408087,32.747849590643455,False
sportmaniacs,MenoEndur,2026-03-08,Domingo,0.0,Otros,Absoluta/General,0.0,34.0,Cubillos del Sil,El Bierzo,León,,2026,3,Primavera,34.0,True,CUBILLOS DEL SIL,LEON,24.0,2025,1749.0,928.0,821.0,53.408087,32.747849590643455,False
sportmaniacs,15KM MADRID METLIFE 2026,2026-03-08,Domingo,15.0,road running,Absoluta/General,2721.0,4154.0,Madrid,,,Comunidad de Madrid,2026,3,Primavera,6875.0,True,MADRID,,,2025,,,,,,False
sportmaniacs,CAMPEONATO DE ESPAÑA UNIVERSITARIO DE CAMPO A TRAVES 2026,2026-03-07,Sábado,0.0,Otros,Equipos,0.0,83.0,Jaén,,Jaén,,2026,3,Primavera,83.0,True,JAEN,JAEN,23.0,2025,112119.0,53868.0,58251.0,424.2281,264.2894235436078,False
sportmaniacs,CAMPEONATO DE ESPAÑA UNIVERSITARIO DE CAMPO A TRAVES 2026,2026-03-07,Sábado,0.0,Otros,Absoluta/General,0.0,91.0,Jaén,,Jaén,,2026,3,Primavera,91.0,True,JAEN,JAEN,23.0,2025,112119.0,53868.0,58251.0,424.2281,264.2894235436078,False
sportmaniacs,CAMPEONATO DE ESPAÑA UNIVERSITARIO DE CAMPO A TRAVES 2026,2026-03-07,Sábado,0.0,Otros,Equipos,52.0,0.0,Jaén,,Jaén,,2026,3,Primavera,52.0,True,JAEN,JAEN,23.0,2025,112119.0,53868.0,58251.0,424.2281,264.2894235436078,False
sportmaniacs,CAMPEONATO DE ESPAÑA UNIVERSITARIO DE CAMPO A TRAVES 2026,2026-03-07,Sábado,0.0,Otros,Absoluta/General,67.0,0.0,Jaén,,Jaén,,2026,3,Primavera,67.0,True,JAEN,JAEN,23.0,2025,112119.0,53868.0,58251.0,424.2281,264.2894235436078,False
sportmaniacs,ANEM MES ENLLA 2026 MARIANISTES,2026-04-25,Sábado,5.0,road running,Absoluta/General,225.0,288.0,Alboraya,,Valencia,,2026,4,Primavera,513.0,True,ALBORAYA,VALENCIA,46.0,2025,26324.0,12754.0,13570.0,8.35,3152.5748502994015,False
sportmaniacs,XXVII CARRERA URBANA VILLA DE BEAS 2026,2026-04-12,Domingo,0.0,road running,Infantil,29.0,39.0,Beas de Segura,,Jaén,,2026,4,Primavera,68.0,True,BEAS DE SEGURA,JAEN,23.0,2025,4991.0,2600.0,2391.0,159.373621,31.316349397620826,False
sportmaniacs,XXVII CARRERA URBANA VILLA DE BEAS 2026,2026-04-12,Domingo,0.0,road running,Infantil,10.0,25.0,Beas de Segura,,Jaén,,2026,4,Primavera,35.0,True,BEAS DE SEGURA,JAEN,23.0,2025,4991.0,2600.0,2391.0,159.373621,31.316349397620826,False
sportmaniacs,XXVII CARRERA URBANA VILLA DE BEAS 2026,2026-04-12,Domingo,0.0,Otros,Otros,63.0,166.0,Beas de Segura,,Jaén,,2026,4,Primavera,229.0,True,BEAS DE SEGURA,JAEN,23.0,2025,4991.0,2600.0,2391.0,159.373621,31.316349397620826,False
sportmaniacs,XLI CROSS URBANO VIRGEN DE LA CABEZA 2026,2026-03-28,Sábado,0.0,road running,Infantil,96.0,126.0,Andújar,,Jaén,,2026,3,Primavera,222.0,True,ANDUJAR,JAEN,23.0,2025,35677.0,17402.0,18275.0,963.5996,37.024714414576344,False
sportmaniacs,XLI CROSS URBANO VIRGEN DE LA CABEZA 2026,2026-03-28,Sábado,0.0,Otros,Otros,210.0,513.0,Andújar,,Jaén,,2026,3,Primavera,723.0,True,ANDUJAR,JAEN,23.0,2025,35677.0,17402.0,18275.0,963.5996,37.024714414576344,False
sportmaniacs,III Proba Copa Xunta de Galicia - GPM A RÚA,2026-05-31,Domingo,0.0,trail running,Absoluta/General,7.0,38.0,Rúa (A),Ourense,Ourense,,2026,5,Primavera,45.0,True,A RUA,OURENSE,32.0,2025,4217.0,2093.0,2124.0,35.908836,117.43627668688565,False
sportmaniacs,III Proba Copa Xunta de Galicia - GPM A RÚA,2026-05-31,Domingo,0.0,trail running,Absoluta/General,6.0,26.0,Rúa (A),Ourense,Ourense,,2026,5,Primavera,32.0,True,A RUA,OURENSE,32.0,2025,4217.0,2093.0,2124.0,35.908836,117.43627668688565,False
sportmaniacs,IX CARRERA DE ATLETISMO POPULAR DE AJOFRÍN,2026-04-25,Sábado,0.0,road running,Infantil,14.0,14.0,Toledo,,Toledo,,2026,4,Primavera,28.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,True
sportmaniacs,IX CARRERA DE ATLETISMO POPULAR DE AJOFRÍN,2026-04-25,Sábado,0.0,road running,Infantil,12.0,15.0,Toledo,,Toledo,,2026,4,Primavera,27.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,True
sportmaniacs,IX CARRERA DE ATLETISMO POPULAR DE AJOFRÍN,2026-04-25,Sábado,0.0,road running,Absoluta/General,35.0,96.0,Toledo,,Toledo,,2026,4,Primavera,131.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,True
sportmaniacs,IX CARRERA DE ATLETISMO POPULAR DE AJOFRÍN,2026-04-25,Sábado,0.0,road running,Infantil,12.0,3.0,Toledo,,Toledo,,2026,4,Primavera,15.0,True,TOLEDO,TOLEDO,45.0,2025,87074.0,41543.0,45531.0,232.1396,375.09326284701103,True
