fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,comunidad_autonoma,anyo,mes,estacion,total_finishers,es_finde,municipio_norm,provincia_norm,provincia_ine,anyo_cruce,total_poblacion,poblacion_h,poblacion_d,superficie_km2,densidad_poblacion,es_carrera_popular
carreirasgalegas,"XLV TROFEO DE CAMPO A TRAVÉS - SAN MIGUEL DE OIA ""I MEMORIAL ALEJANDRO GÓMEZ CABRAL""",2022-12-18,Domingo,0.1,road running,Absoluta/General,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2022,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2022,,,,,,False
carreirasgalegas,"XLV TROFEO DE CAMPO A TRAVÉS - SAN MIGUEL DE OIA ""I MEMORIAL ALEJANDRO GÓMEZ CABRAL""",2022-12-18,Domingo,0.575,road running,Infantil,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2022,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2022,,,,,,False
carreirasgalegas,"XLV TROFEO DE CAMPO A TRAVÉS - SAN MIGUEL DE OIA ""I MEMORIAL ALEJANDRO GÓMEZ CABRAL""",2022-12-18,Domingo,0.7,road running,Infantil,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2022,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2022,,,,,,False
carreirasgalegas,"XLV TROFEO DE CAMPO A TRAVÉS - SAN MIGUEL DE OIA ""I MEMORIAL ALEJANDRO GÓMEZ CABRAL""",2022-12-18,Domingo,1.0,road running,Absoluta/General,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2022,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2022,,,,,,False
carreirasgalegas,"XLV TROFEO DE CAMPO A TRAVÉS - SAN MIGUEL DE OIA ""I MEMORIAL ALEJANDRO GÓMEZ CABRAL""",2022-12-18,Domingo,1.0,road running,Infantil,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2022,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2022,,,,,,False
carreirasgalegas,"XLV TROFEO DE CAMPO A TRAVÉS - SAN MIGUEL DE OIA ""I MEMORIAL ALEJANDRO GÓMEZ CABRAL""",2022-12-18,Domingo,2.0,road running,Infantil,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2022,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2022,,,,,,False
carreirasgalegas,"XLV TROFEO DE CAMPO A TRAVÉS - SAN MIGUEL DE OIA ""I MEMORIAL ALEJANDRO GÓMEZ CABRAL""",2022-12-18,Domingo,3.0,road running,Infantil,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2022,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2022,,,,,,False
carreirasgalegas,"XLV TROFEO DE CAMPO A TRAVÉS - SAN MIGUEL DE OIA ""I MEMORIAL ALEJANDRO GÓMEZ CABRAL""",2022-12-18,Domingo,4.0,road running,Infantil,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2022,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2022,,,,,,False
carreirasgalegas,"XLV TROFEO DE CAMPO A TRAVÉS - SAN MIGUEL DE OIA ""I MEMORIAL ALEJANDRO GÓMEZ CABRAL""",2022-12-18,Domingo,10.0,road running,Absoluta/General,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2022,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2022,,,,,,False
carreirasgalegas,XLVI CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO,2023-11-12,Domingo,1.4,road running,Absoluta/General,799.0,862.0,Ourense,,Ourense,,2023,11,Otoño,1661.0,True,OURENSE,OURENSE,32.0,2023,104250.0,47322.0,56928.0,84.7715,1229.776516871826,True
carreirasgalegas,XLVI CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO,2023-11-12,Domingo,5.0,road running,Infantil,752.0,845.0,Ourense,,Ourense,,2023,11,Otoño,1597.0,True,OURENSE,OURENSE,32.0,2023,104250.0,47322.0,56928.0,84.7715,1229.776516871826,True
carreirasgalegas,XLVI CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO,2023-11-12,Domingo,10.0,road running,Absoluta/General,575.0,1870.0,Ourense,,Ourense,,2023,11,Otoño,2445.0,True,OURENSE,OURENSE,32.0,2023,104250.0,47322.0,56928.0,84.7715,1229.776516871826,True
carreirasgalegas,XLVI TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO “DEDICADA Á MULLER - DEPORTE ADAPTADO”,2023-12-17,Domingo,0.1,road running,Absoluta/General,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2023,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2023,,,,,,False
carreirasgalegas,XLVI TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO “DEDICADA Á MULLER - DEPORTE ADAPTADO”,2023-12-17,Domingo,0.527,road running,Infantil,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2023,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2023,,,,,,False
carreirasgalegas,XLVI TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO “DEDICADA Á MULLER - DEPORTE ADAPTADO”,2023-12-17,Domingo,0.7,road running,Infantil,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2023,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2023,,,,,,False
carreirasgalegas,XLVI TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO “DEDICADA Á MULLER - DEPORTE ADAPTADO”,2023-12-17,Domingo,1.0,road running,Absoluta/General,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2023,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2023,,,,,,False
carreirasgalegas,XLVI TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO “DEDICADA Á MULLER - DEPORTE ADAPTADO”,2023-12-17,Domingo,1.075,road running,Infantil,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2023,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2023,,,,,,False
carreirasgalegas,XLVI TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO “DEDICADA Á MULLER - DEPORTE ADAPTADO”,2023-12-17,Domingo,2.0,road running,Infantil,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2023,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2023,,,,,,False
carreirasgalegas,XLVI TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO “DEDICADA Á MULLER - DEPORTE ADAPTADO”,2023-12-17,Domingo,4.0,road running,Infantil,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2023,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2023,,,,,,False
carreirasgalegas,XLVI TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO “DEDICADA Á MULLER - DEPORTE ADAPTADO”,2023-12-17,Domingo,10.0,road running,Absoluta/General,,,Loureiro - San Miguel de Oia,Vigo,,Galicia,2023,12,Invierno,,True,LOUREIRO - SAN MIGUEL DE OIA,,,2023,,,,,,False
carreirasgalegas,XLVII CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO,2024-11-10,Domingo,0.8,road running,Absoluta/General,,,Ourense,,Ourense,,2024,11,Otoño,,True,OURENSE,OURENSE,32.0,2024,104725.0,47462.0,57263.0,84.7715,1235.379815150139,True
carreirasgalegas,XLVII CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO,2024-11-10,Domingo,0.8,road running,Infantil,666.0,715.0,Ourense,,Ourense,,2024,11,Otoño,1381.0,True,OURENSE,OURENSE,32.0,2024,104725.0,47462.0,57263.0,84.7715,1235.379815150139,True
carreirasgalegas,XLVII CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO,2024-11-10,Domingo,5.0,road running,Infantil,885.0,869.0,Ourense,,Ourense,,2024,11,Otoño,1754.0,True,OURENSE,OURENSE,32.0,2024,104725.0,47462.0,57263.0,84.7715,1235.379815150139,True
carreirasgalegas,XLVII CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO,2024-11-10,Domingo,10.0,road running,Absoluta/General,681.0,2072.0,Ourense,,Ourense,,2024,11,Otoño,2753.0,True,OURENSE,OURENSE,32.0,2024,104725.0,47462.0,57263.0,84.7715,1235.379815150139,True
carreirasgalegas,XLVII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2024-12-08,Domingo,0.1,road running,Absoluta/General,,,San Miguel de Oia,Vigo,,Galicia,2024,12,Invierno,,True,SAN MIGUEL DE OIA,,,2024,,,,,,False
carreirasgalegas,XLVII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2024-12-08,Domingo,0.527,road running,Infantil,,,San Miguel de Oia,Vigo,,Galicia,2024,12,Invierno,,True,SAN MIGUEL DE OIA,,,2024,,,,,,False
carreirasgalegas,XLVII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2024-12-08,Domingo,0.7,road running,Infantil,,,San Miguel de Oia,Vigo,,Galicia,2024,12,Invierno,,True,SAN MIGUEL DE OIA,,,2024,,,,,,False
carreirasgalegas,XLVII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2024-12-08,Domingo,1.0,road running,Absoluta/General,,,San Miguel de Oia,Vigo,,Galicia,2024,12,Invierno,,True,SAN MIGUEL DE OIA,,,2024,,,,,,False
carreirasgalegas,XLVII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2024-12-08,Domingo,1.075,road running,Infantil,,,San Miguel de Oia,Vigo,,Galicia,2024,12,Invierno,,True,SAN MIGUEL DE OIA,,,2024,,,,,,False
carreirasgalegas,XLVII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2024-12-08,Domingo,2.0,road running,Infantil,,,San Miguel de Oia,Vigo,,Galicia,2024,12,Invierno,,True,SAN MIGUEL DE OIA,,,2024,,,,,,False
carreirasgalegas,XLVII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2024-12-08,Domingo,4.0,road running,Infantil,,,San Miguel de Oia,Vigo,,Galicia,2024,12,Invierno,,True,SAN MIGUEL DE OIA,,,2024,,,,,,False
carreirasgalegas,XLVII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2024-12-08,Domingo,10.0,road running,Absoluta/General,,,San Miguel de Oia,Vigo,,Galicia,2024,12,Invierno,,True,SAN MIGUEL DE OIA,,,2024,,,,,,False
carreirasgalegas,XLVIII CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO,2025-11-09,Domingo,1.1,road running,Absoluta/General,,,Ourense,,Ourense,,2025,11,Otoño,,True,OURENSE,OURENSE,32.0,2025,105609.0,47878.0,57731.0,84.7715,1245.8078481565149,True
carreirasgalegas,XLVIII CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO,2025-11-09,Domingo,1.1,road running,Infantil,735.0,773.0,Ourense,,Ourense,,2025,11,Otoño,1508.0,True,OURENSE,OURENSE,32.0,2025,105609.0,47878.0,57731.0,84.7715,1245.8078481565149,True
carreirasgalegas,XLVIII CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO,2025-11-09,Domingo,4.5,road running,Infantil,975.0,1009.0,Ourense,,Ourense,,2025,11,Otoño,1984.0,True,OURENSE,OURENSE,32.0,2025,105609.0,47878.0,57731.0,84.7715,1245.8078481565149,True
carreirasgalegas,XLVIII CARREIRA PEDESTRE POPULAR DO SAN MARTIÑO,2025-11-09,Domingo,10.0,road running,Absoluta/General,782.0,2245.0,Ourense,,Ourense,,2025,11,Otoño,3027.0,True,OURENSE,OURENSE,32.0,2025,105609.0,47878.0,57731.0,84.7715,1245.8078481565149,True
carreirasgalegas,XLVIII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2025-12-14,Domingo,0.1,road running,Absoluta/General,,,San Miguel de Oia,Vigo,,Galicia,2025,12,Invierno,,True,SAN MIGUEL DE OIA,,,2025,,,,,,False
carreirasgalegas,XLVIII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2025-12-14,Domingo,0.527,road running,Absoluta/General,,,San Miguel de Oia,Vigo,,Galicia,2025,12,Invierno,,True,SAN MIGUEL DE OIA,,,2025,,,,,,False
carreirasgalegas,XLVIII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2025-12-14,Domingo,0.7,road running,Infantil,,,San Miguel de Oia,Vigo,,Galicia,2025,12,Invierno,,True,SAN MIGUEL DE OIA,,,2025,,,,,,False
carreirasgalegas,XLVIII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2025-12-14,Domingo,1.075,road running,Infantil,,,San Miguel de Oia,Vigo,,Galicia,2025,12,Invierno,,True,SAN MIGUEL DE OIA,,,2025,,,,,,False
carreirasgalegas,XLVIII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2025-12-14,Domingo,2.0,road running,Infantil,,,San Miguel de Oia,Vigo,,Galicia,2025,12,Invierno,,True,SAN MIGUEL DE OIA,,,2025,,,,,,False
carreirasgalegas,XLVIII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2025-12-14,Domingo,4.0,road running,Infantil,,,San Miguel de Oia,Vigo,,Galicia,2025,12,Invierno,,True,SAN MIGUEL DE OIA,,,2025,,,,,,False
carreirasgalegas,XLVIII TROFEO DE CAMPO A TRAVÉS EN SAN MIGUEL DE OIA - VIGO ,2025-12-14,Domingo,10.0,road running,Absoluta/General,,,San Miguel de Oia,Vigo,,Galicia,2025,12,Invierno,,True,SAN MIGUEL DE OIA,,,2025,,,,,,False
carreirasgalegas,XOGADE - CROS - FASE PROVINCIAL OURENSE 2024,2024-12-14,Sábado,0.8,road running,Infantil,85.0,74.0,Xinzo de Limia,A Limia,Ourense,,2024,12,Invierno,159.0,True,XINZO DE LIMIA,OURENSE,32.0,2024,9622.0,4668.0,4954.0,132.67238,72.52451489903173,False
carreirasgalegas,XOGADE - CROS - FASE PROVINCIAL OURENSE 2024,2024-12-14,Sábado,1.5,road running,Infantil,74.0,50.0,Xinzo de Limia,A Limia,Ourense,,2024,12,Invierno,124.0,True,XINZO DE LIMIA,OURENSE,32.0,2024,9622.0,4668.0,4954.0,132.67238,72.52451489903173,False
carreirasgalegas,XOGADE - CROS - FASE PROVINCIAL OURENSE 2024,2024-12-14,Sábado,2.0,road running,Infantil,54.0,35.0,Xinzo de Limia,A Limia,Ourense,,2024,12,Invierno,89.0,True,XINZO DE LIMIA,OURENSE,32.0,2024,9622.0,4668.0,4954.0,132.67238,72.52451489903173,False
carreirasgalegas,XOGADE - CROS - FASE PROVINCIAL OURENSE 2024,2024-12-14,Sábado,2.5,road running,Infantil,34.0,26.0,Xinzo de Limia,A Limia,Ourense,,2024,12,Invierno,60.0,True,XINZO DE LIMIA,OURENSE,32.0,2024,9622.0,4668.0,4954.0,132.67238,72.52451489903173,False
carreirasgalegas,XOGADE - CROS - FINAL AUTONÓMICA 2026,2026-01-17,Sábado,2.0,road running,Infantil,74.0,65.0,Ribadeo,A Mariña Oriental,Lugo,,2026,1,Invierno,139.0,True,RIBADEO,LUGO,27.0,2025,9996.0,4703.0,5293.0,109.1317,91.59575082217175,False
carreirasgalegas,XOGADE - CROS - FINAL AUTONÓMICA 2026,2026-01-17,Sábado,2.5,road running,Infantil,64.0,64.0,Ribadeo,A Mariña Oriental,Lugo,,2026,1,Invierno,128.0,True,RIBADEO,LUGO,27.0,2025,9996.0,4703.0,5293.0,109.1317,91.59575082217175,False
carreirasgalegas,XOGADE - CROS - FINAL AUTONÓMICA 2026,2026-01-17,Sábado,3.0,road running,Infantil,59.0,64.0,Ribadeo,A Mariña Oriental,Lugo,,2026,1,Invierno,123.0,True,RIBADEO,LUGO,27.0,2025,9996.0,4703.0,5293.0,109.1317,91.59575082217175,False
carreirasgalegas,XOGADE - FASE PREVIA AS BURGAS 2024/2025,2024-11-16,Sábado,0.8,Otros,Infantil,22.0,17.0,O Pereiro de Aguiar,Ourense,Ourense,,2024,11,Otoño,39.0,True,O PEREIRO DE AGUIAR,OURENSE,32.0,2024,6725.0,3451.0,3274.0,60.890346,110.44443728403185,False
carreirasgalegas,XOGADE - FASE PREVIA AS BURGAS 2024/2025,2024-11-16,Sábado,1.2,Otros,Infantil,33.0,17.0,O Pereiro de Aguiar,Ourense,Ourense,,2024,11,Otoño,50.0,True,O PEREIRO DE AGUIAR,OURENSE,32.0,2024,6725.0,3451.0,3274.0,60.890346,110.44443728403185,False
carreirasgalegas,XOGADE - FASE PREVIA AS BURGAS 2024/2025,2024-11-16,Sábado,1.8,Otros,Infantil,23.0,14.0,O Pereiro de Aguiar,Ourense,Ourense,,2024,11,Otoño,37.0,True,O PEREIRO DE AGUIAR,OURENSE,32.0,2024,6725.0,3451.0,3274.0,60.890346,110.44443728403185,False
carreirasgalegas,XOGADE - FASE PREVIA AS BURGAS 2024/2025,2024-11-16,Sábado,2.2,Otros,Infantil,8.0,6.0,O Pereiro de Aguiar,Ourense,Ourense,,2024,11,Otoño,14.0,True,O PEREIRO DE AGUIAR,OURENSE,32.0,2024,6725.0,3451.0,3274.0,60.890346,110.44443728403185,False
carreirasgalegas,XOGADE - FINAL COMARCAL AS BURGAS 2024/2025,2024-11-23,Sábado,0.8,Otros,Infantil,29.0,26.0,O Pereiro de Aguiar,Ourense,Ourense,,2024,11,Otoño,55.0,True,O PEREIRO DE AGUIAR,OURENSE,32.0,2024,6725.0,3451.0,3274.0,60.890346,110.44443728403185,False
carreirasgalegas,XOGADE - FINAL COMARCAL AS BURGAS 2024/2025,2024-11-23,Sábado,1.2,Otros,Infantil,44.0,26.0,O Pereiro de Aguiar,Ourense,Ourense,,2024,11,Otoño,70.0,True,O PEREIRO DE AGUIAR,OURENSE,32.0,2024,6725.0,3451.0,3274.0,60.890346,110.44443728403185,False
carreirasgalegas,XOGADE - FINAL COMARCAL AS BURGAS 2024/2025,2024-11-23,Sábado,1.8,Otros,Infantil,41.0,26.0,O Pereiro de Aguiar,Ourense,Ourense,,2024,11,Otoño,67.0,True,O PEREIRO DE AGUIAR,OURENSE,32.0,2024,6725.0,3451.0,3274.0,60.890346,110.44443728403185,False
carreirasgalegas,XOGADE - FINAL COMARCAL AS BURGAS 2024/2025,2024-11-23,Sábado,2.2,Otros,Infantil,13.0,13.0,O Pereiro de Aguiar,Ourense,Ourense,,2024,11,Otoño,26.0,True,O PEREIRO DE AGUIAR,OURENSE,32.0,2024,6725.0,3451.0,3274.0,60.890346,110.44443728403185,False
carreirasgalegas,XOGADE – CAMPIONATO DE GALICIA DE CROS ESCOLAR 2023/2024,2024-01-13,Sábado,2.0,road running,Infantil,72.0,66.0,Ribadavia,O Ribeiro,Ourense,,2024,1,Invierno,138.0,True,RIBADAVIA,OURENSE,32.0,2024,4944.0,2422.0,2522.0,25.156438,196.5302082910148,False
carreirasgalegas,XOGADE – CAMPIONATO DE GALICIA DE CROS ESCOLAR 2023/2024,2024-01-13,Sábado,2.5,road running,Infantil,71.0,76.0,Ribadavia,O Ribeiro,Ourense,,2024,1,Invierno,147.0,True,RIBADAVIA,OURENSE,32.0,2024,4944.0,2422.0,2522.0,25.156438,196.5302082910148,False
carreirasgalegas,XOGADE – CAMPIONATO DE GALICIA DE CROS ESCOLAR 2023/2024,2024-01-13,Sábado,3.0,road running,Infantil,69.0,62.0,Ribadavia,O Ribeiro,Ourense,,2024,1,Invierno,131.0,True,RIBADAVIA,OURENSE,32.0,2024,4944.0,2422.0,2522.0,25.156438,196.5302082910148,False
carreirasgalegas,XOGADE – CROS – FASE PROVINCIAL OURENSE 2025,2025-12-13,Sábado,0.0,road running,Infantil,,,Ribadavia,O Ribeiro,Ourense,,2025,12,Invierno,,True,RIBADAVIA,OURENSE,32.0,2025,4917.0,2422.0,2495.0,25.156438,195.4569243865129,False
carreirasgalegas,XV CARREIRA DE FIN DE ANO 2019 MUGARDOS - ARES,2019-12-29,Domingo,10.0,road running,Absoluta/General,,,Mugardos - Ares,Ferrol,,Galicia,2019,12,Invierno,,True,MUGARDOS - ARES,,,2019,,,,,,False
carreirasgalegas,XV CARREIRA PINGA PINGA,2025-10-12,Domingo,0.0,road running,Infantil,45.0,0.0,Marín,Morrazo,Pontevedra,,2025,10,Otoño,45.0,True,MARIN,PONTEVEDRA,36.0,2025,23976.0,11843.0,12133.0,36.377,659.0977815652748,False
carreirasgalegas,XV CARREIRA PINGA PINGA,2025-10-12,Domingo,0.1,road running,Infantil,,,Marín,Morrazo,Pontevedra,,2025,10,Otoño,,True,MARIN,PONTEVEDRA,36.0,2025,23976.0,11843.0,12133.0,36.377,659.0977815652748,False
carreirasgalegas,XV CARREIRA PINGA PINGA,2025-10-12,Domingo,0.2,road running,Infantil,,,Marín,Morrazo,Pontevedra,,2025,10,Otoño,,True,MARIN,PONTEVEDRA,36.0,2025,23976.0,11843.0,12133.0,36.377,659.0977815652748,False
carreirasgalegas,XV CARREIRA PINGA PINGA,2025-10-12,Domingo,0.5,road running,Absoluta/General,,,Marín,Morrazo,Pontevedra,,2025,10,Otoño,,True,MARIN,PONTEVEDRA,36.0,2025,23976.0,11843.0,12133.0,36.377,659.0977815652748,False
carreirasgalegas,XV CARREIRA PINGA PINGA,2025-10-12,Domingo,0.5,road running,Infantil,0.0,19.0,Marín,Morrazo,Pontevedra,,2025,10,Otoño,19.0,True,MARIN,PONTEVEDRA,36.0,2025,23976.0,11843.0,12133.0,36.377,659.0977815652748,False
carreirasgalegas,XV CARREIRA PINGA PINGA,2025-10-12,Domingo,0.75,road running,Infantil,0.0,11.0,Marín,Morrazo,Pontevedra,,2025,10,Otoño,11.0,True,MARIN,PONTEVEDRA,36.0,2025,23976.0,11843.0,12133.0,36.377,659.0977815652748,False
carreirasgalegas,XV CARREIRA PINGA PINGA,2025-10-12,Domingo,2.0,road running,Infantil,19.0,19.0,Marín,Morrazo,Pontevedra,,2025,10,Otoño,38.0,True,MARIN,PONTEVEDRA,36.0,2025,23976.0,11843.0,12133.0,36.377,659.0977815652748,False
carreirasgalegas,XV CARREIRA PINGA PINGA,2025-10-12,Domingo,7.5,road running,Absoluta/General,24.0,83.0,Marín,Morrazo,Pontevedra,,2025,10,Otoño,107.0,True,MARIN,PONTEVEDRA,36.0,2025,23976.0,11843.0,12133.0,36.377,659.0977815652748,False
carreirasgalegas,XV CARREIRA PINGA PINGA,2025-10-12,Domingo,7.5,road running,Infantil,,,Marín,Morrazo,Pontevedra,,2025,10,Otoño,,True,MARIN,PONTEVEDRA,36.0,2025,23976.0,11843.0,12133.0,36.377,659.0977815652748,False
carreirasgalegas,XV CARREIRA POPULAR CORUÑA 10,2021-10-03,Domingo,10.0,road running,Absoluta/General,242.0,810.0,A Coruña,A Coruña,,Galicia,2021,10,Otoño,1052.0,True,A CORUNA,,,2021,,,,,,True
carreirasgalegas,XV CARRERA SOLIDARIA DE ENTRECULTURAS - CORRE POR UNHA CAUSA,2026-04-26,Domingo,1.1,road running,Infantil,9.0,9.0,Santiago de Compostela,,A Coruña,,2026,4,Primavera,18.0,True,SANTIAGO DE COMPOSTELA,A CORUNA,15.0,2025,100842.0,46993.0,53849.0,220.0043,458.3637683445278,True
carreirasgalegas,XV CARRERA SOLIDARIA DE ENTRECULTURAS - CORRE POR UNHA CAUSA,2026-04-26,Domingo,2.2,road running,Infantil,21.0,9.0,Santiago de Compostela,,A Coruña,,2026,4,Primavera,30.0,True,SANTIAGO DE COMPOSTELA,A CORUNA,15.0,2025,100842.0,46993.0,53849.0,220.0043,458.3637683445278,True
carreirasgalegas,XV CARRERA SOLIDARIA DE ENTRECULTURAS - CORRE POR UNHA CAUSA,2026-04-26,Domingo,2.8,marcha,Absoluta/General,,,Santiago de Compostela,,A Coruña,,2026,4,Primavera,,True,SANTIAGO DE COMPOSTELA,A CORUNA,15.0,2025,100842.0,46993.0,53849.0,220.0043,458.3637683445278,True
carreirasgalegas,XV CARRERA SOLIDARIA DE ENTRECULTURAS - CORRE POR UNHA CAUSA,2026-04-26,Domingo,10.0,road running,Otros,37.0,69.0,Santiago de Compostela,,A Coruña,,2026,4,Primavera,106.0,True,SANTIAGO DE COMPOSTELA,A CORUNA,15.0,2025,100842.0,46993.0,53849.0,220.0043,458.3637683445278,True
carreirasgalegas,XV MEDIO MARATÓN CORUÑA 21 - 5K,2023-02-12,Domingo,0.15,road running,Infantil,,,A Coruña,A Coruña,,Galicia,2023,2,Invierno,,True,A CORUNA,,,2023,,,,,,False
carreirasgalegas,XV MEDIO MARATÓN CORUÑA 21 - 5K,2023-02-12,Domingo,0.799,road running,Infantil,0.0,33.0,A Coruña,A Coruña,,Galicia,2023,2,Invierno,33.0,True,A CORUNA,,,2023,,,,,,False
carreirasgalegas,XV MEDIO MARATÓN CORUÑA 21 - 5K,2023-02-12,Domingo,0.8,road running,Infantil,23.0,0.0,A Coruña,A Coruña,,Galicia,2023,2,Invierno,23.0,True,A CORUNA,,,2023,,,,,,False
carreirasgalegas,XV MEDIO MARATÓN CORUÑA 21 - 5K,2023-02-12,Domingo,0.801,road running,Infantil,0.0,21.0,A Coruña,A Coruña,,Galicia,2023,2,Invierno,21.0,True,A CORUNA,,,2023,,,,,,False
carreirasgalegas,XV MEDIO MARATÓN CORUÑA 21 - 5K,2023-02-12,Domingo,0.802,road running,Infantil,26.0,0.0,A Coruña,A Coruña,,Galicia,2023,2,Invierno,26.0,True,A CORUNA,,,2023,,,,,,False
carreirasgalegas,XV MEDIO MARATÓN CORUÑA 21 - 5K,2023-02-12,Domingo,1.5,road running,Infantil,26.0,19.0,A Coruña,A Coruña,,Galicia,2023,2,Invierno,45.0,True,A CORUNA,,,2023,,,,,,False
carreirasgalegas,XV MEDIO MARATÓN CORUÑA 21 - 5K,2023-02-12,Domingo,2.5,road running,Infantil,6.0,23.0,A Coruña,A Coruña,,Galicia,2023,2,Invierno,29.0,True,A CORUNA,,,2023,,,,,,False
carreirasgalegas,XV MEDIO MARATÓN CORUÑA 21 - 5K,2023-02-12,Domingo,5.0,road running,Otros,272.0,396.0,A Coruña,A Coruña,,Galicia,2023,2,Invierno,668.0,True,A CORUNA,,,2023,,,,,,False
carreirasgalegas,XV MEDIO MARATÓN CORUÑA 21 - 5K,2023-02-12,Domingo,21.097,road running,Absoluta/General,187.0,1100.0,A Coruña,A Coruña,,Galicia,2023,2,Invierno,1287.0,True,A CORUNA,,,2023,,,,,,False
carreirasgalegas,XVI CARREIRA DE FIN DE ANO 2021 ARES - MUGARDOS - ARES,2021-12-26,Domingo,10.0,road running,Absoluta/General,,,Ares - Mugardos,Ferrol,,Galicia,2021,12,Invierno,,True,ARES - MUGARDOS,,,2021,,,,,,False
carreirasgalegas,XVI CARREIRA POPULAR CORUÑA 10,2022-04-24,Domingo,0.15,road running,Infantil,,,A Coruña,A Coruña,,Galicia,2022,4,Primavera,,True,A CORUNA,,,2022,,,,,,True
carreirasgalegas,XVI CARREIRA POPULAR CORUÑA 10,2022-04-24,Domingo,0.843,road running,Infantil,0.0,53.0,A Coruña,A Coruña,,Galicia,2022,4,Primavera,53.0,True,A CORUNA,,,2022,,,,,,True
