fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,finisher_desconocido,id,modalidad
cronofinisher,XII RUTA DEL CALOR Y DEL LAGARTO - III GRAN PREMIO AYTOS-BERGER LEVRAULT,2019-06-23,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,0,ECIJA,,Sevilla,171,275,LARGAS - PUNTOS INTERMEDIOS
cronofinisher,XII RUTA DEL CALOR Y DEL LAGARTO - III GRAN PREMIO AYTOS-BERGER LEVRAULT,2019-06-23,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,0,ECIJA,,Sevilla,14,275,LARGA - LOCALES
cronofinisher,IV CARRERA POPULAR NOCHE DE SAN JUAN,2019-06-22,Sábado,0.0,road running,Absoluta/General,2,3,TARIFA,Campo de Gibraltar,Andalucía,108,274,GENERAL
cronofinisher,IV CXM NOCTURNA AG MONTES DE CEUTA,2019-06-15,Sábado,0.0,trail running,Absoluta/General,0,0,CEUTA,,Ceuta,510,289,MARCHADORES -
cronofinisher,IV CXM NOCTURNA AG MONTES DE CEUTA,2019-06-15,Sábado,0.0,trail running,Absoluta/General,0,0,CEUTA,,Ceuta,496,289,MARCHADORES CON PUNTOS INTERMEDIOS
cronofinisher,IV CXM NOCTURNA AG MONTES DE CEUTA,2019-06-15,Sábado,0.0,trail running,Absoluta/General,0,0,CEUTA,,Ceuta,24,289,POLICIAS CON PUNTOS INTERMEDIOS
cronofinisher,VI CXM SIERRA MAGINA,2019-06-15,Sábado,0.0,trail running,Absoluta/General,11,27,MANCHA REAL,,Jaén,53,291,LARGA-
cronofinisher,VI CXM SIERRA MAGINA,2019-06-15,Sábado,0.0,trail running,Absoluta/General,1,15,MANCHA REAL,,Jaén,88,291,CORTA -
cronofinisher,IV PRIMAVERA RUN  VILLACARRILLO,2019-06-09,Domingo,7.0,road running,Absoluta/General,0,0,VILLACARRILLO,,Jaén,312,292,7 KM -
cronofinisher,IV PRIMAVERA RUN  VILLACARRILLO,2019-06-09,Domingo,1.0,road running,Absoluta/General,0,0,VILLACARRILLO,,Jaén,58,292,1 KM -
cronofinisher,"XXXII MEMORIAL SARGENTO DE INFANTERIA DE MARINA ""CARMONA PÁEZ""",2019-06-08,Sábado,0.0,road running,Absoluta/General,0,0,SAN FERNANDO,Bahía de Cádiz,Andalucía,1099,301,GENERAL
cronofinisher,"XXXII MEMORIAL SARGENTO DE INFANTERIA DE MARINA ""CARMONA PÁEZ""",2019-06-08,Sábado,0.0,road running,Absoluta/General,0,0,SAN FERNANDO,Bahía de Cádiz,Andalucía,1071,301,CON PUNTOS INTERMEDIOS
cronofinisher,VII MARATON BTT CARMONA-LA CAMPANA DESERT,2019-06-02,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,0,CARMONA,,Sevilla,263,250,LARGA - CON PUNTOS INTERMEDIOS
cronofinisher,VII MARATON BTT CARMONA-LA CAMPANA DESERT,2019-06-02,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,0,CARMONA,,Sevilla,27,250,CORTA - CON PUNTOS INTERMEDIOS
cronofinisher,XXVIII CARRERA SAN FELIPE NERI,2019-06-01,Sábado,0.0,road running,Infantil,0,0,CADIZ,Bahía de Cádiz,Andalucía,48,300,PITUFO 2015
cronofinisher,XXVIII CARRERA SAN FELIPE NERI,2019-06-01,Sábado,0.0,road running,Infantil,0,0,CADIZ,Bahía de Cádiz,Andalucía,58,300,PITUFO 2014
cronofinisher,XXVIII CARRERA SAN FELIPE NERI,2019-06-01,Sábado,0.0,road running,Infantil,0,0,CADIZ,Bahía de Cádiz,Andalucía,58,300,PITUFOS 2013
cronofinisher,XXVIII CARRERA SAN FELIPE NERI,2019-06-01,Sábado,0.0,road running,Infantil,47,68,CADIZ,Bahía de Cádiz,Andalucía,0,300,PREBENJAMIN
cronofinisher,XXVIII CARRERA SAN FELIPE NERI,2019-06-01,Sábado,0.0,road running,Infantil,0,0,CADIZ,Bahía de Cádiz,Andalucía,98,300,BENJAMIN
cronofinisher,XXVIII CARRERA SAN FELIPE NERI,2019-06-01,Sábado,0.0,road running,Infantil,0,0,CADIZ,Bahía de Cádiz,Andalucía,77,300,ALEVIN
cronofinisher,XXVIII CARRERA SAN FELIPE NERI,2019-06-01,Sábado,0.0,road running,Mayores/Veteranos,0,0,CADIZ,Bahía de Cádiz,Andalucía,171,300,INFANTIL - VETERANO
cronofinisher,ULTRA TRAIL BOSQUES DEL SUR,2019-05-25,Sábado,0.0,trail running,Absoluta/General,0,0,CAZORLA,,Jaén,139,281,MINITRAIL
cronofinisher,ULTRA TRAIL BOSQUES DEL SUR,2019-05-25,Sábado,0.0,trail running,Absoluta/General,7,10,CAZORLA,,Jaén,0,281,MINITRAIL LOCAL
cronofinisher,ULTRA TRAIL BOSQUES DEL SUR,2019-05-25,Sábado,21.097,trail running,Absoluta/General,0,0,CAZORLA,,Jaén,287,281,MEDIA MARATON
cronofinisher,ULTRA TRAIL BOSQUES DEL SUR,2019-05-25,Sábado,42.195,trail running,Absoluta/General,0,0,CAZORLA,,Jaén,336,281,MARATON PUNTOS INTERMEDIOS
cronofinisher,ULTRA TRAIL BOSQUES DEL SUR,2019-05-25,Sábado,42.195,trail running,Equipos,0,0,CAZORLA,,Jaén,25,281,MARATON EQUIPOS
cronofinisher,ULTRA TRAIL BOSQUES DEL SUR,2019-05-25,Sábado,42.195,trail running,Absoluta/General,3,21,CAZORLA,,Jaén,0,281,MARATON LOCAL
cronofinisher,ULTRA TRAIL BOSQUES DEL SUR,2019-05-25,Sábado,0.0,trail running,Absoluta/General,0,0,CAZORLA,,Jaén,294,281,ULTRA CON PUNTOS INTERMEDIOS
cronofinisher,ULTRA TRAIL BOSQUES DEL SUR,2019-05-25,Sábado,0.0,trail running,Equipos,0,0,CAZORLA,,Jaén,18,281,ULTRA EQUIPOS
cronofinisher,ULTRA TRAIL BOSQUES DEL SUR,2019-05-25,Sábado,0.0,trail running,Absoluta/General,0,7,CAZORLA,,Jaén,0,281,ULTRA LOCAL
cronofinisher,"XVIII MILLA URBANA ""CIUDAD DE ALGECIRAS"" MEMORIAL MANUEL ALARCON",2019-05-19,Domingo,0.0,road running,Infantil,0,0,ALGECIRAS,Campo de Gibraltar,Andalucía,38,278,BENJAMIN
cronofinisher,"XVIII MILLA URBANA ""CIUDAD DE ALGECIRAS"" MEMORIAL MANUEL ALARCON",2019-05-19,Domingo,0.0,road running,Infantil,0,0,ALGECIRAS,Campo de Gibraltar,Andalucía,30,278,ALEVIN
cronofinisher,"XVIII MILLA URBANA ""CIUDAD DE ALGECIRAS"" MEMORIAL MANUEL ALARCON",2019-05-19,Domingo,0.0,road running,Infantil,23,18,ALGECIRAS,Campo de Gibraltar,Andalucía,0,278,INFANTIL CADETE
cronofinisher,"XVIII MILLA URBANA ""CIUDAD DE ALGECIRAS"" MEMORIAL MANUEL ALARCON",2019-05-19,Domingo,0.0,road running,Absoluta/General,17,67,ALGECIRAS,Campo de Gibraltar,Andalucía,0,278,JUV VET
cronofinisher,DUATLON CROS CIUDAD DE PRIEGO DE CORDOBA,2019-05-12,Domingo,0.0,Multidisciplina,Absoluta/General,13,82,PRIEGO DE CORDOBA,,Córdoba,0,290,CON PARCIALES
cronofinisher,DUATLON CROS CIUDAD DE PRIEGO DE CORDOBA,2019-05-12,Domingo,0.0,Multidisciplina,Absoluta/General,0,0,PRIEGO DE CORDOBA,,Córdoba,16,290,LOCAL
cronofinisher,VII TRIHERCULES CADIZ,2019-04-27,Sábado,0.0,Multidisciplina,Absoluta/General,0,414,CADIZ,Bahía de Cádiz,Andalucía,0,251,CON PARCIALES
cronofinisher,VII TRIHERCULES CADIZ,2019-04-27,Sábado,0.0,Multidisciplina,Absoluta/General,0,0,CADIZ,Bahía de Cádiz,Andalucía,63,251,CON PARCIALES FEMINAS
cronofinisher,VII TRIHERCULES CADIZ,2019-04-27,Sábado,0.0,Multidisciplina,Absoluta/General,9,93,CADIZ,Bahía de Cádiz,Andalucía,0,251,LOCAL
cronofinisher,VII TRIHERCULES CADIZ,2019-04-27,Sábado,0.0,Multidisciplina,Equipos,0,0,CADIZ,Bahía de Cádiz,Andalucía,143,251,POR EQUIPOS
cronofinisher,VI CXM MONTIZÓN - CONDADO DE JAÉN,2019-03-31,Domingo,0.0,trail running,Absoluta/General,3,18,ALDEHERMOSA DE MONTIZÓN,,,16,279,CXM MONTIZÓN
cronofinisher,VI CXM MONTIZÓN - CONDADO DE JAÉN,2019-03-31,Domingo,0.0,trail running,Absoluta/General,0,0,ALDEHERMOSA DE MONTIZÓN,,,35,279,CARRERA CORTA
cronofinisher,VI CXM MONTIZÓN - CONDADO DE JAÉN,2019-03-31,Domingo,0.0,trail running,Cadete/Juvenil,0,0,ALDEHERMOSA DE MONTIZÓN,,,11,279,CADETE / JUNIOR
cronofinisher,MAGINA BIKE 2019,2019-03-30,Sábado,0.0,Ciclismo y btt,Absoluta/General,0,0,MANCHA REAL,,Jaén,166,243,SABADO - ORDEN DE ENTRADA A META
cronofinisher,MAGINA BIKE 2019,2019-03-30,Sábado,0.0,Ciclismo y btt,Absoluta/General,0,0,MANCHA REAL,,Jaén,83,243,FULL INDIVIDUAL 2 ETAPAS
