event_id,nom_cursa,data,lloc,modalitat_nom,modalitat_codi,estat_esdeveniment,error_detall,total_classificats,classificat_h,classificat_d,classificat_total,inscrits,DNF_total,DSQ_total,DNS_total,esport,classificat_sexe_desconegut
68,III CARRERA CONTRA EL CANCER,2015-10-18,MELILLA,MAYORES,mayores,ok,,737,0,0,737,,,,541,Carrera,737
68,III CARRERA CONTRA EL CANCER,2015-10-18,MELILLA,MENORES,menores,ok,,174,11,35,174,,,,857,Carrera,128
59,I DUATLON CROS CLUB DE CAMPO 50 ANIVERSARIO JAEN,2015-10-04,JAEN,GENERAL_ABSOLUTA,generalabsoluta,ok,,95,0,0,95,80,54,,,Duatlón,95
59,I DUATLON CROS CLUB DE CAMPO 50 ANIVERSARIO JAEN,2015-10-04,JAEN,CON TRANSICIONES,contransiciones,ok,,101,0,0,101,80,54,54,,Duatlón,101
61,CXM SIERRA CAZORLA,2015-09-13,CAZORLA,CADETES Y JUNIOR,cadetesyjunior,ok,,13,0,0,13,,,,,Carrera,13
61,CXM SIERRA CAZORLA,2015-09-13,CAZORLA,ADULTOS,adultos,ok,,178,0,0,178,,,,28,Carrera,178
61,CXM SIERRA CAZORLA,2015-09-13,CAZORLA,ADULTOS SOLO FEDERADOS,adultossolofederados,ok,,106,0,0,106,,,,28,Carrera,106
61,CXM SIERRA CAZORLA,2015-09-13,CAZORLA,PUNTUACIÓN 3ª CXM SIERRA CAZORLA Y ADULTOS,puntuacion3acxmsierracazorlaya,ok,,308,0,0,308,,,,,Carrera,308
61,CXM SIERRA CAZORLA,2015-09-13,CAZORLA,PUNTUACIÓN 3ª CXM SIERRA CAZORLA Y CADETES,puntuacion3acxmsierracazorlayc,ok,,22,0,0,22,,,,,Carrera,22
65,IV TRIATLON DEL SOL,2015-08-30,ROQUETAS DE MAR,GENERAL,general,ok,,446,349,97,446,,,,,Triatlón,0
63,IV CARRERA SOLIDARIA DE LA DEHESA DE ROCHE,2015-08-09,CONIL DE LA FRONTERA,6 KM,6km,ok,,339,221,118,339,,,,,Carrera,0
63,IV CARRERA SOLIDARIA DE LA DEHESA DE ROCHE,2015-08-09,CONIL DE LA FRONTERA,12 KM,12km,ok,,258,212,46,258,,,,,Carrera,0
63,IV CARRERA SOLIDARIA DE LA DEHESA DE ROCHE,2015-08-09,CONIL DE LA FRONTERA,1500 M,1500m,ok,,258,138,120,258,,,,,Carrera,0
43,III TRIATLON CIUDAD DE CORDOBA,2015-06-21,Córdoba,CON PARCIALES,conparciales,ok,,446,0,0,446,417,85,85,,Triatlón,446
57,II CARRERA URBANA CASTILLO DE SABIOTE,2015-06-13,SABIOTE,ALEVIN,alevin,ok,,116,0,0,116,,,,29,Carrera,116
57,II CARRERA URBANA CASTILLO DE SABIOTE,2015-06-13,SABIOTE,INFANTIL,infantil,ok,,37,0,0,37,,,,132,Carrera,37
57,II CARRERA URBANA CASTILLO DE SABIOTE,2015-06-13,SABIOTE,CADETE,cadete,ok,,51,0,0,51,,,,148,Carrera,51
57,II CARRERA URBANA CASTILLO DE SABIOTE,2015-06-13,SABIOTE,ADULTOS CON PASO INTERMEDIO,adultosconpasointermedio,ok,,219,0,0,219,,284,,307,Carrera,219
56,"II MARCHA MTB ""DONDE NACE EL RÍO SEGURA""",2015-05-31,PONTONES - SANTIAGO DE LA ESPADA,GENERAL,general,ok,,139,0,0,139,,,,97,Ciclismo,139
56,"II MARCHA MTB ""DONDE NACE EL RÍO SEGURA""",2015-05-31,PONTONES - SANTIAGO DE LA ESPADA,LOCAL,local,ok,,9,0,0,9,,,,,Ciclismo,9
,"RUTA SENDERISMO ""DONDE NACE EL RÍO SEGURA""",2015-05-31,PONTONES,,,sense_resultats,,,,,,,,,,Carrera,
50,XTRAIL ALMERIMAR 2015 TRIATLON,2015-05-10,El Ejido,ABSOLUTA CON PARCIALES,absolutaconparciales,ok,,157,0,0,157,132,40,40,,Triatlón,157
51,XTRAIL ALMERIMAR 2015  TRAIL,2015-05-10,El Ejido,GENERAL,general,ok,,86,0,0,86,,,,185,Trail,86
,I MARCHA DE LA MUJER,2015-05-10,SAN FERNANDO,,,sense_resultats,,,,,,,,,,Carrera,
,I CARRERA TRAIL LAS ALDEAS PERDIDAS,2015-04-26,FUENTE SEGURA,,,sense_resultats,,,,,,,,,,Trail,
38,IV TRIATLON TRIHERCULES CADIZ,2015-04-25,Cadiz,GENERAL,general,ok,,466,0,0,466,450,387,,,Triatlón,466
38,IV TRIATLON TRIHERCULES CADIZ,2015-04-25,Cadiz,CON PASOS INTERMEDIOS,conpasosintermedios,ok,,486,2,2,486,450,123,123,,Triatlón,482
38,IV TRIATLON TRIHERCULES CADIZ,2015-04-25,Cadiz,SOLO FEDERADOS,solofederados,ok,,267,219,48,267,,,,,Triatlón,0
41,XXIX MEDIA MARATÓN BAHÍA DE CÁDIZ,2015-04-19,Cádiz,CON PUNTO INTERMEDIO,conpuntointermedio,ok,,1138,0,0,1138,,1053,800,366,Carrera,1138
41,XXIX MEDIA MARATÓN BAHÍA DE CÁDIZ,2015-04-19,Cádiz,GENERAL,general,ok,,1231,990,241,1231,,,,,Carrera,0
41,XXIX MEDIA MARATÓN BAHÍA DE CÁDIZ,2015-04-19,Cádiz,LOCAL CADIZ,localcadiz,ok,,172,71,11,172,,,,,Carrera,90
41,XXIX MEDIA MARATÓN BAHÍA DE CÁDIZ,2015-04-19,Cádiz,LOCAL SAN FERNANDO,localsanfernando,ok,,303,137,12,303,,,,,Carrera,154
42,II CXM MONTIZÓN - CONDADO DE JAÉN,2015-04-19,Aldeahermosa de Montizón,GENERAL,general,ok,,68,0,0,68,,,,279,Trail,68
42,II CXM MONTIZÓN - CONDADO DE JAÉN,2015-04-19,Aldeahermosa de Montizón,CADETE Y JUNIOR,cadeteyjunior,llista_error,no s'ha trobat cap taula al PDF (format no reconegut per pdfplumber),,,,,,,,,Trail,
36,IX DESAFÍO BTT SIERRA DE AZNALCÓLLAR,2015-04-18,Aznalcollar,ORDEN DE ENTRADA. RUTA LARGA Y CORTA,ordendeentradarutalargaycorta,ok,,505,0,0,505,,,,238,Ciclismo,505
36,IX DESAFÍO BTT SIERRA DE AZNALCÓLLAR,2015-04-18,Aznalcollar,ORDEN ENTRADA EN META RUTA LARGA,ordenentradaenmetarutalarga,ok,,442,0,0,442,,,,238,Ciclismo,442
36,IX DESAFÍO BTT SIERRA DE AZNALCÓLLAR,2015-04-18,Aznalcollar,ABSOLUTA,absoluta,ok,,10,0,0,10,,,,,Ciclismo,10
36,IX DESAFÍO BTT SIERRA DE AZNALCÓLLAR,2015-04-18,Aznalcollar,LOCAL,local,ok,,4,0,0,4,,,,,Ciclismo,4
49,VI CARRERA POPULAR ARCOS DE LA FRONTERA,2015-04-12,ARCOS DE LA FRONTERA,ADULTOS,adultos,ok,,192,15,4,192,,,,107,Carrera,173
35,V CARRERA POR MONTAÑA SUBBÉTICA TRAIL,2015-04-12,ZUHEROS,CADETE Y JUNIOR,cadeteyjunior,ok,,26,0,0,26,,,,511,Trail,26
35,V CARRERA POR MONTAÑA SUBBÉTICA TRAIL,2015-04-12,ZUHEROS,TRAIL 28 KM,trail28km,ok,,317,0,0,317,,,,,Trail,317
35,V CARRERA POR MONTAÑA SUBBÉTICA TRAIL,2015-04-12,ZUHEROS,CLASIFICACIONGENERAL TRAIL 28 KM SOLO FEDERADOS,clasificaciongeneraltrail28kms,ok,,204,0,0,204,,,,,Trail,204
35,V CARRERA POR MONTAÑA SUBBÉTICA TRAIL,2015-04-12,ZUHEROS,FEDE Y NO FEDE CON PASOS INTERMEDIOS,fedeynofedeconpasosintermedios,ok,,413,0,0,413,,100,236,174,Trail,413
39,II DUATLÓN CROS VEJER DE LA FRONTERA,2015-03-29,Vejer de la Frontera,ABSOLUTA,absoluta,ok,,155,133,22,155,,,,,Duatlón,0
39,II DUATLÓN CROS VEJER DE LA FRONTERA,2015-03-29,Vejer de la Frontera,ABSOLUTA LOCALES,absolutalocales,ok,,37,24,13,37,,,,,Duatlón,0
39,II DUATLÓN CROS VEJER DE LA FRONTERA,2015-03-29,Vejer de la Frontera,ABSOLUTA RELEVOS,absolutarelevos,ok,,16,0,0,16,3,,1,,Duatlón,16
40,I DUATLÓN CROS CAPA,2015-03-14,Alcala de Guadaira,GENERAL,general,ok,,166,0,0,166,153,57,,,Duatlón,166
40,I DUATLÓN CROS CAPA,2015-03-14,Alcala de Guadaira,CON PARCIALES,conparciales,ok,,179,0,0,179,153,57,57,,Duatlón,179
40,I DUATLÓN CROS CAPA,2015-03-14,Alcala de Guadaira,LOCAL,local,ok,,67,49,18,67,,,,,Duatlón,0
28,II CARRERA POR MONTAÑA SIERRA DE SEGURA,2015-03-08,Pontones,GENERAL,general,llista_error,no s'ha trobat cap taula al PDF (format no reconegut per pdfplumber),,,,,,,,,Trail,
28,II CARRERA POR MONTAÑA SIERRA DE SEGURA,2015-03-08,Pontones,PUNTUACIÓN DEL CIRCUITO,puntuaciondelcircuito,ok,,171,0,0,171,,,,,Trail,171
37,I CARRERA POPULAR BENEFICA LA MAGA POR EL SÍNDROME DE RETT,2015-02-28,Cádiz,GENERAL,general,ok,,209,135,74,209,,,,,Carrera,0
24,MEDIA MARATÓN CALETERA,2015-01-11,Cádiz,MEDIA CALETERA,mediacaletera,ok,,155,0,0,155,,,,,Carrera,155
727,XXVII MILLA URBANA SAN MIGUEL,2026-09-03,LLERENA,SUB14-SUB16,sub14sub16,ok,,20,6,14,20,,,,,Carrera,0
727,XXVII MILLA URBANA SAN MIGUEL,2026-09-03,LLERENA,ABSOLUTA,absoluta,ok,,43,26,17,43,,,,,Carrera,0
727,XXVII MILLA URBANA SAN MIGUEL,2026-09-03,LLERENA,SUB 12 Y,sub12y,ok,,9,0,9,9,,,,,Carrera,0
727,XXVII MILLA URBANA SAN MIGUEL,2026-09-03,LLERENA,SUB 10 Y,sub10y,ok,,17,0,17,17,,,,,Carrera,0
727,XXVII MILLA URBANA SAN MIGUEL,2026-09-03,LLERENA,SUB 8 Y,sub8y,ok,,14,0,14,14,,,,,Carrera,0
727,XXVII MILLA URBANA SAN MIGUEL,2026-09-03,LLERENA,MILLA-MARCHA,millamarcha,ok,,14,0,0,14,,,,,Carrera,14
,24 H. FUTBOL SALA BAZA 2026,2026-08-29,BAZA,,,sense_resultats,,,,,,,,,,Fútbol sala,
739,XXVII CARRERA POPULAR DENTIA BAZA,2026-08-28,BAZA,GENERAL,general,ok,,167,124,41,167,,,,,Carrera,2
726,XXVIII MILLA URBANA DE BERLANGA,2026-08-20,BERLANGA,SUB10,sub10,ok,,10,2,6,10,,,,,Carrera,2
726,XXVIII MILLA URBANA DE BERLANGA,2026-08-20,BERLANGA,SUB 12,sub12,ok,,9,4,3,9,,,,,Carrera,2
726,XXVIII MILLA URBANA DE BERLANGA,2026-08-20,BERLANGA,SUB8,sub8,ok,,17,6,9,17,,,,,Carrera,2
726,XXVIII MILLA URBANA DE BERLANGA,2026-08-20,BERLANGA,SUB 14 Y SUB 16,sub14ysub16,ok,,26,11,15,26,,,,,Carrera,0
726,XXVIII MILLA URBANA DE BERLANGA,2026-08-20,BERLANGA,ABSOLUTA,absoluta,ok,,54,34,20,54,,,,,Carrera,0
729,III CARRERA POPULAR PLAYAS DE CADIZ 2026,2026-08-16,CADIZ,SUB16,sub16,ok,,6,0,0,6,,,,,Carrera,6
729,III CARRERA POPULAR PLAYAS DE CADIZ 2026,2026-08-16,CADIZ,SUB14,sub14,ok,,17,0,0,17,,,,,Carrera,17
729,III CARRERA POPULAR PLAYAS DE CADIZ 2026,2026-08-16,CADIZ,ABSOLUTA,absoluta,ok,,171,22,14,171,,,,,Carrera,135
729,III CARRERA POPULAR PLAYAS DE CADIZ 2026,2026-08-16,CADIZ,SUB12,sub12,ok,,16,0,0,16,,,,,Carrera,16
729,III CARRERA POPULAR PLAYAS DE CADIZ 2026,2026-08-16,CADIZ,SUB10,sub10,ok,,12,0,0,12,,,,,Carrera,12
729,III CARRERA POPULAR PLAYAS DE CADIZ 2026,2026-08-16,CADIZ,SUB8,sub8,ok,,16,9,5,16,,,,,Carrera,2
,HEART FIT CHALLENGE NIGHT EDITION,2026-08-08,CARTAYA,,,sense_resultats,,,,,,,,,,Carrera Híbrida,
