event_id,nom_cursa,data,lloc,modalitat_nom,modalitat_codi,estat_esdeveniment,error_detall,total_classificats,classificat_h,classificat_d,classificat_total,inscrits,DNF_total,DSQ_total,DNS_total,esport,classificat_sexe_desconegut
168,V CARRERA POPULAR DE FACINAS - CAMPO A TRAVES,2017-08-06,FACINAS,GENERAL,general,ok,,116,0,0,116,,,,,Carrera,116
129,XVI CARRERA POPULAR PLAYA LA BARROSA,2017-07-23,CHICLANA DE LA FRONTERA,GENERAL,general,ok,,597,38,40,597,,,,,Carrera,519
129,XVI CARRERA POPULAR PLAYA LA BARROSA,2017-07-23,CHICLANA DE LA FRONTERA,TODOS LOS PASOS,todoslospasos,ok,,740,0,0,740,,,,,Carrera,740
165,I TRAVESIA A NADO SIERRA DE CAZORLA - POZO ALCÓN,2017-07-23,POZO ALCÓN,400 M,400m,ok,,6,0,0,6,,,,,Travesía,6
165,I TRAVESIA A NADO SIERRA DE CAZORLA - POZO ALCÓN,2017-07-23,POZO ALCÓN,1200 M,1200m,ok,,36,0,0,36,,,,,Travesía,36
164,I TRAVESIA A NADO EMBALSE EL TRANCO,2017-07-16,HORNOS DE SEGURA,400 M.,400m,ok,,11,0,0,11,,,,,Travesía,11
164,I TRAVESIA A NADO EMBALSE EL TRANCO,2017-07-16,HORNOS DE SEGURA,1200 M.,1200m,ok,,59,0,0,59,,,,,Travesía,59
163,III TRAVESÍA A NADO VILLA DE MARMOLEJO,2017-07-09,MARMOLEJO,400 M.,400m,ok,,14,0,0,14,,,,,Travesía,14
163,III TRAVESÍA A NADO VILLA DE MARMOLEJO,2017-07-09,MARMOLEJO,1.200 M.,1200m,ok,,64,0,0,64,,,,,Travesía,64
134,IV CXM MANCHA REAL,2017-07-08,MANCHA REAL,RUTA CORTA,rutacorta,ok,,48,0,0,48,,,,,Carrera,48
134,IV CXM MANCHA REAL,2017-07-08,MANCHA REAL,LOCALES RUTA CORTA,localesrutacorta,ok,,16,0,0,16,,,,,Carrera,16
134,IV CXM MANCHA REAL,2017-07-08,MANCHA REAL,RUTA LARGA,rutalarga,ok,,82,0,0,82,,,,,Carrera,82
134,IV CXM MANCHA REAL,2017-07-08,MANCHA REAL,RUTA LARGA CON PARCIAL,rutalargaconparcial,ok,,87,0,0,87,,,,,Carrera,87
134,IV CXM MANCHA REAL,2017-07-08,MANCHA REAL,LOCALES RUTA LARGA,localesrutalarga,ok,,20,0,0,20,,,,,Carrera,20
134,IV CXM MANCHA REAL,2017-07-08,MANCHA REAL,JUNIOR CADETE,juniorcadete,ok,,14,0,0,14,,,,,Carrera,14
167,"XV CARRERA ARROYO OJANCO NOCTURNA ""PARQUE DE SAN FRANCISCO""",2017-07-08,ARROYO OJANCO,JUVENIL - VETERANOS,juvenilveteranos,ok,,46,0,0,46,,,,,Carrera,46
167,"XV CARRERA ARROYO OJANCO NOCTURNA ""PARQUE DE SAN FRANCISCO""",2017-07-08,ARROYO OJANCO,PREBENJAMINES,prebenjamines,ok,,33,0,0,33,,,,,Carrera,33
167,"XV CARRERA ARROYO OJANCO NOCTURNA ""PARQUE DE SAN FRANCISCO""",2017-07-08,ARROYO OJANCO,BENJAMINES,benjamines,ok,,22,0,0,22,,,,,Carrera,22
167,"XV CARRERA ARROYO OJANCO NOCTURNA ""PARQUE DE SAN FRANCISCO""",2017-07-08,ARROYO OJANCO,ALEVIN,alevin,ok,,11,0,0,11,,,,,Carrera,11
167,"XV CARRERA ARROYO OJANCO NOCTURNA ""PARQUE DE SAN FRANCISCO""",2017-07-08,ARROYO OJANCO,INFANTIL CADETE,infantilcadete,ok,,19,0,0,19,,,,,Carrera,19
162,MARATÓN BTT X RUTA DEL CALOR,2017-07-08,ECIJA,CORTA,corta,ok,,40,0,0,40,,,,,Ciclismo,40
162,MARATÓN BTT X RUTA DEL CALOR,2017-07-08,ECIJA,LARGA,larga,ok,,218,0,0,218,,,,,Ciclismo,218
162,MARATÓN BTT X RUTA DEL CALOR,2017-07-08,ECIJA,LOCAL,local,ok,,24,0,0,24,,,,,Ciclismo,24
162,MARATÓN BTT X RUTA DEL CALOR,2017-07-08,ECIJA,CON PUNTOS INTERMEDIOS,conpuntosintermedios,ok,,259,0,0,259,,,,,Ciclismo,259
148,"III CARRERA POR MONTAÑA ""SIERRA SUR DE JAEN""",2017-06-11,ALCALA LA REAL,CADETE-JUNIOR,cadetejunior,ok,,14,0,0,14,,,,,Carrera por montaña,14
148,"III CARRERA POR MONTAÑA ""SIERRA SUR DE JAEN""",2017-06-11,ALCALA LA REAL,MINITRAIL,minitrail,ok,,44,0,0,44,,,,,Carrera por montaña,44
148,"III CARRERA POR MONTAÑA ""SIERRA SUR DE JAEN""",2017-06-11,ALCALA LA REAL,ABSOLUTA,absoluta,ok,,135,0,0,135,,,,,Carrera por montaña,135
139,III URBAN RACE - CROSS DE LAS CUESTAS,2017-06-09,SAN ROQUE,GENERAL,general,ok,,273,222,51,273,,,,,Carrera,0
155,X CARRERA POPULAR CORPUS TESORILLO,2017-06-03,TESORILLO,ALEVIN -,alevin,ok,,25,0,0,25,,,,,Carrera,25
155,X CARRERA POPULAR CORPUS TESORILLO,2017-06-03,TESORILLO,INFANTIL-CADETE -,infantilcadete,ok,,23,0,0,23,,,,,Carrera,23
155,X CARRERA POPULAR CORPUS TESORILLO,2017-06-03,TESORILLO,JUVENIL-VETERANOS,juvenilveteranos,ok,,223,75,50,223,,,,,Carrera,98
155,X CARRERA POPULAR CORPUS TESORILLO,2017-06-03,TESORILLO,JUVENIL-VETERANOS LOCAL,juvenilveteranoslocal,ok,,42,30,12,42,,,,,Carrera,0
160,"XXX MEMORIAL SARGENTO DE INFANTERIA DE MARINA ""CARMONA PÁEZ""",2017-05-27,SAN FERNANDO,CON PUNTO INTERMEDIO,conpuntointermedio,ok,,1239,0,0,1239,,,,,Carrera,1239
146,I DUATLON SANLUCAR,2017-05-14,SANLUCAR DE BARRAMEDA,GENERAL,general,ok,,169,147,22,169,,,,,Duatlón,0
142,I CARRERA POPULAR POR LA FIBROMIALGIA Y MARCHA SOLIDARIA,2017-05-13,SAN FERNANDO,GENERAL,general,ok,,470,182,52,470,,,,,Carrera,236
128,XI CARRERA POPULAR RUTA DE LOS ESTEROS,2017-04-23,CHICLANA DE LA FRONTERA,GENERAL,general,ok,,532,0,8,532,,,,,Carrera,524
128,XI CARRERA POPULAR RUTA DE LOS ESTEROS,2017-04-23,CHICLANA DE LA FRONTERA,MILLA,milla,ok,,553,0,0,553,,,,,Carrera,553
128,XI CARRERA POPULAR RUTA DE LOS ESTEROS,2017-04-23,CHICLANA DE LA FRONTERA,LOCALES,locales,ok,,329,255,74,329,,,,,Carrera,0
128,XI CARRERA POPULAR RUTA DE LOS ESTEROS,2017-04-23,CHICLANA DE LA FRONTERA,TODOS LOS PASOS,todoslospasos,ok,,607,0,0,607,,,,,Carrera,607
132,IV CXM MONTIZÓN - CONDADO DE JAÉN,2017-04-23,ALDEAHERMOSA DE MONTIZON,GENERAL,general,ok,,79,0,0,79,,,,,Carrera,79
132,IV CXM MONTIZÓN - CONDADO DE JAÉN,2017-04-23,ALDEAHERMOSA DE MONTIZON,CADETE,cadete,ok,,4,0,0,4,,,,,Carrera,4
151,V RUN FOR PARKINSON´S CÁDIZ 2017,2017-04-15,CADIZ,- NO HEMOS CRONOMETRADO,nohemoscronometrado,ok,,205,0,0,205,,,,,Carrera,205
145,III MEDIA MARATÓN & 10 KM INTERNACIONAL NOVO SANCTI PETRI,2017-04-09,CHICLANA DE LA FRONTERA,MEDIA,media,ok,,195,0,0,195,,,,,Carrera,195
145,III MEDIA MARATÓN & 10 KM INTERNACIONAL NOVO SANCTI PETRI,2017-04-09,CHICLANA DE LA FRONTERA,10K,10k,ok,,359,0,0,359,,,,,Carrera,359
141,II PRIMAVERA RUN CIUDAD DE VILLACARRILLO,2017-04-02,VILLACARRILLO,10 KM CON PARCIAL,10kmconparcial,ok,,193,37,12,193,,,,,Carrera,144
141,II PRIMAVERA RUN CIUDAD DE VILLACARRILLO,2017-04-02,VILLACARRILLO,5 KM,5km,ok,,545,0,0,545,,,,,Carrera,545
131,XXXI MEDIA MARATON BAHIA DE CADIZ,2017-03-26,CADIZ,CON PARCIALES,conparciales,ok,,923,0,0,923,,,,,Carrera,923
131,XXXI MEDIA MARATON BAHIA DE CADIZ,2017-03-26,CADIZ,GENERAL,general,ok,,956,843,113,956,,,,,Carrera,0
131,XXXI MEDIA MARATON BAHIA DE CADIZ,2017-03-26,CADIZ,PUNTUACION CIRCUITO,puntuacioncircuito,ok,,167,144,23,167,,,,,Carrera,0
126,XV CARRERA ATLETICA CHICLANA SANCTI-PETRI,2017-03-12,CHICLANA DE LA FRONTERA,CON PARCIAL,conparcial,ok,,694,0,0,694,,,,,Carrera,694
,IV DUATLON CROS SAN ROQUE,2017-03-05,SAN ROQUE,,,sense_resultats,,,,,,,,,,Duatlón cros,
125,III DUATLÓN CROS CAPA,2017-03-04,ALCALA DE GUADAIRA,,,sense_resultats,,,,,,,,,,Duatlón cros,
124,II CARRERA VVA. DEL ARZOBISPO-VILLACARRILLO “ENTRE OLIVOS”,2017-02-26,VILLANUEVA DEL ARZOBISPO,GENERAL,general,ok,,255,0,0,255,,,,,Carrera,255
136,X CARRERA POPULAR DE TARIFA,2017-02-26,TARIFA,ADULTOS CON TIEMPO REAL,adultoscontiemporeal,ok,,201,0,0,201,,,,,Carrera,201
,IV DUATLÓN CROS CIUDAD DE LA PALMA,2017-02-19,La Palma del Condado,,,sense_resultats,,,,,,,,,,Duatlón cros,
123,XXV CROSS PINAR PÚBLICO LA BARROSA,2017-01-22,CHICLANA DE LA FRONTERA,VETERANOS A - F,veteranosaf,ok,,225,0,0,225,,,,,Carrera,225
123,XXV CROSS PINAR PÚBLICO LA BARROSA,2017-01-22,CHICLANA DE LA FRONTERA,SENIOR,senior,ok,,130,0,0,130,,,,,Carrera,130
123,XXV CROSS PINAR PÚBLICO LA BARROSA,2017-01-22,CHICLANA DE LA FRONTERA,JUVENIL-JUNIOR Y,juveniljuniory,ok,,140,0,140,140,,,,,Carrera,0
122,I CARRERA PILAR MARIANISTAS JEREZ,2017-01-15,Jerez de la Frontera,5 KM,5km,ok,,119,0,0,119,,,,,Carrera,119
121,V SAN SILVESTRE CHICLANERA,2016-12-30,CHICLANA DE LA FRONTERA,GENERAL,general,ok,,972,739,233,972,,,,,Carrera,0
121,V SAN SILVESTRE CHICLANERA,2016-12-30,CHICLANA DE LA FRONTERA,LOCAL,local,ok,,647,489,158,647,,,,,Carrera,0
116,VI CARRERA POPULAR TORREPEROGIL,2016-12-17,Torreperogil,ADULTOS CON PUNTO INTERMEDIO,adultosconpuntointermedio,ok,,299,22,2,299,,,,,Carrera,275
116,VI CARRERA POPULAR TORREPEROGIL,2016-12-17,Torreperogil,PREBENJAMIN- BENJAMIN - ALEVIN,prebenjaminbenjaminalevin,ok,,83,0,0,83,,,,,Carrera,83
116,VI CARRERA POPULAR TORREPEROGIL,2016-12-17,Torreperogil,INFANTIL- CADETE,infantilcadete,ok,,83,0,0,83,,,,,Carrera,83
86,"II CARRERA POR MONTAÑA ""SIERRA SUR DE JAEN""",2016-11-13,ALCALA LA REAL,"UNICA, CADETE Y JUNIOR",unicacadeteyjunior,ok,,39,0,0,39,,,,138,Trail,39
86,"II CARRERA POR MONTAÑA ""SIERRA SUR DE JAEN""",2016-11-13,ALCALA LA REAL,LARGA,larga,ok,,107,0,0,107,,,,105,Trail,107
86,"II CARRERA POR MONTAÑA ""SIERRA SUR DE JAEN""",2016-11-13,ALCALA LA REAL,PREMIOS ABSOLUTA LARGA,premiosabsolutalarga,ok,,13,0,0,13,,,,,Trail,13
120,XXXVI CARRERA URBANA CIUDAD DE CHICLANA,2016-11-06,CHICLANA DE LA FRONTERA,TIEMPO REAL Y OFICIAL,tiemporealyoficial,ok,,563,4,4,563,,,,,Carrera,555
120,XXXVI CARRERA URBANA CIUDAD DE CHICLANA,2016-11-06,CHICLANA DE LA FRONTERA,CON PUNTOS Y MILLA,conpuntosymilla,ok,,574,0,0,574,,,,,Carrera,574
120,XXXVI CARRERA URBANA CIUDAD DE CHICLANA,2016-11-06,CHICLANA DE LA FRONTERA,LOCALES POR SEXO,localesporsexo,ok,,544,0,0,544,,,,,Carrera,544
119,I CARRERA POPULAR AGRUPACIÓN DE MOGÓN,2016-10-30,Agrupación de Mogón (Villacarrillo),CLASIFICACION_GENERAL_MOGON_2016,clasificaciongeneralmogon2016,ok,,128,0,0,128,,,,,Carrera,128
107,XII CARRERA POPULAR NOCTURNA DIA MUNDIAL ENFERMOS DE ALZHEIMER,2016-10-08,SAN FERNANDO,GENERAL,general,ok,,777,593,184,777,,,,,Carrera,0
114,IV MARATON BTT CARMONA,2016-10-08,CARMONA,RUTA CORTA,rutacorta,llista_error,no s'ha trobat cap taula al PDF (format no reconegut per pdfplumber),,,,,,,,,Ciclismo,
114,IV MARATON BTT CARMONA,2016-10-08,CARMONA,RUTA LARGA,rutalarga,llista_error,no s'ha trobat cap taula al PDF (format no reconegut per pdfplumber),,,,,,,,,Ciclismo,
85,III CXM MANCHA REAL,2016-10-02,MANCHA REAL,- CORTA,corta,ok,,47,0,0,47,,,,190,Trail,47
85,III CXM MANCHA REAL,2016-10-02,MANCHA REAL,- CORTA - LOCAL,cortalocal,ok,,17,0,0,17,,,,,Trail,17
85,III CXM MANCHA REAL,2016-10-02,MANCHA REAL,- FEDE Y NO FEDE- LARGA,fedeynofedelarga,ok,,150,0,0,150,,,,123,Trail,150
85,III CXM MANCHA REAL,2016-10-02,MANCHA REAL,- LARGA - LOCAL,largalocal,ok,,17,0,0,17,,,,10,Trail,17
115,IV TRIATLÓN SAN ROQUE,2016-09-25,SAN ROQUE,GENERAL,general,ok,,220,190,30,220,,,,,Triatlón,0
115,IV TRIATLÓN SAN ROQUE,2016-09-25,SAN ROQUE,ABSOLUTA CON PARCIALES,absolutaconparciales,ok,,252,219,33,252,,,,,Triatlón,0
108,XIII SUBIDA AL PANTANO DEL QUIEBRAJANO,2016-09-18,JAEN,GENERAL,general,ok,,737,607,130,737,,,,,Carrera,0
108,XIII SUBIDA AL PANTANO DEL QUIEBRAJANO,2016-09-18,JAEN,LOCAL,local,ok,,57,25,0,57,,,,,Carrera,32
,II CICLODEPORTIVA JAROTA - BELLOTA DE ORO,2016-09-18,VILLANUEVA DE CORDOBA,,,sense_resultats,,,,,,,,,,Ciclismo,
,V CARRERA POPULAR FACINAS,2016-09-17,FACINAS,,,sense_resultats,,,,,,,,,,Carrera,
84,III CXM SIERRA CAZORLA,2016-09-11,CAZORLA,CADETE Y JUNIOR,cadeteyjunior,ok,,10,0,0,10,,,,,Trail,10
84,III CXM SIERRA CAZORLA,2016-09-11,CAZORLA,ADULTOS FEDERADOS Y NO FEDERADOS,adultosfederadosynofederados,ok,,206,0,0,206,,,,437,Trail,206
84,III CXM SIERRA CAZORLA,2016-09-11,CAZORLA,ADULTOS SOLO FEDERADOS,adultossolofederados,ok,,127,0,0,127,,,,437,Trail,127
84,III CXM SIERRA CAZORLA,2016-09-11,CAZORLA,LOCAL CAZORLA,localcazorla,ok,,16,9,1,16,,,,,Trail,6
117,I CARRERA POPULAR SAN PEDRO Y SAN PABLO,2016-09-10,SAN PABLO DE BUCEITE,ADULTOS,adultos,ok,,64,0,0,64,,,,110,Carrera,64
117,I CARRERA POPULAR SAN PEDRO Y SAN PABLO,2016-09-10,SAN PABLO DE BUCEITE,LOCAL ADULTOS,localadultos,ok,,33,0,0,33,,,,,Carrera,33
117,I CARRERA POPULAR SAN PEDRO Y SAN PABLO,2016-09-10,SAN PABLO DE BUCEITE,BENJAMIN,benjamin,ok,,19,0,0,19,,,,94,Carrera,19
117,I CARRERA POPULAR SAN PEDRO Y SAN PABLO,2016-09-10,SAN PABLO DE BUCEITE,PREBENJAMIN,prebenjamin,ok,,14,0,0,14,,,,43,Carrera,14
117,I CARRERA POPULAR SAN PEDRO Y SAN PABLO,2016-09-10,SAN PABLO DE BUCEITE,FIGURITAS,figuritas,ok,,20,0,0,20,,,,131,Carrera,20
112,I TRAVESÍA A NADO SOLIDARIA CIUDAD DE PEÑARROYA PUEBLONUEVO,2016-09-04,PEÑARROYA,800 M.,800m,ok,,40,0,0,40,,,,2,Travesía,40
112,I TRAVESÍA A NADO SOLIDARIA CIUDAD DE PEÑARROYA PUEBLONUEVO,2016-09-04,PEÑARROYA,LOCAL 800 M.,local800m,ok,,11,0,0,11,,,,,Travesía,11
112,I TRAVESÍA A NADO SOLIDARIA CIUDAD DE PEÑARROYA PUEBLONUEVO,2016-09-04,PEÑARROYA,4000 M.,4000m,ok,,64,0,0,64,,,,22,Travesía,64
112,I TRAVESÍA A NADO SOLIDARIA CIUDAD DE PEÑARROYA PUEBLONUEVO,2016-09-04,PEÑARROYA,LOCAL 4000 M.,local4000m,ok,,3,0,0,3,,,,,Travesía,3
112,I TRAVESÍA A NADO SOLIDARIA CIUDAD DE PEÑARROYA PUEBLONUEVO,2016-09-04,PEÑARROYA,DESAFIO FULL,desafiofull,ok,,6,0,0,6,,,,,Travesía,6
109,I CARRERA BLANES TORREDONJIMENO TESORO VISIGODO,2016-09-03,Torredonjimeno,CARRERA A - PREBENJAMIN - BENJAMIN,carreraaprebenjaminbenjamin,ok,,27,5,7,27,,,,,Carrera,15
109,I CARRERA BLANES TORREDONJIMENO TESORO VISIGODO,2016-09-03,Torredonjimeno,GENERAL,general,ok,,310,0,0,310,,,,94,Carrera,310
95,I CARRERA POPULAR VILLA DE RUS,2016-08-20,RUS,INFANTIL-CADETE,infantilcadete,ok,,16,0,0,16,,,,315,Carrera,16
95,I CARRERA POPULAR VILLA DE RUS,2016-08-20,RUS,ADULTOS,adultos,ok,,182,0,0,182,,,,189,Carrera,182
95,I CARRERA POPULAR VILLA DE RUS,2016-08-20,RUS,LOCAL,local,ok,,47,0,0,47,,,,,Carrera,47
102,"I TRAVESÍA A NADO POR LOS PANTANOS DE JAÉN, “EMBALSE DEL GUADALMENA”",2016-07-10,CHICLANA DE SEGURA,GENERAL,general,ok,,66,0,1,66,,,,56,Travesía,65
102,"I TRAVESÍA A NADO POR LOS PANTANOS DE JAÉN, “EMBALSE DEL GUADALMENA”",2016-07-10,CHICLANA DE SEGURA,INFANTIL Y PROMOCION,infantilypromocion,ok,,12,2,0,12,,,,17,Travesía,10
110,CARRERA ARROYO OJANCO,2016-07-09,ARROYO OJANCO,INFANTIL Y CADETE,infantilycadete,ok,,18,0,0,18,,,,65,Carrera,18
110,CARRERA ARROYO OJANCO,2016-07-09,ARROYO OJANCO,PREBENJAMIN,prebenjamin,ok,,28,0,0,28,,,,139,Carrera,28
110,CARRERA ARROYO OJANCO,2016-07-09,ARROYO OJANCO,BENJAMIN,benjamin,ok,,21,0,0,21,,,,95,Carrera,21
110,CARRERA ARROYO OJANCO,2016-07-09,ARROYO OJANCO,ALEVIN,alevin,ok,,15,0,0,15,,,,88,Carrera,15
110,CARRERA ARROYO OJANCO,2016-07-09,ARROYO OJANCO,JUVENIL SENIOR Y VETERANO,juvenilsenioryveterano,ok,,62,15,7,62,,,,59,Carrera,40
96,I RUTA CICLOTURISTA CUEVAS DEL CAMPO,2016-06-12,CUEVAS DEL CAMPO,RUTA CORTA,rutacorta,ok,,33,0,0,33,,,,100,Ciclismo,33
96,I RUTA CICLOTURISTA CUEVAS DEL CAMPO,2016-06-12,CUEVAS DEL CAMPO,RUTA LARGA,rutalarga,ok,,26,0,0,26,,,,,Ciclismo,26
97,II URBAN RACE - CROSS DE LAS CUESTAS,2016-06-11,SAN ROQUE,PREBENJAMIN,prebenjamin,ok,,15,0,0,15,,,,,Carrera,15
97,II URBAN RACE - CROSS DE LAS CUESTAS,2016-06-11,SAN ROQUE,BENJAMIN,benjamin,ok,,36,0,0,36,,,,324,Carrera,36
97,II URBAN RACE - CROSS DE LAS CUESTAS,2016-06-11,SAN ROQUE,INFANTIL-CADETE,infantilcadete,ok,,23,0,0,23,,,,378,Carrera,23
97,II URBAN RACE - CROSS DE LAS CUESTAS,2016-06-11,SAN ROQUE,ALEVIN,alevin,ok,,32,0,0,32,,,,304,Carrera,32
97,II URBAN RACE - CROSS DE LAS CUESTAS,2016-06-11,SAN ROQUE,ADULTOS,adultos,ok,,277,16,5,277,,,,217,Carrera,256
78,I TRIATLON DE LOS PEDROCHES,2016-06-05,POZOBLANCO,GENERAL,general,ok,,116,0,0,116,104,41,,,Triatlón,116
78,I TRIATLON DE LOS PEDROCHES,2016-06-05,POZOBLANCO,CON PARCIALES,conparciales,ok,,126,0,0,126,104,8,8,,Triatlón,126
98,3ª CARRERA URBANA CASTILLO DE SABIOTE,2016-06-04,SABIOTE,INFANTIL-CADETE,infantilcadete,ok,,45,0,0,45,,,,177,Carrera,45
98,3ª CARRERA URBANA CASTILLO DE SABIOTE,2016-06-04,SABIOTE,ADULTOS,adultos,ok,,286,1,0,286,,,,275,Carrera,285
98,3ª CARRERA URBANA CASTILLO DE SABIOTE,2016-06-04,SABIOTE,BENJAMIN Y ALEVIN,benjaminyalevin,ok,,66,0,0,66,,,,118,Carrera,66
,XXV CARRERA URBANA - SAN FELIPE NERI,2016-06-04,CADIZ,,,sense_resultats,,,,,,,,,,Carrera,
99,"XXIX MEMORIAL SARGENTO DE INFANTERÍA DE MARINA ""CARMONA PÁEZ""",2016-05-28,SAN FERNANDO,GENERAL,general,ok,,1305,0,0,1305,,62,,621,Carrera,1305
81,MARATON TRAIL SIERRA CAZORLA,2016-05-21,QUESADA,TRAIL FEDERADOS Y NO FEDERADOS,trailfederadosynofederados,ok,,70,0,0,70,,,,203,Trail,70
81,MARATON TRAIL SIERRA CAZORLA,2016-05-21,QUESADA,TRAIL FEDERADOS,trailfederados,ok,,40,0,0,40,,,,209,Trail,40
81,MARATON TRAIL SIERRA CAZORLA,2016-05-21,QUESADA,MARATON TODOS,maratontodos,ok,,102,0,0,102,,,,104,Trail,102
81,MARATON TRAIL SIERRA CAZORLA,2016-05-21,QUESADA,MARATON SOLO FEDERADOS,maratonsolofederados,ok,,74,0,0,74,,,,103,Trail,74
,CARRERA SOLIDARIA Y POPULAR IV RUN FOR PARKINSON-S CADIZ,2016-05-14,CADIZ,,,sense_resultats,,,,,,,,,,Carrera,
83,III CXM SIERRA DE SEGURA SANTIAGO- PONTONES,2016-05-08,PONTONES,GENERAL,general,llista_error,no s'ha trobat cap taula al PDF (format no reconegut per pdfplumber),,,,,,,,,Trail,
77,V TRIATLON TRIHERCULES CADIZ,2016-04-30,CADIZ,CON PARCIALES Y,conparcialesy,ok,,488,0,488,488,,,,,Triatlón,0
77,V TRIATLON TRIHERCULES CADIZ,2016-04-30,CADIZ,CON PARCIALES,conparciales,ok,,221,102,119,221,,,,,Triatlón,0
77,V TRIATLON TRIHERCULES CADIZ,2016-04-30,CADIZ,LOCALES,locales,ok,,124,102,22,124,,,,,Triatlón,0
,CYCLING DAY - TRIHERCULES,2016-04-30,CADIZ,,,sense_resultats,,,,,,,,,,Ciclismo,
82,III CXM MONTIZÓN - CONDADO DE JAÉN,2016-04-17,ALDEAHERMOSA DE MONTIZÓN,ADULTOS,adultos,llista_error,no s'ha trobat cap taula al PDF (format no reconegut per pdfplumber),,,,,,,,,Trail,
94,XXIX CARRERA POPULAR NOCTURNA CARRIÓN DE LOS CÉSPEDES,2016-04-15,CARRIÓN DE LOS CÉSPEDES,JUVENIL,juvenil,ok,,18,0,0,18,,,,403,Carrera,18
94,XXIX CARRERA POPULAR NOCTURNA CARRIÓN DE LOS CÉSPEDES,2016-04-15,CARRIÓN DE LOS CÉSPEDES,GENERAL,general,ok,,566,384,182,566,,,,,Carrera,0
87,I PRIMAVERA RUN CIUDAD DE VILLACARRILLO,2016-04-03,VILLACARRILLO,10000,10000,ok,,247,0,0,247,,,,238,Carrera,247
87,I PRIMAVERA RUN CIUDAD DE VILLACARRILLO,2016-04-03,VILLACARRILLO,5000,5000,ok,,229,0,0,229,,,,186,Carrera,229
79,II DUATLÓN CROS CAPA,2016-03-19,ALCALA DE GUADAIRA,LOCAL,local,ok,,53,0,0,53,199,,,,Duatlón cros,53
79,II DUATLÓN CROS CAPA,2016-03-19,ALCALA DE GUADAIRA,CON PARCIALES,conparciales,ok,,224,0,0,224,199,187,187,,Duatlón cros,224
75,XXX MEDIA MARATÓN BAHÍA DE CÁDIZ,2016-03-13,CADIZ,GENERAL,general,ok,,1157,0,55,1157,,,,588,Carrera,1102
75,XXX MEDIA MARATÓN BAHÍA DE CÁDIZ,2016-03-13,CADIZ,PREMIOS,premios,ok,,10,0,0,10,,,,,Carrera,10
88,II CARRERA POPULAR POR EL SINDROME DE RETT # YO ME UNO AL RETTO,2016-02-29,CADIZ,GENERAL,general,ok,,379,241,138,379,,,,,Carrera,0
89,I CARRERA VILLACARRILLO- VVA. DEL ARZOBISPO “ENTRE OLIVOS”,2016-02-28,VILLACARRILLO,GENERAL,general,ok,,224,0,0,224,,,,214,Carrera,224
80,IX CARRERA POPULAR DE TARIFA,2016-02-21,TARIFA,JUNIOR-VETERANOS,juniorveteranos,ok,,276,0,0,276,,,,34,Carrera,276
80,IX CARRERA POPULAR DE TARIFA,2016-02-21,TARIFA,CLASFICACION CADETES,clasficacioncadetes,ok,,25,0,0,25,,,,272,Carrera,25
80,IX CARRERA POPULAR DE TARIFA,2016-02-21,TARIFA,CLASFICACION INFANTIL,clasficacioninfantil,ok,,53,0,0,53,,,,499,Carrera,53
80,IX CARRERA POPULAR DE TARIFA,2016-02-21,TARIFA,CLASFICACION ALEVIN,clasficacionalevin,ok,,89,0,0,89,,,,376,Carrera,89
76,III DUATLON CROS CIUDAD DE LA PALMA,2016-02-14,LA PALMA DEL CONDADO,GENERAL,general,ok,,182,162,20,182,,,,,Duatlón cros,0
,I DUATLON CROS GUILLENA GREEN,2016-02-07,GUILLENA,,,sense_resultats,,,,,,,,,,Duatlón cros,
71,V CARRERA POPULAR TORREPEROGIL,2015-12-26,TORREPEROGIL,PREBENJAMIN-BENJAMIN-ALEVIN,prebenjaminbenjaminalevin,ok,,68,20,11,68,,,,413,Carrera,37
71,V CARRERA POPULAR TORREPEROGIL,2015-12-26,TORREPEROGIL,INFANTIL-CADETE,infantilcadete,ok,,38,0,0,38,,,,368,Carrera,38
71,V CARRERA POPULAR TORREPEROGIL,2015-12-26,TORREPEROGIL,ABSOLUTA,absoluta,ok,,326,0,0,326,,,,122,Carrera,326
46,"1ª CARRERA POR MONTAÑA ""SIERRA SUR DE JAEN""",2015-11-15,Alcala la Real,ORDEN ENTRADA META ADULTOS,ordenentradametaadultos,ok,,181,0,0,181,,,,42,Trail,181
46,"1ª CARRERA POR MONTAÑA ""SIERRA SUR DE JAEN""",2015-11-15,Alcala la Real,ORDEN ENTRADA META CADETES Y JUNIOR,ordenentradametacadetesyjunior,ok,,19,0,0,19,,,,,Trail,19
45,CXM MANCHA REAL,2015-10-25,Mancha Real,CADETE JUNIOR,cadetejunior,llista_error,no s'ha trobat cap taula al PDF (format no reconegut per pdfplumber),,,,,,,,,Trail,
45,CXM MANCHA REAL,2015-10-25,Mancha Real,ADULTOS,adultos,llista_error,no s'ha trobat cap taula al PDF (format no reconegut per pdfplumber),,,,,,,,,Trail,
45,CXM MANCHA REAL,2015-10-25,Mancha Real,LOCAL,local,ok,,21,0,0,21,,,,,Trail,21
70,XI CARRERA POPULAR NOCTURNA DIA MUNDIAL ENFERMOS DE ALZHEIMER,2015-10-24,SAN FERNANDO,GENERAL,general,ok,,792,0,0,792,,,,653,Carrera,792
,MARATÓN BBT IX ''RUTA DEL GUADALETE'',2015-10-24,BORNOS,,,sense_resultats,,,,,,,,,,Ciclismo,
