fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,finisher_desconegut,id
buscametas,Ugao-Miraballes Herri Krosa,2025-05-04,Domingo,0.0,Otros,Infantil,14,19,Ugao-Miraballes,,Bizkaia,,1204764140
buscametas,Ugao-Miraballes Herri Krosa,2025-05-04,Domingo,0.0,Otros,Infantil,5,19,Ugao-Miraballes,,Bizkaia,,1204765844
buscametas,Ugao-Miraballes Herri Krosa,2025-05-04,Domingo,0.0,Otros,Mayores/Veteranos,86,228,Ugao-Miraballes,,Bizkaia,,1204762676
buscametas,BBK Mendi Martxak - Ortuella,2025-05-04,Domingo,17.0,marcha,Absoluta/General,87,111,Ortuella,,Bizkaia,,1212343195
buscametas,Subida a Estibaliz,2025-04-13,Domingo,15.0,road running,Absoluta/General,256,538,Armentia,Gasteizko kuadrilla,Álava,,1203667295
buscametas,Carrera Campus Universidad de La Rioja,2025-04-06,Domingo,0.0,road running,Absoluta/General,0,0,Logroño,,La Rioja,,1204089316
buscametas,Carrera Campus Universidad de La Rioja,2025-04-06,Domingo,5.0,road running,Absoluta/General,0,0,Logroño,,La Rioja,,1204090906
buscametas,Carrera Campus Universidad de La Rioja,2025-04-06,Domingo,10.0,road running,Absoluta/General,0,0,Logroño,,La Rioja,,1204091979
buscametas,Enkarterri Extrem Trails,2025-04-05,Sábado,0.0,marcha,Absoluta/General,0,0,Zaramillo,,Bizkaia,,41
buscametas,Enkarterri Extrem Trails,2025-04-05,Sábado,30.0,trail running,Absoluta/General,8,83,Zaramillo,,Bizkaia,,1203099133
buscametas,Enkarterri Extrem Trails,2025-04-05,Sábado,42.0,trail running,Absoluta/General,14,136,Zaramillo,,Bizkaia,,1203100197
buscametas,Enkarterri Extrem Trails,2025-04-05,Sábado,60.0,trail running,Absoluta/General,8,107,Zaramillo,,Bizkaia,,1203101593
buscametas,Enkarterri Extrem Trails,2025-04-05,Sábado,10.0,trail running,Absoluta/General,22,31,Zaramillo,,Bizkaia,,1214031227
buscametas,Trail Cabo de Ajo,2025-03-30,Domingo,0.0,road running,Absoluta/General,60,212,Ajo,,Cantabria,,1202948563
buscametas,Trail Cabo de Ajo,2025-03-30,Domingo,0.0,marcha,Absoluta/General,179,162,Ajo,,Cantabria,,1202949975
buscametas,Amurrio Trail Lasterketa,2025-03-30,Domingo,0.0,trail running,Absoluta/General,48,114,Amurrio,,Álava,,1207259360
buscametas,Amurrio Trail Lasterketa,2025-03-30,Domingo,0.0,trail running,Absoluta/General,11,72,Amurrio,,Álava,,1207260616
buscametas,Evento de prueba,2025-03-25,Martes,10.0,road running,Absoluta/General,0,0,Güeñes,,Bizkaia,,39
buscametas,Artxanda Urban Trail,2025-03-23,Domingo,0.0,trail running,Absoluta/General,6,76,Bilbao,,Bizkaia,,1201896233
buscametas,Artxanda Urban Trail,2025-03-23,Domingo,0.0,trail running,Absoluta/General,20,106,Bilbao,,Bizkaia,,1201894754
buscametas,Lau Haizeta Trail,2025-03-23,Domingo,0.0,trail running,Absoluta/General,9,57,Mungia,,Bizkaia,,1202572473
buscametas,Lau Haizeta Trail,2025-03-23,Domingo,0.0,trail running,Absoluta/General,60,148,Mungia,,Bizkaia,,1202571742
buscametas,BBK Mendi Martxak - Portugalete,2025-03-16,Domingo,17.0,marcha,Absoluta/General,128,212,Portugalete,,Bizkaia,,1214112516
buscametas,Mugagabe Trail Laudio,2025-03-01,Sábado,28.0,trail running,Absoluta/General,18,191,Laudio,,Álava,,1185552510
buscametas,Mugagabe Trail Laudio,2025-03-01,Sábado,11.0,trail running,Absoluta/General,54,149,Laudio,,Álava,,1185553110
buscametas,Mugagabe Trail Laudio,2025-03-01,Sábado,0.0,trail running,Absoluta/General,0,0,Laudio,,Álava,19.0,1185554281
buscametas,Apuko Igoera  Zaramillo Enkarterri,2025-02-09,Domingo,0.0,Ciclismo y btt,Absoluta/General,6,87,Zaramillo,,Bizkaia,,1201220296
buscametas,Apuko Igoera  Zaramillo Enkarterri,2025-02-09,Domingo,0.0,trail running,Absoluta/General,43,413,Zaramillo,,Bizkaia,,1201221500
buscametas,BBK Mendi Martxak - Berriz,2025-02-02,Domingo,14.0,marcha,Absoluta/General,141,161,Berriz,,Bizkaia,,1214107720
buscametas,San Antontxuko Herri Krosa,2025-01-12,Domingo,10.0,road running,Absoluta/General,81,281,Mungia,,Bizkaia,,1200594721
buscametas,San Antontxuko Herri Krosa,2025-01-12,Domingo,5.0,road running,Absoluta/General,117,129,Mungia,,Bizkaia,,1200595375
buscametas,5K Sopuerta,2025-01-05,Domingo,5.0,road running,Absoluta/General,32,110,Sopuerta,,Bizkaia,,1199503986
buscametas,Bilbao Rekalde San Silvestre,2024-12-31,Martes,0.0,Otros,Mayores/Veteranos,1038,1727,Bilbao,,Bizkaia,,1199206225
buscametas,San Silvestre Sodupe,2024-12-31,Martes,0.0,Otros,Mayores/Veteranos,80,236,Sodupe,,Bizkaia,,1199350557
buscametas,San Silvestre de Vitoria-Gasteiz,2024-12-31,Martes,0.0,Otros,Mayores/Veteranos,1099,1402,Vitoria,Gasteizko kuadrilla,Álava,,1199457586
buscametas,Bilbao Rekalde San Silvestre Txiki,2024-12-31,Martes,0.0,Otros,Infantil,5,15,Bilbao,,Bizkaia,,1199478285
buscametas,Bilbao Rekalde San Silvestre Txiki,2024-12-31,Martes,0.0,Otros,Infantil,22,65,Bilbao,,Bizkaia,,1199479536
buscametas,Bilbao Rekalde San Silvestre Txiki,2024-12-31,Martes,0.0,Otros,Infantil,33,42,Bilbao,,Bizkaia,,1199482543
buscametas,Bilbao Rekalde San Silvestre Txiki,2024-12-31,Martes,0.0,Otros,Infantil,35,43,Bilbao,,Bizkaia,,1199483492
buscametas,Bilbao Rekalde San Silvestre Txiki,2024-12-31,Martes,0.0,Otros,Infantil,40,55,Bilbao,,Bizkaia,,1199484398
buscametas,Bilbao Rekalde San Silvestre Txiki,2024-12-31,Martes,0.0,Otros,Infantil,48,59,Bilbao,,Bizkaia,,1199480919
buscametas,Olentzero Martxa Trail,2024-12-22,Domingo,0.0,trail running,Absoluta/General,23,147,Zaramillo,,Bizkaia,,1198961209
buscametas,Olentzero Martxa Trail,2024-12-22,Domingo,0.0,trail running,Absoluta/General,51,97,Zaramillo,,Bizkaia,,1198962977
buscametas,La Media de Vitoria-Gasteiz,2024-12-15,Domingo,0.0,road running,Absoluta/General,650,2168,Vitoria-Gasteiz,Gasteizko kuadrilla,Álava,,1198803947
buscametas,Soxoguti Erronka,2024-12-14,Sábado,0.0,road running,Absoluta/General,42,150,Artziniega,,Álava,,1209870180
buscametas,Oposiciones Bomberos Bilbao,2024-12-09,Lunes,0.0,Otros,Absoluta/General,0,6,Bilbao,,Bizkaia,,34
buscametas,BBK Mendi Martxak - Bilbao,2024-12-08,Domingo,10.0,marcha,Absoluta/General,0,0,Bilbao,,Bizkaia,,1200335387
buscametas,Zalla-Balma-Zalla,2024-12-01,Domingo,14.0,road running,Absoluta/General,39,200,Zalla,,Bizkaia,,1204385912
buscametas,Lemoatx Trail,2024-11-17,Domingo,25.0,trail running,Absoluta/General,20,129,Lemoa,,Bizkaia,,1197964378
buscametas,Lemoatx Trail,2024-11-17,Domingo,17.0,trail running,Absoluta/General,35,172,Lemoa,,Bizkaia,,1197963176
buscametas,Erandioko Herri Krosa,2024-11-10,Domingo,0.0,Otros,Infantil,0,58,Erandio,,Bizkaia,,1197491900
buscametas,Erandioko Herri Krosa,2024-11-10,Domingo,0.0,Otros,Infantil,65,0,Erandio,,Bizkaia,,1197493402
buscametas,Erandioko Herri Krosa,2024-11-10,Domingo,0.0,Otros,Infantil,0,48,Erandio,,Bizkaia,,1197490178
buscametas,Erandioko Herri Krosa,2024-11-10,Domingo,0.0,Otros,Infantil,62,0,Erandio,,Bizkaia,,1197492679
buscametas,Erandioko Herri Krosa,2024-11-10,Domingo,0.0,Otros,Infantil,0,71,Erandio,,Bizkaia,,1197486922
buscametas,Erandioko Herri Krosa,2024-11-10,Domingo,0.0,Otros,Infantil,77,0,Erandio,,Bizkaia,,1197489452
buscametas,Erandioko Herri Krosa,2024-11-10,Domingo,0.0,Otros,Infantil,0,55,Erandio,,Bizkaia,,1197487444
buscametas,Erandioko Herri Krosa,2024-11-10,Domingo,0.0,Otros,Infantil,58,0,Erandio,,Bizkaia,,1197488843
buscametas,BBK Mendi Martxak - Basauri,2024-11-10,Domingo,14.0,marcha,Absoluta/General,99,145,Basauri,,Bizkaia,,1200311252
buscametas,La conquista de la Almendra,2024-11-03,Domingo,10.0,road running,Absoluta/General,104,243,Vitoria,Gasteizko kuadrilla,Álava,,1204284793
buscametas,La conquista de la Almendra,2024-11-03,Domingo,5.0,road running,Absoluta/General,93,83,Vitoria,Gasteizko kuadrilla,Álava,,1204285674
buscametas,Vertical Pico la Cruz,2024-10-27,Domingo,0.0,road running,Absoluta/General,7,63,Galdames,,Bizkaia,,1197022910
buscametas,BBK Mendi Martxak - Ortuella,2024-10-27,Domingo,17.0,marcha,Absoluta/General,46,80,Ortuella,,Bizkaia,,1200310664
buscametas,Marcha Nórdica Villa de Azagra,2024-10-27,Domingo,0.0,marcha,Absoluta/General,9,16,Azagra,Erriberagoiena / Ribera Alta,Navarra,,1206731756
buscametas,Marcha Nórdica Villa de Azagra,2024-10-27,Domingo,0.0,marcha,Absoluta/General,5,6,Azagra,Erriberagoiena / Ribera Alta,Navarra,,1206732905
buscametas,Marcha Nórdica Villa de Azagra,2024-10-27,Domingo,0.0,marcha,Absoluta/General,0,2,Azagra,Erriberagoiena / Ribera Alta,Navarra,,1206733659
buscametas,Oposiciones Bomberos Bilbao,2024-10-21,Lunes,0.0,Otros,Absoluta/General,1,3,Bilbao,,Bizkaia,,32
buscametas,La Sobanuca,2024-10-20,Domingo,22.0,Ciclismo y btt,Absoluta/General,3,4,Quintana - Soba,,Cantabria,,1196558874
buscametas,La Sobanuca,2024-10-20,Domingo,0.0,road running,Absoluta/General,11,46,Quintana - Soba,,Cantabria,,1196559495
buscametas,La Sobanuca,2024-10-20,Domingo,0.0,marcha,Absoluta/General,75,64,Quintana - Soba,,Cantabria,,1196560162
buscametas,La Sobanuca,2024-10-20,Domingo,0.0,marcha,Absoluta/General,122,83,Quintana - Soba,,Cantabria,,1196561911
buscametas,La Sobanuca,2024-10-20,Domingo,26.0,Ciclismo y btt,Absoluta/General,1,8,Quintana - Soba,,Cantabria,,1206738674
buscametas,BBK Mendi Martxak - Mungia,2024-10-20,Domingo,18.0,marcha,Absoluta/General,170,249,Mungia,,Bizkaia,,1200334114
buscametas,Basajaun Trail Race,2024-10-19,Sábado,43.0,trail running,Absoluta/General,5,83,Galdeano,Estellerria,Navarra,,1196221958
buscametas,Basajaun Trail Race,2024-10-19,Sábado,23.0,trail running,Absoluta/General,45,202,Galdeano,Estellerria,Navarra,,1196222702
buscametas,Basajaun Trail Race,2024-10-19,Sábado,13.0,trail running,Absoluta/General,73,137,Galdeano,Estellerria,Navarra,,1196223631
buscametas,Galipa Swim,2024-10-13,Domingo,0.0,Otros,Infantil,59,31,Zierbena,,Bizkaia,,1196000408
buscametas,Galipa Swim,2024-10-13,Domingo,0.0,road running,Absoluta/General,0,217,Zierbena,,Bizkaia,,1196001228
buscametas,Galipa Swim,2024-10-13,Domingo,0.0,road running,Absoluta/General,115,0,Zierbena,,Bizkaia,,1196002219
buscametas,Galipa Swim,2024-10-13,Domingo,0.0,Otros,Otros,1,6,Zierbena,,Bizkaia,,1196003632
buscametas,Kolitza Balmatrail,2024-10-13,Domingo,0.0,road running,Absoluta/General,32,197,Balmaseda,,Bizkaia,,1196192479
buscametas,Kolitza Balmatrail,2024-10-13,Domingo,0.0,marcha,Absoluta/General,108,177,Balmaseda,,Bizkaia,,1196193379
buscametas,Marcha Nórdica de Gorliz,2024-10-13,Domingo,0.0,marcha,Absoluta/General,17,22,Gorliz,,Bizkaia,,1209781292
buscametas,Marcha Nórdica de Gorliz,2024-10-13,Domingo,0.0,marcha,Absoluta/General,13,5,Gorliz,,Bizkaia,,1209782755
buscametas,Marcha Nórdica de Gorliz,2024-10-13,Domingo,0.0,marcha,Absoluta/General,0,0,Gorliz,,Bizkaia,,1209783918
buscametas,Zalla Herri Bira Mayores,2024-10-12,Sábado,0.0,Otros,Mayores/Veteranos,26,102,Zalla,,Bizkaia,,29
buscametas,Record del Kolitza,2024-10-12,Sábado,0.0,Otros,Absoluta/General,5,41,Balmaseda,,Bizkaia,,30
buscametas,Zalla Herri Bira Txikis,2024-10-12,Sábado,0.0,Otros,Infantil,24,19,Zalla,,Bizkaia,,1195921424
buscametas,Zalla Herri Bira Txikis,2024-10-12,Sábado,0.0,Otros,Infantil,5,20,Zalla,,Bizkaia,,1195922851
buscametas,Zalla Herri Bira Txikis,2024-10-12,Sábado,0.0,Otros,Infantil,0,5,Zalla,,Bizkaia,,1195923322
buscametas,AraMotz Mendi Lasterketa,2024-10-06,Domingo,22.0,road running,Absoluta/General,14,101,Amorebieta Etxano,,Bizkaia,,1196087940
buscametas,Txara Trail,2024-09-29,Domingo,10.0,trail running,Absoluta/General,21,60,Markina Xemein,,Bizkaia,,1195680478
buscametas,Txara Trail,2024-09-29,Domingo,21.0,trail running,Absoluta/General,6,38,Markina Xemein,,Bizkaia,,1195681411
buscametas,Marcha nórdica Portugalete,2024-09-22,Domingo,0.0,marcha,Absoluta/General,23,20,Portugalete,,Bizkaia,,1206580844
buscametas,Marcha nórdica Portugalete,2024-09-22,Domingo,0.0,marcha,Absoluta/General,30,6,Portugalete,,Bizkaia,,27
buscametas,BBK Mendi Martxak - Barakaldo,2024-09-22,Domingo,13.0,marcha,Absoluta/General,125,192,Barakaldo,,Bizkaia,,1206657530
buscametas,Picos de La Demanda - Domingo,2024-09-15,Domingo,11.0,Otros,Mayores/Veteranos,12,73,Ezcaray,,La Rioja,,20
buscametas,Picos de La Demanda - Domingo,2024-09-15,Domingo,0.0,Otros,Infantil,0,0,Ezcaray,,La Rioja,,21
buscametas,Picos de la demanda - Combinada,2024-09-15,Domingo,0.0,Multidisciplina,Absoluta/General,6,52,Ezcaray,,La Rioja,,26
buscametas,Picos de La Demanda - Sábado,2024-09-14,Sábado,42.0,trail running,Absoluta/General,11,77,Ezcaray,,La Rioja,,1194697822
buscametas,Picos de La Demanda - Sábado,2024-09-14,Sábado,21.0,trail running,Absoluta/General,41,276,Ezcaray,,La Rioja,,1194696735
buscametas,Picos de La Demanda - Sábado,2024-09-14,Sábado,11.0,trail running,Absoluta/General,73,142,Ezcaray,,La Rioja,,1194698527
buscametas,Picos de La Demanda - Viernes,2024-09-13,Viernes,6.5,Otros,Absoluta/General,34,131,Ezcaray,,La Rioja,,18
buscametas,La Iruela Urban Trail,2024-08-25,Domingo,0.0,trail running,Absoluta/General,12,54,La Iruela,,Jaén,,24
buscametas,Circuito de la Iruela,2024-08-25,Domingo,0.0,Otros,Absoluta/General,4,25,Cazorla,,Jaén,,25
buscametas,Trailshumancia Burunchel,2024-08-18,Domingo,0.0,trail running,Absoluta/General,14,53,Burunchel,,Jaén,,23
buscametas,Arroyo Frio Trail,2024-08-14,Miércoles,0.0,trail running,Absoluta/General,11,49,Arroyo Frio,,Jaén,,22
buscametas,BTT Extreme Valle de Ezcaray - Domingo,2024-07-28,Domingo,0.0,Ciclismo y btt,Absoluta/General,7,90,Ezcaray,,La Rioja,,16
buscametas,BTT Extreme Valle de Ezcaray - Domingo,2024-07-28,Domingo,0.0,Ciclismo y btt,Absoluta/General,0,0,Ezcaray,,La Rioja,48.0,17
buscametas,BTT Extreme Valle de Ezcaray,2023-07-21,Viernes,0.0,Ciclismo y btt,Absoluta/General,4,67,Ezcaray,,La Rioja,,14
buscametas,BTT Extreme Valle de Ezcaray,2023-07-21,Viernes,0.0,Ciclismo y btt,Absoluta/General,0,0,Ezcaray,,La Rioja,17.0,15
buscametas,Birsortu,2021-03-01,Lunes,0.0,trail running,Absoluta/General,0,6,,,A Coruña,,2
buscametas,Birsortu,2021-03-01,Lunes,0.0,trail running,Absoluta/General,0,4,,,A Coruña,,3
buscametas,Birsortu,2021-03-01,Lunes,0.0,Ciclismo y btt,Absoluta/General,0,0,,,A Coruña,,4
buscametas,Birsortu,2021-03-01,Lunes,0.0,Ciclismo y btt,Absoluta/General,0,3,,,A Coruña,,5
buscametas,Birsortu,2021-03-01,Lunes,0.0,trail running,Absoluta/General,0,2,,,A Coruña,,6
buscametas,Birsortu,2021-03-01,Lunes,0.0,trail running,Absoluta/General,1,3,,,A Coruña,,7
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,19.0,trail running,Absoluta/General,3,43,Güeñes,,Bizkaia,,1137718597
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,13.0,marcha,Absoluta/General,10,14,Güeñes,,Bizkaia,,1137719865
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,39.0,Ciclismo y btt,Absoluta/General,3,119,Güeñes,,Bizkaia,,1137720347
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,28.0,Ciclismo y btt,Absoluta/General,4,10,Güeñes,,Bizkaia,,1137721974
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,19.0,marcha,Absoluta/General,35,33,Güeñes,,Bizkaia,,1139806404
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,13.0,trail running,Absoluta/General,7,8,Güeñes,,Bizkaia,,1139807804
buscametas,Bilbao San Silvestre,2020-12-01,Martes,0.0,Multidisciplina,Absoluta/General,5,53,Bilbao,,Bizkaia,,1
buscametas,BTT Extreme Valle de Ezcaray,2023-07-21,Viernes,0.0,Ciclismo y btt,Absoluta/General,4,67,Ezcaray,,La Rioja,,14
buscametas,BTT Extreme Valle de Ezcaray,2023-07-21,Viernes,0.0,Ciclismo y btt,Absoluta/General,0,0,Ezcaray,,La Rioja,17.0,15
buscametas,Birsortu,2021-03-01,Lunes,0.0,trail running,Absoluta/General,0,6,,,A Coruña,,2
buscametas,Birsortu,2021-03-01,Lunes,0.0,trail running,Absoluta/General,0,4,,,A Coruña,,3
buscametas,Birsortu,2021-03-01,Lunes,0.0,Ciclismo y btt,Absoluta/General,0,0,,,A Coruña,,4
buscametas,Birsortu,2021-03-01,Lunes,0.0,Ciclismo y btt,Absoluta/General,0,3,,,A Coruña,,5
buscametas,Birsortu,2021-03-01,Lunes,0.0,trail running,Absoluta/General,0,2,,,A Coruña,,6
buscametas,Birsortu,2021-03-01,Lunes,0.0,trail running,Absoluta/General,1,3,,,A Coruña,,7
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,19.0,trail running,Absoluta/General,3,43,Güeñes,,Bizkaia,,1137718597
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,13.0,marcha,Absoluta/General,10,14,Güeñes,,Bizkaia,,1137719865
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,39.0,Ciclismo y btt,Absoluta/General,3,119,Güeñes,,Bizkaia,,1137720347
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,28.0,Ciclismo y btt,Absoluta/General,4,10,Güeñes,,Bizkaia,,1137721974
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,19.0,marcha,Absoluta/General,35,33,Güeñes,,Bizkaia,,1139806404
buscametas,EKOC | Güeñes - Gordexola,2021-01-08,Viernes,13.0,trail running,Absoluta/General,7,8,Güeñes,,Bizkaia,,1139807804
buscametas,Bilbao San Silvestre,2020-12-01,Martes,0.0,Multidisciplina,Absoluta/General,5,53,Bilbao,,Bizkaia,,1
