fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia
cursescat,Cusa Solidàtia Sant Julià de Ramis 2024,2024-05-05,Domingo,10.0,marcha,Absoluta/General,7,23,Sant Julià de Ramis,Gironès,Girona
cursescat,Marxa de la Tortuga Darnius 2024,2024-04-28,Domingo,9.0,trail running,Absoluta/General,20,22,Darnius,Alt Empordà,Girona
cursescat,Marxa de la Tortuga Darnius 2024,2024-04-28,Domingo,15.0,trail running,Absoluta/General,9,29,Darnius,Alt Empordà,Girona
cursescat,Cursa de les Gavarres,2024-04-28,Domingo,21.0,trail running,Absoluta/General,22,68,Sant Martí Vell,Gironès,Girona
cursescat,Trail Alberamarítima,2024-04-21,Domingo,21.0,trail running,Absoluta/General,37,67,Colera,Alt Empordà,Girona
cursescat,Trail Alberamarítima,2024-04-21,Domingo,8.0,trail running,Absoluta/General,71,77,Colera,Alt Empordà,Girona
cursescat,BTT  Penjamarrans,2024-04-14,Domingo,0.0,Ciclismo y btt,Absoluta/General,3,38,Navata,Alt Empordà,Girona
cursescat,BTT  Penjamarrans,2024-04-14,Domingo,24.0,Ciclismo y btt,Absoluta/General,6,15,Navata,Alt Empordà,Girona
cursescat,BTT  Penjamarrans,2024-04-14,Domingo,35.0,Ciclismo y btt,Absoluta/General,0,7,Navata,Alt Empordà,Girona
cursescat,BTT  Penjamarrans,2024-04-14,Domingo,40.0,Ciclismo y btt,Absoluta/General,3,58,Navata,Alt Empordà,Girona
cursescat,BTT  Penjamarrans,2024-04-14,Domingo,90.0,Ciclismo y btt,Absoluta/General,1,43,Navata,Alt Empordà,Girona
cursescat,Bacanal 2024,2024-04-14,Domingo,8.0,marcha,Absoluta/General,15,25,Rupià,Baix Empordà,Girona
cursescat,Bacanal 2024,2024-04-14,Domingo,14.0,marcha,Absoluta/General,17,52,Rupià,Baix Empordà,Girona
cursescat,V MARXA DEL GARRI 2024,2024-04-14,Domingo,7.0,marcha,Absoluta/General,82,55,Garrigàs,Alt Empordà,Girona
cursescat,V MARXA DEL GARRI 2024,2024-04-14,Domingo,13.0,marcha,Absoluta/General,38,27,Garrigàs,Alt Empordà,Girona
cursescat,FOX TRAIL 2024,2024-04-07,Domingo,7.0,trail running,Absoluta/General,163,135,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,FOX TRAIL 2024,2024-04-07,Domingo,14.0,trail running,Absoluta/General,56,167,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,BTT Sant JOrdi 2024,2024-04-07,Domingo,25.0,Ciclismo y btt,Absoluta/General,10,87,Sant Jordi Desvalls,Gironès,Girona
cursescat,BTT Sant JOrdi 2024,2024-04-07,Domingo,35.0,Ciclismo y btt,Absoluta/General,10,193,Sant Jordi Desvalls,Gironès,Girona
cursescat,Bike Marató,2024-03-24,Domingo,4.0,Ciclismo y btt,Absoluta/General,12,178,Roses,Alt Empordà,Girona
cursescat,Bike Marató,2024-03-24,Domingo,90.0,Ciclismo y btt,Absoluta/General,1,10,Roses,Alt Empordà,Girona
cursescat,Correpoble 2024,2024-03-23,Sábado,10.0,road running,Absoluta/General,715,589,Calonge i Sant Antoni,Baix Empordà,Girona
cursescat,Balco de l'Empordà,2024-03-17,Domingo,6.0,trail running,Absoluta/General,63,42,Palau-Saverdera,Alt Empordà,Girona
cursescat,Balco de l'Empordà,2024-03-17,Domingo,11.0,trail running,Absoluta/General,36,68,Palau-Saverdera,Alt Empordà,Girona
cursescat,Balco de l'Empordà,2024-03-17,Domingo,21.0,trail running,Absoluta/General,19,73,Palau-Saverdera,Alt Empordà,Girona
cursescat,Cursa de la Dona Agullana,2024-03-10,Domingo,5.0,road running,Absoluta/General,52,20,Agullana,Alt Empordà,Girona
cursescat,Cursa de la Dona Agullana,2024-03-10,Domingo,10.0,road running,Absoluta/General,32,16,Agullana,Alt Empordà,Girona
cursescat,Cursa de la Dona Llagostera,2024-03-10,Domingo,5.0,road running,Absoluta/General,34,16,Llagostera,Gironès,Girona
cursescat,Cursa de la Dona Llagostera,2024-03-10,Domingo,10.0,road running,Absoluta/General,67,29,Llagostera,Gironès,Girona
cursescat,Les Vetes 2024,2024-03-09,Sábado,5.0,marcha,Absoluta/General,22,11,Salt,Gironès,Girona
cursescat,Les Vetes 2024,2024-03-09,Sábado,10.0,marcha,Absoluta/General,8,17,Salt,Gironès,Girona
cursescat,Embruixada 2024,2024-02-25,Domingo,12.0,trail running,Absoluta/General,78,102,Llers,Alt Empordà,Girona
cursescat,Embruixada 2024,2024-02-25,Domingo,21.0,trail running,Absoluta/General,24,80,Llers,Alt Empordà,Girona
cursescat,Cursa de Muntanya de Regencós,2024-02-25,Domingo,0.0,marcha,Absoluta/General,19,74,Regencós,Baix Empordà,Girona
cursescat,Cursa de Muntanya de Regencós,2024-02-25,Domingo,0.0,marcha,Absoluta/General,13,4,Regencós,Baix Empordà,Girona
cursescat,Tramun Trail 2024,2024-02-19,Lunes,12.0,trail running,Absoluta/General,0,1,L'Escala,Alt Empordà,Girona
cursescat,Tramun Trail 2024,2024-02-19,Lunes,21.0,trail running,Absoluta/General,8,32,L'Escala,Alt Empordà,Girona
cursescat,La Sussissa 2024,2024-01-28,Domingo,10.0,trail running,Absoluta/General,260,290,Espolla,Alt Empordà,Girona
cursescat,Crematorrons 2024,2024-01-21,Domingo,25.0,trail running,Absoluta/General,4,150,Torroella de Montgrí,Baix Empordà,Girona
cursescat,Crematorrons 2024,2024-01-21,Domingo,36.0,trail running,Absoluta/General,0,2,Torroella de Montgrí,Baix Empordà,Girona
cursescat,Crematorrons 2024,2024-01-21,Domingo,7.0,trail running,Absoluta/General,8,55,Torroella de Montgrí,Baix Empordà,Girona
cursescat,Crematorrons 2024,2024-01-21,Domingo,13.5,trail running,Absoluta/General,3,40,Torroella de Montgrí,Baix Empordà,Girona
cursescat,Sant Silvestre Cadaqués,2023-12-31,Domingo,10.0,road running,Absoluta/General,202,280,Cadaqués,Alt Empordà,Girona
cursescat,Cursa dels Nassos,2023-12-31,Domingo,5.0,road running,Absoluta/General,103,95,Maçanet de Cabrenys,Alt Empordà,Girona
cursescat,Sant Esteve Llagostera,2023-12-26,Martes,5.0,marcha,Absoluta/General,129,108,Llagostera,Gironès,Girona
cursescat,Sant Esteve Llagostera,2023-12-26,Martes,10.0,marcha,Absoluta/General,134,288,Llagostera,Gironès,Girona
cursescat,Sant Esteve L'Escala,2023-12-26,Martes,5.0,road running,Absoluta/General,28,60,L'Escala,Alt Empordà,Girona
cursescat,1era Nadalenca Agullana,2023-12-23,Sábado,4.0,marcha,Absoluta/General,27,21,Agullana,Alt Empordà,Girona
cursescat,1era Nadalenca Agullana,2023-12-23,Sábado,8.0,marcha,Absoluta/General,7,18,Agullana,Alt Empordà,Girona
cursescat,Trail la Vall,2023-12-03,Domingo,46.0,trail running,Absoluta/General,1,32,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail la Vall,2023-12-03,Domingo,22.0,trail running,Absoluta/General,22,86,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail la Vall,2023-12-03,Domingo,13.0,trail running,Absoluta/General,61,96,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Trail la Vall,2023-12-03,Domingo,6.0,trail running,Absoluta/General,21,34,Bellcaire d'Empordà,Baix Empordà,Girona
cursescat,Cims Girona -Els Àngels-,2023-11-30,Jueves,0.0,trail running,Absoluta/General,21,69,Girona,Gironès,Girona
cursescat,CIMS GIRONA SANT MIQUEL,2023-11-23,Jueves,0.0,trail running,Absoluta/General,22,68,SANT MIQUEL,Bages,Catalunya
cursescat,QuerRoig 2023,2023-11-19,Domingo,9.0,trail running,Absoluta/General,123,74,Portbou,Alt Empordà,Girona
cursescat,QuerRoig 2023,2023-11-19,Domingo,21.0,trail running,Absoluta/General,25,84,Portbou,Alt Empordà,Girona
cursescat,BTT DARNIUS,2023-11-12,Domingo,23.0,Ciclismo y btt,Absoluta/General,2,38,Darnius,Alt Empordà,Girona
cursescat,BTT DARNIUS,2023-11-12,Domingo,46.0,Ciclismo y btt,Absoluta/General,3,19,Darnius,Alt Empordà,Girona
cursescat,Tap Trail,2023-11-05,Domingo,16.0,trail running,Absoluta/General,44,55,Cassà de la Selva,Gironès,Girona
cursescat,Tap Trail,2023-11-05,Domingo,21.0,trail running,Absoluta/General,7,45,Cassà de la Selva,Gironès,Girona
cursescat,Marxa Trail solidària de Cervià de Ter,2023-11-05,Domingo,10.0,trail running,Absoluta/General,59,74,Cervià de Ter,Gironès,Girona
cursescat,Marxa Trail solidària de Cervià de Ter,2023-11-05,Domingo,20.0,trail running,Absoluta/General,14,79,Cervià de Ter,Gironès,Girona
cursescat,BesalúCross,2023-10-29,Domingo,13.0,trail running,Absoluta/General,29,72,Besalú,Garrotxa,Girona
cursescat,BesalúCross,2023-10-29,Domingo,20.0,trail running,Absoluta/General,15,65,Besalú,Garrotxa,Girona
cursescat,Olla de Tapis,2023-10-15,Domingo,21.0,trail running,Absoluta/General,21,71,Tapis -Maçanet de Cabrenys,Alt Empordà,Girona
cursescat,Olla de Tapis,2023-10-15,Domingo,9.0,trail running,Absoluta/General,110,120,Tapis -Maçanet de Cabrenys,Alt Empordà,Girona
cursescat,Trail LLuerts,2023-10-01,Domingo,8.0,trail running,Absoluta/General,83,82,Viladamat,Alt Empordà,Girona
cursescat,Trail LLuerts,2023-10-01,Domingo,16.0,trail running,Absoluta/General,11,41,Viladamat,Alt Empordà,Girona
cursescat,Cursa de la Dona Roses,2023-09-24,Domingo,5.0,Otros,Absoluta/General,827,334,Roses,Alt Empordà,Girona
cursescat,Ventallonina,2023-09-24,Domingo,8.0,trail running,Absoluta/General,140,106,Ventalló,Alt Empordà,Girona
cursescat,Ventallonina,2023-09-24,Domingo,13.0,trail running,Absoluta/General,23,56,Ventalló,Alt Empordà,Girona
cursescat,Cursa dels Bombers de Girona,2023-09-17,Domingo,5.0,road running,Absoluta/General,4,14,Girona,Gironès,Girona
cursescat,Cursa dels Bombers de Girona,2023-09-17,Domingo,10.0,road running,Absoluta/General,63,92,Girona,Gironès,Girona
cursescat,DESPERTAFERRO,2023-09-11,Lunes,6.0,trail running,Absoluta/General,126,95,BÀSCARA,Alt Empordà,Girona
cursescat,DESPERTAFERRO,2023-09-11,Lunes,12.0,trail running,Absoluta/General,35,83,BÀSCARA,Alt Empordà,Girona
cursescat,Travessia GEN Roses,2023-08-13,Domingo,1.0,Otros,Absoluta/General,23,30,Roses,Alt Empordà,Girona
cursescat,Travessia GEN Roses,2023-08-13,Domingo,2.0,Otros,Absoluta/General,48,57,Roses,Alt Empordà,Girona
cursescat,Travessia Local de Roses,2023-08-06,Domingo,0.9,Otros,Absoluta/General,50,106,Roses,Alt Empordà,Girona
cursescat,Travessia Local de Roses,2023-08-06,Domingo,0.15,Otros,Absoluta/General,10,15,Roses,Alt Empordà,Girona
cursescat,Cursa Amer,2023-08-06,Domingo,12.0,road running,Absoluta/General,26,70,Amer,la Selva,Girona
cursescat,Cursa Amer,2023-08-06,Domingo,6.0,road running,Absoluta/General,17,31,Amer,la Selva,Girona
cursescat,Milla Urbana Sant Feliu de Guixols,2023-08-05,Sábado,11.6,road running,Absoluta/General,18,44,Sant Feliu de Guixols,Baix Empordà,Girona
cursescat,Rebentarocs 2023,2023-07-29,Sábado,6.0,trail running,Absoluta/General,34,29,Calabuig - Bàscara,Alt Empordà,Girona
cursescat,Rebentarocs 2023,2023-07-29,Sábado,10.0,trail running,Absoluta/General,13,54,Calabuig - Bàscara,Alt Empordà,Girona
cursescat,Nocturna Vilafant 2023,2023-07-15,Sábado,10.0,marcha,Absoluta/General,14,57,Vilafant,Alt Empordà,Girona
cursescat,Barretina Rural 2023,2023-07-01,Sábado,6.0,Otros,Absoluta/General,85,113,Siurana d'Empordà,Alt Empordà,Girona
cursescat,Cursa de la Dona de Castelló 2023,2023-06-04,Domingo,5.0,Otros,Absoluta/General,436,140,Castelló d'Empúries,Alt Empordà,Girona
cursescat,Cursa de la Cirera 2023,2023-06-04,Domingo,13.0,trail running,Absoluta/General,17,56,Terrades,Alt Empordà,Girona
cursescat,Cursa de la Cirera 2023,2023-06-04,Domingo,19.0,trail running,Absoluta/General,143,138,Terrades,Alt Empordà,Girona
cursescat,Dolmens 2023,2023-05-21,Domingo,7.0,trail running,Absoluta/General,40,31,La Jonquera,Alt Empordà,Girona
cursescat,Dolmens 2023,2023-05-21,Domingo,13.0,trail running,Absoluta/General,23,49,La Jonquera,Alt Empordà,Girona
cursescat,Cursa Primavera Sant Julià,2023-05-14,Domingo,5.0,trail running,Absoluta/General,26,35,Sant Julià de Ramis,Gironès,Girona
cursescat,Cursa Primavera Sant Julià,2023-05-14,Domingo,10.0,trail running,Absoluta/General,11,40,Sant Julià de Ramis,Gironès,Girona
cursescat,La Bacanal de Rupià,2023-04-23,Domingo,8.0,trail running,Absoluta/General,15,47,Rupià,Baix Empordà,Girona
cursescat,La Bacanal de Rupià,2023-04-23,Domingo,14.0,trail running,Absoluta/General,0,1,Rupià,Baix Empordà,Girona
cursescat,BTT SANT JORDI,2023-04-16,Domingo,26.0,Ciclismo y btt,Absoluta/General,0,36,SANT JORDI DESVALLS,Gironès,Girona
cursescat,BTT SANT JORDI,2023-04-16,Domingo,47.0,Ciclismo y btt,Absoluta/General,7,192,SANT JORDI DESVALLS,Gironès,Girona
cursescat,FOX TRAIL 2023,2023-04-02,Domingo,7.5,trail running,Absoluta/General,131,138,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,FOX TRAIL 2023,2023-04-02,Domingo,15.0,trail running,Absoluta/General,31,131,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,CORREPOBLE 2023,2023-04-01,Sábado,10.0,road running,Absoluta/General,582,519,Palamós,Baix Empordà,Girona
cursescat,Cursa de la Dona Agullana,2023-03-26,Domingo,5.0,Otros,Absoluta/General,90,35,Agullana,Alt Empordà,Girona
cursescat,Les Vetes,2023-03-25,Sábado,5.0,marcha,Absoluta/General,49,30,Salt,Gironès,Girona
cursescat,Les Vetes,2023-03-25,Sábado,10.0,marcha,Absoluta/General,19,24,Salt,Gironès,Girona
cursescat,Bike Marató Cap de Creus,2023-03-19,Domingo,46.0,Ciclismo y btt,Absoluta/General,9,148,Roses,Alt Empordà,Girona
cursescat,Bike Marató Cap de Creus,2023-03-19,Domingo,76.0,Ciclismo y btt,Absoluta/General,0,1,Roses,Alt Empordà,Girona
cursescat,Badia de Roses,2023-03-12,Domingo,10.0,road running,Absoluta/General,50,75,Roses,Alt Empordà,Girona
cursescat,Badia de Roses,2023-03-12,Domingo,5.0,road running,Absoluta/General,48,39,Roses,Alt Empordà,Girona
cursescat,Cursa de la Dona Llagostera,2023-03-12,Domingo,10.0,Otros,Absoluta/General,107,51,Llagostera,Gironès,Girona
cursescat,Cursa de la Dona Llagostera,2023-03-12,Domingo,5.0,Otros,Absoluta/General,75,18,Llagostera,Gironès,Girona
cursescat,Cursa Regencós,2023-02-26,Domingo,11.0,trail running,Absoluta/General,21,86,Regencós,Baix Empordà,Girona
cursescat,Crematorrons 2023,2023-02-12,Domingo,0.0,trail running,Absoluta/General,10,11,Torroella de Montgrí,Baix Empordà,Girona
cursescat,Crematorrons 2023,2023-02-12,Domingo,47.0,trail running,Absoluta/General,6,82,Torroella de Montgrí,Baix Empordà,Girona
cursescat,Crematorrons 2023,2023-02-12,Domingo,28.0,trail running,Absoluta/General,6,76,Torroella de Montgrí,Baix Empordà,Girona
cursescat,Crematorrons 2023,2023-02-12,Domingo,28.0,trail running,Absoluta/General,0,21,Torroella de Montgrí,Baix Empordà,Girona
cursescat,Crematorrons 2023,2023-02-12,Domingo,8.0,trail running,Absoluta/General,24,25,Torroella de Montgrí,Baix Empordà,Girona
cursescat,Balcó de l'Empordà,2023-02-12,Domingo,6.0,trail running,Absoluta/General,69,38,Palau-Saverdera,Alt Empordà,Girona
cursescat,Balcó de l'Empordà,2023-02-12,Domingo,10.0,trail running,Absoluta/General,58,97,Palau-Saverdera,Alt Empordà,Girona
cursescat,Balcó de l'Empordà,2023-02-12,Domingo,21.0,trail running,Absoluta/General,20,68,Palau-Saverdera,Alt Empordà,Girona
cursescat,CANICROSS LA CELLERA,2023-02-05,Domingo,7.0,Otros,Absoluta/General,30,46,LA CELLERA DE TER,la Selva,Girona
cursescat,Marxa de la Sussissa,2023-01-29,Domingo,10.0,trail running,Absoluta/General,239,261,Espolla,Alt Empordà,Girona
cursescat,Sant Silevestre Cadaqués,2022-12-31,Sábado,10.0,road running,Absoluta/General,132,263,Cadaqués,Alt Empordà,Girona
cursescat,Cursa dels Nassos,2022-12-31,Sábado,5.0,road running,Absoluta/General,83,81,Maçanet de Cabrenys,Alt Empordà,Girona
cursescat,Sant Esteve Llagostera,2022-12-26,Lunes,5.0,marcha,Absoluta/General,33,49,Llagostera,Gironès,Girona
cursescat,Sant Esteve Llagostera,2022-12-26,Lunes,10.0,marcha,Absoluta/General,58,138,Llagostera,Gironès,Girona
cursescat,Cursa de la Dona La Jonquera,2022-12-26,Lunes,5.0,marcha,Absoluta/General,118,72,La Jonquera,Alt Empordà,Girona
cursescat,Sant Esteve L'Escala,2022-12-26,Lunes,5.0,marcha,Absoluta/General,0,3,L'Escala,Alt Empordà,Girona
cursescat,TRAIL LA VALL,2022-12-18,Domingo,46.0,trail running,Absoluta/General,2,7,BELLCAIRE D'EMPORDÀ,Baix Empordà,Girona
cursescat,TRAIL LA VALL,2022-12-18,Domingo,22.0,trail running,Absoluta/General,54,110,BELLCAIRE D'EMPORDÀ,Baix Empordà,Girona
cursescat,TRAIL LA VALL,2022-12-18,Domingo,16.0,trail running,Absoluta/General,11,81,BELLCAIRE D'EMPORDÀ,Baix Empordà,Girona
cursescat,TRAIL LA VALL,2022-12-18,Domingo,6.0,trail running,Absoluta/General,27,21,BELLCAIRE D'EMPORDÀ,Baix Empordà,Girona
cursescat,Cims Girona 2022 -Rocacorba-,2022-12-15,Jueves,5.17,trail running,Absoluta/General,19,48,Canet d'Adri,Gironès,Girona
cursescat,Cims Girona 2022 -Els Àngels-,2022-12-01,Jueves,5.0,trail running,Absoluta/General,25,60,Girona,Gironès,Girona
cursescat,CIMS GIRONA -ST. MIQUEL,2022-11-24,Jueves,3.0,trail running,Absoluta/General,29,66,GIRONA -ST MIQUEL,Garrotxa,Girona
cursescat,TAPTRAIL,2022-11-06,Domingo,23.0,trail running,Absoluta/General,2,28,Cassà de la Selva,Gironès,Girona
cursescat,TAPTRAIL,2022-11-06,Domingo,15.0,trail running,Absoluta/General,81,31,Cassà de la Selva,Gironès,Girona
cursescat,TAPTRAIL,2022-11-06,Domingo,13.0,trail running,Absoluta/General,33,61,Cassà de la Selva,Gironès,Girona
cursescat,BTT Darnius,2022-11-01,Martes,24.0,Ciclismo y btt,Absoluta/General,0,15,Darnius,Alt Empordà,Girona
cursescat,BTT Darnius,2022-11-01,Martes,44.0,Ciclismo y btt,Absoluta/General,2,63,Darnius,Alt Empordà,Girona
cursescat,Besalucross,2022-10-30,Domingo,10.0,trail running,Absoluta/General,50,66,Besalú,Garrotxa,Girona
cursescat,Besalucross,2022-10-30,Domingo,17.0,trail running,Absoluta/General,22,102,Besalú,Garrotxa,Girona
cursescat,Trail Badia de Roses,2022-10-23,Domingo,19.0,trail running,Absoluta/General,25,72,Roses,Alt Empordà,Girona
cursescat,Olla de Tapis 2022,2022-10-16,Domingo,21.0,trail running,Absoluta/General,32,98,Tapis -Maçanet de Cabrenys,Alt Empordà,Girona
cursescat,Olla de Tapis 2022,2022-10-16,Domingo,9.0,trail running,Absoluta/General,107,125,Tapis -Maçanet de Cabrenys,Alt Empordà,Girona
cursescat,TRAIL LLUERTS,2022-10-12,Miércoles,15.0,marcha,Absoluta/General,34,82,VILADAMAT,Alt Empordà,Girona
cursescat,TRAIL LLUERTS,2022-10-12,Miércoles,7.0,marcha,Absoluta/General,129,107,VILADAMAT,Alt Empordà,Girona
cursescat,Cursa de la Dona Roses,2022-09-25,Domingo,5.0,Otros,Absoluta/General,732,282,Roses,Alt Empordà,Girona
cursescat,VENTALLONINA,2022-09-25,Domingo,5.0,trail running,Absoluta/General,87,57,VENTALLÓ,Alt Empordà,Girona
cursescat,VENTALLONINA,2022-09-25,Domingo,10.0,trail running,Absoluta/General,49,70,VENTALLÓ,Alt Empordà,Girona
cursescat,MARXA DEL PORRO,2022-09-18,Domingo,14.0,trail running,Absoluta/General,22,37,CAPMANY,Alt Empordà,Girona
cursescat,MARXA DEL PORRO,2022-09-18,Domingo,7.0,trail running,Absoluta/General,19,20,CAPMANY,Alt Empordà,Girona
cursescat,Entrecastells Nocturna,2022-08-20,Sábado,7.5,trail running,Absoluta/General,59,90,Vilajuïga,Alt Empordà,Girona
cursescat,Travessia GEN Roses Popular,2022-08-14,Domingo,1.0,Otros,Absoluta/General,25,21,Roses,Alt Empordà,Girona
cursescat,Travessia GEN Roses Llarga,2022-08-14,Domingo,2.0,Otros,Absoluta/General,17,44,Roses,Alt Empordà,Girona
cursescat,Travessia Local Roses,2022-08-07,Domingo,0.2,Otros,Absoluta/General,42,65,Roses,Alt Empordà,Girona
cursescat,CURSA AMER,2022-08-07,Domingo,14.0,trail running,Absoluta/General,12,63,AMER,la Selva,Girona
cursescat,CURSA AMER,2022-08-07,Domingo,6.0,trail running,Absoluta/General,12,25,AMER,la Selva,Girona
cursescat,Cursa Port de la Selva,2022-08-05,Viernes,8.0,road running,Absoluta/General,11,36,Port de la Selva,la Selva,Girona
cursescat,Cursa Port de la Selva,2022-08-05,Viernes,4.0,road running,Absoluta/General,26,35,Port de la Selva,la Selva,Girona
cursescat,La Mugada 2022,2022-07-30,Sábado,7.0,Otros,Absoluta/General,197,188,Castelló d'Empúries,Alt Empordà,Girona
cursescat,La Bat Mugada (Nocturna),2022-07-30,Sábado,5.0,Otros,Absoluta/General,49,61,Castelló d'Empúries,Alt Empordà,Girona
cursescat,Rebentarrocs 2022,2022-07-30,Sábado,5.0,trail running,Absoluta/General,28,27,Calabuig (Bàscara),Alt Empordà,Girona
cursescat,Rebentarrocs 2022,2022-07-30,Sábado,11.0,trail running,Absoluta/General,19,66,Calabuig (Bàscara),Alt Empordà,Girona
cursescat,Nocturna de Vilafant,2022-07-16,Sábado,10.0,marcha,Absoluta/General,0,1,Vilafant,Alt Empordà,Girona
cursescat,MONTCALRUN,2022-07-03,Domingo,0.0,trail running,Absoluta/General,53,58,MAIÀ DE MONTCAL,Garrotxa,Girona
cursescat,MONTCALRUN,2022-07-03,Domingo,21.1,trail running,Absoluta/General,16,62,MAIÀ DE MONTCAL,Garrotxa,Girona
cursescat,MONTCALRUN,2022-07-03,Domingo,42.2,trail running,Absoluta/General,7,25,MAIÀ DE MONTCAL,Garrotxa,Girona
cursescat,BARRETINA RURAL,2022-07-02,Sábado,6.0,Otros,Absoluta/General,446,370,SIURANA,Alt Empordà,Girona
cursescat,PUJADA A LA SALUT,2022-06-19,Domingo,3.0,trail running,Absoluta/General,19,62,SANT FELIU DE PALLEROLS,Garrotxa,Girona
cursescat,CURSA DE LA CIRERA,2022-06-05,Domingo,13.0,trail running,Absoluta/General,94,134,TERRADES,Alt Empordà,Girona
cursescat,CURSA DE LA CIRERA,2022-06-05,Domingo,19.0,trail running,Absoluta/General,13,62,TERRADES,Alt Empordà,Girona
cursescat,CURSA DE LA DONA,2022-05-29,Domingo,6.0,road running,Absoluta/General,379,94,CASTELLÓ D'EMPÚRIES,Alt Empordà,Girona
cursescat,MARXA DE L'ORDI,2022-05-29,Domingo,8.0,marcha,Absoluta/General,69,52,ORDIS,Alt Empordà,Girona
cursescat,MARXA DE L'ORDI,2022-05-29,Domingo,14.0,marcha,Absoluta/General,28,55,ORDIS,Alt Empordà,Girona
cursescat,CURSA LES PEDRERES FORA MURALLA,2022-05-22,Domingo,14.0,trail running,Absoluta/General,19,47,GIRONA,Gironès,Girona
cursescat,MARXA DELS DOLMES,2022-05-22,Domingo,7.0,trail running,Absoluta/General,33,26,LA JONQUERA,Alt Empordà,Girona
cursescat,MARXA DELS DOLMES,2022-05-22,Domingo,14.0,trail running,Absoluta/General,34,48,LA JONQUERA,Alt Empordà,Girona
cursescat,Cursa solidària de Primavera,2022-05-08,Domingo,5.0,trail running,Absoluta/General,17,22,Sant Julià de Ramis,Gironès,Girona
cursescat,Cursa solidària de Primavera,2022-05-08,Domingo,10.0,trail running,Absoluta/General,13,35,Sant Julià de Ramis,Gironès,Girona
cursescat,Cursa de la Dona de LLagostera,2022-04-24,Domingo,5.0,marcha,Absoluta/General,77,11,Llagostera,Gironès,Girona
cursescat,Cursa de la Dona de LLagostera,2022-04-24,Domingo,10.0,marcha,Absoluta/General,111,38,Llagostera,Gironès,Girona
cursescat,BTT SANT SANT JORDI DESVALLS,2022-04-10,Domingo,35.0,Ciclismo y btt,Absoluta/General,8,188,SANT JORDI DESVALLS,Gironès,Girona
cursescat,BTT SANT SANT JORDI DESVALLS,2022-04-10,Domingo,25.0,Ciclismo y btt,Absoluta/General,0,21,SANT JORDI DESVALLS,Gironès,Girona
cursescat,Bacanard Trail,2022-04-10,Domingo,21.0,trail running,Absoluta/General,19,113,Begur,Baix Empordà,Girona
cursescat,Bacanard Trail,2022-04-10,Domingo,13.0,trail running,Absoluta/General,102,74,Begur,Baix Empordà,Girona
cursescat,FOXTRAIL 2022,2022-04-10,Domingo,15.0,trail running,Absoluta/General,35,132,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,FOXTRAIL 2022,2022-04-10,Domingo,7.5,trail running,Absoluta/General,134,108,SANT LLORENÇ DE LA MUGA,Alt Empordà,Girona
cursescat,BIKE MARATÓ LLISTAT INDIVIDUAL,2022-03-27,Domingo,47.0,Ciclismo y btt,Absoluta/General,17,194,ROSES,Alt Empordà,Girona
cursescat,BIKE MARATÓ LLISTAT INDIVIDUAL,2022-03-27,Domingo,74.0,Ciclismo y btt,Absoluta/General,1,4,ROSES,Alt Empordà,Girona
cursescat,CURSA LES VETES,2022-03-26,Sábado,5.0,marcha,Absoluta/General,39,18,SALT,Gironès,Girona
cursescat,CURSA LES VETES,2022-03-26,Sábado,10.0,marcha,Absoluta/General,20,43,SALT,Gironès,Girona
cursescat,Despertaferro Nocturna,2022-02-19,Sábado,6.0,trail running,Absoluta/General,71,59,Bàscara,Alt Empordà,Girona
cursescat,Despertaferro Nocturna,2022-02-19,Sábado,11.0,trail running,Absoluta/General,17,53,Bàscara,Alt Empordà,Girona
cursescat,BALCÓ DE L'EMPORDÀ,2022-02-13,Domingo,21.0,trail running,Absoluta/General,18,86,PALAU-SAVERDERA,Alt Empordà,Girona
cursescat,BALCÓ DE L'EMPORDÀ,2022-02-13,Domingo,10.0,trail running,Absoluta/General,46,84,PALAU-SAVERDERA,Alt Empordà,Girona
cursescat,BALCÓ DE L'EMPORDÀ,2022-02-13,Domingo,7.0,trail running,Absoluta/General,84,67,PALAU-SAVERDERA,Alt Empordà,Girona
cursescat,Balcó de l'Empordà,2022-02-09,Miércoles,8.0,trail running,Absoluta/General,109,121,Palau Savardera,Alt Empordà,Girona
cursescat,Balcó de l'Empordà,2022-02-09,Miércoles,17.0,trail running,Absoluta/General,27,88,Palau Savardera,Alt Empordà,Girona
cursescat,La Sussissa 2022,2022-01-30,Domingo,10.0,marcha,Absoluta/General,270,292,Espolla,Alt Empordà,Girona
cursescat,CREMATORRONS 2022,2022-01-23,Domingo,0.0,trail running,Absoluta/General,0,22,Torroella de Montgrí,Baix Empordà,Girona
cursescat,CREMATORRONS 2022,2022-01-23,Domingo,0.0,trail running,Absoluta/General,13,197,Torroella de Montgrí,Baix Empordà,Girona
