competition_id,data,distancia_m,is_closed,lloc,modalitat_nom,nom_cursa,ok_d,ok_h,ok_total,race_id,te_pdf_resultats,te_resultats_digitals,total_resultats
6lZJWbl1,2026-08-02,7000,False,Cabanas,ABSOLUTA,XXXIII CROS POPULAR PIÑEIRAL DE CABANAS 2026,40,150,190,4jorQ79Y,True,True,190
6lZJWbl1,2026-08-02,3600,False,Cabanas,SUB 18 E SUB 16,XXXIII CROS POPULAR PIÑEIRAL DE CABANAS 2026,2,8,10,Kj6GqNlR,True,True,10
6lZJWbl1,2026-08-02,1800,False,Cabanas,SUB 14,XXXIII CROS POPULAR PIÑEIRAL DE CABANAS 2026,9,5,14,vlvw6kmy,True,True,14
6lZJWbl1,2026-08-02,1000,False,Cabanas,SUB 12 E SUB 10,XXXIII CROS POPULAR PIÑEIRAL DE CABANAS 2026,21,23,44,yjPVvyme,True,True,44
6lZJWbl1,2026-08-02,300,False,Cabanas,PEQUES,XXXIII CROS POPULAR PIÑEIRAL DE CABANAS 2026,,,,pld8LDlR,True,False,0
6lZJWbl1,2026-08-02,100,False,Cabanas,PITUFOS,XXXIII CROS POPULAR PIÑEIRAL DE CABANAS 2026,,,,emD2yWjD,True,False,0
omrYJWl2,2026-08-01,10000,False,Vilagarcía de Arousa,ABS 10K,XXII CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA - CTO. XUNTA DE GALICIA DE 10 K,140,445,585,V9LP339J,True,True,585
omrYJWl2,2026-08-01,10000,False,Vilagarcía de Arousa,CAMPIONATO 10K,XXII CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA - CTO. XUNTA DE GALICIA DE 10 K,70,185,255,omrA0ol2,True,True,255
omrYJWl2,2026-08-01,1800,False,Vilagarcía de Arousa,SUB 16 E SUB 18,XXII CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA - CTO. XUNTA DE GALICIA DE 10 K,7,11,18,bl3yGz9P,True,True,18
omrYJWl2,2026-08-01,1000,False,Vilagarcía de Arousa,SUB 14,XXII CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA - CTO. XUNTA DE GALICIA DE 10 K,19,10,29,2jWXQvl6,True,True,29
omrYJWl2,2026-08-01,1000,False,Vilagarcía de Arousa,SUB 12,XXII CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA - CTO. XUNTA DE GALICIA DE 10 K,13,16,29,glYvGgmV,True,True,29
omrYJWl2,2026-08-01,500,False,Vilagarcía de Arousa,SUB 10,XXII CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA - CTO. XUNTA DE GALICIA DE 10 K,9,15,24,njEwBkmO,True,True,24
omrYJWl2,2026-08-01,500,False,Vilagarcía de Arousa,SUB 8,XXII CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA - CTO. XUNTA DE GALICIA DE 10 K,11,7,18,Vm8q6Y9a,True,True,18
omrYJWl2,2026-08-01,100,False,Vilagarcía de Arousa,SUB 6,XXII CARREIRA NOCTURNA CONCELLO DE VILAGARCÍA - CTO. XUNTA DE GALICIA DE 10 K,,,,z9zxAElq,True,False,0
VjXROgmQ,2026-07-24,3000,False,A Pobra do Caramiñal,ZAPATILLA INCLUSIVA,V CARREIRA SOLIDARIA MÓVETE POLA DIABETES,,,,BlpGJEjQ,True,False,0
VjXROgmQ,2026-07-24,3000,False,A Pobra do Caramiñal,ABSOLUTA 3K,V CARREIRA SOLIDARIA MÓVETE POLA DIABETES,45,69,114,v9O3QR9L,True,True,114
VjXROgmQ,2026-07-24,1000,False,A Pobra do Caramiñal,"SUB 12, 14 E 16",V CARREIRA SOLIDARIA MÓVETE POLA DIABETES,23,22,45,Jlbqwyjn,True,True,45
VjXROgmQ,2026-07-24,600,False,A Pobra do Caramiñal,SUB 10,V CARREIRA SOLIDARIA MÓVETE POLA DIABETES,6,12,18,BlgNOzjL,True,True,18
VjXROgmQ,2026-07-24,400,False,A Pobra do Caramiñal,SUB 8,V CARREIRA SOLIDARIA MÓVETE POLA DIABETES,12,15,27,xmAezrmZ,True,True,27
VjXROgmQ,2026-07-24,250,False,A Pobra do Caramiñal,SUB 6,V CARREIRA SOLIDARIA MÓVETE POLA DIABETES,11,8,19,Pj03V29n,True,True,19
4mVoog9p,2026-07-18,7000,False,A Laracha,7K ABSOLUTA,IX CARREIRADO APÓSTOLO - A LARACHA,59,123,182,v9O3nw9L,True,True,182
4mVoog9p,2026-07-18,3500,False,A Laracha,SUB 18,IX CARREIRADO APÓSTOLO - A LARACHA,5,11,16,BlpGY8jQ,True,True,16
4mVoog9p,2026-07-18,3500,False,A Laracha,SUB 14 E SUB 16,IX CARREIRADO APÓSTOLO - A LARACHA,9,18,27,Ll7voxjO,True,True,27
4mVoog9p,2026-07-18,1000,False,A Laracha,SUB 10 E SUB 12,IX CARREIRADO APÓSTOLO - A LARACHA,34,45,79,6lZvxvl1,True,True,79
4mVoog9p,2026-07-18,100,False,A Laracha,PITUFOS,IX CARREIRADO APÓSTOLO - A LARACHA,,,,VjXnrOmQ,True,False,0
4mVoog9p,2026-07-18,3500,False,A Laracha,ANDAINA,IX CARREIRADO APÓSTOLO - A LARACHA,,,,VjR1RG97,True,False,0
4mVoog9p,2026-07-18,3500,False,A Laracha,ANDAINA MENORES,IX CARREIRADO APÓSTOLO - A LARACHA,,,,69NM78mx,True,False,0
Ll7xeYmO,2026-07-12,5400,True,As Pontes,ABSOLUTA,IV CARREIRA - ANDAINA SOLIDARIA AS PONTES CONTIGO ,,,,2jWXv7l6,False,False,0
Ll7xeYmO,2026-07-12,1800,True,As Pontes,SUB 16,IV CARREIRA - ANDAINA SOLIDARIA AS PONTES CONTIGO ,,,,glYvdbmV,False,False,0
Ll7xeYmO,2026-07-12,1000,True,As Pontes,SUB 12,IV CARREIRA - ANDAINA SOLIDARIA AS PONTES CONTIGO ,,,,njEwp7mO,False,False,0
Ll7xeYmO,2026-07-12,150,True,As Pontes,BIBERÓNS,IV CARREIRA - ANDAINA SOLIDARIA AS PONTES CONTIGO ,,,,Vm8qnK9a,False,False,0
Ll7xeYmO,2026-07-12,1800,True,As Pontes,ANDAINA,IV CARREIRA - ANDAINA SOLIDARIA AS PONTES CONTIGO ,,,,bl3yvn9P,False,False,0
Ll7xeYmO,2026-07-12,1800,True,As Pontes,ANDAINA - DE 5 ANOS,IV CARREIRA - ANDAINA SOLIDARIA AS PONTES CONTIGO ,,,,V9LPJQ9J,False,False,0
Kmn25DmY,2026-07-11,5000,False,Santiago de Compostela,ADULTOS,XII CORRESAN NOCTURNA CIDADE VELLA 2026,230,381,611,ojQngzlx,False,True,611
Kmn25DmY,2026-07-11,900,False,Santiago de Compostela,ESCOLARES 1,XII CORRESAN NOCTURNA CIDADE VELLA 2026,29,32,61,omrA2xl2,False,True,61
Kmn25DmY,2026-07-11,1650,False,Santiago de Compostela,ESCOLARES 2,XII CORRESAN NOCTURNA CIDADE VELLA 2026,38,36,74,OjGNZ495,False,True,74
VjXRogmQ,2026-07-06,2100,False,Santiago de Compostela,RUTA FEMININA,XVI XOGOS DO EIXO,48,,48,alqwWA90,True,True,48
VjXRogmQ,2026-07-06,2750,False,Santiago de Compostela,RUTA MASCULINA,XVI XOGOS DO EIXO,,54,54,dlBL409n,True,True,54
Pj0XG2jn,2026-07-05,10000,False,Laxe,10K,II CARREIRA POPULAR PEDESTRE CONCELLO DE LAXE,30,101,131,VjKwypjJ,True,True,131
Pj0XG2jn,2026-07-05,5000,False,Laxe,5K,II CARREIRA POPULAR PEDESTRE CONCELLO DE LAXE,63,51,114,2mJaRGlM,True,True,114
Pj0XG2jn,2026-07-05,2000,False,Laxe,"SUB 14, 16, 18",II CARREIRA POPULAR PEDESTRE CONCELLO DE LAXE,5,11,16,qjygoAmK,True,True,16
Pj0XG2jn,2026-07-05,1000,False,Laxe,SUB 12,II CARREIRA POPULAR PEDESTRE CONCELLO DE LAXE,7,8,15,VjR1xk97,True,True,15
Pj0XG2jn,2026-07-05,1000,False,Laxe,SUB 10,II CARREIRA POPULAR PEDESTRE CONCELLO DE LAXE,6,11,17,69NMaamx,True,True,17
Pj0XG2jn,2026-07-05,100,False,Laxe,PITUFO,II CARREIRA POPULAR PEDESTRE CONCELLO DE LAXE,,,,VjXnPgmQ,True,False,0
69NbPa9x,2026-07-05,21000,False,Ordes - Oroso,21K,V MEDIA MARATÓN E 10KM DO CAMIÑO INGLÉS,26,119,145,Ll7v1YjO,True,True,145
69NbPa9x,2026-07-05,10000,False,Ordes - Oroso,10K,V MEDIA MARATÓN E 10KM DO CAMIÑO INGLÉS,35,81,116,6lZvDLl1,True,True,116
4mVoVg9p,2026-06-28,5000,False,Ribeira,ABSOLUTA 5K,VI CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,35,81,116,4mVVB8mp,True,True,116
4mVoVg9p,2026-06-28,2100,False,Ribeira,SUB 16 + Z. INC + PARELLAS,VI CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,6,6,12,YjMoDEm4,True,True,12
4mVoVg9p,2026-06-28,1400,False,Ribeira,SUB 14,VI CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,6,1,7,OjGNVQ95,True,True,7
4mVoVg9p,2026-06-28,1400,False,Ribeira,SUB 12,VI CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,5,9,14,omrADdl2,True,True,14
4mVoVg9p,2026-06-28,1400,False,Ribeira,SUB 10,VI CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,7,9,16,ojQn5plx,True,True,16
4mVoVg9p,2026-06-28,700,False,Ribeira,SUB 8,VI CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,,,,a9a5Ng9B,True,False,0
4mVoVg9p,2026-06-28,150,False,Ribeira,PITUFOS,VI CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,,,,VjKwPXjJ,True,False,0
4mVoVg9p,2026-06-28,2100,False,Ribeira,ZAPATILLA INCLUSIVA,VI CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,,,,4jorv19Y,True,False,0
4mVoVg9p,2026-06-28,2100,False,Ribeira,PARELLAS,VI CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,,,,6mxN4Lj4,True,False,0
dlB23Kln,2026-06-20,5000,False,Santiago de Compostela,5K,VIII CARREIRA HOLI GAIAS ,277,215,492,a9a5e79B,True,True,492
dlB23Kln,2026-06-20,700,False,Santiago de Compostela,PEQUE HOLI,VIII CARREIRA HOLI GAIAS ,,,,ojQnGzlx,True,False,0
LlwXGkmp,2026-06-14,17000,False,Esgos,CARREIRA LONGA,XVII CARREIRA SAN PEDRO DE ROCAS - CTO. XUNTA GALICIA CLUBS - CTO. PROV.,49,155,204,alqwZy90,True,True,204
LlwXGkmp,2026-06-14,17000,False,Esgos,CTO. CLUBS ABS,XVII CARREIRA SAN PEDRO DE ROCAS - CTO. XUNTA GALICIA CLUBS - CTO. PROV.,,,,yjPVXeme,True,False,0
LlwXGkmp,2026-06-14,17000,False,Esgos,CTO. PROV. LONGO,XVII CARREIRA SAN PEDRO DE ROCAS - CTO. XUNTA GALICIA CLUBS - CTO. PROV.,6,28,34,Kj6GVBlR,True,True,34
LlwXGkmp,2026-06-14,8500,False,Esgos,CARREIRA CURTA,XVII CARREIRA SAN PEDRO DE ROCAS - CTO. XUNTA GALICIA CLUBS - CTO. PROV.,30,41,71,z9zxrZlq,True,True,71
LlwXGkmp,2026-06-14,8500,False,Esgos,CTO. CLUBS PROM.,XVII CARREIRA SAN PEDRO DE ROCAS - CTO. XUNTA GALICIA CLUBS - CTO. PROV.,,,,pld8n3lR,True,False,0
LlwXGkmp,2026-06-14,8500,False,Esgos,CTO. PROV. CURTO,XVII CARREIRA SAN PEDRO DE ROCAS - CTO. XUNTA GALICIA CLUBS - CTO. PROV.,,2,2,vlvwAgmy,True,True,2
LlwXGkmp,2026-06-14,17000,False,Esgos,ANDAINA LONGA,XVII CARREIRA SAN PEDRO DE ROCAS - CTO. XUNTA GALICIA CLUBS - CTO. PROV.,,,,Vm8qxL9a,True,False,0
LlwXGkmp,2026-06-14,8500,False,Esgos,ANDAINA CURTA,XVII CARREIRA SAN PEDRO DE ROCAS - CTO. XUNTA GALICIA CLUBS - CTO. PROV.,,,,njEwkGmO,True,False,0
Blpy5EmQ,2026-06-14,6000,False,Bergondo,CARREIRA 6K,VI URBAN TRAIL POLÍGONO DE BERGONDO,47,85,132,ojQnLzlx,True,True,132
Blpy5EmQ,2026-06-14,1000,False,Bergondo,SUB 14 E SUB 16,VI URBAN TRAIL POLÍGONO DE BERGONDO,17,4,21,omrAXxl2,True,True,21
Blpy5EmQ,2026-06-14,500,False,Bergondo,SUB 12 E SUB 10,VI URBAN TRAIL POLÍGONO DE BERGONDO,9,15,24,OjGNg495,True,True,24
Blpy5EmQ,2026-06-14,100,False,Bergondo,PREBENX. E PITUFOS,VI URBAN TRAIL POLÍGONO DE BERGONDO,,,,6mxNBXj4,True,False,0
Blpy5EmQ,2026-06-14,6000,False,Bergondo,ANDAINA,VI URBAN TRAIL POLÍGONO DE BERGONDO,,,,YjMogom4,True,False,0
Blpy5EmQ,2026-06-14,6000,False,Bergondo,ANDAINA MENORES,VI URBAN TRAIL POLÍGONO DE BERGONDO,,,,4mVVgZmp,True,False,0
69NbPB9x,2026-06-14,9000,False,Valdoviño,ABSOLUTA 9K,IX VOLTA ÁS FORCADAS,27,89,116,Kmnn6GmY,True,True,116
69NbPB9x,2026-06-14,2500,False,Valdoviño,SUB 16 E SUB 18,IX VOLTA ÁS FORCADAS,2,4,6,gj1xBX9z,True,True,6
69NbPB9x,2026-06-14,1600,False,Valdoviño,SUB 14,IX VOLTA ÁS FORCADAS,4,4,8,emD2GdjD,True,True,8
69NbPB9x,2026-06-14,1200,False,Valdoviño,SUB 12,IX VOLTA ÁS FORCADAS,4,9,13,pld8J3lR,True,True,13
69NbPB9x,2026-06-14,800,False,Valdoviño,SUB 10,IX VOLTA ÁS FORCADAS,3,7,10,yjPV2eme,True,True,10
69NbPB9x,2026-06-14,100,False,Valdoviño,SUB 8,IX VOLTA ÁS FORCADAS,,,,vlvw5gmy,True,False,0
69NbPB9x,2026-06-14,100,False,Valdoviño,BIBERÓN,IX VOLTA ÁS FORCADAS,,,,Kj6GYBlR,True,False,0
2mJVanmM,2026-06-13,6200,False,Ponteceso,ABS 6.2 K,VI POPULAR FARO RONCUDO,62,146,208,JlbqKyjn,True,True,208
2mJVanmM,2026-06-13,2000,False,Ponteceso,SUB 18 E SUB 16,VI POPULAR FARO RONCUDO,7,13,20,v9O3gR9L,True,True,20
2mJVanmM,2026-06-13,1000,False,Ponteceso,SUB 14 E SUB 12,VI POPULAR FARO RONCUDO,16,7,23,BlpG1EjQ,True,True,23
2mJVanmM,2026-06-13,500,False,Ponteceso,SUB 10,VI POPULAR FARO RONCUDO,8,13,21,Ll7vgYjO,True,True,21
2mJVanmM,2026-06-13,200,False,Ponteceso,SUB 8,VI POPULAR FARO RONCUDO,4,5,9,6lZvpLl1,True,True,9
Jlb8qN9n,2026-06-07,10000,False,Carballo,10K,10K CARBALLO 2026,159,556,715,Ll7vGJjO,True,True,715
Jlb8qN9n,2026-06-07,5000,False,Carballo,5K,10K CARBALLO 2026,193,203,396,6lZvLbl1,True,True,396
Jlb8qN9n,2026-06-07,3000,False,Carballo,SUB 16 E SUB 18,10K CARBALLO 2026,13,21,34,VjXnLAmQ,True,True,34
Jlb8qN9n,2026-06-07,2000,False,Carballo,SUB 14,10K CARBALLO 2026,19,34,53,bl3yzz9P,True,True,53
Jlb8qN9n,2026-06-07,2000,False,Carballo,SUB 12,10K CARBALLO 2026,47,48,95,69NMLBmx,True,True,95
Jlb8qN9n,2026-06-07,950,False,Carballo,SUB 10,10K CARBALLO 2026,81,94,175,VjR1Lb97,True,True,175
Jlb8qN9n,2026-06-07,150,False,Carballo,PITUFO 2019,10K CARBALLO 2026,,,,qjygQXmK,True,False,0
Jlb8qN9n,2026-06-07,125,False,Carballo,PITUFO 2020,10K CARBALLO 2026,,,,2mJaqnlM,True,False,0
Jlb8qN9n,2026-06-07,100,False,Carballo,PITUFO 2021,10K CARBALLO 2026,,,,VjKwzOjJ,True,False,0
Jlb8qN9n,2026-06-07,80,False,Carballo,PITUFO 2022,10K CARBALLO 2026,,,,a9a5Lz9B,True,False,0
Jlb8qN9n,2026-06-07,50,False,Carballo,BIBERÓNS 2023,10K CARBALLO 2026,,,,ojQnL0lx,True,False,0
Jlb8qN9n,2026-06-07,100,False,Carballo,SOLIDARIA UN PASO +,10K CARBALLO 2026,,,,AmkgMEm4,True,False,0
gj1N2Klz,2026-06-06,5300,False,Santiago de Compostela,ADULTOS,XII CORRESAN BARRIO DE CONXO 2026,153,315,468,2mJagGlM,True,True,468
gj1N2Klz,2026-06-06,900,False,Santiago de Compostela,ESCOLARES 1,XII CORRESAN BARRIO DE CONXO 2026,34,32,66,VjKwgpjJ,True,True,66
gj1N2Klz,2026-06-06,2300,False,Santiago de Compostela,ESCOLARES 2,XII CORRESAN BARRIO DE CONXO 2026,36,27,63,a9a5J79B,True,True,63
emDA7K9D,2026-06-05,5300,False,Cangas,CARREIRA NON COMPETITIVA,IV CARREIRA/ANDAINA LUCES DE ADICAM,,,,VjXnggmQ,False,False,0
emDA7K9D,2026-06-05,5300,False,Cangas,CARREIRA - 10 ANOS (NON COMPETITIVA),IV CARREIRA/ANDAINA LUCES DE ADICAM,,,,69NMgamx,False,False,0
emDA7K9D,2026-06-05,5300,False,Cangas,ANDAINA,IV CARREIRA/ANDAINA LUCES DE ADICAM,,,,VjR1gk97,False,False,0
emDA7K9D,2026-06-05,5300,False,Cangas,ANDAINA - 10 ANOS MENORES,IV CARREIRA/ANDAINA LUCES DE ADICAM,,,,qjygqAmK,False,False,0
Kj6x0dmR,2026-06-05,7000,False,Silleda,7K ABS,XI CARREIRA POPULAR “ABANCA SEMANA VERDE DE GALICIA”,26,84,110,z9zxzalq,True,True,110
Kj6x0dmR,2026-06-05,2200,False,Silleda,SUB 18+ 16 + 14,XI CARREIRA POPULAR “ABANCA SEMANA VERDE DE GALICIA”,10,8,18,glYvgbmV,True,True,18
Kj6x0dmR,2026-06-05,1200,False,Silleda,SUB 10 + 12,XI CARREIRA POPULAR “ABANCA SEMANA VERDE DE GALICIA”,12,12,24,njEwg7mO,True,True,24
Kj6x0dmR,2026-06-05,150,False,Silleda,PITUFOS,XI CARREIRA POPULAR “ABANCA SEMANA VERDE DE GALICIA”,,,,Vm8qgK9a,True,False,0
a9akx7lB,2026-05-31,6500,False,Moeche,ABSOLUTA 6.5K,XI CARREIRA POPULAR DE MOECHE,39,96,135,ameDrylZ,True,True,135
a9akx7lB,2026-05-31,2000,False,Moeche,SUB 16 E SUB 18,XI CARREIRA POPULAR DE MOECHE,5,6,11,aj4OzK94,True,True,11
a9akx7lB,2026-05-31,1000,False,Moeche,SUB 12 E SUB 14,XI CARREIRA POPULAR DE MOECHE,11,12,23,Amkg64m4,True,True,23
a9akx7lB,2026-05-31,500,False,Moeche,SUB 10,XI CARREIRA POPULAR DE MOECHE,9,8,17,w95K8wlV,True,True,17
a9akx7lB,2026-05-31,200,False,Moeche,SUB 8,XI CARREIRA POPULAR DE MOECHE,5,5,10,P928BOlo,True,True,10
a9akx7lB,2026-05-31,75,False,Moeche,PITUFOS,XI CARREIRA POPULAR DE MOECHE,,,,KmnndDmY,True,False,0
vlvr38ly,2026-05-24,5000,False,Ferrol,ABSOLUTA 5K,V CARREIRA SOLIDARIA POLA SEGUIRDADE VIARIA,86,192,278,gj1xoK9z,True,True,278
vlvr38ly,2026-05-24,2000,False,Ferrol,SUB 16 E SUB 18,V CARREIRA SOLIDARIA POLA SEGUIRDADE VIARIA,5,2,7,KmnnODmY,True,True,7
vlvr38ly,2026-05-24,1000,False,Ferrol,SUB 12 E SUB 14,V CARREIRA SOLIDARIA POLA SEGUIRDADE VIARIA,6,7,13,P9286Olo,True,True,13
vlvr38ly,2026-05-24,800,False,Ferrol,SUB 10,V CARREIRA SOLIDARIA POLA SEGUIRDADE VIARIA,4,4,8,w95KOwlV,True,True,8
vlvr38ly,2026-05-24,250,False,Ferrol,SUB 8,V CARREIRA SOLIDARIA POLA SEGUIRDADE VIARIA,24,11,35,AmkgZ4m4,True,True,35
vlvr38ly,2026-05-24,50,False,Ferrol,PEQUES,V CARREIRA SOLIDARIA POLA SEGUIRDADE VIARIA,,,,aj4OPK94,True,False,0
vlvr38ly,2026-05-24,5000,False,Ferrol,DISCAPACIDADE,V CARREIRA SOLIDARIA POLA SEGUIRDADE VIARIA,,,,omrAaxl2,True,False,0
qjyN2AlK,2026-05-24,7500,False,Poio,ABS 7.5K,XXXVII MARATÓN DE FÁTIMA - CAMPELO,43,139,182,emD2gKjD,True,True,182
qjyN2AlK,2026-05-24,3000,False,Poio,OLLOMOL,XXXVII MARATÓN DE FÁTIMA - CAMPELO,2,3,5,vlvwe8my,True,True,5
qjyN2AlK,2026-05-24,800,False,Poio,XUREL,XXXVII MARATÓN DE FÁTIMA - CAMPELO,10,5,15,Kj6GEdlR,True,True,15
qjyN2AlK,2026-05-24,400,False,Poio,XOUBA FEM,XXXVII MARATÓN DE FÁTIMA - CAMPELO,19,,19,4jorD09Y,True,True,19
qjyN2AlK,2026-05-24,0,False,Poio,XOUBA MASC,XXXVII MARATÓN DE FÁTIMA - CAMPELO,,13,13,2mJav8lM,True,True,13
qjyN2AlK,2026-05-24,200,False,Poio,BIBERÓN,XXXVII MARATÓN DE FÁTIMA - CAMPELO,,,,pld8QwlR,True,False,0
qjyN2AlK,2026-05-24,100,False,Poio,CHUPETE,XXXVII MARATÓN DE FÁTIMA - CAMPELO,,,,yjPVgome,True,False,0
Vm8A0K9a,2026-05-24,8000,False,Xinzo de Limia,ABSOLUTA 8K,CARREIRA POPULAR XINZO DE LIMIA 2026,,,,alqwKa90,True,False,0
Vm8A0K9a,2026-05-24,4000,False,Xinzo de Limia,4K,CARREIRA POPULAR XINZO DE LIMIA 2026,,,,z9zx6alq,True,False,0
Vm8A0K9a,2026-05-24,1200,False,Xinzo de Limia,SUB 14 E SUB 16,CARREIRA POPULAR XINZO DE LIMIA 2026,,,,LlwxMRmp,True,False,0
Vm8A0K9a,2026-05-24,850,False,Xinzo de Limia,SUB 10 E SUB 12,CARREIRA POPULAR XINZO DE LIMIA 2026,,,,ameDzylZ,True,False,0
Vm8A0K9a,2026-05-24,200,False,Xinzo de Limia,PITUFOS,CARREIRA POPULAR XINZO DE LIMIA 2026,,,,dlBL8K9n,True,False,0
AmkKngm4,2026-05-24,8500,False,Ordes,ABSOLUTA 8.5K,XXIX CARREIRA POPULAR CONCELLO DE ORDES,50,157,207,VjXnLgmQ,True,True,207
AmkKngm4,2026-05-24,2400,False,Ordes,SUB 14 E SUB 16,XXIX CARREIRA POPULAR CONCELLO DE ORDES,20,9,29,Ll7vGYjO,True,True,29
AmkKngm4,2026-05-24,1200,False,Ordes,SUB 10 E SUB 12,XXIX CARREIRA POPULAR CONCELLO DE ORDES,35,33,68,6lZvLLl1,True,True,68
AmkKngm4,2026-05-24,300,False,Ordes,PREBENXAMÍN,XXIX CARREIRA POPULAR CONCELLO DE ORDES,,,,BlpG7EjQ,True,False,0
AmkKngm4,2026-05-24,300,False,Ordes,BABY,XXIX CARREIRA POPULAR CONCELLO DE ORDES,,,,omrAXWl2,True,False,0
emDAAx9D,2026-05-23,21097,False,A Coruña,MM MASCULINO,XXXIX GRAN PREMIO INTERNACIONAL CANTONES,,63,63,BlpGP8jQ,True,True,63
emDAAx9D,2026-05-23,21097,False,A Coruña,MM FEMENINO,XXXIX GRAN PREMIO INTERNACIONAL CANTONES,45,,45,Ll7vWxjO,True,True,45
emDAAx9D,2026-05-23,10000,False,A Coruña,10K,XXXIX GRAN PREMIO INTERNACIONAL CANTONES,9,11,20,6lZvEvl1,True,True,20
BlgdnzmL,2026-05-23,5000,False,A Coruña,5K,XIII TROFEO JOSEFINA ROMERO DE MARCHA EN RUTA,19,12,31,VjXnzOmQ,False,True,31
BlgdnzmL,2026-05-23,3000,False,A Coruña,3K,XIII TROFEO JOSEFINA ROMERO DE MARCHA EN RUTA,33,13,46,69NM18mx,False,True,46
BlgdnzmL,2026-05-23,2000,False,A Coruña,2K,XIII TROFEO JOSEFINA ROMERO DE MARCHA EN RUTA,15,5,20,VjR1kG97,False,True,20
BlgdnzmL,2026-05-23,1000,False,A Coruña,1K,XIII TROFEO JOSEFINA ROMERO DE MARCHA EN RUTA,10,1,11,qjygekmK,False,True,11
Vm8AV79a,2026-05-17,15000,False,Santiago de Compostela,15K,XII CARREIRA CAMIÑO DAS LETRAS,27,97,124,gj1x4p9z,False,True,124
Vm8AV79a,2026-05-17,5000,False,Santiago de Compostela,5K,XII CARREIRA CAMIÑO DAS LETRAS,99,112,211,Kmnn1RmY,False,True,211
Vm8AV79a,2026-05-17,5000,False,Santiago de Compostela,SUB 18,XII CARREIRA CAMIÑO DAS LETRAS,,,,P928J3lo,False,False,0
Vm8AV79a,2026-05-17,2500,False,Santiago de Compostela,SUB 14 E SUB 16,XII CARREIRA CAMIÑO DAS LETRAS,17,11,28,w95KQAlV,False,True,28
Vm8AV79a,2026-05-17,1500,False,Santiago de Compostela,SUB 10 E SUB 12,XII CARREIRA CAMIÑO DAS LETRAS,33,28,61,AmkgLgm4,False,True,61
Vm8AV79a,2026-05-17,500,False,Santiago de Compostela,SUB 8,XII CARREIRA CAMIÑO DAS LETRAS,22,21,43,aj4Oar94,False,True,43
Vm8AV79a,2026-05-17,300,False,Santiago de Compostela,SUB 6,XII CARREIRA CAMIÑO DAS LETRAS,20,17,37,ameDLZlZ,False,True,37
pldO7wjR,2026-05-10,5000,False,Portas,ANDAINA,"ANDAINA SOLIDARIA PORTAS ""PASIÑO A PASIÑO""",,,,LlwxwRmp,False,False,0
ojQMQ0jx,2026-05-10,11200,False,Curtis,CARREIRA 11K,VII CARREIRA E ANDAINA SOLIDARIA CONCELLO DE CURTIS - AXUDA CONTRA O CANCRO 11K,11,50,61,6lZvZbl1,True,True,61
ojQMQ0jx,2026-05-10,11200,False,Curtis,ANDAINA,VII CARREIRA E ANDAINA SOLIDARIA CONCELLO DE CURTIS - AXUDA CONTRA O CANCRO 11K,,,,VjXnpAmQ,True,False,0
ojQMQ0jx,2026-05-10,11200,False,Curtis,ANDAINA - 8 ANOS,VII CARREIRA E ANDAINA SOLIDARIA CONCELLO DE CURTIS - AXUDA CONTRA O CANCRO 11K,,,,69NMYBmx,True,False,0
aj4Agzl4,2026-05-10,21000,False,Cuntis,TRAIL 21K,XII TRAIL VILA DE CUNTIS - SERIE OURO,34,122,156,VjR1Xb97,False,True,156
aj4Agzl4,2026-05-10,15000,False,Cuntis,TRAIL 15K,XII TRAIL VILA DE CUNTIS - SERIE OURO,45,106,151,qjygEXmK,False,True,151
aj4Agzl4,2026-05-10,10000,False,Cuntis,TRAIL 10K,XII TRAIL VILA DE CUNTIS - SERIE OURO,57,85,142,2mJa4nlM,False,True,142
aj4Agzl4,2026-05-10,10000,False,Cuntis,CAMIÑADA,XII TRAIL VILA DE CUNTIS - SERIE OURO,,,,VjKweOjJ,False,False,0
omrYYWl2,2026-05-09,11000,False,Cerceda,11 K,IV EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,45,137,182,w95KqAlV,True,True,182
omrYYWl2,2026-05-09,2500,False,Cerceda,SUB 18 E SUB 16,IV EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,,1,1,AmkgPgm4,True,True,1
