competition_id,data,distancia_m,is_closed,lloc,modalitat_nom,nom_cursa,ok_d,ok_h,ok_total,race_id,te_pdf_resultats,te_resultats_digitals,total_resultats
xKj6DzmR,2024-09-14,5000,False,Ferrol,DISCAPACIDADE,XI CARREIRA NOCTURNA CORRE POR FERROL,,,,2jWXp1l6,True,False,0
V2mJGg9M,2024-09-14,4000,False,Ponte Caldelas,ABS 4K,III CARREIRA POPULAR FESTA DAS DORES 2024,35,75,110,ameDgZlZ,True,True,110
V2mJGg9M,2024-09-14,1200,False,Ponte Caldelas,SUB 16 E SUB 18,III CARREIRA POPULAR FESTA DAS DORES 2024,9,18,27,aj4OQr94,True,True,27
V2mJGg9M,2024-09-14,1200,False,Ponte Caldelas,SUB 14 E SUB 12,III CARREIRA POPULAR FESTA DAS DORES 2024,8,16,24,Amkgdgm4,True,True,24
V2mJGg9M,2024-09-14,600,False,Ponte Caldelas,SUB 12,III CARREIRA POPULAR FESTA DAS DORES 2024,,,,w95KYAlV,True,False,0
V2mJGg9M,2024-09-14,600,False,Ponte Caldelas,SUB 10,III CARREIRA POPULAR FESTA DAS DORES 2024,7,8,15,P928K3lo,True,True,15
V2mJGg9M,2024-09-14,150,False,Ponte Caldelas,SUB 8,III CARREIRA POPULAR FESTA DAS DORES 2024,,,,KmnnkRmY,True,False,0
V2mJGg9M,2024-09-14,100,False,Ponte Caldelas,PITUFOS,III CARREIRA POPULAR FESTA DAS DORES 2024,,,,emD2NxjD,True,False,0
V2mJGg9M,2024-09-14,50,False,Ponte Caldelas,CHUPETES,III CARREIRA POPULAR FESTA DAS DORES 2024,,,,pld8w5lR,True,False,0
4BlgZpjL,2024-09-07,10400,False,Mugardos,10 K ABSOLUTA,XLI MARATHON POPULAR SAN XOÁN DE PIÑEIRO MUGARDOS,16,111,127,aj4ODr94,True,True,127
4BlgZpjL,2024-09-07,1900,False,Mugardos,SUB 16+14+12,XLI MARATHON POPULAR SAN XOÁN DE PIÑEIRO MUGARDOS,12,12,24,alqwvy90,True,True,24
4BlgZpjL,2024-09-07,1200,False,Mugardos,SUB 10,XLI MARATHON POPULAR SAN XOÁN DE PIÑEIRO MUGARDOS,9,7,16,dlBLZW9n,True,True,16
4BlgZpjL,2024-09-07,800,False,Mugardos,PREBENXAMÍN,XLI MARATHON POPULAR SAN XOÁN DE PIÑEIRO MUGARDOS,2,6,8,Llwx0Ymp,True,True,8
4BlgZpjL,2024-09-07,250,False,Mugardos,PITUFO,XLI MARATHON POPULAR SAN XOÁN DE PIÑEIRO MUGARDOS,,,,ameDAZlZ,True,False,0
Q2jW5Mm6,2024-08-24,9000,False,Vilamartín de Valdeorras,ANDAINA,I ANDAINA MEMORIAL LUIS NOGUEIRA,,,,omrAMQl2,False,False,0
Q2jW5Mm6,2024-08-24,9000,False,Vilamartín de Valdeorras,ANDAINA CATIVOS,I ANDAINA MEMORIAL LUIS NOGUEIRA,,,,BlpGRAjQ,False,False,0
0YjMpe94,2024-08-10,8000,False,Sobrado,ABSOLUTA 8K,VIII CORRETROITA POPULAR CONCELLO DE SOBRADO,36,123,159,aj4Onz94,True,True,159
0YjMpe94,2024-08-10,1200,False,Sobrado,SUB 14 E SUB 16,VIII CORRETROITA POPULAR CONCELLO DE SOBRADO,5,8,13,Amkg7Lm4,True,True,13
0YjMpe94,2024-08-10,600,False,Sobrado,SUB 12,VIII CORRETROITA POPULAR CONCELLO DE SOBRADO,9,14,23,w95KnqlV,True,True,23
0YjMpe94,2024-08-10,600,False,Sobrado,SUB 10,VIII CORRETROITA POPULAR CONCELLO DE SOBRADO,8,13,21,2jWXV1l6,True,True,21
0YjMpe94,2024-08-10,160,False,Sobrado,TROITIÑA,VIII CORRETROITA POPULAR CONCELLO DE SOBRADO,,,,P928dXlo,True,False,0
AOjGzW95,2024-08-04,7000,False,Cabanas,ABS 7K,XXXI CROS POPULAR PIÑEIRAL DE CABANAS 2024,53,208,261,alqwYG90,True,True,261
AOjGzW95,2024-08-04,1000,False,Cabanas,CATEGORÍA A,XXXI CROS POPULAR PIÑEIRAL DE CABANAS 2024,11,22,33,ameDvzlZ,True,True,33
AOjGzW95,2024-08-04,1800,False,Cabanas,CATEGORÍA B,XXXI CROS POPULAR PIÑEIRAL DE CABANAS 2024,10,16,26,Llwx3kmp,True,True,26
AOjGzW95,2024-08-04,3600,False,Cabanas,CATEGORÍA C,XXXI CROS POPULAR PIÑEIRAL DE CABANAS 2024,5,10,15,dlBLW49n,True,True,15
AOjGzW95,2024-08-04,300,False,Cabanas,PEQUES,XXXI CROS POPULAR PIÑEIRAL DE CABANAS 2024,,,,z9zxgJlq,True,False,0
AOjGzW95,2024-08-04,100,False,Cabanas,PITUFOS,XXXI CROS POPULAR PIÑEIRAL DE CABANAS 2024,,,,Vm8qW79a,True,False,0
WyjP2gme,2024-08-03,1600,False,Ares,M3 E M4 MIXTO,XXXII MILLA URBANA CONCELLO DE ARES,7,19,26,ojQn1Rlx,True,True,26
WyjP2gme,2024-08-03,1600,False,Ares,M2 MASC,XXXII MILLA URBANA CONCELLO DE ARES,,35,35,Kj6GaYlR,True,True,35
WyjP2gme,2024-08-03,1600,False,Ares,"M1, SEN, S23, S20 MASC",XXXII MILLA URBANA CONCELLO DE ARES,,31,31,a9a5wp9B,True,True,31
WyjP2gme,2024-08-03,1600,False,Ares,"M2, M1, SEN, S23, S20 FEM",XXXII MILLA URBANA CONCELLO DE ARES,18,,18,4jorNy9Y,True,True,18
WyjP2gme,2024-08-03,1600,False,Ares,SUB 16 E SUB 18,XXXII MILLA URBANA CONCELLO DE ARES,6,11,17,VjKwRvjJ,True,True,17
WyjP2gme,2024-08-03,1000,False,Ares,SUB 14,XXXII MILLA URBANA CONCELLO DE ARES,5,9,14,2mJaNElM,True,True,14
WyjP2gme,2024-08-03,800,False,Ares,SUB 12,XXXII MILLA URBANA CONCELLO DE ARES,7,14,21,qjygkVmK,True,True,21
WyjP2gme,2024-08-03,500,False,Ares,SUB 10,XXXII MILLA URBANA CONCELLO DE ARES,8,16,24,VjR1ev97,True,True,24
WyjP2gme,2024-08-03,250,False,Ares,PREBENXAMÍN,XXXII MILLA URBANA CONCELLO DE ARES,,,,69NMxdmx,True,False,0
WyjP2gme,2024-08-03,100,False,Ares,BIBERÓNS,XXXII MILLA URBANA CONCELLO DE ARES,,,,VjXnB6mQ,True,False,0
WyjP2gme,2024-08-03,50,False,Ares,PREBIBERÓN,XXXII MILLA URBANA CONCELLO DE ARES,,,,6lZvBal1,True,False,0
8w95BYjV,2024-07-27,3000,False,A Pobra do Caramiñal,ZAPATILLA INCLUSIVA,III CARREIRA SOLIDARIA MÓVETE POLA DIABETES,,,,pld8dvlR,True,False,0
8w95BYjV,2024-07-27,3000,False,A Pobra do Caramiñal,ABSOLUTA,III CARREIRA SOLIDARIA MÓVETE POLA DIABETES,92,,92,yjPVxZme,True,True,92
8w95BYjV,2024-07-27,1000,False,A Pobra do Caramiñal,"SUB 12, 14 E 16",III CARREIRA SOLIDARIA MÓVETE POLA DIABETES,44,,44,vlvw8pmy,True,True,44
8w95BYjV,2024-07-27,600,False,A Pobra do Caramiñal,SUB 10,III CARREIRA SOLIDARIA MÓVETE POLA DIABETES,16,,16,Kj6Gn7lR,True,True,16
8w95BYjV,2024-07-27,400,False,A Pobra do Caramiñal,SUB 8,III CARREIRA SOLIDARIA MÓVETE POLA DIABETES,27,,27,4jorRe9Y,True,True,27
8w95BYjV,2024-07-27,250,False,A Pobra do Caramiñal,SUB 6,III CARREIRA SOLIDARIA MÓVETE POLA DIABETES,18,,18,4mVVeAmp,True,True,18
769N1Rmx,2024-07-27,10000,False,Marín,ABSOLUTA 10K,10K MARÍN MANUEL ROSALES 2024,96,325,421,VjR1DO97,True,True,421
769N1Rmx,2024-07-27,1000,False,Marín,SUB 18 E SUB 16,10K MARÍN MANUEL ROSALES 2024,9,14,23,qjygNQmK,True,True,23
769N1Rmx,2024-07-27,1000,False,Marín,SUB 14,10K MARÍN MANUEL ROSALES 2024,8,10,18,2mJaVglM,True,True,18
769N1Rmx,2024-07-27,500,False,Marín,SUB 12,10K MARÍN MANUEL ROSALES 2024,,,,VjKw3yjJ,True,False,0
769N1Rmx,2024-07-27,500,False,Marín,SUB 10,10K MARÍN MANUEL ROSALES 2024,,,,a9a5kN9B,True,False,0
769N1Rmx,2024-07-27,300,False,Marín,PREBENXAMÍN,10K MARÍN MANUEL ROSALES 2024,,,,ojQnMNlx,True,False,0
769N1Rmx,2024-07-27,150,False,Marín,PITUFOS,10K MARÍN MANUEL ROSALES 2024,,,,omrAYOl2,True,False,0
769N1Rmx,2024-07-27,100,False,Marín,BIBERÓNS,10K MARÍN MANUEL ROSALES 2024,,,,OjGNnW95,True,False,0
4BlgQ79L,2024-07-21,21000,True,Ordes - Oroso,21K,III MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,31,202,233,omrAKQl2,True,True,233
4BlgQ79L,2024-07-21,10000,True,Ordes - Oroso,10K,III MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,37,111,148,OjGN7595,True,True,148
4BlgQ79L,2024-07-21,3000,True,Ordes - Oroso,3K (MENORES),III MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,1,5,6,6mxNk8j4,True,True,6
4BlgQ79L,2024-07-21,1500,True,Ordes - Oroso,"1,5K (MENORES)",III MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,4,9,13,YjMoxam4,True,True,13
Q2jWQVm6,2024-07-20,29000,False,Malpica,TRAIL 29K,II TRAIL COSTA DA MORTE OS NOSOS FAROS,16,85,101,KmnnNWmY,True,True,101
LVjKWyjJ,2024-07-14,7000,False,A Pastoriza,ABSOLUTA 7K,I CARREIRA POPULAR CONCELLO DA PASTORIZA,23,51,74,BlpG6vjQ,True,True,74
LVjKWyjJ,2024-07-14,1500,False,A Pastoriza,SUB 12+SUB 14+SUB16/18,I CARREIRA POPULAR CONCELLO DA PASTORIZA,16,12,28,v9O3P89L,True,True,28
LVjKWyjJ,2024-07-14,600,False,A Pastoriza,SUB 10,I CARREIRA POPULAR CONCELLO DA PASTORIZA,6,10,16,Jlbqvvjn,True,True,16
LVjKWyjJ,2024-07-14,150,False,A Pastoriza,PITUFOS,I CARREIRA POPULAR CONCELLO DA PASTORIZA,,,,BlgNo4jL,True,False,0
LVjKWyjJ,2024-07-14,4500,False,A Pastoriza,ANDAINA,I CARREIRA POPULAR CONCELLO DA PASTORIZA,,,,Ll7vBQjO,True,False,0
xqjyeajK,2024-07-13,10000,False,Vilaño (A Laracha),10K,VII CARREIRA POPULAR DO APÓSTOLO,26,118,144,vlvw2pmy,True,True,144
xqjyeajK,2024-07-13,5000,False,Vilaño (A Laracha),SUB 18,VII CARREIRA POPULAR DO APÓSTOLO,3,7,10,Kj6Gd7lR,True,True,10
xqjyeajK,2024-07-13,3800,False,Vilaño (A Laracha),SUB 14 E SUB 16,VII CARREIRA POPULAR DO APÓSTOLO,5,33,38,4jorwe9Y,True,True,38
xqjyeajK,2024-07-13,1100,False,Vilaño (A Laracha),SUB 10 E SUB 12,VII CARREIRA POPULAR DO APÓSTOLO,20,29,49,4mVVXAmp,True,True,49
xqjyeajK,2024-07-13,200,False,Vilaño (A Laracha),PITUFOS,VII CARREIRA POPULAR DO APÓSTOLO,,,,YjMoGam4,True,False,0
xqjyeajK,2024-07-13,3800,False,Vilaño (A Laracha),ANDAINA,VII CARREIRA POPULAR DO APÓSTOLO,,,,ameD5zlZ,True,False,0
xqjyeajK,2024-07-13,3800,False,Vilaño (A Laracha),ANDAINA MENORES,VII CARREIRA POPULAR DO APÓSTOLO,,,,LlwxYkmp,True,False,0
Maj4wo94,2024-07-07,44500,False,Muras,XERAL TR MARATÓN,VII TRAIL DAS BESTAS. CTO. XUNTA DE GALICIA TRAIL RUNNING MARATÓN,5,41,46,Ll7vOQjO,True,True,46
Maj4wo94,2024-07-07,44500,False,Muras,CAMPIONATO TR MARATÓN,VII TRAIL DAS BESTAS. CTO. XUNTA DE GALICIA TRAIL RUNNING MARATÓN,4,16,20,6lZvkal1,True,True,20
wBlpYZmQ,2024-07-06,5000,False,Santiago de Compostela,ADULTOS,X CORRESAN NOCTURNA CIDADE VELLA 2024,108,264,372,qjyg2gmK,True,True,372
wBlpYZmQ,2024-07-06,1050,False,Santiago de Compostela,ESCOLARES 1,X CORRESAN NOCTURNA CIDADE VELLA 2024,24,40,64,2mJaJJlM,True,True,64
wBlpYZmQ,2024-07-06,1800,False,Santiago de Compostela,ESCOLARES 2,X CORRESAN NOCTURNA CIDADE VELLA 2024,17,19,36,VjKwQnjJ,True,True,36
Vomr3O92,2024-06-30,5850,False,Ares,"5,8 K ABSOLUTA",IX MINI MARATÓN ÁRTABRO,30,83,113,w95KWqlV,True,True,113
Vomr3O92,2024-06-30,2900,False,Ares,SUB 16,IX MINI MARATÓN ÁRTABRO,2,3,5,njEwedmO,True,True,5
Vomr3O92,2024-06-30,1450,False,Ares,SUB 14,IX MINI MARATÓN ÁRTABRO,4,3,7,KmnnwWmY,True,True,7
Vomr3O92,2024-06-30,750,False,Ares,SUB 12,IX MINI MARATÓN ÁRTABRO,6,7,13,gj1xL69z,True,True,13
Vomr3O92,2024-06-30,750,False,Ares,SUB 10,IX MINI MARATÓN ÁRTABRO,4,5,9,glYv1ymV,True,True,9
Vomr3O92,2024-06-30,225,False,Ares,SUB 8,IX MINI MARATÓN ÁRTABRO,3,6,9,pld8EvlR,True,True,9
Vomr3O92,2024-06-30,150,False,Ares,PITUFOS,IX MINI MARATÓN ÁRTABRO,,,,AmkgwLm4,True,False,0
VP926V9o,2024-06-22,17000,False,A Guarda,TRAIL LONGO,I TRAIL CAMPOSANCOS Ó SOLPOR,20,74,94,njEwZ0mO,True,True,94
VP926V9o,2024-06-22,8500,False,A Guarda,TRAIL CURTO,I TRAIL CAMPOSANCOS Ó SOLPOR,30,55,85,glYv5VmV,True,True,85
VP926V9o,2024-06-22,8500,False,A Guarda,ANDAINA,I TRAIL CAMPOSANCOS Ó SOLPOR,,,,2jWXBKl6,True,False,0
ypldL7lR,2024-06-16,5000,False,Ribeira,ABSOLUTA,IV CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,34,77,111,VjR1GD97,False,True,111
ypldL7lR,2024-06-16,2100,False,Ribeira,SUB 16 + PARELLAS + Z. VELOZ,IV CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,25,6,31,qjygbgmK,False,True,31
ypldL7lR,2024-06-16,1400,False,Ribeira,SUB 14,IV CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,8,4,12,2mJawJlM,False,True,12
ypldL7lR,2024-06-16,1400,False,Ribeira,SUB 12,IV CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,7,1,8,VjKw4njJ,False,True,8
ypldL7lR,2024-06-16,1400,False,Ribeira,SUB 10,IV CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,4,6,10,a9a5DD9B,False,True,10
ypldL7lR,2024-06-16,700,False,Ribeira,SUB 8,IV CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,7,12,19,ojQna1lx,False,True,19
ypldL7lR,2024-06-16,150,False,Ribeira,PITUFOS,IV CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,,,,omrA5Ml2,False,False,0
ypldL7lR,2024-06-16,2100,False,Ribeira,ZAPATILLA INCLUSIVA,IV CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,,,,BlpGwvjQ,False,False,0
ypldL7lR,2024-06-16,2100,False,Ribeira,PARELLAS,IV CARREIRA 5K EL CANARIO - HOMENAXE JOSÉ NESPEREIRA,,,,Ll7vAQjO,False,False,0
wKmn6amY,2024-06-16,9200,False,Valdoviño,ABSOLUTA,VII VOLTA ÁS FORCADAS,35,97,132,VjXnnMmQ,True,True,132
wKmn6amY,2024-06-16,2500,False,Valdoviño,SUB 16 E SUB 18,VII VOLTA ÁS FORCADAS,3,8,11,6lZvv0l1,True,True,11
wKmn6amY,2024-06-16,1600,False,Valdoviño,SUB 14,VII VOLTA ÁS FORCADAS,5,4,9,Ll7vvRjO,True,True,9
wKmn6amY,2024-06-16,1200,False,Valdoviño,SUB 12,VII VOLTA ÁS FORCADAS,6,8,14,BlpGGZjQ,True,True,14
wKmn6amY,2024-06-16,800,False,Valdoviño,SUB 10,VII VOLTA ÁS FORCADAS,6,4,10,v9O3379L,True,True,10
wKmn6amY,2024-06-16,100,False,Valdoviño,SUB 8,VII VOLTA ÁS FORCADAS,,,,JlbqqBjn,True,False,0
wKmn6amY,2024-06-16,100,False,Valdoviño,BIBERÓNS,VII VOLTA ÁS FORCADAS,,,,BlgNNpjL,True,False,0
qbl3GQlP,2024-06-16,18000,True,Esgos,CARREIRA LONGA,XVI TRAIL SAN PEDRO DE ROCAS – ESGOS,34,123,157,OjGNb595,True,True,157
qbl3GQlP,2024-06-16,8500,True,Esgos,CARREIRA CURTA,XVI TRAIL SAN PEDRO DE ROCAS – ESGOS,23,26,49,6mxNb8j4,True,True,49
qbl3GQlP,2024-06-16,18000,True,Esgos,ANDAINA LONGA,XVI TRAIL SAN PEDRO DE ROCAS – ESGOS,,,,ojQnaRlx,True,False,0
qbl3GQlP,2024-06-16,8500,True,Esgos,ANDAINA CURTA,XVI TRAIL SAN PEDRO DE ROCAS – ESGOS,,,,omrA5Ql2,True,False,0
qbl3GQlP,2024-06-16,18000,True,Esgos,CAMPIONATO 18K,XVI TRAIL SAN PEDRO DE ROCAS – ESGOS,26,72,98,emD2zvjD,True,True,98
qbl3GQlP,2024-06-16,8500,True,Esgos,CAMPIONATO 8.5K,XVI TRAIL SAN PEDRO DE ROCAS – ESGOS,6,6,12,gj1x369z,True,True,12
wBlpPblQ,2024-06-09,4500,False,Santiago de Compostela,CARREIRA ABSOLUTA,VII CARREIRA E ANDAINA SOLIDARIA POLA ESCLEROSE MÚLTIPLE,48,87,135,BlgNnQjL,True,True,135
wBlpPblQ,2024-06-09,500,False,Santiago de Compostela,ESCOLARES A,VII CARREIRA E ANDAINA SOLIDARIA POLA ESCLEROSE MÚLTIPLE,12,17,29,JlbqeDjn,True,True,29
wBlpPblQ,2024-06-09,2500,False,Santiago de Compostela,ESCOLARES B + C,VII CARREIRA E ANDAINA SOLIDARIA POLA ESCLEROSE MÚLTIPLE,10,13,23,v9O3169L,True,True,23
wBlpPblQ,2024-06-09,2500,False,Santiago de Compostela,ESCOLARES C,VII CARREIRA E ANDAINA SOLIDARIA POLA ESCLEROSE MÚLTIPLE,,,,BlpG03jQ,True,False,0
wBlpPblQ,2024-06-09,50,False,Santiago de Compostela,PEQUES,VII CARREIRA E ANDAINA SOLIDARIA POLA ESCLEROSE MÚLTIPLE,,,,yjPVQZme,True,False,0
wBlpPblQ,2024-06-09,2000,False,Santiago de Compostela,ANDAINA,VII CARREIRA E ANDAINA SOLIDARIA POLA ESCLEROSE MÚLTIPLE,,,,Ll7v8pjO,True,False,0
wBlpPblQ,2024-06-09,2000,False,Santiago de Compostela,ANDAINA MENORES,VII CARREIRA E ANDAINA SOLIDARIA POLA ESCLEROSE MÚLTIPLE,,,,6lZvqgl1,True,False,0
vVjRkWl7,2024-06-09,10600,False,Marín,CARMIÑA,III CARMIÑA CARREIRA,69,218,287,6mxNX2j4,True,True,287
vVjRkWl7,2024-06-09,5400,False,Marín,MINI CARMIÑA,III CARMIÑA CARREIRA,26,30,56,YjMoOem4,True,True,56
vVjRkWl7,2024-06-09,1200,False,Marín,SUB 16 - SUB 18,III CARMIÑA CARREIRA,4,9,13,emD221jD,True,True,13
vVjRkWl7,2024-06-09,1200,False,Marín,SUB 14,III CARMIÑA CARREIRA,7,12,19,gj1xx39z,True,True,19
vVjRkWl7,2024-06-09,600,False,Marín,SUB 12,III CARMIÑA CARREIRA,9,12,21,KmnnnXmY,True,True,21
vVjRkWl7,2024-06-09,300,False,Marín,SUB 10 MASC,III CARMIÑA CARREIRA,,29,29,P9288nlo,True,True,29
vVjRkWl7,2024-06-09,150,False,Marín,SUB 10 FEM,III CARMIÑA CARREIRA,19,,19,w95KKYlV,True,True,19
vVjRkWl7,2024-06-09,80,False,Marín,SUB 6,III CARMIÑA CARREIRA,,,,Amkgg0m4,True,False,0
4Blgk7lL,2024-06-08,5000,True,Santiago de Compostela,5K,VI CARREIRA HOLI GAIAS 2024,373,220,593,dlBL3p9n,True,True,593
4Blgk7lL,2024-06-08,700,True,Santiago de Compostela,Peque Holi,VI CARREIRA HOLI GAIAS 2024,,,,alqw8q90,True,False,0
K4joQ2mY,2024-06-07,5300,False,Cangas,CARREIRA NON COMPETITIVA,II CARREIRA/ANDAINA LUCES DE ADICAM,,,,gj1x209z,False,False,0
K4joQ2mY,2024-06-07,5300,False,Cangas,CARREIRA MENORES NON COMPETITIVA,II CARREIRA/ANDAINA LUCES DE ADICAM,,,,Kmnn5ymY,False,False,0
K4joQ2mY,2024-06-07,5300,False,Cangas,ANDAINA,II CARREIRA/ANDAINA LUCES DE ADICAM,,,,P928Lglo,False,False,0
K4joQ2mY,2024-06-07,5300,False,Cangas,ANDAINA MENORES,II CARREIRA/ANDAINA LUCES DE ADICAM,,,,w95K6RlV,False,False,0
YVjXzXmQ,2024-06-02,10000,False,Carballo,10K,10K CARBALLO,52,305,357,z9zxoGlq,True,True,357
YVjXzXmQ,2024-06-02,5000,False,Carballo,5K,10K CARBALLO,120,211,331,Vm8qey9a,True,True,331
YVjXzXmQ,2024-06-02,5000,False,Carballo,CAMPIONATO 5K,10K CARBALLO,68,130,198,z9zxyJlq,True,True,198
YVjXzXmQ,2024-06-02,3000,False,Carballo,SUB 18 E SUB 16,10K CARBALLO,5,21,26,njEwO0mO,True,True,26
YVjXzXmQ,2024-06-02,2000,False,Carballo,SUB 14,10K CARBALLO,29,39,68,glYvkVmV,True,True,68
YVjXzXmQ,2024-06-02,2000,False,Carballo,SUB 12,10K CARBALLO,50,60,110,xmAeK3mZ,True,True,110
YVjXzXmQ,2024-06-02,950,False,Carballo,SUB 10,10K CARBALLO,55,78,133,2jWXdKl6,True,True,133
YVjXzXmQ,2024-06-02,150,False,Carballo,PITUFO 2017,10K CARBALLO,,,,bl3ydw9P,True,False,0
YVjXzXmQ,2024-06-02,125,False,Carballo,PITUFO 2018,10K CARBALLO,,,,V9LPa89J,True,False,0
YVjXzXmQ,2024-06-02,100,False,Carballo,PITUFO 2019,10K CARBALLO,,,,Pj03qe9n,True,False,0
YVjXzXmQ,2024-06-02,80,False,Carballo,PITUFO 2020,10K CARBALLO,,,,xmAe8zmZ,True,False,0
YVjXzXmQ,2024-06-02,50,False,Carballo,BIBERÓN 2021,10K CARBALLO,,,,BlgNWQjL,True,False,0
Vomr3q92,2024-06-01,5300,False,Santiago de Compostela,ADULTOS,X CORRESAN BARRIO DE CONXO 2024,81,190,271,VjXnnNmQ,True,True,271
Vomr3q92,2024-06-01,900,False,Santiago de Compostela,ESCOLARES 1,X CORRESAN BARRIO DE CONXO 2024,30,31,61,69NMP3mx,True,True,61
Vomr3q92,2024-06-01,2300,False,Santiago de Compostela,ESCOLARES 2,X CORRESAN BARRIO DE CONXO 2024,12,15,27,VjR1QD97,True,True,27
Ov9OZqmL,2024-06-01,250,False,Lourenzá,SUB 8,VII MILLA LOURENZÁ - CTO. XUNTA DE GALICIA,,,,69NMr3mx,True,False,0
Ov9OZqmL,2024-06-01,1000,False,Lourenzá,SUB 10,VII MILLA LOURENZÁ - CTO. XUNTA DE GALICIA,8,10,18,alqwxG90,True,True,18
Ov9OZqmL,2024-06-01,1000,False,Lourenzá,SUB 12 F,VII MILLA LOURENZÁ - CTO. XUNTA DE GALICIA,17,,17,Vm8qd79a,True,True,17
Ov9OZqmL,2024-06-01,1000,False,Lourenzá,SUB 12 M,VII MILLA LOURENZÁ - CTO. XUNTA DE GALICIA,,16,16,njEwzdmO,True,True,16
Ov9OZqmL,2024-06-01,1000,False,Lourenzá,SUB 14 F,VII MILLA LOURENZÁ - CTO. XUNTA DE GALICIA,18,,18,glYvOymV,True,True,18
Ov9OZqmL,2024-06-01,1000,False,Lourenzá,SUB 14 M,VII MILLA LOURENZÁ - CTO. XUNTA DE GALICIA,,9,9,2jWXeol6,True,True,9
Ov9OZqmL,2024-06-01,1000,False,Lourenzá,SUB 16,VII MILLA LOURENZÁ - CTO. XUNTA DE GALICIA,9,11,20,bl3y6L9P,True,True,20
Ov9OZqmL,2024-06-01,1609,False,Lourenzá,M40 + MASC,VII MILLA LOURENZÁ - CTO. XUNTA DE GALICIA,,20,20,dlBL149n,True,True,20
Ov9OZqmL,2024-06-01,1609,False,Lourenzá,MILLA POPULAR,VII MILLA LOURENZÁ - CTO. XUNTA DE GALICIA,3,12,15,VjXnoNmQ,True,True,15
Ov9OZqmL,2024-06-01,1609,False,Lourenzá,ABS FEM,VII MILLA LOURENZÁ - CTO. XUNTA DE GALICIA,19,,19,V9LP2P9J,True,True,19
Ov9OZqmL,2024-06-01,1609,False,Lourenzá,ABS MASC,VII MILLA LOURENZÁ - CTO. XUNTA DE GALICIA,,20,20,Pj036q9n,True,True,20
vojQNNlx,2024-05-31,7000,False,Silleda,ABSOLUTA 7K,IX CARREIRA POPULAR “ABANCA SEMANA VERDE DE GALICIA”,11,60,71,LlwxBomp,True,True,71
vojQNNlx,2024-05-31,2200,False,Silleda,SUB 18+SUB 16+SUB 14,IX CARREIRA POPULAR “ABANCA SEMANA VERDE DE GALICIA”,6,7,13,ameDZVlZ,True,True,13
vojQNNlx,2024-05-31,1200,False,Silleda,SUB 10 + SUB 12,IX CARREIRA POPULAR “ABANCA SEMANA VERDE DE GALICIA”,13,7,20,aj4OJp94,True,True,20
vojQNNlx,2024-05-31,150,False,Silleda,PITUFOS,IX CARREIRA POPULAR “ABANCA SEMANA VERDE DE GALICIA”,,,,AmkgJYm4,True,False,0
YVjXrMmQ,2024-05-26,10000,False,Sigüeiro - Oroso,ABSOLUTA 10K,X CARREIRA PEDESTRE CONCELLO DE OROSO,22,119,141,w95KGRlV,True,True,141
YVjXrMmQ,2024-05-26,3000,False,Sigüeiro - Oroso,SUB 16 E SUB 18,X CARREIRA PEDESTRE CONCELLO DE OROSO,7,8,15,alqw0q90,True,True,15
YVjXrMmQ,2024-05-26,2000,False,Sigüeiro - Oroso,SUB 14,X CARREIRA PEDESTRE CONCELLO DE OROSO,12,11,23,dlBLzp9n,True,True,23
YVjXrMmQ,2024-05-26,1000,False,Sigüeiro - Oroso,SUB 12,X CARREIRA PEDESTRE CONCELLO DE OROSO,18,19,37,LlwxZomp,True,True,37
YVjXrMmQ,2024-05-26,1000,False,Sigüeiro - Oroso,SUB 10,X CARREIRA PEDESTRE CONCELLO DE OROSO,11,10,21,ameD8VlZ,True,True,21
YVjXrMmQ,2024-05-26,300,False,Sigüeiro - Oroso,SUB 8,X CARREIRA PEDESTRE CONCELLO DE OROSO,,,,aj4Orp94,True,False,0
YVjXrMmQ,2024-05-26,300,False,Sigüeiro - Oroso,SUB 6,X CARREIRA PEDESTRE CONCELLO DE OROSO,,,,AmkgnYm4,True,False,0
V2mJYglM,2024-05-19,10000,False,Cospeito,10K,III CARREIRA POPULAR CONCELLO DE COSPEITO,11,56,67,bl3yVw9P,True,True,67
V2mJYglM,2024-05-19,150,False,Cospeito,PITUFOS,III CARREIRA POPULAR CONCELLO DE COSPEITO,,,,xmAe3zmZ,True,False,0
V2mJYglM,2024-05-19,600,False,Cospeito,SUB 10,III CARREIRA POPULAR CONCELLO DE COSPEITO,7,8,15,Pj03Ge9n,True,True,15
