fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,n_enlaces_sexo,tiene_sexo_identificado,candidato_lugar
youevent,DUATLON CROS MEDINA DE RIOSECO (1ª Circ Vallad),2008-03-08,Sábado,0.0,Multidisciplina,Absoluta/General,16.0,89.0,Medina de Rioseco,,Castilla y León,2,True,CROS MEDINA DE RIOSECO
youevent,DUATLÓN CROS PORTILLO (2ª Circ Vallad),2008-03-23,Domingo,0.0,Multidisciplina,Absoluta/General,10.0,55.0,,,,2,True,CROS PORTILLO
youevent,DUATLÓN PEÑAFIEL,2008-03-29,Sábado,0.0,Multidisciplina,Absoluta/General,9.0,92.0,Peñafiel,,Castilla y León,2,True,PEÑAFIEL
youevent,DUATLÓN CROS SIMANCAS (3ª Circ Vallad),2008-04-06,Domingo,0.0,Multidisciplina,Absoluta/General,8.0,62.0,,,,2,True,CROS SIMANCAS
youevent,DUATLÓN CIUDAD DE SALAMANCA,2008-04-13,Domingo,0.0,Multidisciplina,Absoluta/General,12.0,101.0,Salamanca,,Castilla y León,2,True,SALAMANCA
youevent,DUATLÓN VILLALMANZO,2008-04-19,Sábado,0.0,Multidisciplina,Absoluta/General,3.0,54.0,Villalmanzo,,Castilla y León,1,True,VILLALMANZO
youevent,DUATLÓN LA LOSA,2008-04-26,Sábado,0.0,Multidisciplina,Absoluta/General,3.0,28.0,La Losa,,Castilla y León,2,True,LA LOSA
youevent,DUATLÓN POR EQUIPOS MEDINA DEL CAMPO - PRUEBA FEDERADA,2008-04-26,Sábado,0.0,Multidisciplina,Equipos,8.0,33.0,,,,2,True,POR EQUIPOS MEDINA DEL CAMPO - PRUEBA FEDERADA
youevent,DUATLÓN POR EQUIPOS MEDINA DEL CAMPO - PRUEBA POPULAR,2008-04-26,Sábado,0.0,Multidisciplina,Equipos,,,,,,0,False,POR EQUIPOS MEDINA DEL CAMPO - PRUEBA POPULAR
youevent,DUATLÓN CIUDAD DE VILLAQUILAMBRE,2008-05-04,Domingo,0.0,Multidisciplina,Absoluta/General,7.0,36.0,Villaquilambre,,Castilla y León,2,True,VILLAQUILAMBRE
youevent,CIRCUITO DE DUATLÓN CROS DE SEGOVIA,2008-05-09,Viernes,0.0,Multidisciplina,Absoluta/General,0.0,0.0,,,Castilla y León,2,True,DUATLÓN CROS DE SEGOVIA
youevent,DUATLÓN CROS OTERO HERREROS (1ª Circ. Segovia),2008-05-10,Sábado,0.0,Multidisciplina,Absoluta/General,4.0,32.0,Otero de Herreros,,Castilla y León,2,True,CROS OTERO HERREROS
youevent,DUATLÓN CROS MORALEJA COCA (2ª Circ. Segovia),2008-05-17,Sábado,0.0,Multidisciplina,Absoluta/General,6.0,54.0,Nava de la Asunción,,Castilla y León,2,True,CROS MORALEJA COCA
youevent,DUATLÓN CROS CUELLAR (3ª Circ. Segovia),2008-05-31,Sábado,0.0,Multidisciplina,Absoluta/General,3.0,43.0,,,,2,True,CROS CUELLAR
youevent,TRIATLÓN VILLAMECA,2008-07-05,Sábado,0.0,Multidisciplina,Absoluta/General,7.0,102.0,Quintana del Castillo,,Castilla y León,2,True,VILLAMECA
youevent,TRIATLON CROS ALMAZAN (FEDERADA),2008-07-06,Domingo,0.0,Multidisciplina,Absoluta/General,5.0,35.0,,,,2,True,CROS ALMAZAN
youevent,XI TRIATLON CIUDAD DE VALLADOLID,2008-08-03,Domingo,0.0,Multidisciplina,Absoluta/General,28.0,198.0,Valladolid,,Castilla y León,2,True,VALLADOLID
youevent,TRIATLON CROS VILLA DE ASTUDILLO,2008-08-09,Sábado,0.0,Multidisciplina,Absoluta/General,5.0,88.0,Astudillo,,Palencia,2,True,CROS VILLA DE ASTUDILLO
youevent,TRIATLON CANAL DE CASTILLA - MEDINA DE RIOSECO,2008-08-16,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,87.0,Medina de Rioseco,,Castilla y León,2,True,CANAL DE CASTILLA - MEDINA DE RIOSECO
youevent,XVI DUATLON VILLA DE CANTIMPALOS,2008-08-23,Sábado,0.0,Multidisciplina,Absoluta/General,1.0,13.0,Cantimpalos,,Castilla y León,2,True,CANTIMPALOS
youevent,III CARRERA DEL ESQUILEO - TORRECABALLEROS,2008-08-23,Sábado,0.0,Otros,Absoluta/General,0.0,0.0,Torrecaballeros,,Castilla y León,1,True,ESQUILEO - TORRECABALLEROS
youevent,V CARRERA POPULAR - SENDA DE LOS FRAILES,2008-09-06,Sábado,0.0,road running,Absoluta/General,0.0,0.0,Motilla del Palancar,,Castilla-La Mancha,1,True,SENDA DE LOS FRAILES
youevent,IV CARRERA POR LA CAÑADA SORIANO OCCIDENTAL,2008-09-21,Domingo,0.0,road running,Absoluta/General,,,Ayamonte,Costa Occidental,Huelva,0,False,POR LA CAÑADA SORIANO OCCIDENTAL
youevent,"DUATLON CROS MEDINA DE RIOSECO, VALLADOLID",2009-03-07,Sábado,0.0,Multidisciplina,Absoluta/General,10.0,128.0,Medina de Rioseco,,Castilla y León,2,True,"CROS MEDINA DE RIOSECO, VALLADOLID"
youevent,DUATLON CROS FUENTEMOLINOS - BURGOS,2009-03-14,Sábado,0.0,Multidisciplina,Absoluta/General,20.0,77.0,Fuentemolinos,,Castilla y León,2,True,CROS FUENTEMOLINOS - BURGOS
youevent,CIRCUITO CASTILLA LEON DUATLON CROS 2009,2009-03-14,Sábado,0.0,Multidisciplina,Absoluta/General,,,,,,0,False,CASTILLA LEON DUATLON CROS
youevent,"DUATLON CROS VILLARCAYO, BURGOS",2009-03-21,Sábado,0.0,Multidisciplina,Absoluta/General,7.0,50.0,Villarcayo de Merindad de Castilla la Vieja,,Castilla y León,2,True,"CROS VILLARCAYO, BURGOS"
youevent,"DUATLON CROS VILLAQUILAMBRE, LEON",2009-04-05,Domingo,0.0,Multidisciplina,Absoluta/General,8.0,66.0,Villaquilambre,,Castilla y León,2,True,"CROS VILLAQUILAMBRE, LEON"
youevent,"DUATLON CROS PINAR DE ANTEQUERA, VALLADOLID (Cpto CASTILLA LEON)",2009-04-18,Sábado,0.0,Multidisciplina,Absoluta/General,13.0,136.0,Valladolid,,Castilla y León,2,True,"CROS PINAR DE ANTEQUERA, VALLADOLID"
youevent,DUATLÓN SALAMANCA,2009-04-19,Domingo,0.0,Multidisciplina,Absoluta/General,9.0,65.0,Salamanca,,Castilla y León,2,True,SALAMANCA
youevent,"DUATLON CROS OTERO DE HERREROS, SEGOVIA",2009-05-16,Sábado,0.0,Multidisciplina,Absoluta/General,8.0,54.0,Otero de Herreros,,Castilla y León,2,True,"CROS OTERO DE HERREROS, SEGOVIA"
youevent,II DUATLON CROS CUELLAR (6º prueba Circuito CyL),2009-06-06,Sábado,0.0,Multidisciplina,Absoluta/General,5.0,61.0,,,,2,True,CROS CUELLAR
youevent,ACUATLON DE SEGOVIA - CPTO CASTILLA Y LEON DE ACUATLON,2009-06-13,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,34.0,,,,2,True,ACUATLON DE SEGOVIA - CPTO CASTILLA Y LEON DE ACUATLON
youevent,"TRIATLÓN GRIJOTA, PALENCIA",2009-06-20,Sábado,0.0,Multidisciplina,Absoluta/General,2.0,67.0,Grijota,,Palencia,2,True,"GRIJOTA, PALENCIA"
youevent,TRIATLÓN VILLAMECA (Cto. de Castilla y León),2009-07-04,Sábado,0.0,Multidisciplina,Absoluta/General,12.0,145.0,Quintana del Castillo,,Castilla y León,2,True,VILLAMECA
youevent,"TRIATLON CROS EL BARRACO, AVILA",2009-07-18,Sábado,0.0,Multidisciplina,Absoluta/General,4.0,61.0,El Barraco,,Castilla y León,2,True,"CROS EL BARRACO, AVILA"
youevent,"TRIATLON CROS ALMAZAN, SORIA Cpto Castilla y León",2009-07-26,Domingo,0.0,Multidisciplina,Absoluta/General,7.0,30.0,,,Castilla y León,2,True,"CROS ALMAZAN, SORIA Cpto Castilla y León"
youevent,TRIATLON DE VALLADOLID,2009-08-02,Domingo,0.0,Multidisciplina,Absoluta/General,34.0,222.0,Valladolid,,Castilla y León,2,True,VALLADOLID
youevent,"TRIATLON CROS ASTUDILLO, PALENCIA",2009-08-08,Sábado,0.0,Multidisciplina,Absoluta/General,11.0,122.0,Astudillo,,Palencia,2,True,"CROS ASTUDILLO, PALENCIA"
youevent,"TRIATLON CROS LANTADILLA, PALENCIA",2009-08-14,Viernes,0.0,Multidisciplina,Absoluta/General,8.0,69.0,Lantadilla,,Palencia,2,True,"CROS LANTADILLA, PALENCIA"
youevent,DUATLON VILLA DE CANTIMPALOS,2009-08-22,Sábado,0.0,Multidisciplina,Absoluta/General,16.0,127.0,Cantimpalos,,Castilla y León,2,True,CANTIMPALOS
youevent,TRIATLON POPULAR MEDINA DE RIO SECO,2009-08-23,Domingo,0.0,Multidisciplina,Absoluta/General,9.0,59.0,Almuñécar,Comarca de la Costa Granadina,Andalucía,2,True,MEDINA DE RIO SECO
youevent,TRIATLON CROS LOS ANGELES DE SAN RAFAEL-SEGOVIA,2009-08-29,Sábado,0.0,Multidisciplina,Absoluta/General,7.0,58.0,El Espinar,,Castilla y León,2,True,CROS LOS ANGELES DE SAN RAFAEL-SEGOVIA
youevent,TRIATLON CROS DE PROMOCION VELILLA DEL RIO CARRION,2009-09-12,Sábado,0.0,Multidisciplina,Absoluta/General,4.0,29.0,Velilla del Río Carrión,,Palencia,2,True,CROS DE PROMOCION VELILLA DEL RIO CARRION
youevent,DUATLON CROS DE ALMAZAN (7ª prueba Circuito de Duatlón Cros CyL),2009-10-10,Sábado,0.0,Multidisciplina,Absoluta/General,5.0,48.0,Morón de Almazán,,Castilla y León,2,True,CROS DE ALMAZAN
youevent,DUATLON CROS SORIA (8ª prueba Circuito Duatlón Cros CyL),2009-10-17,Sábado,0.0,Multidisciplina,Absoluta/General,4.0,53.0,,,,2,True,CROS SORIA
youevent,DUATLON CROS SOTILLO DE ADRADA (9ª prueba Circuito Duatlón Cros CyL),2009-10-25,Domingo,0.0,Multidisciplina,Absoluta/General,4.0,44.0,Sotillo de la Adrada,,Castilla y León,2,True,CROS SOTILLO DE ADRADA
youevent,DUATLON CROS CUELLAR,2010-02-13,Sábado,0.0,Multidisciplina,Absoluta/General,6.0,81.0,,,,2,True,CROS CUELLAR
youevent,DUATLON CROS VILLARCAYO,2010-02-20,Sábado,0.0,Multidisciplina,Absoluta/General,6.0,43.0,,,,2,True,CROS VILLARCAYO
youevent,DUATLON CROS ARANDA DE DUERO,2010-02-28,Domingo,0.0,Multidisciplina,Absoluta/General,9.0,74.0,Aranda de Duero,,Castilla y León,2,True,CROS ARANDA DE DUERO
youevent,DUATLON CROS MEDINA DE RIOSECO,2010-03-06,Sábado,0.0,Multidisciplina,Absoluta/General,16.0,113.0,Medina de Rioseco,,Castilla y León,2,True,CROS MEDINA DE RIOSECO
youevent,DUATLON CROS FUENTEMOLINOS,2010-03-27,Sábado,0.0,Multidisciplina,Absoluta/General,5.0,73.0,,,,2,True,CROS FUENTEMOLINOS
youevent,DUATLON CROS VILLAQUILAMBRE (Cto Castilla y León),2010-04-04,Domingo,0.0,Multidisciplina,Absoluta/General,7.0,52.0,,,,2,True,CROS VILLAQUILAMBRE
youevent,DUATLON SALAMANCA ( Cpto. de Castilla y León),2010-04-25,Domingo,0.0,Multidisciplina,Absoluta/General,10.0,102.0,Salamanca,,Castilla y León,2,True,SALAMANCA
youevent,DUATLON CROS PINAR DE ANTEQUERA,2010-05-01,Sábado,0.0,Multidisciplina,Absoluta/General,7.0,102.0,Valladolid,,Castilla y León,2,True,CROS PINAR DE ANTEQUERA
youevent,"X DUATLON CROS LA CAÑADA, OTERO DE HERREROS",2010-05-08,Sábado,0.0,Multidisciplina,Absoluta/General,4.0,54.0,Otero de Herreros,,Castilla y León,2,True,"CROS LA CAÑADA, OTERO DE HERREROS"
youevent,DUATLON DE LA LOSA,2010-05-23,Domingo,0.0,Multidisciplina,Absoluta/General,4.0,46.0,La Losa,,Castilla y León,2,True,LA LOSA
youevent,"II DUATLON CROS DE DUEÑAS, PALENCIA",2010-05-30,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,39.0,Dueñas,,Palencia,1,True,"CROS DE DUEÑAS, PALENCIA"
youevent,DUATLON DE PEDROSA DEL PRINCIPE,2010-06-05,Sábado,0.0,Multidisciplina,Absoluta/General,1.0,30.0,Pedrosa del Príncipe,,Castilla y León,2,True,PEDROSA DEL PRINCIPE
youevent,"TRIATLON CANAL DE CASTILLA, MEDINA DE RIOSECO",2010-06-12,Sábado,0.0,Multidisciplina,Absoluta/General,,,Medina de Rioseco,,Castilla y León,2,True,"CANAL DE CASTILLA, MEDINA DE RIOSECO"
youevent,ACUATLON SEGOVIA ( CTO DE CASTILLA Y LEON),2010-06-13,Domingo,0.0,Multidisciplina,Absoluta/General,6.0,16.0,,,,2,True,ACUATLON SEGOVIA
youevent,CPTO. ESPAÑA DE CARRERA VERTICAL FEDME-KM VERTICAL PEÑALARA FEDERADA,2010-06-20,Domingo,0.0,trail running,Absoluta/General,45.0,179.0,,,,1,True,CPTO. ESPAÑA DE CARRERA VERTICAL FEDME-KM VERTICAL PEÑALARA FEDERADA
youevent,CPTO. ESPAÑA DE CARRERA VERTICAL FEDME-KM VERTICAL PEÑALARA NO FEDERADA,2010-06-20,Domingo,0.0,trail running,Absoluta/General,,,,,,1,True,CPTO. ESPAÑA DE CARRERA VERTICAL FEDME-KM VERTICAL PEÑALARA NO FEDERADA
youevent,II TRIATLON DE GRIJOTA,2010-06-20,Domingo,0.0,Multidisciplina,Absoluta/General,13.0,92.0,Grijota,,Palencia,2,True,GRIJOTA
youevent,I DUATLON ESPINOSA DE VILLAGONZALO,2010-06-26,Sábado,0.0,Multidisciplina,Absoluta/General,1.0,42.0,Espinosa de Villagonzalo,,Palencia,2,True,ESPINOSA DE VILLAGONZALO
youevent,V TRIATLON CAJAESPAÑA-VILLAMECA,2010-07-03,Sábado,0.0,Multidisciplina,Absoluta/General,11.0,129.0,,,,2,True,CAJAESPAÑA-VILLAMECA
youevent,XIV TRIATLON ABEL ANTON ALMAZAN - Cpto. Castilla-León,2010-07-25,Domingo,0.0,Multidisciplina,Absoluta/General,14.0,95.0,,,,2,True,ABEL ANTON ALMAZAN - Cpto. Castilla-León
youevent,XII TRIATLON CROS VILLA DE ASTUDILLO,2010-08-07,Sábado,0.0,Multidisciplina,Absoluta/General,7.0,108.0,Astudillo,,Palencia,2,True,CROS VILLA DE ASTUDILLO
youevent,TRIATLON CROS LANTADILLA (Ctpo. Provincial de Palencia),2010-08-14,Sábado,0.0,Multidisciplina,Absoluta/General,5.0,80.0,,,,2,True,CROS LANTADILLA
youevent,XVIII DUATLON VILLA DE CANTIMPALOS,2010-08-21,Sábado,0.0,Multidisciplina,Absoluta/General,13.0,133.0,Cantimpalos,,Castilla y León,2,True,CANTIMPALOS
youevent,II TRIATLÓN CROS EL BARRACO,2010-08-22,Domingo,0.0,Multidisciplina,Absoluta/General,3.0,49.0,,,,2,True,CROS EL BARRACO
youevent,II TRIATLÓN CROS PROMOCIÓN MONTAÑA PALENTINA VELILLA DEL RÍO CARRIÓN,2010-09-11,Sábado,0.0,Multidisciplina,Absoluta/General,2.0,34.0,,,,2,True,CROS PROMOCIÓN MONTAÑA PALENTINA VELILLA DEL RÍO CARRIÓN
youevent,"I TRIATLON VALBUENA DE DUERO, VALLADOLID",2010-09-18,Sábado,0.0,Multidisciplina,Absoluta/General,5.0,76.0,,,,2,True,"VALBUENA DE DUERO, VALLADOLID"
youevent,DUATLON CROS ALMAZAN,2010-10-09,Sábado,0.0,Multidisciplina,Absoluta/General,2.0,75.0,,,,2,True,CROS ALMAZAN
youevent,DUATLON CROS MORALEJA DE COCA,2010-10-23,Sábado,0.0,Multidisciplina,Absoluta/General,5.0,89.0,,,,2,True,CROS MORALEJA DE COCA
youevent,1ª CARRERA DE MONTAÑA POR RELEVOS CUERDA DEL HILO,2010-11-07,Domingo,0.0,road running,Absoluta/General,0.0,0.0,,,,2,True,MONTAÑA POR RELEVOS CUERDA DEL HILO
youevent,CROSS CANTIMPALOS - CADETE ESCOLAR Y NO ESCOLAR / JUVENIL ESCOLAR,2010-12-08,Miércoles,0.0,trail running,Infantil,0.0,0.0,,,,2,True,CANTIMPALOS - CADETE ESCOLAR Y NO ESCOLAR / JUVENIL ESCOLAR
youevent,CROSS CANTIMPALOS - INFANTIL ESCOLAR Y NO ESCOLAR,2010-12-08,Miércoles,0.0,trail running,Infantil,0.0,0.0,,,,2,True,CANTIMPALOS - INFANTIL ESCOLAR Y NO ESCOLAR
youevent,CROSS CANTIMPALOS - ALEVIN ESCOLAR Y NO ESCOLAR,2010-12-08,Miércoles,0.0,trail running,Infantil,0.0,0.0,,,,2,True,CANTIMPALOS - ALEVIN ESCOLAR Y NO ESCOLAR
youevent,CROSS CANTIMPALOS - PREBENJAMIN / BENJAMIN ESCOLAR Y NO ESCOLAR,2010-12-08,Miércoles,0.0,trail running,Infantil,33.0,101.0,,,,2,True,CANTIMPALOS - PREBENJAMIN / BENJAMIN ESCOLAR Y NO ESCOLAR
youevent,"CROSS CANTIMPALOS - JUVENIL, JUNIOR / VETERANOS",2010-12-08,Miércoles,0.0,trail running,Mayores/Veteranos,0.0,22.0,,,,2,True,"CANTIMPALOS - JUVENIL, JUNIOR / VETERANOS"
youevent,CROSS CANTIMPALOS - PROMESA / ABSOLUTA,2010-12-08,Miércoles,0.0,trail running,Infantil,1.0,1.0,,,,2,True,CANTIMPALOS - PROMESA / ABSOLUTA
youevent,XXXII SAN SILVESTRE SEGOVIANA - CARRERA MENORES (2002-2007),2010-12-31,Viernes,0.0,road running,Infantil,0.0,0.0,,,,0,False,SEGOVIANA - CARRERA MENORES
youevent,XXXII SAN SILVESTRE SEGOVIANA - CARRERA ALEVINES (2000-2001),2010-12-31,Viernes,0.0,road running,Infantil,0.0,0.0,,,,0,False,SEGOVIANA - CARRERA ALEVINES
youevent,XXXII SAN SILVESTRE SEGOVIANA - CARRERA INF-CAD (1996-1999),2010-12-31,Viernes,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,SEGOVIANA - CARRERA INF-CAD
youevent,XXXII SAN SILVESTRE SEGOVIANA - CARRERA MAYORES (1995 y anteriores),2010-12-31,Viernes,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,SEGOVIANA - CARRERA MAYORES
youevent,II VUELTA A LOS JARDINES DE LA GRANJA - CARRERA MAYORES,2011-01-23,Domingo,0.0,road running,Absoluta/General,0.0,0.0,,,,2,True,LOS JARDINES DE LA GRANJA - CARRERA MAYORES
youevent,DUATLON CROS SAN VICENTE - CABRERIZOS,2011-01-30,Domingo,0.0,Multidisciplina,Absoluta/General,6.0,128.0,,,,2,True,CROS SAN VICENTE - CABRERIZOS
youevent,IV DUATLON  CROS VILLA DE CUELLAR - SEGOVIA,2011-02-12,Sábado,0.0,Multidisciplina,Absoluta/General,12.0,105.0,,,,2,True,CROS VILLA DE CUELLAR - SEGOVIA
youevent,VI DUATLON CROS CANAL DE CASTILLA - MEDINA DE RIOSECO,2011-03-05,Sábado,0.0,Multidisciplina,Absoluta/General,10.0,161.0,,,,2,True,CROS CANAL DE CASTILLA - MEDINA DE RIOSECO
youevent,II DUATLON CROS VILLA DE ARANDA - VIRGEN DE LAS VIÑAS,2011-03-13,Domingo,0.0,Multidisciplina,Absoluta/General,5.0,85.0,,,,2,True,CROS VILLA DE ARANDA - VIRGEN DE LAS VIÑAS
youevent,III DUATLÓN CROS FUENTEMOLINOS - PRUEBA POPULAR,2011-03-19,Sábado,0.0,Multidisciplina,Absoluta/General,3.0,33.0,,,,0,False,CROS FUENTEMOLINOS - PRUEBA POPULAR
youevent,III DUATLON CROS VILLARCAYO - CPTO. DE CASTILLA Y LEON,2011-03-27,Domingo,0.0,Multidisciplina,Absoluta/General,7.0,52.0,,,,2,True,CROS VILLARCAYO - CPTO. DE CASTILLA Y LEON
youevent,DUATLON LA LOSA - CPTO. DE CASTILLA Y LEON,2011-04-10,Domingo,0.0,Multidisciplina,Absoluta/General,20.0,99.0,,,,2,True,LA LOSA - CPTO. DE CASTILLA Y LEON
youevent,DUATLON CROS FUENTESPINA,2011-04-21,Jueves,0.0,Multidisciplina,Absoluta/General,2.0,33.0,,,,2,True,CROS FUENTESPINA
youevent,I DUATLON CROS DE MELGAR DE YUSO,2011-04-24,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,12.0,,,,2,True,CROS DE MELGAR DE YUSO
youevent,1er. DUATLON CROS FLORES DEL SIL,2011-05-07,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,0.0,,,,0,False,1er. DUATLON CROS FLORES DEL SIL
youevent,XX MEDIA MARATON CIUDAD DE AVILA,2011-05-14,Sábado,0.0,road running,Absoluta/General,0.0,0.0,Ávila,,Castilla y León,0,False,AVILA
youevent,"I CARRERA PEDESTRE Y MARCHA POPULAR ""VEGA DE CANTIMPALOS""",2011-05-21,Sábado,0.0,marcha,Absoluta/General,0.0,0.0,Cantimpalos,,Castilla y León,2,True,"Y MARCHA POPULAR ""VEGA DE CANTIMPALOS"""
youevent,XXI CROSS DE LOS TRES REFUGIOS,2011-05-22,Domingo,0.0,trail running,Absoluta/General,0.0,0.0,Fresneda de la Sierra Tirón,,Castilla y León,0,False,LOS TRES REFUGIOS
youevent,"V CARRERA POPULAR SUBIDA A SAN CEBRIÁN ""MEMORIAL CIRIACO VACA""",2011-06-04,Sábado,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,"SAN CEBRIÁN ""MEMORIAL CIRIACO VACA"""
youevent,II DUATLON PEDROSA DEL PRINCIPE - PRUEBA INDIVIDUAL,2011-06-04,Sábado,0.0,Multidisciplina,Absoluta/General,2.0,35.0,,,,2,True,PEDROSA DEL PRINCIPE - PRUEBA INDIVIDUAL
youevent,II DUATLON PEDROSA DEL PRINCIPE - PRUEBA POR RELEVOS,2011-06-04,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,0.0,,,,0,False,PEDROSA DEL PRINCIPE - PRUEBA POR RELEVOS
youevent,X KILOMETRO VERTICAL DE LA BARRANCA,2011-06-05,Domingo,0.0,trail running,Absoluta/General,0.0,0.0,Etayo,Estellerria,Navarra,2,True,LA BARRANCA
youevent,II DUATLON ESPINOSA DE VILLAGONZALO,2011-06-25,Sábado,0.0,Multidisciplina,Absoluta/General,1.0,35.0,Espinosa de Villagonzalo,,Palencia,2,True,ESPINOSA DE VILLAGONZALO
youevent,II GRAN TRAIL PEÑALARA (Navacerrada - Navacerrada),2011-06-25,Sábado,0.0,trail running,Absoluta/General,0.0,0.0,Real Sitio de San Ildefonso,,Castilla y León,0,False,PEÑALARA
youevent,TRAIL PEÑALARA (Navacerrada - La Granja),2011-06-25,Sábado,0.0,trail running,Absoluta/General,0.0,0.0,Real Sitio de San Ildefonso,,Castilla y León,0,False,PEÑALARA
youevent,IX ACUATLON CIUDAD DE SEGOVIA,2011-06-26,Domingo,0.0,Multidisciplina,Absoluta/General,6.0,22.0,,,,2,True,ACUATLON CIUDAD DE SEGOVIA
youevent,VI TRIATLON DE VILLAMECA,2011-07-02,Sábado,0.0,Multidisciplina,Absoluta/General,17.0,146.0,Quintana del Castillo,,Castilla y León,2,True,VILLAMECA
youevent,"III TRIATLON CROS ""V LEGUAS EL BARRACO"" - CPTO. DE CASTILLA Y LEON",2011-07-10,Domingo,0.0,Multidisciplina,Absoluta/General,5.0,86.0,,,,2,True,"CROS ""V LEGUAS EL BARRACO"" - CPTO. DE CASTILLA Y LEON"
youevent,"CAMPEONATO DE ESPAÑA BTT XCO 2011 (15, 16 y 17 de Julio) - BECERRIL DE LA SIERRA (MADRID)",2011-07-15,Viernes,0.0,Ciclismo y btt,Absoluta/General,0.0,0.0,,,,0,False,ESPAÑA BTT XCO
youevent,I TRIATLON CROS DUEÑAS,2011-07-16,Sábado,0.0,Multidisciplina,Absoluta/General,3.0,104.0,,,,2,True,CROS DUEÑAS
youevent,XV TRIATLON ”ABEL ANTON” -ALMAZAN- CPTO DE CASTILLA Y LEON,2011-07-24,Domingo,0.0,Multidisciplina,Absoluta/General,3.0,104.0,,,,2,True,”ABEL ANTON” -ALMAZAN- CPTO DE CASTILLA Y LEON
youevent,XIV TRIATLON CIUDAD DE VALLADOLID,2011-08-07,Domingo,0.0,Multidisciplina,Absoluta/General,39.0,228.0,Valladolid,,Castilla y León,2,True,VALLADOLID
youevent,XXI TRIATLON CANAL DE CASTILLA,2011-08-13,Sábado,0.0,Multidisciplina,Absoluta/General,20.0,151.0,,,,2,True,CANAL DE CASTILLA
youevent,TRIATLÓN CROS VILLA DE LANTADA (Cpto. Provincial de Palencia),2011-08-14,Domingo,0.0,Multidisciplina,Absoluta/General,3.0,83.0,,,,2,True,CROS VILLA DE LANTADA
youevent,XIX DUATLON VILLA DE CANTIMPALOS,2011-08-20,Sábado,0.0,Multidisciplina,Absoluta/General,12.0,131.0,Cantimpalos,,Castilla y León,2,True,CANTIMPALOS
youevent,I TRIATLON CIUDAD DE PALENCIA,2011-08-21,Domingo,0.0,Multidisciplina,Absoluta/General,13.0,134.0,,,,2,True,PALENCIA
youevent,XIX DUATLON CROS DE ALPEDRETE,2011-08-27,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,0.0,,,,0,False,CROS DE ALPEDRETE
youevent,K30 PEÑALARA - LA GRANJA,2011-08-28,Domingo,0.0,road running,Absoluta/General,8.0,121.0,,,,0,False,K30 PEÑALARA - LA GRANJA
youevent,HALF ASTROMAD 2011,2011-09-10,Sábado,0.0,road running,Absoluta/General,2.0,86.0,,,,2,True,HALF ASTROMAD
youevent,I TRIATLON DISTANCIA SPRINT ASTROMAD,2011-09-10,Sábado,0.0,Multidisciplina,Absoluta/General,2.0,4.0,,,,2,True,DISTANCIA SPRINT ASTROMAD
youevent,III TRIATLÓN DE GRIJOTA,2011-09-10,Sábado,0.0,Multidisciplina,Absoluta/General,12.0,98.0,Grijota,,Palencia,2,True,GRIJOTA
youevent,II TRIATLON BODEGAS DE VALBUENA DE DUERO - SAN BERNARDO,2011-09-17,Sábado,0.0,Multidisciplina,Absoluta/General,10.0,72.0,,,,2,True,BODEGAS DE VALBUENA DE DUERO - SAN BERNARDO
youevent,XXI CROSS DE LA PEDRIZA,2011-10-02,Domingo,0.0,trail running,Absoluta/General,17.0,305.0,,,,0,False,LA PEDRIZA
youevent,OCEAN LAVA LANZAROTE TRIATHLON,2011-10-08,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,0.0,,,,2,True,OCEAN LAVA LANZAROTE TRIATHLON
youevent,XX CARRERA POPULAR SAN LUCAS 2011,2011-10-08,Sábado,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,LUCAS
youevent,VII DUATLON CROSS VILLA DE ALMAZAN,2011-10-08,Sábado,0.0,Multidisciplina,Absoluta/General,4.0,52.0,,,,2,True,ALMAZAN
youevent,VIII MEDIA MARATON CIUDAD DE CANTALEJO,2011-10-09,Domingo,0.0,road running,Absoluta/General,0.0,0.0,,,,2,True,CANTALEJO
youevent,XXIV CROSS DE CUERDA LARGA,2011-10-16,Domingo,0.0,trail running,Absoluta/General,26.0,332.0,,,,0,False,CUERDA LARGA
youevent,XXX CROSS POPULAR CASA DE ARAGON,2011-10-16,Domingo,0.0,trail running,Absoluta/General,0.0,6.0,,,,0,False,CASA DE ARAGON
youevent,VI DUATLON CROS MORALEJA DE COCA,2011-10-22,Sábado,0.0,Multidisciplina,Absoluta/General,4.0,67.0,,,,2,True,CROS MORALEJA DE COCA
