fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,n_enlaces_sexo,tiene_sexo_identificado,candidato_lugar
youevent,Carrera Popular Espirdo 2015,2015-06-28,Domingo,0.0,road running,Absoluta/General,0.0,0.0,Espirdo,,Castilla y León,0,False,Espirdo
youevent,Madrid se Mueve por Madrid - CARABAÑA - Running y Senderismo Nocturno,2015-07-04,Sábado,0.0,road running,Absoluta/General,7.0,47.0,,,,0,False,Madrid se Mueve por Madrid - CARABAÑA - Running y Senderismo Nocturno
youevent,III Marcha Cicloturista Road Warriors,2015-07-11,Sábado,0.0,Ciclismo y btt,Absoluta/General,0.0,0.0,,,,0,False,Marcha Cicloturista Road Warriors
youevent,VII MARCHA CICLOTURISTA PEDRO HERRERO,2015-07-12,Domingo,0.0,Ciclismo y btt,Absoluta/General,11.0,247.0,Santibáñez de Ecla,,Palencia,0,False,MARCHA CICLOTURISTA PEDRO HERRERO
youevent,Madrid se Mueve por Madrid - MANZANARES EL REAL - Running y Senderismo Nocturno,2015-07-17,Viernes,0.0,road running,Absoluta/General,50.0,157.0,,,,0,False,Madrid se Mueve por Madrid - MANZANARES EL REAL - Running y Senderismo Nocturno
youevent,III Carrera Pedestre RUN TO TERREÑA,2015-07-18,Sábado,0.0,road running,Absoluta/General,5.0,48.0,,,,0,False,RUN TO TERREÑA
youevent,V Carrera y III Marcha Pedestre Villa de Turégano,2015-08-01,Sábado,0.0,marcha,Absoluta/General,7.0,57.0,Aguilafuente,,Castilla y León,0,False,y III Marcha Pedestre Villa de Turégano
youevent,Madrid se Mueve por Madrid - BUITRAGO DEL LOZOYA - Running y Senderismo Nocturno,2015-08-07,Viernes,0.0,road running,Absoluta/General,18.0,98.0,,,,0,False,Madrid se Mueve por Madrid - BUITRAGO DEL LOZOYA - Running y Senderismo Nocturno
youevent,Subida a La Virgen del Espino 2015,2015-08-08,Sábado,0.0,road running,Absoluta/General,16.0,128.0,Hoyos del Espino,,Castilla y León,0,False,La Virgen del Espino
youevent,10º Triatlón de Montaña Valsaín -  Memorial Lola Velayos,2015-08-09,Domingo,0.0,Multidisciplina,Absoluta/General,1.0,18.0,,,,0,False,Montaña Valsaín - Memorial Lola Velayos
youevent,XXII Marcha Cicloturista Pedro Delgado,2015-08-15,Sábado,0.0,Ciclismo y btt,Absoluta/General,4.0,65.0,La Roda,,Albacete,0,False,Marcha Cicloturista Pedro Delgado
youevent,6º Km Vertical a Peñalara,2015-08-16,Domingo,0.0,trail running,Absoluta/General,7.0,75.0,Real Sitio de San Ildefonso,,Castilla y León,0,False,Peñalara
youevent,XXIII Duatlón Villa de Cantimpalos,2015-08-22,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,3.0,,,,1,True,Cantimpalos
youevent,XXXVIII Carrera Popular Villa de Cerceda,2015-08-27,Jueves,0.0,road running,Absoluta/General,56.0,310.0,,,,0,False,Cerceda
youevent,Estrozapiernas Braojos Trail,2015-08-30,Domingo,0.0,trail running,Absoluta/General,0.0,0.0,,,,0,False,Estrozapiernas Braojos Trail
youevent,XXXI Caminata de La Sierra por Montaña,2015-08-30,Domingo,0.0,road running,Absoluta/General,43.0,116.0,San Bartolomé de Tirajana,,Canarias,0,False,Caminata de La Sierra por Montaña
youevent,VIII CARRERA POPULAR VILLA DE EL ESPINAR,2015-09-05,Sábado,0.0,road running,Absoluta/General,0.0,0.0,El Espinar,,Castilla y León,0,False,EL ESPINAR
youevent,II KM VERTICAL LA NAJARRA,2015-09-06,Domingo,0.0,trail running,Absoluta/General,0.0,0.0,,,,0,False,LA NAJARRA
youevent,XXIV Pedestre Popular Correbecerril,2015-09-06,Domingo,0.0,road running,Absoluta/General,24.0,52.0,,,,0,False,Correbecerril
youevent,XXXVIII MARATÓN POPULAR PEÑA EL BOTIJO,2015-09-07,Lunes,0.0,road running,Absoluta/General,15.0,42.0,Hoyo de Manzanares,,Comunidad de Madrid,0,False,PEÑA EL BOTIJO
youevent,Sierra del Rincón - Madrid Tactika Trail,2015-09-12,Sábado,0.0,trail running,Absoluta/General,49.0,233.0,,,,0,False,Sierra del Rincón - Madrid Tactika Trail
youevent,XXXII Subida a La Quesera,2015-09-12,Sábado,0.0,road running,Absoluta/General,45.0,245.0,Arroyo de las Fraguas,,Castilla-La Mancha,0,False,La Quesera
youevent,Cuesta del Tirón San Agustín del Guadalix - 25º aniversario,2015-09-13,Domingo,0.0,road running,Absoluta/General,91.0,405.0,Abrucena,,Almería,0,False,Cuesta del Tirón San Agustín del Guadalix - 25º aniversario
youevent,XXXVI Pedestre Popular de Guadarrama - ADULTOS,2015-09-19,Sábado,0.0,road running,Absoluta/General,55.0,149.0,,,,0,False,Guadarrama - ADULTOS
youevent,XXXVI Pedestre Popular de Guadarrama - MENORES,2015-09-19,Sábado,0.0,road running,Infantil,64.0,43.0,,,,0,False,Guadarrama - MENORES
youevent,"CT 21K ""Cabrera Trail Media Maratón""",2015-09-20,Domingo,21.0,trail running,Absoluta/General,0.0,4.0,,,,0,False,"CT 21K ""Cabrera Trail Media Maratón"""
youevent,"CT 10K ""Cabrera Trail Promo""",2015-09-20,Domingo,10.0,trail running,Absoluta/General,0.0,2.0,,,,0,False,"CT 10K ""Cabrera Trail Promo"""
youevent,I Carrera Fiestas Populares Moralzarzal,2015-09-24,Jueves,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,Populares Moralzarzal
youevent,I Trail Nemus,2015-09-27,Domingo,0.0,trail running,Absoluta/General,0.0,7.0,,,,0,False,Nemus
youevent,III MEDIA MARATÓN ÁVILA MONUMENTAL,2015-10-04,Domingo,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,ÁVILA MONUMENTAL
youevent,IV Carrera Benéfica CORRE POR EL TDAH,2015-10-04,Domingo,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,Benéfica CORRE POR EL TDAH
youevent,VII Cross de los Vientos - Enel Green Power España,2015-10-04,Domingo,0.0,trail running,Absoluta/General,0.0,4.0,,,,0,False,los Vientos - Enel Green Power España
youevent,XXV Cross de La Pedriza,2015-10-04,Domingo,0.0,trail running,Absoluta/General,0.0,0.0,Manzanares el Real,,Comunidad de Madrid,0,False,La Pedriza
youevent,XI Media Maratón Ciudad de Cantalejo & 10 Km Populares,2015-10-11,Domingo,10.0,road running,Absoluta/General,54.0,266.0,Petrer,el Vinalopó Mitjà / El Vinalopó Medio,Comunitat Valenciana,0,False,Cantalejo & 10 Km Populares
youevent,4ª Carrera Popular Solidaria Caja Rural,2015-10-18,Domingo,0.0,road running,Absoluta/General,70.0,305.0,,,,0,False,Caja Rural
youevent,XXVIII Cross de Cuerda Larga,2015-10-18,Domingo,0.0,trail running,Absoluta/General,41.0,353.0,Soria,,Castilla y León,0,False,Cuerda Larga
youevent,II KEVINGSTON MALICIOSA KM VERTICAL,2015-10-24,Sábado,0.0,trail running,Absoluta/General,10.0,82.0,,,,0,False,KEVINGSTON MALICIOSA KM VERTICAL
youevent,La Cabrera - Madrid Tactika Trail,2015-10-25,Domingo,0.0,trail running,Absoluta/General,62.0,209.0,,,,0,False,Cabrera - Madrid Tactika Trail
youevent,V Carrera Pedestre El Bustar,2015-10-25,Domingo,0.0,road running,Absoluta/General,0.0,0.0,Cogolludo,,Castilla-La Mancha,2,True,El Bustar
youevent,ROBLEDILLO XTREM,2015-11-01,Domingo,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,ROBLEDILLO XTREM
youevent,ROBLEDILLO ADVANCE,2015-11-01,Domingo,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,ROBLEDILLO ADVANCE
youevent,ROBLEDILLO TRAIL,2015-11-01,Domingo,0.0,trail running,Absoluta/General,0.0,0.0,,,,0,False,ROBLEDILLO TRAIL
youevent,Madrid se Mueve por Madrid - ALCALA DE HENARES - Running y Senderismo Nocturno,2015-11-07,Sábado,0.0,road running,Absoluta/General,108.0,363.0,,,,0,False,Madrid se Mueve por Madrid - ALCALA DE HENARES - Running y Senderismo Nocturno
youevent,IV Carrera Pedestre y Marcha Senderista ENTRE VIÑEDOS,2015-11-08,Domingo,0.0,marcha,Absoluta/General,12.0,87.0,,,,0,False,y Marcha Senderista ENTRE VIÑEDOS
youevent,Alcalá - Madrid Tactika Trail,2015-11-22,Domingo,0.0,trail running,Absoluta/General,67.0,235.0,,,,0,False,Alcalá - Madrid Tactika Trail
youevent,3ª Carrera por Montaña Moral-Trail,2015-11-28,Sábado,0.0,trail running,Absoluta/General,5.0,37.0,,,,0,False,por Montaña Moral-Trail
youevent,XLIV Cross Nacional Ayuntamiento de Cantimpalos,2015-12-08,Martes,0.0,trail running,Absoluta/General,42.0,149.0,,,,12,True,Cantimpalos
youevent,XVI Media Maraton de Guadalajara y 11 Km. Populares,2015-12-13,Domingo,11.0,road running,Absoluta/General,94.0,700.0,Petrer,el Vinalopó Mitjà / El Vinalopó Medio,Comunitat Valenciana,0,False,Guadalajara y 11 Km. Populares
youevent,4ª Carrera Popular de Navidad de Moralzarzal - ADULTOS 10 KMS,2015-12-19,Sábado,10.0,road running,Absoluta/General,27.0,79.0,,,,0,False,Navidad de Moralzarzal - ADULTOS 10 KMS
youevent,Trail San Silvestre Navalagamella,2015-12-19,Sábado,0.0,trail running,Absoluta/General,0.0,0.0,Navalagamella,,Comunidad de Madrid,0,False,Navalagamella
youevent,I Carrera de Navidad Custome Race Los Molinos,2015-12-19,Sábado,0.0,road running,Absoluta/General,20.0,36.0,Los Molinos,,Comunidad de Madrid,0,False,Navidad Custome Race Los Molinos
youevent,4ª Carrera Popular de Navidad de Moralzarzal - CARRERA DE LA FAMILIA - 6 KMS,2015-12-19,Sábado,6.0,road running,Absoluta/General,0.0,1.0,,,,0,False,Navidad de Moralzarzal - CARRERA DE LA FAMILIA - 6 KMS
youevent,4ª Carrera Popular de Navidad de Moralzarzal - MENORES,2015-12-19,Sábado,0.0,road running,Infantil,10.0,0.0,Almogía,Valle del Guadalhorce,Andalucía,0,False,Navidad de Moralzarzal - MENORES
youevent,4ª SAN SILVESTRE TRAIL - SST - PEDREZUELA,2015-12-26,Sábado,0.0,trail running,Absoluta/General,137.0,633.0,,,,0,False,SST - PEDREZUELA
youevent,San Silvestre 2015 El Boalo Runners,2015-12-26,Sábado,0.0,road running,Absoluta/General,95.0,143.0,Santiago de Compostela,Santiago,Galicia,0,False,San Silvestre
youevent,San Silvestres Powerade Series,2015-12-27,Domingo,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,Silvestres Powerade Series
youevent,San Silvestre Robledo de Chavela,2015-12-27,Domingo,0.0,road running,Absoluta/General,0.0,0.0,Robledo de Chavela,,Comunidad de Madrid,0,False,Robledo de Chavela
youevent,III SANSILVESTRE DE COLMENAREJO,2015-12-27,Domingo,0.0,road running,Absoluta/General,73.0,168.0,Ronda,Serranía de Ronda,Andalucía,0,False,SANSILVESTRE DE COLMENAREJO
youevent,XXXVII edición San Silvestre de Galapagar corre con Chema,2015-12-31,Jueves,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,Galapagar corre con Chema
youevent,SAN SILVESTRE ALCALAÍNA,2015-12-31,Jueves,0.0,road running,Absoluta/General,30.0,48.0,Alcalá de Henares,,Comunidad de Madrid,0,False,ALCALAÍNA
youevent,Snow Cross Leitariegos,2016-01-16,Sábado,0.0,trail running,Absoluta/General,6.0,37.0,,,,0,False,Snow Cross Leitariegos
youevent,1er. Duatlón Short Caleruega Gooo!!!,2016-01-23,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,3.0,,,,0,False,1er. Duatlón Short Caleruega Gooo!!!
youevent,VII Vuelta a Los Jardines de La Granja,2016-01-24,Domingo,0.0,road running,Absoluta/General,60.0,197.0,,,,0,False,Los Jardines de La Granja
youevent,CTM 42K -Cabrera Trail Maratón,2016-01-30,Sábado,42.0,trail running,Absoluta/General,0.0,0.0,,,,0,False,CTM 42K -Cabrera Trail Maratón
youevent,5º DUATLON CROSS PUERTA DE LA SIERRA,2016-01-31,Domingo,0.0,Multidisciplina,Absoluta/General,1.0,10.0,,,,0,False,PUERTA DE LA SIERRA
youevent,Enduro Fun Festival inscripción a todo el Circuito,2016-02-06,Sábado,0.0,road running,Absoluta/General,3.0,22.0,Molina de Aragón,,Castilla-La Mancha,0,False,Enduro Fun Festival inscripción a todo el Circuito
youevent,1ª prueba Enduro Fun Festival (Polideportivo de Moralzarzal),2016-02-07,Domingo,0.0,road running,Absoluta/General,3.0,22.0,,,,0,False,prueba Enduro Fun Festival
youevent,6º Duatlón de Montaña REAL SITIO,2016-02-14,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,0.0,,,,0,False,Montaña REAL SITIO
youevent,Madrid Tactika Trail - TORRELAGUNA 2016,2016-02-14,Domingo,0.0,trail running,Absoluta/General,1.0,33.0,Torrelaguna,,Comunidad de Madrid,0,False,Madrid Tactika Trail - TORRELAGUNA
youevent,Enduro Fun Festival Moralzarzal,2016-02-28,Domingo,0.0,road running,Absoluta/General,3.0,42.0,,,,0,False,Enduro Fun Festival Moralzarzal
youevent,XXX Pedestre Popular de Torrelodones,2016-02-28,Domingo,0.0,road running,Absoluta/General,73.0,129.0,,,,0,False,Torrelodones
youevent,I TRAIL DE LA ALCARRUELA (MALACUERA),2016-02-28,Domingo,0.0,trail running,Absoluta/General,0.0,1.0,Brihuega,,Castilla-La Mancha,0,False,LA ALCARRUELA
youevent,III Carrera Día de La Mujer,2016-03-05,Sábado,0.0,road running,Absoluta/General,66.0,0.0,Murcia,Área Metropolitana de Murcia,Región de Murcia,0,False,Día de La Mujer
youevent,Cross Escolar Colmenar Viejo 2016,2016-03-06,Domingo,0.0,trail running,Infantil,466.0,428.0,,,,12,True,Colmenar Viejo
youevent,Madrid Tactika Trail - Mataelpino 2016,2016-03-13,Domingo,0.0,trail running,Absoluta/General,53.0,229.0,El Boalo-Cerceda-Mataelpino,,Comunidad de Madrid,0,False,Madrid Tactika Trail - Mataelpino
youevent,IV Km Vertical La Bobia - Alto Sil,2016-03-19,Sábado,0.0,trail running,Absoluta/General,3.0,25.0,Trobajo del Camino,,Castilla y León,0,False,La Bobia - Alto Sil
youevent,Tilenus Bike Xtreme 2016,2016-03-20,Domingo,0.0,Ciclismo y btt,Absoluta/General,2.0,101.0,Vigo,Vigo,Galicia,0,False,Tilenus Bike Xtreme
youevent,VIII Carrera Alto Sil & Combinada,2016-03-20,Domingo,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,Alto Sil & Combinada
youevent,IV PEDREZUELA TRAIL 13K,2016-03-20,Domingo,13.0,trail running,Absoluta/General,21.0,61.0,,,,0,False,PEDREZUELA TRAIL
youevent,IV PEDREZUELA TRAIL 20K,2016-03-20,Domingo,20.0,trail running,Absoluta/General,42.0,237.0,,,,0,False,PEDREZUELA TRAIL
youevent,2º Duatlón de Larga Distancia Torreón de Los Guzmanes,2016-04-02,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,11.0,Ávila,,Castilla y León,1,True,Larga Distancia Torreón de Los Guzmanes
youevent,XII Carrera Popular Ciudad del Doncel,2016-04-10,Domingo,0.0,road running,Absoluta/General,31.0,100.0,Cubillas de Cerrato,,Palencia,0,False,Doncel
youevent,XXI Carrera Popular de Colmenarejo,2016-04-17,Domingo,0.0,road running,Absoluta/General,25.0,106.0,,,,0,False,Colmenarejo
youevent,X Miria Villa de Torija,2016-04-17,Domingo,0.0,road running,Absoluta/General,41.0,154.0,Torija,,Castilla-La Mancha,2,True,Miria Villa de Torija
youevent,XXIII Duathlon Cross Villa de Alpedrete,2016-04-23,Sábado,0.0,trail running,Absoluta/General,2.0,46.0,,,,0,False,Duathlon Cross Villa de Alpedrete
youevent,VIII Carrera Pedestre y Marcha Andariegos -Carralagunas,2016-04-23,Sábado,0.0,marcha,Absoluta/General,29.0,120.0,,,,2,True,y Marcha Andariegos -Carralagunas
youevent,XIV Carrera Popular Memorial Santi,2016-05-01,Domingo,0.0,road running,Absoluta/General,0.0,0.0,Liendo,,Cantabria,0,False,Santi
youevent,XVI Fiesta del Atletismo de Marchamalo,2016-05-01,Domingo,0.0,marcha,Absoluta/General,46.0,160.0,Marchamalo,,Castilla-La Mancha,0,False,Atletismo de Marchamalo
youevent,8ª Vuelta a La Jarosa,2016-05-07,Sábado,0.0,road running,Absoluta/General,100.0,357.0,,,,0,False,La Jarosa
youevent,IV CARRERA CAMPESTRE Cuesta Del Perrillo,2016-05-07,Sábado,0.0,road running,Absoluta/General,16.0,102.0,Avellaneda,,Castilla y León,0,False,CAMPESTRE Cuesta Del Perrillo
youevent,Madrid Tactika Trail - LOZOYUELA 2016,2016-05-08,Domingo,0.0,trail running,Absoluta/General,40.0,117.0,Lozoyuela-Navas-Sieteiglesias,,Comunidad de Madrid,0,False,Madrid Tactika Trail - LOZOYUELA
youevent,Enduro Fun Festival - La Pinilla Bike Park - Cerezo de Arriba,2016-05-08,Domingo,0.0,Ciclismo y btt,Absoluta/General,2.0,45.0,Cerezo de Arriba,,Castilla y León,0,False,Enduro Fun Festival - La Pinilla Bike Park - Cerezo de Arriba
youevent,VI Carrera Pedestre Vega de Cantimpalos,2016-05-08,Domingo,0.0,road running,Absoluta/General,24.0,104.0,,,,2,True,Vega de Cantimpalos
youevent,VI Carrera INFANTIL Vega de Cantimpalos,2016-05-08,Domingo,0.0,road running,Infantil,0.0,0.0,Cantimpalos,,Castilla y León,0,False,INFANTIL Vega de Cantimpalos
youevent,ECOTRIMAD OLIMPICO -Sin Drafting- 2016,2016-05-14,Sábado,0.0,road running,Absoluta/General,12.0,140.0,,,,0,False,ECOTRIMAD OLIMPICO -Sin Drafting
youevent,VI DUATLON CROS DE FLORES DEL SIL,2016-05-14,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,0.0,,,,0,False,CROS DE FLORES DEL SIL
youevent,Carrera Popular Solidaria - Grupo Ibersnacks,2016-05-14,Sábado,0.0,road running,Absoluta/General,57.0,132.0,,,,0,False,Grupo Ibersnacks
youevent,XXVI Cross de Los Tres Refugios,2016-05-22,Domingo,0.0,trail running,Absoluta/General,0.0,93.0,,,,0,False,Los Tres Refugios
youevent,Carrera Popular Cabanillas del Campo 2016,2016-05-22,Domingo,0.0,road running,Absoluta/General,34.0,144.0,Cabanillas del Campo,,Castilla-La Mancha,2,True,Cabanillas del Campo
youevent,Sierra Norte Bike Challenge - Por Etapas,2016-05-27,Viernes,0.0,Ciclismo y btt,Absoluta/General,0.0,0.0,,,,0,False,Sierra Norte Bike Challenge - Por Etapas
youevent,2º TriaRoc OLIMPICO,2016-05-28,Sábado,0.0,road running,Absoluta/General,0.0,17.0,,,,2,True,TriaRoc OLIMPICO
youevent,TRIAROC CROS 2016,2016-05-28,Sábado,0.0,road running,Absoluta/General,0.0,22.0,,,,1,True,TRIAROC CROS
youevent,2º TriaRoc HALF,2016-05-29,Domingo,0.0,road running,Absoluta/General,10.0,178.0,,,,0,False,TriaRoc HALF
youevent,III Carrera Solidaria FEMAD Las Dehesas - Alpedrete,2016-05-29,Domingo,0.0,road running,Absoluta/General,48.0,82.0,Alpedrete,,Comunidad de Madrid,0,False,FEMAD Las Dehesas - Alpedrete
youevent,III TALAMANCA TRAIL - Atalaya Running Night 21 km,2016-06-04,Sábado,21.0,trail running,Absoluta/General,0.0,0.0,,,,0,False,TALAMANCA TRAIL - Atalaya Running Night
youevent,III TALAMANCA TRAIL -  Atalaya Running Night 10 KM,2016-06-04,Sábado,10.0,trail running,Absoluta/General,0.0,0.0,,,,0,False,TALAMANCA TRAIL - Atalaya Running Night
youevent,XV Kilómetro Vertical de la Barranca,2016-06-05,Domingo,0.0,trail running,Absoluta/General,13.0,170.0,,,,0,False,la Barranca
youevent,VI Carrera Benéfica San Cristobal de Segovia,2016-06-05,Domingo,0.0,road running,Absoluta/General,52.0,102.0,,,,0,False,Benéfica San Cristobal de Segovia
youevent,XIII Travesera Integral Picos de Europa,2016-06-11,Sábado,0.0,road running,Absoluta/General,15.0,221.0,Cabrales,,Asturias / Asturies,0,False,Travesera Integral Picos de Europa
youevent,IV Traveserina Picos de Europa,2016-06-11,Sábado,0.0,road running,Absoluta/General,31.0,211.0,Cabrales,,Asturias / Asturies,0,False,Traveserina Picos de Europa
youevent,VII Carrera Popular La Cabrera,2016-06-11,Sábado,0.0,road running,Absoluta/General,0.0,0.0,La Cabrera,,Comunidad de Madrid,0,False,La Cabrera
youevent,Duatlón Escolar Solidario y Carreras Infantiles,2016-06-11,Sábado,0.0,Multidisciplina,Infantil,0.0,0.0,,,,0,False,y Carreras Infantiles
youevent,Lupiana Trail 2016,2016-06-12,Domingo,0.0,trail running,Absoluta/General,22.0,81.0,,,,2,True,Lupiana Trail
youevent,Madrid se Mueve por Madrid - ARGANDA DEL REY 2016,2016-06-18,Sábado,0.0,road running,Absoluta/General,4.0,33.0,San Martín de la Vega,,Comunidad de Madrid,0,False,Madrid se Mueve por Madrid - ARGANDA DEL REY
youevent,8ª Carrera Popular Villanueva de La Torre,2016-06-19,Domingo,0.0,road running,Absoluta/General,71.0,241.0,Villanueva de la Torre,,Castilla-La Mancha,2,True,Villanueva de La Torre
youevent,VII Gran Trail Peñalara - Campeonato de Madrid de Ultra Trail 2016,2016-06-24,Viernes,0.0,trail running,Absoluta/General,11.0,334.0,,,,0,False,Peñalara - Campeonato de Madrid de Ultra Trail
youevent,IV Cross Nocturno de Navacerrada 2016,2016-06-24,Viernes,0.0,trail running,Absoluta/General,80.0,266.0,Navacerrada,,Comunidad de Madrid,0,False,Navacerrada
youevent,V Trail Peñalara 60K,2016-06-25,Sábado,60.0,trail running,Absoluta/General,0.0,0.0,Real Sitio de San Ildefonso,,Castilla y León,0,False,Peñalara
youevent,Madrid se Mueve por Madrid - MANZANARES EL REAL,2016-07-15,Viernes,0.0,road running,Absoluta/General,28.0,117.0,Manzanares el Real,,Comunidad de Madrid,0,False,Madrid se Mueve por Madrid - MANZANARES EL REAL
youevent,IV RUN TO TERREÑA,2016-07-16,Sábado,0.0,road running,Absoluta/General,18.0,100.0,,,,0,False,RUN TO TERREÑA
youevent,VIII MARCHA CICLOTURISTA PEDRO HERRERO,2016-07-17,Domingo,0.0,Ciclismo y btt,Absoluta/General,0.0,0.0,Santibáñez de Ecla,,Palencia,0,False,MARCHA CICLOTURISTA PEDRO HERRERO
youevent,11º Triatlón de Montaña Valsaín -  Memorial Lola Velayos,2016-07-17,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,7.0,,,,0,False,Montaña Valsaín - Memorial Lola Velayos
youevent,Madrid se Mueve por Madrid - ESTREMERA 2016,2016-07-29,Viernes,0.0,road running,Absoluta/General,14.0,88.0,Estremera,,Comunidad de Madrid,0,False,Madrid se Mueve por Madrid - ESTREMERA
youevent,XXIX Travesía de Pálmaces,2016-07-30,Sábado,0.0,road running,Absoluta/General,0.0,43.0,Pálmaces de Jadraque,,Castilla-La Mancha,0,False,Travesía de Pálmaces
youevent,VI Carrera y IV Marcha Pedestre Villa de Turégano,2016-07-30,Sábado,0.0,marcha,Absoluta/General,24.0,70.0,Aguilafuente,,Castilla y León,0,False,y IV Marcha Pedestre Villa de Turégano
youevent,Subida a La Virgen del Espino 2016,2016-08-07,Domingo,0.0,road running,Absoluta/General,21.0,116.0,Hoyos del Espino,,Castilla y León,0,False,La Virgen del Espino
youevent,I Trail del Lobo,2016-08-07,Domingo,0.0,trail running,Absoluta/General,0.0,11.0,Penagos,,Cantabria,0,False,Lobo
youevent,XXIII Marcha Cicloturista Pedro Delgado,2016-08-14,Domingo,0.0,Ciclismo y btt,Absoluta/General,0.0,0.0,La Roda,,Albacete,0,False,Marcha Cicloturista Pedro Delgado
youevent,7º Km Vertical a Peñalara,2016-08-14,Domingo,0.0,trail running,Absoluta/General,2.0,21.0,Real Sitio de San Ildefonso,,Castilla y León,0,False,Peñalara
youevent,XXIV Duatlón Villa de Cantimpalos,2016-08-20,Sábado,0.0,Multidisciplina,Absoluta/General,1.0,6.0,,,,2,True,Cantimpalos
youevent,XXXIX Carrera Popular Villa de Cerceda,2016-08-25,Jueves,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,Cerceda
youevent,II Estrozapiernas Braojos Trail,2016-08-28,Domingo,0.0,trail running,Absoluta/General,0.0,0.0,,,,0,False,Estrozapiernas Braojos Trail
youevent,I SIETE PICOS INTEGRAL (El abrazo del Dragón),2016-09-04,Domingo,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,SIETE PICOS INTEGRAL
youevent,XXV Pedestre Popular Correbecerril,2016-09-04,Domingo,0.0,road running,Absoluta/General,29.0,51.0,,,,0,False,Correbecerril
youevent,XXXIX MARATÓN POPULAR PEÑA EL BOTIJO,2016-09-07,Miércoles,0.0,road running,Absoluta/General,0.0,0.0,Hoyo de Manzanares,,Comunidad de Madrid,0,False,PEÑA EL BOTIJO
youevent,Madrid Tactika Trail - SIERRA DEL RINCON 2016,2016-09-10,Sábado,0.0,trail running,Absoluta/General,16.0,49.0,Puebla de la Sierra,,Comunidad de Madrid,0,False,Madrid Tactika Trail - SIERRA DEL RINCON
youevent,26ª Cuesta del Tirón San Agustín del Guadalix,2016-09-11,Domingo,0.0,road running,Absoluta/General,1.0,0.0,San Agustín del Guadalix,,Comunidad de Madrid,0,False,Cuesta del Tirón San Agustín del Guadalix
youevent,XIV Carrera Popular Villa de El Casar,2016-09-17,Sábado,0.0,road running,Absoluta/General,32.0,111.0,El Casar,,Castilla-La Mancha,2,True,El Casar
youevent,XXXVII Pedestre Popular de Guadarrama - ADULTOS,2016-09-17,Sábado,0.0,road running,Absoluta/General,69.0,223.0,,,,0,False,Guadarrama - ADULTOS
youevent,XXXVII Pedestre Popular de Guadarrama - MENORES,2016-09-17,Sábado,0.0,road running,Infantil,96.0,78.0,,,,0,False,Guadarrama - MENORES
youevent,III Duatlón Cross de Azuqueca de Henares,2016-09-17,Sábado,0.0,Multidisciplina,Absoluta/General,0.0,1.0,Azuqueca de Henares,,Castilla-La Mancha,0,False,Azuqueca de Henares
youevent,III Carrera Popular Lago de Pareja,2016-09-25,Domingo,0.0,road running,Absoluta/General,36.0,91.0,Pareja,,Castilla-La Mancha,0,False,Lago de Pareja
youevent,Campo a Través de Ocentejo,2016-09-25,Domingo,0.0,road running,Absoluta/General,19.0,85.0,Sacecorbo,,Castilla-La Mancha,0,False,Campo a Través de Ocentejo
youevent,II CARRERA POPULAR FIESTAS MORALZARZAL,2016-09-29,Jueves,0.0,road running,Absoluta/General,0.0,0.0,Moralzarzal,,Comunidad de Madrid,0,False,MORALZARZAL
youevent,III MITSUBISHI MALICIOSA VERTICAL,2016-10-01,Sábado,0.0,trail running,Absoluta/General,13.0,76.0,,,,0,False,MITSUBISHI MALICIOSA VERTICAL
youevent,V TRISQUEL DUATLÓN CROSS LA CABRERA,2016-10-02,Domingo,0.0,Multidisciplina,Absoluta/General,0.0,0.0,La Cabrera,,Comunidad de Madrid,0,False,TRISQUEL DUATLÓN CROSS LA CABRERA
youevent,XXIX Cross de Cuerda Larga,2016-10-02,Domingo,0.0,trail running,Absoluta/General,34.0,181.0,Soria,,Castilla y León,0,False,Cuerda Larga
youevent,IV Carrera Popular Villa de Atienza,2016-10-02,Domingo,0.0,road running,Absoluta/General,12.0,64.0,Atienza,,Castilla-La Mancha,0,False,Atienza
youevent,XII Media Maratón Ciudad de Cantalejo & 10 Km Populares,2016-10-09,Domingo,10.0,road running,Absoluta/General,57.0,237.0,Petrer,el Vinalopó Mitjà / El Vinalopó Medio,Comunitat Valenciana,0,False,Cantalejo & 10 Km Populares
youevent,V Carrera Benéfica CORRE POR EL TDAH,2016-10-09,Domingo,0.0,road running,Absoluta/General,0.0,0.0,,,,0,False,Benéfica CORRE POR EL TDAH
