fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,finisher_desconocido,id,modalidad,comunidad_autonoma
mychip,CAMPEONATO DE ESCALADA DE VELOCIDAD DE LA COMUNIDAD VALENCIANA,2018-10-27,Sábado,0.0,Otros,Absoluta/General,0,0,Elche,El Bajo Vinalopó,Alicante,0,1197,Absoluta,Comunidad Valenciana
mychip,CAMPEONATO DE ESCALADA DE VELOCIDAD DE LA COMUNIDAD VALENCIANA,2018-10-27,Sábado,0.0,Otros,Cadete/Juvenil,0,0,Elche,El Bajo Vinalopó,Alicante,0,1197,SUB18 (16/17AÑOS),Comunidad Valenciana
mychip,CAMPEONATO DE ESCALADA DE VELOCIDAD DE LA COMUNIDAD VALENCIANA,2018-10-27,Sábado,0.0,Otros,Cadete/Juvenil,0,0,Elche,El Bajo Vinalopó,Alicante,0,1197,SUB16 (12/15 AÑOS),Comunidad Valenciana
mychip,CAMPEONATO DE ESCALADA DE VELOCIDAD DE LA COMUNIDAD VALENCIANA,2018-10-27,Sábado,0.0,Otros,Infantil,0,0,Elche,El Bajo Vinalopó,Alicante,0,1197,SUB12 (9/11 AÑOS),Comunidad Valenciana
mychip,CAMPEONATO DE ESCALADA DE VELOCIDAD DE LA COMUNIDAD VALENCIANA,2018-10-27,Sábado,0.0,Otros,Infantil,0,0,Elche,El Bajo Vinalopó,Alicante,0,1197,SUB9 (6/8 AÑOS),Comunidad Valenciana
mychip,IV TRAIL SELLENT,2018-10-21,Domingo,21.0,trail running,Absoluta/General,0,0,Sellent,La Ribera Alta,Valencia,0,1181,21K,Comunidad Valenciana
mychip,IV TRAIL SELLENT,2018-10-21,Domingo,13.0,trail running,Absoluta/General,0,0,Sellent,La Ribera Alta,Valencia,0,1181,13K,Comunidad Valenciana
mychip,"VIII Media Maratón ""Sierra de Peña Rubia""",2018-10-21,Domingo,23.0,trail running,Absoluta/General,0,0,Villena,El Alto Vinalopó,Alicante,0,1195,Trail largo,Comunidad Valenciana
mychip,"VIII Media Maratón ""Sierra de Peña Rubia""",2018-10-21,Domingo,9.0,trail running,Absoluta/General,0,0,Villena,El Alto Vinalopó,Alicante,0,1195,trail corto,Comunidad Valenciana
mychip,"VIII Media Maratón ""Sierra de Peña Rubia""",2018-10-21,Domingo,8.7,trail running,Absoluta/General,0,0,Villena,El Alto Vinalopó,Alicante,0,1195,Sender,Comunidad Valenciana
mychip,"V volta a la Campana & II Volta Sprint, Sueras",2018-10-14,Domingo,23.0,trail running,Absoluta/General,43,222,Sueras,Plana Baja,Castellón,0,1121,Volta  23 km,Comunidad Valenciana
mychip,"V volta a la Campana & II Volta Sprint, Sueras",2018-10-14,Domingo,11.2,trail running,Absoluta/General,76,137,Sueras,Plana Baja,Castellón,0,1121,"Sprint 11,2km",Comunidad Valenciana
mychip,"1ª Travesía Motos de Agua, Santa Pola - Campello",2018-10-13,Sábado,80.4,Otros,Absoluta/General,0,0,Santa Pola,El Bajo Vinalopó,Alicante,0,1196,50 millas náuticas,Comunidad Valenciana
mychip,"XXV Cursa popular 10k, 5k, Altea",2018-10-09,Martes,10.0,road running,Absoluta/General,30,155,Altea,La Marina Baja,Alicante,0,1184,10k,Comunidad Valenciana
mychip,"XXV Cursa popular 10k, 5k, Altea",2018-10-09,Martes,5.0,road running,Absoluta/General,41,67,Altea,La Marina Baja,Alicante,0,1184,5k,Comunidad Valenciana
mychip,"XXV Cursa popular 10k, 5k, Altea",2018-10-09,Martes,0.0,road running,Infantil,0,0,Altea,La Marina Baja,Alicante,0,1184,Menores (0 a 15 años),Comunidad Valenciana
mychip,CARRERA POPULAR AVT 2018,2018-10-07,Domingo,10.0,road running,Absoluta/General,24,173,Humanes de Madrid,,Comunidad de Madrid,0,1134,10k,Comunidad de Madrid
mychip,III Trail Onil,2018-10-07,Domingo,25.0,trail running,Absoluta/General,8,82,Onil,La Hoya de Alcoy,Alicante,0,1136,25k Trail,Comunidad Valenciana
mychip,III Trail Onil,2018-10-07,Domingo,14.0,trail running,Absoluta/General,22,82,Onil,La Hoya de Alcoy,Alicante,0,1136,14k ,Comunidad Valenciana
mychip,III Trail Onil,2018-10-07,Domingo,14.0,trail running,Absoluta/General,45,54,Onil,La Hoya de Alcoy,Alicante,0,1136,Sender,Comunidad Valenciana
mychip,V MARCHA CICLODEPORTIVA LA POBLA LLARGA,2018-10-07,Domingo,107.0,Ciclismo y btt,Absoluta/General,43,456,la Pobla Llarga,La Ribera Alta,Valencia,0,1140,Marcha,Comunidad Valenciana
mychip,IX CARRERA Y MARCHA CATÍ-RABOSA,2018-10-07,Domingo,22.0,trail running,Absoluta/General,12,129,Elda,El Vinalopó Medio,Alicante,0,1156,Trail largo,Comunidad Valenciana
mychip,IX CARRERA Y MARCHA CATÍ-RABOSA,2018-10-07,Domingo,14.3,trail running,Absoluta/General,64,212,Elda,El Vinalopó Medio,Alicante,0,1156,Trail Corto,Comunidad Valenciana
mychip,IX CARRERA Y MARCHA CATÍ-RABOSA,2018-10-07,Domingo,14.3,trail running,Absoluta/General,109,136,Elda,El Vinalopó Medio,Alicante,0,1156,Marcha Senderista,Comunidad Valenciana
mychip,3 CIMS 2018 - VILAFAMES,2018-10-07,Domingo,30.0,trail running,Absoluta/General,0,0,Vilafamés,Plana Alta,Castellón,0,1186,3 CIMS 2018 - VILAFAMES,Comunidad Valenciana
mychip,3 CIMS 2018 - VILAFAMES,2018-10-07,Domingo,14.0,trail running,Absoluta/General,0,0,Vilafamés,Plana Alta,Castellón,0,1186,MARXA AL TERME VILAFAMES 2018,Comunidad Valenciana
mychip,X Botamarges,2018-10-06,Sábado,64.0,trail running,Absoluta/General,18,231,Adsubia,La Marina Alta,Alicante,0,1122,Botamarges,Comunidad Valenciana
mychip,"RIVERFIT MAD RACE, 9k, LLiga Ocra CV",2018-10-06,Sábado,9.0,road running,Elite,5,18,Alcoy,La Hoya de Alcoy,Alicante,0,1157,Elite,Comunidad Valenciana
mychip,"RIVERFIT MAD RACE, 9k, LLiga Ocra CV",2018-10-06,Sábado,9.0,road running,Absoluta/General,0,6,Alcoy,La Hoya de Alcoy,Alicante,0,1157,Amateur,Comunidad Valenciana
mychip,"RIVERFIT MAD RACE, 9k, LLiga Ocra CV",2018-10-06,Sábado,9.0,road running,Absoluta/General,6,14,Alcoy,La Hoya de Alcoy,Alicante,0,1157,Popular,Comunidad Valenciana
mychip,"RIVERFIT MAD RACE, 9k, LLiga Ocra CV",2018-10-06,Sábado,9.0,road running,Equipos,3,13,Alcoy,La Hoya de Alcoy,Alicante,0,1157,Equipos 5-6 participantes,Comunidad Valenciana
mychip,"Sprint Trail Senyera, 2018",2018-09-30,Domingo,13.0,trail running,Absoluta/General,34,129,Senyera,La Ribera Alta,Valencia,0,1053,SPRINT TRAIL,Comunidad Valenciana
mychip,"Sprint Trail Senyera, 2018",2018-09-30,Domingo,13.0,trail running,Absoluta/General,80,73,Senyera,La Ribera Alta,Valencia,0,1053,Sender,Comunidad Valenciana
mychip,"Mediterranean Coast Challenge 2018, Costa Blanca,  Benidorm",2018-09-30,Domingo,10.0,Otros,Elite,8,31,Benidorm,La Marina Baja,Alicante,0,1128,"10k, Pro",Comunidad Valenciana
mychip,"Mediterranean Coast Challenge 2018, Costa Blanca,  Benidorm",2018-09-30,Domingo,5.5,Otros,Absoluta/General,96,186,Benidorm,La Marina Baja,Alicante,0,1128,"5,5k  Mediterranean",Comunidad Valenciana
mychip,"Mediterranean Coast Challenge 2018, Costa Blanca,  Benidorm",2018-09-30,Domingo,2.0,Otros,Absoluta/General,47,61,Benidorm,La Marina Baja,Alicante,0,1128,"2k, Popular",Comunidad Valenciana
mychip,"Mediterranean Coast Challenge 2018, Costa Blanca,  Benidorm",2018-09-30,Domingo,0.5,Otros,Infantil,13,12,Benidorm,La Marina Baja,Alicante,0,1128,Mini (8 a 18 años),Comunidad Valenciana
mychip,IV CARRERA Solidaria Asociación de Empresarios de Parques y Polígonos Industriales de la Ribera Baixa,2018-09-30,Domingo,10.0,road running,Absoluta/General,37,243,Almussafes,La Ribera Baja,Valencia,0,1141,10k,Comunidad Valenciana
mychip,IV CARRERA Solidaria Asociación de Empresarios de Parques y Polígonos Industriales de la Ribera Baixa,2018-09-30,Domingo,5.0,road running,Absoluta/General,113,157,Almussafes,La Ribera Baja,Valencia,0,1141,5k,Comunidad Valenciana
mychip,IV CARRERA Solidaria Asociación de Empresarios de Parques y Polígonos Industriales de la Ribera Baixa,2018-09-30,Domingo,0.0,road running,Infantil,0,0,Almussafes,La Ribera Baja,Valencia,0,1141,Menor 3 a 14 años,Comunidad Valenciana
mychip,IV CARRERA Solidaria Asociación de Empresarios de Parques y Polígonos Industriales de la Ribera Baixa,2018-09-30,Domingo,0.0,road running,Otros,0,0,Almussafes,La Ribera Baja,Valencia,0,1141,Dorsal 0 (aportación 4€ solidarios),Comunidad Valenciana
mychip,"Selènika 2018, Marxa de resistència en BTT",2018-09-30,Domingo,118.0,Ciclismo y btt,Absoluta/General,20,776,Navarcles,,Barcelona,0,1154,"118Km, Selènika",Cataluña
mychip,"Selènika 2018, Marxa de resistència en BTT",2018-09-30,Domingo,75.0,Ciclismo y btt,Absoluta/General,28,361,Navarcles,,Barcelona,0,1154,"75km, Selènika",Cataluña
mychip,"Dia de la Montaña Limpia, Novelda, Femecv",2018-09-30,Domingo,10.0,trail running,Absoluta/General,0,0,Novelda,El Vinalopó Medio,Alicante,0,1162,Montaña Limpia,Comunidad Valenciana
mychip,"CAMPIONAT AUTONÒMIC DE CURSA PER MUNTANYA FEMECV DE LLARG RECORREGUT, CASTALLA 2018",2018-09-29,Sábado,55.0,trail running,Absoluta/General,3,20,Castalla,La Hoya de Alcoy,Alicante,0,1174,Carrera por Montaña,Comunidad Valenciana
mychip,VI CARRERA Y MARCHA NOCTURNA DE MONTAÑA DE LA VALL D’UIXÓ A LA FONT DE GARRUT,2018-09-28,Viernes,11.0,trail running,Absoluta/General,30,80,Vall de Uxó,Plana Baja,Castellón,0,1153,Carrera por montaña,Comunidad Valenciana
mychip,VI CARRERA Y MARCHA NOCTURNA DE MONTAÑA DE LA VALL D’UIXÓ A LA FONT DE GARRUT,2018-09-28,Viernes,10.0,trail running,Absoluta/General,64,41,Vall de Uxó,Plana Baja,Castellón,0,1153,Marcha Senderista,Comunidad Valenciana
mychip,7ª Bajada Solidaria Crevillent-El Realengo-Camping Marjal Costa Blanca a beneficio de la AECC y CRUZ ROJA,2018-09-23,Domingo,11.0,trail running,Absoluta/General,18,36,Crevillente,El Bajo Vinalopó,Alicante,0,1147,Nórdica,Comunidad Valenciana
mychip,7ª Bajada Solidaria Crevillent-El Realengo-Camping Marjal Costa Blanca a beneficio de la AECC y CRUZ ROJA,2018-09-23,Domingo,11.0,trail running,Absoluta/General,40,143,Crevillente,El Bajo Vinalopó,Alicante,0,1147,CARRERA,Comunidad Valenciana
mychip,7ª Bajada Solidaria Crevillent-El Realengo-Camping Marjal Costa Blanca a beneficio de la AECC y CRUZ ROJA,2018-09-23,Domingo,11.0,trail running,Absoluta/General,2,0,Crevillente,El Bajo Vinalopó,Alicante,0,1147,Marchador,Comunidad Valenciana
mychip,I TRAIL BARX,2018-09-23,Domingo,0.01,trail running,Absoluta/General,0,0,Bárig,La Safor,Valencia,0,1155,SPRINT TRAIL,Comunidad Valenciana
mychip,I TRAIL BARX,2018-09-23,Domingo,0.021,trail running,Absoluta/General,0,0,Bárig,La Safor,Valencia,0,1155,TRAIL,Comunidad Valenciana
mychip,"10k Nocturno Peñiscola, CIRCUIT DIPUTACIÓ DE CASTELLÓ",2018-09-22,Sábado,10.0,road running,Absoluta/General,64,189,Peñíscola,Bajo Maestrazgo,Castellón,0,1090,10KN,Comunidad Valenciana
mychip,"Mitja Marató de Muntanya de L'Alcora, 2018",2018-09-22,Sábado,21.0,trail running,Absoluta/General,27,157,Alcora,l'Alcalatén,Castellón,0,1139,21k,Comunidad Valenciana
mychip,"Mitja Marató de Muntanya de L'Alcora, 2018",2018-09-22,Sábado,13.0,trail running,Absoluta/General,55,67,Alcora,l'Alcalatén,Castellón,0,1139,Marxa competitiva 13k,Comunidad Valenciana
mychip,"Mitja Marató de Muntanya de L'Alcora, 2018",2018-09-22,Sábado,13.0,trail running,Cadete/Juvenil,1,5,Alcora,l'Alcalatén,Castellón,0,1139,Junior (14 a 17 anys),Comunidad Valenciana
mychip,I Trail Serra d´Orxeta,2018-09-16,Domingo,15.2,trail running,Absoluta/General,33,176,Orcheta,La Marina Baja,Alicante,0,1148,Carrera,Comunidad Valenciana
mychip,I Trail Serra d´Orxeta,2018-09-16,Domingo,15.2,trail running,Absoluta/General,19,30,Orcheta,La Marina Baja,Alicante,0,1148,Sender,Comunidad Valenciana
mychip,1ª Jornada Senderista SENIJA - FONT DEL ALGAR,2018-09-16,Domingo,23.0,trail running,Absoluta/General,0,0,Senija,La Marina Alta,Alicante,0,1183,Marxa,Comunidad Valenciana
mychip,"10k Nocturno Grao de Castellón,   CIRCUIT DIPUTACIÓ DE CASTELLÓ",2018-09-15,Sábado,10.0,road running,Absoluta/General,0,0,Vallibona,Los Puertos de Morella,Castellón,0,1089,10KN,Comunidad Valenciana
mychip,"3ª Prueba de Copa de Escalada en Bloque FEMECV, Alcoi",2018-09-15,Sábado,0.0,Otros,Absoluta/General,0,0,Alcoy,La Hoya de Alcoy,Alicante,0,1158,Absoluta,Comunidad Valenciana
mychip,"3ª Prueba de Copa de Escalada en Bloque FEMECV, Alcoi",2018-09-15,Sábado,0.0,Otros,Cadete/Juvenil,0,0,Alcoy,La Hoya de Alcoy,Alicante,0,1158,SUB18 (16/17AÑOS),Comunidad Valenciana
mychip,"3ª Prueba de Copa de Escalada en Bloque FEMECV, Alcoi",2018-09-15,Sábado,0.0,Otros,Cadete/Juvenil,0,0,Alcoy,La Hoya de Alcoy,Alicante,0,1158,SUB16 (12/15 AÑOS),Comunidad Valenciana
mychip,"3ª Prueba de Copa de Escalada en Bloque FEMECV, Alcoi",2018-09-15,Sábado,0.0,Otros,Infantil,0,0,Alcoy,La Hoya de Alcoy,Alicante,0,1158,SUB12 (9/11 AÑOS),Comunidad Valenciana
mychip,"3ª Prueba de Copa de Escalada en Bloque FEMECV, Alcoi",2018-09-15,Sábado,0.0,Otros,Infantil,0,0,Alcoy,La Hoya de Alcoy,Alicante,0,1158,SUB9 (6/8 AÑOS),Comunidad Valenciana
mychip,"XIV Cursa Iberica, 2018",2018-09-09,Domingo,17.0,trail running,Absoluta/General,106,376,Figueroles,l'Alcalatén,Castellón,0,1070,Trail,Comunidad Valenciana
mychip,IV TRAIL ALCANTERA DE XUQUER,2018-09-08,Sábado,21.0,trail running,Absoluta/General,0,0,Alcántara de Júcar,La Ribera Alta,Valencia,0,1152,TRAIL,Comunidad Valenciana
mychip,IV TRAIL ALCANTERA DE XUQUER,2018-09-08,Sábado,14.0,trail running,Absoluta/General,0,0,Alcántara de Júcar,La Ribera Alta,Valencia,0,1152,SPRINT TRAIL,Comunidad Valenciana
mychip,Run Rafiki Relleu,2018-09-08,Sábado,10.5,trail running,Absoluta/General,8,24,Relleu,La Marina Baja,Alicante,0,1160,"Cross 10,5k",Comunidad Valenciana
mychip,Run Rafiki Relleu,2018-09-08,Sábado,10.5,trail running,Absoluta/General,16,17,Relleu,La Marina Baja,Alicante,0,1160,"Marcha 10,5k",Comunidad Valenciana
mychip,Run Rafiki Relleu,2018-09-08,Sábado,4.5,trail running,Absoluta/General,3,3,Relleu,La Marina Baja,Alicante,0,1160,"Cross 4,5k",Comunidad Valenciana
mychip,Run Rafiki Relleu,2018-09-08,Sábado,4.5,trail running,Absoluta/General,32,19,Relleu,La Marina Baja,Alicante,0,1160,"Marcha 4,5k",Comunidad Valenciana
mychip,XXI Volta peu a Corbera,2018-09-01,Sábado,7.5,road running,Absoluta/General,41,186,Corbera,La Ribera Baja,Valencia,0,1123,Carrera Popular,Comunidad Valenciana
mychip,10k Nocturno Benicassim Platges,2018-08-25,Sábado,10.0,road running,Absoluta/General,128,564,Benicasim,Plana Alta,Castellón,0,1088,10KN,Comunidad Valenciana
mychip,I REMEMBER TRAIL BICORP,2018-08-25,Sábado,14.0,trail running,Absoluta/General,0,0,Bicorp,La Canal de Navarrés,Valencia,0,1150,14K,Comunidad Valenciana
mychip,"XXXI Volta a peu Azuliber,  Alcora (inscripciones en linea de salida)",2018-08-23,Jueves,0.0,road running,Absoluta/General,0,0,Alcora,l'Alcalatén,Castellón,0,1146,Inscripción en linea de meta,Comunidad Valenciana
mychip,"XVI Travesía a a Nado, Banderes blaves, Platja de moncofa",2018-08-19,Domingo,2.0,Otros,Absoluta/General,31,76,Moncófar,Plana Baja,Castellón,0,1151,2000m,Comunidad Valenciana
mychip,"XVI Travesía a a Nado, Banderes blaves, Platja de moncofa",2018-08-19,Domingo,0.3,Otros,Infantil,6,5,Moncófar,Plana Baja,Castellón,0,1151,"Escolar, 2006-2011",Comunidad Valenciana
mychip,IV TRIATLON ANNA,2018-08-18,Sábado,0.75,Multidisciplina,Absoluta/General,0,0,Anna,La Canal de Navarrés,Valencia,0,1132,SPRINT,Comunidad Valenciana
mychip,IV TRIATLON ANNA,2018-08-18,Sábado,0.3,Multidisciplina,Absoluta/General,0,0,Anna,La Canal de Navarrés,Valencia,0,1132,SUPER SPRINT,Comunidad Valenciana
mychip,"XIV Volta a Peu Platja de Xeraco, Correpatina 2018",2018-08-14,Martes,7.3,road running,Absoluta/General,119,481,Jaraco,La Safor,Valencia,0,1149,Correpatina,Comunidad Valenciana
mychip,"10k  Nocturno Llangostí Vinaròs, CIRCUIT DIPUTACIÓ DE CASTELLÓ",2018-08-11,Sábado,10.0,road running,Absoluta/General,144,422,Vinaroz,Bajo Maestrazgo,Castellón,0,1086,10KN,Comunidad Valenciana
mychip,30na VOLTA A PEU A LA PLATJA DE TAVERNES,2018-08-03,Viernes,8.0,road running,Absoluta/General,193,644,Tabernes de Valldigna,La Safor,Valencia,0,1138,8k,Comunidad Valenciana
mychip,Volta a peu a Benifairo 2018,2018-07-28,Sábado,8.0,road running,Absoluta/General,0,0,Benifairó de la Valldigna,La Safor,Valencia,0,1144,Carrera,Comunidad Valenciana
mychip,IV CARRERA NOCTURNA NIT DE LES ERMITES,2018-07-21,Sábado,14.0,trail running,Absoluta/General,66,256,Ibi,La Hoya de Alcoy,Alicante,0,1042,TRAIL,Comunidad Valenciana
mychip,IV CARRERA NOCTURNA NIT DE LES ERMITES,2018-07-21,Sábado,14.0,trail running,Absoluta/General,183,130,Ibi,La Hoya de Alcoy,Alicante,0,1042,SENDERISTA,Comunidad Valenciana
mychip,II Milla ciutat de Xàtiva i 8k,2018-07-15,Domingo,1.609,road running,Absoluta/General,8,14,Játiva,La Costera,Valencia,0,1057,Milla ÉLITE,Comunidad Valenciana
mychip,II Milla ciutat de Xàtiva i 8k,2018-07-15,Domingo,1.609,road running,Absoluta/General,9,37,Játiva,La Costera,Valencia,0,1057,Milla Popular,Comunidad Valenciana
mychip,II Milla ciutat de Xàtiva i 8k,2018-07-15,Domingo,8.0,road running,Absoluta/General,45,163,Játiva,La Costera,Valencia,0,1057,8k,Comunidad Valenciana
mychip,II Milla ciutat de Xàtiva i 8k,2018-07-15,Domingo,9.609,road running,Absoluta/General,0,0,Játiva,La Costera,Valencia,0,1057,Milla + 8k,Comunidad Valenciana
mychip,"10k Nocturno Oropesa del Mar, CIRCUIT DIPUTACIÓ DE CASTELLÓ",2018-07-14,Sábado,10.0,road running,Absoluta/General,90,313,Oropesa del Mar,Plana Alta,Castellón,0,1085,10KN,Comunidad Valenciana
mychip,Anfibios Trail Sumacarcer,2018-07-14,Sábado,1.2,trail running,Absoluta/General,0,0,Sumacárcel,La Ribera Alta,Valencia,0,1120,ANFIBIOS,Comunidad Valenciana
mychip,"VIII Travesía Valle de Iruelas, 4ª etapa de la IV Copa de España de Aguas Abiertas RFEN - Circuito LIBERBANK ""Somos Deporte +""",2018-07-01,Domingo,5.5,Otros,Absoluta/General,122,387,El Tiemblo,,Ávila,0,1074,Prueba larga,Castilla y León
mychip,"VIII Travesía Valle de Iruelas, 4ª etapa de la IV Copa de España de Aguas Abiertas RFEN - Circuito LIBERBANK ""Somos Deporte +""",2018-07-01,Domingo,0.8,Otros,Absoluta/General,77,114,El Tiemblo,,Ávila,0,1074,Prueba corta,Castilla y León
mychip,"VIII Travesía Valle de Iruelas, 4ª etapa de la IV Copa de España de Aguas Abiertas RFEN - Circuito LIBERBANK ""Somos Deporte +""",2018-07-01,Domingo,0.0,Otros,Absoluta/General,0,0,El Tiemblo,,Ávila,0,1074,lista espera prueba larga,Castilla y León
mychip,"PUJADA AL REFUGI DELS ESBARZERETS 2018,  IBI",2018-07-01,Domingo,16.0,trail running,Absoluta/General,0,0,Ibi,La Hoya de Alcoy,Alicante,0,1119,Carrera,Comunidad Valenciana
mychip,"PUJADA AL REFUGI DELS ESBARZERETS 2018,  IBI",2018-07-01,Domingo,16.0,trail running,Absoluta/General,0,0,Ibi,La Hoya de Alcoy,Alicante,0,1119,Sender,Comunidad Valenciana
mychip,II ANFIBIOS TRAIL ANNA,2018-06-30,Sábado,0.009,trail running,Absoluta/General,0,0,Anna,La Canal de Navarrés,Valencia,0,1080,9K,Comunidad Valenciana
mychip,"10k Nocturno Platges de Moncofa, CIRCUIT DIPUTACIÓ DE CASTELLÓ",2018-06-30,Sábado,10.0,road running,Absoluta/General,52,245,Moncófar,Plana Baja,Castellón,0,1084,10KN,Comunidad Valenciana
mychip,I Carrera i Marxa nocturna  nit màgica de Sant  Joan,2018-06-23,Sábado,9.0,road running,Absoluta/General,22,42,Sumacárcel,La Ribera Alta,Valencia,0,1109,Carrera 9k,Comunidad Valenciana
mychip,I Carrera i Marxa nocturna  nit màgica de Sant  Joan,2018-06-23,Sábado,5.0,road running,Absoluta/General,96,67,Sumacárcel,La Ribera Alta,Valencia,0,1109,Sender 5k,Comunidad Valenciana
mychip,XXXII Volta a peu a Almussafes,2018-06-23,Sábado,10.0,road running,Absoluta/General,68,397,Almussafes,La Ribera Baja,Valencia,0,1127,10K,Comunidad Valenciana
mychip,MaratoNocturno Amanece x Chiva,2018-06-22,Viernes,0.05,trail running,Absoluta/General,0,0,Chiva,La Hoya de Buñol,Valencia,0,1078,MaratoNocturna Amanece x Chiva,Comunidad Valenciana
mychip,MaratoNocturno Amanece x Chiva,2018-06-22,Viernes,0.028,trail running,Absoluta/General,0,0,Chiva,La Hoya de Buñol,Valencia,0,1078,Trail Nocturno Chiva,Comunidad Valenciana
mychip,"MABO 2018- Campeonato de España de Carreras por Montaña FEDME ""Gran premio Tuga""",2018-06-10,Domingo,42.0,trail running,Absoluta/General,83,261,Borriol,Plana Alta,Castellón,0,1032,42k Mabo,Comunidad Valenciana
mychip,"MABO 2018- Campeonato de España de Carreras por Montaña FEDME ""Gran premio Tuga""",2018-06-10,Domingo,21.0,trail running,Absoluta/General,26,151,Borriol,Plana Alta,Castellón,0,1032,21k Mabo,Comunidad Valenciana
mychip,"MABO 2018- Campeonato de España de Carreras por Montaña FEDME ""Gran premio Tuga""",2018-06-10,Domingo,14.0,trail running,Cadete/Juvenil,15,32,Borriol,Plana Alta,Castellón,0,1032,Cadete,Comunidad Valenciana
mychip,"MABO 2018- Campeonato de España de Carreras por Montaña FEDME ""Gran premio Tuga""",2018-06-10,Domingo,21.0,trail running,Absoluta/General,2,17,Borriol,Plana Alta,Castellón,0,1032,Copa de España Ciegos,Comunidad Valenciana
mychip,"MABO 2018- Campeonato de España de Carreras por Montaña FEDME ""Gran premio Tuga""",2018-06-10,Domingo,21.0,trail running,Cadete/Juvenil,18,44,Borriol,Plana Alta,Castellón,0,1032,Junior,Comunidad Valenciana
mychip,CARRERA NOCTURNA ARANJUEZ 2018,2018-06-09,Sábado,10.0,road running,Absoluta/General,0,0,Aranjuez,,Comunidad de Madrid,0,1068,10k Nocturno,Comunidad de Madrid
mychip,CARRERA DEL ÁRBOL 5 KM,2018-06-03,Domingo,5.0,road running,Absoluta/General,0,0,Madrid,,Comunidad de Madrid,0,1093,CARRERA POPULAR,Comunidad de Madrid
mychip,Trail Nocturn Camins de Cabres 2018,2018-06-02,Sábado,45.0,trail running,Absoluta/General,2,62,Liria,El Campo de Turia,Valencia,0,972,45k,Comunidad Valenciana
mychip,Trail Nocturn Camins de Cabres 2018,2018-06-02,Sábado,23.0,trail running,Absoluta/General,20,176,Liria,El Campo de Turia,Valencia,0,972,23k,Comunidad Valenciana
mychip,VII Cursa per Muntanya les Xosses de Crevillent,2018-06-02,Sábado,14.5,trail running,Absoluta/General,84,315,Crevillente,El Bajo Vinalopó,Alicante,0,1058,Trail,Comunidad Valenciana
mychip,VII Cursa per Muntanya les Xosses de Crevillent,2018-06-02,Sábado,14.5,trail running,Absoluta/General,135,130,Crevillente,El Bajo Vinalopó,Alicante,0,1058,Sender,Comunidad Valenciana
mychip,VII Cursa per Muntanya les Xosses de Crevillent,2018-06-02,Sábado,0.54,trail running,Absoluta/General,6,5,Crevillente,El Bajo Vinalopó,Alicante,0,1058,Kids,Comunidad Valenciana
mychip,"3er Trail X Ellas, Benidorm",2018-05-27,Domingo,7.3,trail running,Absoluta/General,42,72,Benidorm,La Marina Baja,Alicante,0,1082,Trail 7k,Comunidad Valenciana
mychip,"3er Trail X Ellas, Benidorm",2018-05-27,Domingo,7.3,trail running,Absoluta/General,50,19,Benidorm,La Marina Baja,Alicante,0,1082,Marcha Senderista,Comunidad Valenciana
mychip,"3er Trail X Ellas, Benidorm",2018-05-27,Domingo,1.0,trail running,Absoluta/General,0,0,Benidorm,La Marina Baja,Alicante,0,1082,Mini trail,Comunidad Valenciana
mychip,40 Trotada i 3ª marcha mediambiental Crevillent - Platja del Pinet,2018-05-27,Domingo,26.7,road running,Absoluta/General,0,0,Crevillente,El Bajo Vinalopó,Alicante,0,1114,Trotada,Comunidad Valenciana
mychip,40 Trotada i 3ª marcha mediambiental Crevillent - Platja del Pinet,2018-05-27,Domingo,26.7,road running,Absoluta/General,0,0,Crevillente,El Bajo Vinalopó,Alicante,0,1114,Marxa,Comunidad Valenciana
mychip,37ena Volta al Terme De Fondeguilla,2018-05-26,Sábado,34.5,trail running,Absoluta/General,31,242,Alfondeguilla,Plana Baja,Castellón,0,1073,Absoluta,Comunidad Valenciana
mychip,37ena Volta al Terme De Fondeguilla,2018-05-26,Sábado,14.0,trail running,Cadete/Juvenil,0,2,Alfondeguilla,Plana Baja,Castellón,0,1073,Cadete/Junior,Comunidad Valenciana
mychip,XII CARRERA DE LA MUJER CONTRA LA VIOLENCIA DE GÉNERO,2018-05-26,Sábado,5.0,road running,Absoluta/General,227,1,Mataelpino,,Madrid,0,1077,Femenina,Madrid
mychip,XII CARRERA DE LA MUJER CONTRA LA VIOLENCIA DE GÉNERO,2018-05-26,Sábado,5.0,road running,Absoluta/General,0,56,Mataelpino,,Madrid,0,1077,Masculina,Madrid
mychip,VII Media Maratón Villa de Aranjuez y 8km,2018-05-20,Domingo,21.097,road running,Absoluta/General,166,923,Aranjuez,,Comunidad de Madrid,0,1018,Media Maratón,Comunidad de Madrid
mychip,VII Media Maratón Villa de Aranjuez y 8km,2018-05-20,Domingo,8.0,road running,Absoluta/General,223,276,Aranjuez,,Comunidad de Madrid,0,1018,Carrera 8km,Comunidad de Madrid
mychip,X Carrera de Montaña de Salinas 2018,2018-05-20,Domingo,15.0,trail running,Absoluta/General,36,133,Salinas,El Alto Vinalopó,Alicante,0,1091,CARRERA,Comunidad Valenciana
mychip,X Carrera de Montaña de Salinas 2018,2018-05-20,Domingo,5.0,trail running,Absoluta/General,32,16,Salinas,El Alto Vinalopó,Alicante,0,1091,MARCHA,Comunidad Valenciana
