fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,id,modalidad
carreirasgalegas,II CARREIRA CONTRA A VIOLENCIA DE XÉNERO “ KM POLA IGUALDADE”,2023-11-18,Sábado,6.34,road running,Absoluta/General,6,15,Arbo,A Paradanta,Pontevedra,wBlpJ09Q,ABSOLUTA
carreirasgalegas,II CARREIRA CONTRA A VIOLENCIA DE XÉNERO “ KM POLA IGUALDADE”,2023-11-18,Sábado,6.34,road running,Mayores/Veteranos,0,0,Arbo,A Paradanta,Pontevedra,wBlpJ09Q,MASTER
carreirasgalegas,II CARREIRA E ANDAINA CONTRA A VIOLENCIA DE XÉNERO,2019-11-24,Domingo,4.999,marcha,Absoluta/General,0,0,Ferrol,Ferrol,A Coruña,xKj64ymR,ANDAINA
carreirasgalegas,II CARREIRA E ANDAINA CONTRA A VIOLENCIA DE XÉNERO,2019-11-24,Domingo,5.0,road running,Absoluta/General,0,0,Ferrol,Ferrol,A Coruña,xKj64ymR,CARREIRA
carreirasgalegas,II CARREIRA E ANDAINA SOLIDARIA POLO DANO CEREBRAL,2023-07-02,Domingo,0.1,road running,Infantil,0,0,Lalín,O Deza,Pontevedra,0dlB20ln,CHUPETE
carreirasgalegas,II CARREIRA E ANDAINA SOLIDARIA POLO DANO CEREBRAL,2023-07-02,Domingo,0.25,road running,Infantil,0,0,Lalín,O Deza,Pontevedra,0dlB20ln,SUB 10
carreirasgalegas,II CARREIRA E ANDAINA SOLIDARIA POLO DANO CEREBRAL,2023-07-02,Domingo,0.8,road running,Infantil,0,0,Lalín,O Deza,Pontevedra,0dlB20ln,SUB 14 E SUB 12
carreirasgalegas,II CARREIRA E ANDAINA SOLIDARIA POLO DANO CEREBRAL,2023-07-02,Domingo,5.0,road running,Infantil,0,0,Lalín,O Deza,Pontevedra,0dlB20ln,SUB 16
carreirasgalegas,II CARREIRA E ANDAINA SOLIDARIA POLO DANO CEREBRAL,2023-07-02,Domingo,5.0,road running,Otros,0,0,Lalín,O Deza,Pontevedra,0dlB20ln,5K
carreirasgalegas,II CARREIRA E ANDAINA SOLIDARIA POLO DANO CEREBRAL,2023-07-02,Domingo,7.0,marcha,Absoluta/General,0,0,Lalín,O Deza,Pontevedra,0dlB20ln,ANDAINA (+16)
carreirasgalegas,II CARREIRA E ANDAINA SOLIDARIA POLO DANO CEREBRAL,2023-07-02,Domingo,7.0,marcha,Infantil,0,0,Lalín,O Deza,Pontevedra,0dlB20ln,ANDAINA MENORES
carreirasgalegas,II CARREIRA E ANDAINA SOLIDARIA POLO DANO CEREBRAL,2023-07-02,Domingo,10.0,road running,Otros,0,0,Lalín,O Deza,Pontevedra,0dlB20ln,10K (+16)
carreirasgalegas,II CARREIRA E III ANDAINA POPULAR 5KM POLA IGUALDADE,2021-11-27,Sábado,5.0,marcha,Absoluta/General,0,0,O Pino,Arzúa,Galicia,Aame73jZ,ANDAINA
carreirasgalegas,II CARREIRA E III ANDAINA POPULAR 5KM POLA IGUALDADE,2021-11-27,Sábado,5.001,road running,Absoluta/General,0,0,O Pino,Arzúa,Galicia,Aame73jZ,CARREIRA 
carreirasgalegas,II CARREIRA POLA IGUALDADE CONCELLO DE NARÓN,2023-03-05,Domingo,0.1,road running,Infantil,0,0,Narón,Ferrol,A Coruña,ALlwxOmp,PREBENXAMÍN
carreirasgalegas,II CARREIRA POLA IGUALDADE CONCELLO DE NARÓN,2023-03-05,Domingo,0.5,road running,Infantil,0,0,Narón,Ferrol,A Coruña,ALlwxOmp,SUB 10
carreirasgalegas,II CARREIRA POLA IGUALDADE CONCELLO DE NARÓN,2023-03-05,Domingo,1.5,road running,Infantil,0,0,Narón,Ferrol,A Coruña,ALlwxOmp,SUB 12
carreirasgalegas,II CARREIRA POLA IGUALDADE CONCELLO DE NARÓN,2023-03-05,Domingo,1.501,road running,Infantil,0,0,Narón,Ferrol,A Coruña,ALlwxOmp,SUB 14
carreirasgalegas,II CARREIRA POLA IGUALDADE CONCELLO DE NARÓN,2023-03-05,Domingo,2.0,road running,Infantil,0,0,Narón,Ferrol,A Coruña,ALlwxOmp,SUB 16-18
carreirasgalegas,II CARREIRA POLA IGUALDADE CONCELLO DE NARÓN,2023-03-05,Domingo,4.997,marcha,Infantil,0,0,Narón,Ferrol,A Coruña,ALlwxOmp,ANDAINA MENORES
carreirasgalegas,II CARREIRA POLA IGUALDADE CONCELLO DE NARÓN,2023-03-05,Domingo,4.998,marcha,Absoluta/General,0,0,Narón,Ferrol,A Coruña,ALlwxOmp,ANDAINA
carreirasgalegas,II CARREIRA POLA IGUALDADE CONCELLO DE NARÓN,2023-03-05,Domingo,4.999,road running,Absoluta/General,0,0,Narón,Ferrol,A Coruña,ALlwxOmp,CARREIRA INCLUSIVA
carreirasgalegas,II CARREIRA POLA IGUALDADE CONCELLO DE NARÓN,2023-03-05,Domingo,5.0,road running,Absoluta/General,0,0,Narón,Ferrol,A Coruña,ALlwxOmp,CARREIRA 5K
carreirasgalegas,II CARREIRA POPULAR  VÍA VERDE  DO EO (HOMENAXE MANOLO LASTRA “Ventura”),2019-06-08,Sábado,9.998,road running,Infantil,0,0,A Pontenova,A Mariña Oriental,Lugo,LVjK8BlJ,PROMESAS
carreirasgalegas,II CARREIRA POPULAR  VÍA VERDE  DO EO (HOMENAXE MANOLO LASTRA “Ventura”),2019-06-08,Sábado,9.999,road running,Absoluta/General,0,0,A Pontenova,A Mariña Oriental,Lugo,LVjK8BlJ,SENIOR
carreirasgalegas,II CARREIRA POPULAR  VÍA VERDE  DO EO (HOMENAXE MANOLO LASTRA “Ventura”),2019-06-08,Sábado,10.0,road running,Mayores/Veteranos,0,0,A Pontenova,A Mariña Oriental,Lugo,LVjK8BlJ,MÁSTER
carreirasgalegas,II CARREIRA POPULAR CONCELLO DA BAÑA,2026-05-03,Domingo,0.1,road running,Infantil,0,0,A Baña,A Barcala,Galicia,qjyNNXlK,BIBERÓN
carreirasgalegas,II CARREIRA POPULAR CONCELLO DA BAÑA,2026-05-03,Domingo,0.2,road running,Infantil,0,0,A Baña,A Barcala,Galicia,qjyNNXlK,PREBENXAMÍN
carreirasgalegas,II CARREIRA POPULAR CONCELLO DA BAÑA,2026-05-03,Domingo,0.8,road running,Infantil,17,5,A Baña,A Barcala,Galicia,qjyNNXlK,SUB 10
carreirasgalegas,II CARREIRA POPULAR CONCELLO DA BAÑA,2026-05-03,Domingo,1.2,road running,Infantil,9,3,A Baña,A Barcala,Galicia,qjyNNXlK,SUB 12; SUB 14
carreirasgalegas,II CARREIRA POPULAR CONCELLO DA BAÑA,2026-05-03,Domingo,2.4,road running,Infantil,5,7,A Baña,A Barcala,Galicia,qjyNNXlK,SUB 16
carreirasgalegas,II CARREIRA POPULAR CONCELLO DA BAÑA,2026-05-03,Domingo,5.0,road running,Absoluta/General,29,52,A Baña,A Barcala,Galicia,qjyNNXlK,5K
carreirasgalegas,II CARREIRA POPULAR CONCELLO DA BAÑA,2026-05-03,Domingo,5.0,road running,Infantil,0,0,A Baña,A Barcala,Galicia,qjyNNXlK,SUB 18
carreirasgalegas,II CARREIRA POPULAR CONCELLO DA BAÑA,2026-05-03,Domingo,10.0,road running,Absoluta/General,26,92,A Baña,A Barcala,Galicia,qjyNNXlK,10K
carreirasgalegas,II CARREIRA POPULAR CONCELLO DE COSPEITO,2023-05-07,Domingo,0.15,road running,Infantil,0,0,Cospeito,Terra Chá,Lugo,L6lZv3l1,PITUFOS
carreirasgalegas,II CARREIRA POPULAR CONCELLO DE COSPEITO,2023-05-07,Domingo,0.6,road running,Absoluta/General,0,0,Cospeito,Terra Chá,Lugo,L6lZv3l1,PROMOCIÓN
carreirasgalegas,II CARREIRA POPULAR CONCELLO DE COSPEITO,2023-05-07,Domingo,1.5,road running,Infantil,0,0,Cospeito,Terra Chá,Lugo,L6lZv3l1,"PROMESA, SUB 14 E SUB 12"
carreirasgalegas,II CARREIRA POPULAR CONCELLO DE COSPEITO,2023-05-07,Domingo,14.5,road running,Absoluta/General,0,0,Cospeito,Terra Chá,Lugo,L6lZv3l1,"ADULTOS  14,5K "
carreirasgalegas,II CARREIRA POPULAR FESTA DAS DORES 2023,2023-08-25,Viernes,0.05,road running,Infantil,0,0,Ponte Caldelas,Pontevedra,Pontevedra,ypldQMmR,CHUPETES
carreirasgalegas,II CARREIRA POPULAR FESTA DAS DORES 2023,2023-08-25,Viernes,0.1,road running,Infantil,0,0,Ponte Caldelas,Pontevedra,Pontevedra,ypldQMmR,PITUFOS
carreirasgalegas,II CARREIRA POPULAR FESTA DAS DORES 2023,2023-08-25,Viernes,0.15,road running,Infantil,0,0,Ponte Caldelas,Pontevedra,Pontevedra,ypldQMmR,PREBENXAMÍN
carreirasgalegas,II CARREIRA POPULAR FESTA DAS DORES 2023,2023-08-25,Viernes,0.6,road running,Infantil,0,0,Ponte Caldelas,Pontevedra,Pontevedra,ypldQMmR,SUB 10; SUB 12 E SUB 10
carreirasgalegas,II CARREIRA POPULAR FESTA DAS DORES 2023,2023-08-25,Viernes,1.2,road running,Infantil,0,0,Ponte Caldelas,Pontevedra,Pontevedra,ypldQMmR,SUB 14; SUB 16 E SUB 18
carreirasgalegas,II CARREIRA POPULAR FESTA DAS DORES 2023,2023-08-25,Viernes,4.0,road running,Absoluta/General,0,0,Ponte Caldelas,Pontevedra,Pontevedra,ypldQMmR,ABSOLUTA
carreirasgalegas,II CARREIRA POPULAR PEDESTRE CONCELLO DE LAXE,2026-07-05,Domingo,0.1,road running,Infantil,0,0,Laxe,Bergantiños,A Coruña,Pj0XG2jn,PITUFO
carreirasgalegas,II CARREIRA POPULAR PEDESTRE CONCELLO DE LAXE,2026-07-05,Domingo,1.0,road running,Infantil,13,19,Laxe,Bergantiños,A Coruña,Pj0XG2jn,SUB 10; SUB 12
carreirasgalegas,II CARREIRA POPULAR PEDESTRE CONCELLO DE LAXE,2026-07-05,Domingo,2.0,road running,Infantil,5,11,Laxe,Bergantiños,A Coruña,Pj0XG2jn,"SUB 14, 16, 18"
carreirasgalegas,II CARREIRA POPULAR PEDESTRE CONCELLO DE LAXE,2026-07-05,Domingo,5.0,road running,Absoluta/General,63,51,Laxe,Bergantiños,A Coruña,Pj0XG2jn,5K
carreirasgalegas,II CARREIRA POPULAR PEDESTRE CONCELLO DE LAXE,2026-07-05,Domingo,10.0,road running,Absoluta/General,30,101,Laxe,Bergantiños,A Coruña,Pj0XG2jn,10K
carreirasgalegas,II CARREIRA SOLIDARIA MÓVETE POLA DIABETES,2023-07-29,Sábado,0.25,road running,Infantil,0,0,A Pobra do Caramiñal,,,3AmkKEm4,SUB 6
carreirasgalegas,II CARREIRA SOLIDARIA MÓVETE POLA DIABETES,2023-07-29,Sábado,0.4,road running,Infantil,0,0,A Pobra do Caramiñal,,,3AmkKEm4,SUB 8
carreirasgalegas,II CARREIRA SOLIDARIA MÓVETE POLA DIABETES,2023-07-29,Sábado,0.6,road running,Infantil,0,0,A Pobra do Caramiñal,,,3AmkKEm4,SUB 10
carreirasgalegas,II CARREIRA SOLIDARIA MÓVETE POLA DIABETES,2023-07-29,Sábado,1.0,road running,Infantil,0,0,A Pobra do Caramiñal,,,3AmkKEm4,SUB 12; SUB 14; SUB 16
carreirasgalegas,II CARREIRA SOLIDARIA MÓVETE POLA DIABETES,2023-07-29,Sábado,3.0,road running,Absoluta/General,0,0,A Pobra do Caramiñal,,,3AmkKEm4,ABSOLUTA + ZAPATILLA; ZAPATILLA INCLUSIVA
carreirasgalegas,II CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2023-05-20,Sábado,0.05,road running,Infantil,0,0,Ferrol,Ferrol,A Coruña,V2mJa8lM,PEQUES
carreirasgalegas,II CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2023-05-20,Sábado,0.25,road running,Infantil,0,0,Ferrol,Ferrol,A Coruña,V2mJa8lM,SUB 8
carreirasgalegas,II CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2023-05-20,Sábado,0.8,road running,Infantil,0,0,Ferrol,Ferrol,A Coruña,V2mJa8lM,SUB 10
carreirasgalegas,II CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2023-05-20,Sábado,1.0,road running,Infantil,0,0,Ferrol,Ferrol,A Coruña,V2mJa8lM,SUB 14 E SUB 12
carreirasgalegas,II CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2023-05-20,Sábado,2.0,road running,Infantil,0,0,Ferrol,Ferrol,A Coruña,V2mJa8lM,SUB 16 E SUB 18
carreirasgalegas,II CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2023-05-20,Sábado,4.999,road running,Otros,0,0,Ferrol,Ferrol,A Coruña,V2mJa8lM,DISCAPACIDADE
carreirasgalegas,II CARREIRA SOLIDARIA POLA SEGURIDADE VIARIA,2023-05-20,Sábado,5.0,road running,Absoluta/General,0,0,Ferrol,Ferrol,A Coruña,V2mJa8lM,ABSOLUTA 5K
carreirasgalegas,"II CARREIRA TERRA DO QUEIXO (ETAPA MELIDE - ARZÚA, CAMIÑO DE SANTIAGO)",2026-02-21,Sábado,13.3,road running,Absoluta/General,85,269,Melide - Arzúa,Arzúa,Galicia,njE23dlO,"CARREIRA 13,3 KM"
carreirasgalegas,II CARREIRA/ANDAINA LUCES DE ADICAM,2024-06-07,Viernes,5.3,marcha,Absoluta/General,0,0,Cangas,Terra de Lemos,Pontevedra,K4joQ2mY,ANDAINA
carreirasgalegas,II CARREIRA/ANDAINA LUCES DE ADICAM,2024-06-07,Viernes,5.3,marcha,Infantil,0,0,Cangas,Terra de Lemos,Pontevedra,K4joQ2mY,ANDAINA MENORES
carreirasgalegas,II CARREIRA/ANDAINA LUCES DE ADICAM,2024-06-07,Viernes,5.3,road running,Absoluta/General,0,0,Cangas,Terra de Lemos,Pontevedra,K4joQ2mY,CARREIRA NON COMPETITIVA
carreirasgalegas,II CARREIRA/ANDAINA LUCES DE ADICAM,2024-06-07,Viernes,5.3,road running,Infantil,0,0,Cangas,Terra de Lemos,Pontevedra,K4joQ2mY,CARREIRA MENORES NON COMPETITIVA
carreirasgalegas,"II CORRENDO ENTRE AUGA, MONDARIZ BALNEARIO",2025-11-23,Domingo,0.1,road running,Infantil,0,0,Mondariz Balneario,O Condado,Galicia,69Nb3d9x,BIBERÓNS
carreirasgalegas,"II CORRENDO ENTRE AUGA, MONDARIZ BALNEARIO",2025-11-23,Domingo,0.2,road running,Infantil,0,0,Mondariz Balneario,O Condado,Galicia,69Nb3d9x,PITUFOS
carreirasgalegas,"II CORRENDO ENTRE AUGA, MONDARIZ BALNEARIO",2025-11-23,Domingo,0.5,road running,Infantil,0,0,Mondariz Balneario,O Condado,Galicia,69Nb3d9x,SUB 10; SUB 8
carreirasgalegas,"II CORRENDO ENTRE AUGA, MONDARIZ BALNEARIO",2025-11-23,Domingo,0.75,road running,Infantil,0,0,Mondariz Balneario,O Condado,Galicia,69Nb3d9x,SUB 12
carreirasgalegas,"II CORRENDO ENTRE AUGA, MONDARIZ BALNEARIO",2025-11-23,Domingo,1.0,road running,Infantil,0,0,Mondariz Balneario,O Condado,Galicia,69Nb3d9x,SUB 14
carreirasgalegas,"II CORRENDO ENTRE AUGA, MONDARIZ BALNEARIO",2025-11-23,Domingo,1.5,road running,Infantil,2,5,Mondariz Balneario,O Condado,Galicia,69Nb3d9x,SUB 16
carreirasgalegas,"II CORRENDO ENTRE AUGA, MONDARIZ BALNEARIO",2025-11-23,Domingo,3.0,road running,Infantil,17,27,Mondariz Balneario,O Condado,Galicia,69Nb3d9x,ABSOLUTA 3K + SUB 18; SUB 18
carreirasgalegas,"II CORRENDO ENTRE AUGA, MONDARIZ BALNEARIO",2025-11-23,Domingo,8.0,road running,Absoluta/General,32,90,Mondariz Balneario,O Condado,Galicia,69Nb3d9x,ABSOLUTA 8K
carreirasgalegas,II CROS ANTIOQUIA 2020,2020-01-26,Domingo,5.999,road running,Absoluta/General,0,0,Xinzo de Limia - Sandiás,A Limia,Ourense,yalqMnl0,ABSOLUTA MASCULINA
carreirasgalegas,II CROS ANTIOQUIA 2020,2020-01-26,Domingo,6.0,road running,Absoluta/General,0,0,Xinzo de Limia - Sandiás,A Limia,Ourense,yalqMnl0,ABSOLUTA FEMININA
carreirasgalegas,II CROS CIDADE DE PONTEVEDRA,2025-11-09,Domingo,3.5,road running,Infantil,0,0,Pontevedra ,Pontevedra,Pontevedra,alq2JGm0,SUB16-18-20
carreirasgalegas,II CROS CIDADE DE PONTEVEDRA,2025-11-09,Domingo,6.0,road running,Mayores/Veteranos,0,0,Pontevedra ,Pontevedra,Pontevedra,alq2JGm0,S23-SEN-MASTER
carreirasgalegas,"II CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL""",2022-03-26,Sábado,1.0,road running,Infantil,0,0,Santiago de Compostela,,A Coruña,kLl7BZjO,CARREIRAS MENORES
carreirasgalegas,"II CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL""",2022-03-26,Sábado,2.499,marcha,Infantil,0,0,Santiago de Compostela,,A Coruña,kLl7BZjO,ANDAINA MENORES
carreirasgalegas,"II CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL""",2022-03-26,Sábado,2.5,marcha,Absoluta/General,0,0,Santiago de Compostela,,A Coruña,kLl7BZjO,ANDAINA
carreirasgalegas,"II CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL""",2022-03-26,Sábado,5.0,road running,Absoluta/General,0,0,Santiago de Compostela,,A Coruña,kLl7BZjO,CARREIRA 5KM
carreirasgalegas,"II CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL"" - APRAZADA",2020-03-28,Sábado,1.0,road running,Infantil,0,0,Santiago de Compostela,,A Coruña,0YjMP794,CARREIRAS MENORES
carreirasgalegas,"II CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL"" - APRAZADA",2020-03-28,Sábado,2.499,marcha,Infantil,0,0,Santiago de Compostela,,A Coruña,0YjMP794,ANDAINA MENORES
carreirasgalegas,"II CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL"" - APRAZADA",2020-03-28,Sábado,2.5,marcha,Absoluta/General,0,0,Santiago de Compostela,,A Coruña,0YjMP794,ANDAINA
carreirasgalegas,"II CROSS SOLIDARIO EN FAVOR DA INVESTIGACIÓN DE DUCHENNE Y BECKER ""UNHA TARDE CON SAMUEL"" - APRAZADA",2020-03-28,Sábado,5.0,road running,Otros,0,0,Santiago de Compostela,,A Coruña,0YjMP794,5KM
carreirasgalegas,"II EDICIÓN 10K ""COSTA ÁRTABRA""",2024-04-21,Domingo,1.609,road running,Absoluta/General,9,5,A Coruña,A Coruña,Galicia,L6lZDB91,MILLA
carreirasgalegas,"II EDICIÓN 10K ""COSTA ÁRTABRA""",2024-04-21,Domingo,10.0,road running,Otros,188,475,A Coruña,A Coruña,Galicia,L6lZDB91,10K
carreirasgalegas,II EDICIÓN OS 10000 PEREGRINOS 10K DEPUTACIÓN DA CORUÑA,2024-04-06,Sábado,2.0,road running,Otros,77,58,Santiago de Compostela,,A Coruña,LVjKy8mJ,2K ESC
carreirasgalegas,II EDICIÓN OS 10000 PEREGRINOS 10K DEPUTACIÓN DA CORUÑA,2024-04-06,Sábado,4.0,marcha,Absoluta/General,0,0,Santiago de Compostela,,A Coruña,LVjKy8mJ,ANDAINA
carreirasgalegas,II EDICIÓN OS 10000 PEREGRINOS 10K DEPUTACIÓN DA CORUÑA,2024-04-06,Sábado,5.0,road running,Otros,162,236,Santiago de Compostela,,A Coruña,LVjKy8mJ,5K
carreirasgalegas,II EDICIÓN OS 10000 PEREGRINOS 10K DEPUTACIÓN DA CORUÑA,2024-04-06,Sábado,10.0,road running,Otros,125,508,Santiago de Compostela,,A Coruña,LVjKy8mJ,10K
carreirasgalegas,II EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2024-05-11,Sábado,0.1,Otros,Infantil,0,0,Cerceda,Ordes,A Coruña,kLl7W3lO,PEQUES
carreirasgalegas,II EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2024-05-11,Sábado,1.0,Otros,Infantil,12,31,Cerceda,Ordes,A Coruña,kLl7W3lO,SUB 10; SUB 12
carreirasgalegas,II EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2024-05-11,Sábado,1.5,Otros,Infantil,1,10,Cerceda,Ordes,A Coruña,kLl7W3lO,SUB 14
carreirasgalegas,II EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2024-05-11,Sábado,2.5,Otros,Infantil,0,4,Cerceda,Ordes,A Coruña,kLl7W3lO,SUB 16 E SUB 18
carreirasgalegas,II EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2024-05-11,Sábado,4.0,marcha,Absoluta/General,0,0,Cerceda,Ordes,A Coruña,kLl7W3lO,ANDAINA
carreirasgalegas,II EDICIÓN OS 11 DAS VÍAS - CONCELLO DE CERCEDA,2024-05-11,Sábado,11.0,Otros,Otros,47,101,Cerceda,Ordes,A Coruña,kLl7W3lO,11 K
carreirasgalegas,II MEDIA MARATÓN CONCELLO DE VILAGARCIA DE AROUSA 2024,2024-11-24,Domingo,21.097,road running,Absoluta/General,127,633,Vilagarcía de Arousa,,Pontevedra,5a9aYN9B,CAMPIONATO MM; MEDIA MARATÓN
carreirasgalegas,II MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,2023-07-09,Domingo,1.5,road running,Infantil,0,0,Oroso,Ordes,A Coruña,Maj4A7l4,"1,5K MENORES (10-13 ANOS)"
carreirasgalegas,II MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,2023-07-09,Domingo,3.0,road running,Infantil,0,0,Oroso,Ordes,A Coruña,Maj4A7l4,3K MENORES (14-17 ANOS)
carreirasgalegas,II MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,2023-07-09,Domingo,10.0,road running,Otros,0,0,Oroso,Ordes,A Coruña,Maj4A7l4,10K
carreirasgalegas,II MEDIA MARATÓN E 10QM CAMIÑO INGLÉS - RED STELAR,2023-07-09,Domingo,21.0,road running,Otros,0,0,Oroso,Ordes,A Coruña,Maj4A7l4,21K
carreirasgalegas,II MILLA DA HISPANIDAD,2025-10-12,Domingo,0.1,road running,Absoluta/General,0,0,Ribeira,A Barbanza,A Coruña,yalq6qm0,SOLDADIÑOS
carreirasgalegas,II MILLA DA HISPANIDAD,2025-10-12,Domingo,0.35,road running,Infantil,5,6,Ribeira,A Barbanza,A Coruña,yalq6qm0,SUB 8
carreirasgalegas,II MILLA DA HISPANIDAD,2025-10-12,Domingo,0.5,road running,Infantil,7,6,Ribeira,A Barbanza,A Coruña,yalq6qm0,SUB 10
carreirasgalegas,II MILLA DA HISPANIDAD,2025-10-12,Domingo,1.0,road running,Absoluta/General,0,0,Ribeira,A Barbanza,A Coruña,yalq6qm0,ZAPATILLA INCLUSIVA
carreirasgalegas,II MILLA DA HISPANIDAD,2025-10-12,Domingo,1.0,road running,Infantil,9,13,Ribeira,A Barbanza,A Coruña,yalq6qm0,SUB 12 E SUB 14 + ZAPATILLA INC.
carreirasgalegas,II MILLA DA HISPANIDAD,2025-10-12,Domingo,1.609,road running,Absoluta/General,6,21,Ribeira,A Barbanza,A Coruña,yalq6qm0,S20-23-SEN-M1
carreirasgalegas,II MILLA DA HISPANIDAD,2025-10-12,Domingo,1.609,road running,Infantil,5,8,Ribeira,A Barbanza,A Coruña,yalq6qm0,SUB 16 E SUB 18
carreirasgalegas,II MILLA DA HISPANIDAD,2025-10-12,Domingo,1.609,road running,Mayores/Veteranos,7,16,Ribeira,A Barbanza,A Coruña,yalq6qm0,MÁSTER 2-M3-M4
carreirasgalegas,II POPULAR FARO RONCUDO,2022-04-10,Domingo,0.2,road running,Infantil,0,0,Corme Porto (Ponteceso),Bergantiños,Galicia,gV9L2plJ,SUB 8
carreirasgalegas,II POPULAR FARO RONCUDO,2022-04-10,Domingo,0.5,road running,Infantil,0,0,Corme Porto (Ponteceso),Bergantiños,Galicia,gV9L2plJ,SUB 10
carreirasgalegas,II POPULAR FARO RONCUDO,2022-04-10,Domingo,1.0,road running,Infantil,0,0,Corme Porto (Ponteceso),Bergantiños,Galicia,gV9L2plJ,SUB 14 E SUB 12
carreirasgalegas,II POPULAR FARO RONCUDO,2022-04-10,Domingo,2.0,road running,Infantil,0,0,Corme Porto (Ponteceso),Bergantiños,Galicia,gV9L2plJ,SUB 18 E SUB 16
carreirasgalegas,II POPULAR FARO RONCUDO,2022-04-10,Domingo,6.2,road running,Absoluta/General,0,0,Corme Porto (Ponteceso),Bergantiños,Galicia,gV9L2plJ,"CARREIRA 6,2 KM"
carreirasgalegas,II SAN SILVESTRE O PINO,2025-12-27,Sábado,0.165,Otros,Infantil,0,0,O Pino,Arzúa,Galicia,69Nbbd9x,ESCOLARES 1
carreirasgalegas,II SAN SILVESTRE O PINO,2025-12-27,Sábado,0.34,Otros,Infantil,0,0,O Pino,Arzúa,Galicia,69Nbbd9x,ESCOLARES 2
carreirasgalegas,II SAN SILVESTRE O PINO,2025-12-27,Sábado,1.0,Otros,Infantil,0,0,O Pino,Arzúa,Galicia,69Nbbd9x,ESCOLARES 3
carreirasgalegas,II SAN SILVESTRE O PINO,2025-12-27,Sábado,4.0,Otros,Absoluta/General,37,71,O Pino,Arzúa,Galicia,69Nbbd9x,ABS (2014 ATA 16 ANOS); ABS +17 ANOS
carreirasgalegas,II SUBIDA A SAN CIDRE XACODESAFÍO 2020,2020-03-01,Domingo,0.5,Otros,Infantil,0,0,Toques,Terra de Melide,A Coruña,ypldgMjR,SUB 10 E PREBENX
carreirasgalegas,II SUBIDA A SAN CIDRE XACODESAFÍO 2020,2020-03-01,Domingo,1.6,Otros,Infantil,0,0,Toques,Terra de Melide,A Coruña,ypldgMjR,SUB 14 E SUB 12
carreirasgalegas,II SUBIDA A SAN CIDRE XACODESAFÍO 2020,2020-03-01,Domingo,2.2,Otros,Infantil,0,0,Toques,Terra de Melide,A Coruña,ypldgMjR,SUB 16 E SUB 18+
carreirasgalegas,II SUBIDA A SAN CIDRE XACODESAFÍO 2020,2020-03-01,Domingo,13.0,Otros,Otros,0,0,Toques,Terra de Melide,A Coruña,ypldgMjR,13KM
carreirasgalegas,II TRAIL - CROS COMARCA DO ULLA TAMBRE,2023-04-23,Domingo,5.0,marcha,Absoluta/General,0,0,O Pino,Arzúa,Galicia,vojQnxlx,ANDAINA
carreirasgalegas,II TRAIL - CROS COMARCA DO ULLA TAMBRE,2023-04-23,Domingo,18.0,trail running,Absoluta/General,0,0,O Pino,Arzúa,Galicia,vojQnxlx,TRAIL - CROS
carreirasgalegas,II TRAIL CAMPOSANCOS Ó SOLPOR 2025,2025-06-21,Sábado,8.0,marcha,Absoluta/General,0,0,A Guarda,O Baixo Miño,Galicia,Maj4Xpj4,ANDAINA
carreirasgalegas,II TRAIL CAMPOSANCOS Ó SOLPOR 2025,2025-06-21,Sábado,8.0,trail running,Absoluta/General,36,77,A Guarda,O Baixo Miño,Galicia,Maj4Xpj4,TRAIL CURTO
