ciutat,comarca_regio,coord_1,coord_2,data,distancia_m,en_meta,en_meta_d,en_meta_h,en_meta_other,esport,estat_cursa,event_numeric_id,event_slug,event_url,inscrits_d,inscrits_h,inscrits_other,modalitat_id,modalitat_nom,no_presentats,no_presentats_d,no_presentats_h,no_presentats_other,nom_cursa,pais,provincia_estat,retirats,retirats_d,retirats_h,retirats_other,sortida_donada,sortida_donada_d,sortida_donada_h,sortida_donada_other,total_inscrits
Montitxelvo/montichelvo,,38.8910001,-0.3391361,2026-05-01T00:00:00Z,11690,191,114,77,,trail_running,finished_official,3360,viii-gran-fons-penyes-albes-montitxelvo-2026,https://www.mychip.es/e/viii-gran-fons-penyes-albes-montitxelvo-2026,141,97,,699d409fab54cd1d96248b67,Sender,41,23,16,,"IX GRAN FONS PENYES ALBES, MONTITXELVO - 2026",Spain,Valencian Community,6,2,4,,197,116,81,,238
Benigembla,la Marina Alta,38.7545744,-0.1110121,2026-04-26T00:00:00Z,22000,99,25,74,,trail_running,finished_official,3279,iii-badall-trail-benigembla-ctm-2526,https://www.mychip.es/e/iii-badall-trail-benigembla-ctm-2526,27,81,,68791cbcf9ea67cafd5e0dbe,"Badall Trail, Mitjes CTM",9,2,7,,"III Badall Trail, Benigembla, CTM 25/26",España,Comunitat Valenciana,,0,0,,99,25,74,,108
Benigembla,la Marina Alta,38.7545744,-0.1110121,2026-04-26T00:00:00Z,15000,185,51,134,,trail_running,finished_official,3279,iii-badall-trail-benigembla-ctm-2526,https://www.mychip.es/e/iii-badall-trail-benigembla-ctm-2526,60,150,,68791cbdf9ea67cafd5e0dbf,"Penya Blanca, Sprint CTM",25,9,16,,"III Badall Trail, Benigembla, CTM 25/26",España,Comunitat Valenciana,,0,0,,185,51,134,,210
Massanassa,,39.4126134,-0.3995758,2026-04-25T00:00:00Z,5000,101,40,61,,running,finished_official,3352,5k-massanassa-per-la-igualtat-2026,https://www.mychip.es/e/5k-massanassa-per-la-igualtat-2026,120,145,,697b4a7a63b001c39fc0ec2e,5k Corriendo.,164,77,78,,5k Massanassa per la igualtat 2026,Spain,Valencian Community,,0,0,,101,40,61,,265
Massanassa,,39.4126134,-0.3995758,2026-04-25T00:00:00Z,3000,,0,0,,running,finished_official,3352,5k-massanassa-per-la-igualtat-2026,https://www.mychip.es/e/5k-massanassa-per-la-igualtat-2026,227,56,,697b4a7b63b001c39fc0ec2f,3k Caminata,283,0,0,,5k Massanassa per la igualtat 2026,Spain,Valencian Community,,0,0,,283,0,0,,283
Onda,la Plana Baixa,39.9688827,-0.2654277,2026-04-25T00:00:00Z,,,0,0,,climbing,finished_official,3364,campeonato-autonomico-de-escalada-de-dificultad-femecv-26-onda,https://www.mychip.es/e/campeonato-autonomico-de-escalada-de-dificultad-femecv-26-onda,11,21,,69bd5c258044d48c4171c69b,Campionat,32,0,0,,"Campeonato Autonómico de Escalada de dificultad, Femecv 26, Onda",España,Comunitat Valenciana,,0,0,,32,0,0,,32
Xàtiva,,38.9881141,-0.5204345,2026-04-19T00:00:00Z,,,0,0,0,trail_running,finished_official,3316,x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,https://www.mychip.es/e/x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,0,0,17,690cac289af6f4c389697fce,Dorsal 0,17,0,0,0,"X PERIMETRAIL RETT SERRA VERNISSA, Lliga de Muntanya València Sud. 25/26",Spain,Valencian Community,,0,0,0,17,0,0,0,17
Xàtiva,,38.9881141,-0.5204345,2026-04-19T00:00:00Z,21000,171,18,153,,trail_running,finished_official,3316,x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,https://www.mychip.es/e/x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,25,183,,690cac259af6f4c389697fca,"TRAIL 21K 1650M+, LMVS Mitjes",26,4,22,,"X PERIMETRAIL RETT SERRA VERNISSA, Lliga de Muntanya València Sud. 25/26",Spain,Valencian Community,11,3,8,,182,21,161,,208
Xàtiva,,38.9881141,-0.5204345,2026-04-19T00:00:00Z,12000,343,91,252,,trail_running,finished_official,3316,x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,https://www.mychip.es/e/x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,100,285,,690cac269af6f4c389697fcb,"SPRINT TRAIL, 12km 780M+, LMVS SPRINT",36,6,30,,"X PERIMETRAIL RETT SERRA VERNISSA, Lliga de Muntanya València Sud. 25/26",Spain,Valencian Community,6,3,3,,349,94,255,,385
Xàtiva,,38.9881141,-0.5204345,2026-04-19T00:00:00Z,8000,54,16,38,,trail_running,finished_official,3316,x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,https://www.mychip.es/e/x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,24,52,,690cac269af6f4c389697fcc,"CANICROSS, 8K, 315M+",22,8,14,,"X PERIMETRAIL RETT SERRA VERNISSA, Lliga de Muntanya València Sud. 25/26",Spain,Valencian Community,,0,0,,54,16,38,,76
Xàtiva,,38.9881141,-0.5204345,2026-04-19T00:00:00Z,8000,,0,0,,trail_running,finished_official,3316,x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,https://www.mychip.es/e/x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,215,131,,690cac279af6f4c389697fcd,"SENDER, 8K, 315M+",346,212,126,,"X PERIMETRAIL RETT SERRA VERNISSA, Lliga de Muntanya València Sud. 25/26",Spain,Valencian Community,,0,0,,0,0,0,,346
Forna,,38.875491,-0.1713394,2026-04-11T00:00:00Z,64000,102,8,94,,trail_running,finished_official,3278,xvi-botamarges-v-trenclosques-forna-ctm-2526,https://www.mychip.es/e/xvi-botamarges-v-trenclosques-forna-ctm-2526,9,115,,6879193802641fa5cc1b6cf5,"BTMU, Botamarges Ultramaratón",2,0,2,,"XVI Botamarges, Forna, CTM 25/26",Spain,Valencian Community,20,1,19,,122,9,113,,124
Forna,,38.875491,-0.1713394,2026-04-11T00:00:00Z,21000,142,23,119,,trail_running,finished_official,3278,xvi-botamarges-v-trenclosques-forna-ctm-2526,https://www.mychip.es/e/xvi-botamarges-v-trenclosques-forna-ctm-2526,24,135,,6879193902641fa5cc1b6cf6,"BTMM, Botamarges Mitja Marató, Mitjes CTM",10,0,10,,"XVI Botamarges, Forna, CTM 25/26",Spain,Valencian Community,7,1,6,,149,24,125,,159
Forna,,38.875491,-0.1713394,2026-04-11T00:00:00Z,13000,195,66,129,,trail_running,finished_official,3278,xvi-botamarges-v-trenclosques-forna-ctm-2526,https://www.mychip.es/e/xvi-botamarges-v-trenclosques-forna-ctm-2526,71,141,,6879193902641fa5cc1b6cf7,"BTMS, Botamarges Sprint Trail",16,5,11,,"XVI Botamarges, Forna, CTM 25/26",Spain,Valencian Community,1,0,1,,196,66,130,,212
Benigembla,la Marina Alta,38.7545744,-0.1110121,2026-04-26T00:00:00Z,22000,99,25,74,,trail_running,finished_official,3279,iii-badall-trail-benigembla-ctm-2526,https://www.mychip.es/e/iii-badall-trail-benigembla-ctm-2526,27,81,,68791cbcf9ea67cafd5e0dbe,"Badall Trail, Mitjes CTM",9,2,7,,"III Badall Trail, Benigembla, CTM 25/26",España,Comunitat Valenciana,,0,0,,99,25,74,,108
Benigembla,la Marina Alta,38.7545744,-0.1110121,2026-04-26T00:00:00Z,15000,185,51,134,,trail_running,finished_official,3279,iii-badall-trail-benigembla-ctm-2526,https://www.mychip.es/e/iii-badall-trail-benigembla-ctm-2526,60,150,,68791cbdf9ea67cafd5e0dbf,"Penya Blanca, Sprint CTM",25,9,16,,"III Badall Trail, Benigembla, CTM 25/26",España,Comunitat Valenciana,,0,0,,185,51,134,,210
Massanassa,,39.4126134,-0.3995758,2026-04-25T00:00:00Z,5000,101,40,61,,running,finished_official,3352,5k-massanassa-per-la-igualtat-2026,https://www.mychip.es/e/5k-massanassa-per-la-igualtat-2026,120,145,,697b4a7a63b001c39fc0ec2e,5k Corriendo.,164,77,78,,5k Massanassa per la igualtat 2026,Spain,Valencian Community,,0,0,,101,40,61,,265
Massanassa,,39.4126134,-0.3995758,2026-04-25T00:00:00Z,3000,,0,0,,running,finished_official,3352,5k-massanassa-per-la-igualtat-2026,https://www.mychip.es/e/5k-massanassa-per-la-igualtat-2026,227,56,,697b4a7b63b001c39fc0ec2f,3k Caminata,283,0,0,,5k Massanassa per la igualtat 2026,Spain,Valencian Community,,0,0,,283,0,0,,283
Onda,la Plana Baixa,39.9688827,-0.2654277,2026-04-25T00:00:00Z,,,0,0,,climbing,finished_official,3364,campeonato-autonomico-de-escalada-de-dificultad-femecv-26-onda,https://www.mychip.es/e/campeonato-autonomico-de-escalada-de-dificultad-femecv-26-onda,11,21,,69bd5c258044d48c4171c69b,Campionat,32,0,0,,"Campeonato Autonómico de Escalada de dificultad, Femecv 26, Onda",España,Comunitat Valenciana,,0,0,,32,0,0,,32
Xàtiva,,38.9881141,-0.5204345,2026-04-19T00:00:00Z,,,0,0,0,trail_running,finished_official,3316,x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,https://www.mychip.es/e/x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,0,0,17,690cac289af6f4c389697fce,Dorsal 0,17,0,0,0,"X PERIMETRAIL RETT SERRA VERNISSA, Lliga de Muntanya València Sud. 25/26",Spain,Valencian Community,,0,0,0,17,0,0,0,17
Xàtiva,,38.9881141,-0.5204345,2026-04-19T00:00:00Z,21000,171,18,153,,trail_running,finished_official,3316,x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,https://www.mychip.es/e/x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,25,183,,690cac259af6f4c389697fca,"TRAIL 21K 1650M+, LMVS Mitjes",26,4,22,,"X PERIMETRAIL RETT SERRA VERNISSA, Lliga de Muntanya València Sud. 25/26",Spain,Valencian Community,11,3,8,,182,21,161,,208
Xàtiva,,38.9881141,-0.5204345,2026-04-19T00:00:00Z,12000,343,91,252,,trail_running,finished_official,3316,x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,https://www.mychip.es/e/x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,100,285,,690cac269af6f4c389697fcb,"SPRINT TRAIL, 12km 780M+, LMVS SPRINT",36,6,30,,"X PERIMETRAIL RETT SERRA VERNISSA, Lliga de Muntanya València Sud. 25/26",Spain,Valencian Community,6,3,3,,349,94,255,,385
Xàtiva,,38.9881141,-0.5204345,2026-04-19T00:00:00Z,8000,54,16,38,,trail_running,finished_official,3316,x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,https://www.mychip.es/e/x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,24,52,,690cac269af6f4c389697fcc,"CANICROSS, 8K, 315M+",22,8,14,,"X PERIMETRAIL RETT SERRA VERNISSA, Lliga de Muntanya València Sud. 25/26",Spain,Valencian Community,,0,0,,54,16,38,,76
Xàtiva,,38.9881141,-0.5204345,2026-04-19T00:00:00Z,8000,,0,0,,trail_running,finished_official,3316,x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,https://www.mychip.es/e/x-perimetrail-rett-serra-vernissa-lliga-de-muntanya-valencia-sud-2526,215,131,,690cac279af6f4c389697fcd,"SENDER, 8K, 315M+",346,212,126,,"X PERIMETRAIL RETT SERRA VERNISSA, Lliga de Muntanya València Sud. 25/26",Spain,Valencian Community,,0,0,,0,0,0,,346
Forna,,38.875491,-0.1713394,2026-04-11T00:00:00Z,64000,102,8,94,,trail_running,finished_official,3278,xvi-botamarges-v-trenclosques-forna-ctm-2526,https://www.mychip.es/e/xvi-botamarges-v-trenclosques-forna-ctm-2526,9,115,,6879193802641fa5cc1b6cf5,"BTMU, Botamarges Ultramaratón",2,0,2,,"XVI Botamarges, Forna, CTM 25/26",Spain,Valencian Community,20,1,19,,122,9,113,,124
Forna,,38.875491,-0.1713394,2026-04-11T00:00:00Z,21000,142,23,119,,trail_running,finished_official,3278,xvi-botamarges-v-trenclosques-forna-ctm-2526,https://www.mychip.es/e/xvi-botamarges-v-trenclosques-forna-ctm-2526,24,135,,6879193902641fa5cc1b6cf6,"BTMM, Botamarges Mitja Marató, Mitjes CTM",10,0,10,,"XVI Botamarges, Forna, CTM 25/26",Spain,Valencian Community,7,1,6,,149,24,125,,159
Forna,,38.875491,-0.1713394,2026-04-11T00:00:00Z,13000,195,66,129,,trail_running,finished_official,3278,xvi-botamarges-v-trenclosques-forna-ctm-2526,https://www.mychip.es/e/xvi-botamarges-v-trenclosques-forna-ctm-2526,71,141,,6879193902641fa5cc1b6cf7,"BTMS, Botamarges Sprint Trail",16,5,11,,"XVI Botamarges, Forna, CTM 25/26",Spain,Valencian Community,1,0,1,,196,66,130,,212
Riópar,,38.4988169,-2.4165477,2026-04-10T00:00:00Z,70000,239,77,162,,trail_running,finished_official,3310,desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,https://www.mychip.es/e/desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,94,219,,68ee481155d2bbdd6cbfb252,70k,32,8,24,,"DESAFÍO CALAR DEL RÍO MUNDO 2026, Campeonato de España Ultra  de Selecciones Autonómicas. FEDME.",Spain,Castile-La Mancha,41,9,32,,281,86,195,,313
Riópar,,38.4988169,-2.4165477,2026-04-10T00:00:00Z,45000,245,38,207,,trail_running,finished_official,3310,desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,https://www.mychip.es/e/desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,45,247,,68ee481155d2bbdd6cbfb253,45k ,34,4,30,,"DESAFÍO CALAR DEL RÍO MUNDO 2026, Campeonato de España Ultra  de Selecciones Autonómicas. FEDME.",Spain,Castile-La Mancha,13,3,10,,258,41,217,,292
Riópar,,38.4988169,-2.4165477,2026-04-10T00:00:00Z,25000,250,59,191,,trail_running,finished_official,3310,desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,https://www.mychip.es/e/desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,68,230,,68ee481255d2bbdd6cbfb254,"25k, Trail",40,8,32,,"DESAFÍO CALAR DEL RÍO MUNDO 2026, Campeonato de España Ultra  de Selecciones Autonómicas. FEDME.",Spain,Castile-La Mancha,3,0,3,,258,60,198,,298
Riópar,,38.4988169,-2.4165477,2026-04-10T00:00:00Z,15000,139,55,84,,trail_running,finished_official,3310,desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,https://www.mychip.es/e/desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,72,111,,68ee481255d2bbdd6cbfb255,15k. Sprint Trail,44,17,26,,"DESAFÍO CALAR DEL RÍO MUNDO 2026, Campeonato de España Ultra  de Selecciones Autonómicas. FEDME.",Spain,Castile-La Mancha,,0,0,,139,55,84,,183
Riópar,,38.4988169,-2.4165477,2026-04-10T00:00:00Z,15000,62,36,26,,trail_running,finished_official,3310,desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,https://www.mychip.es/e/desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,52,35,,68ee481355d2bbdd6cbfb256,15k Senderista,25,16,9,,"DESAFÍO CALAR DEL RÍO MUNDO 2026, Campeonato de España Ultra  de Selecciones Autonómicas. FEDME.",Spain,Castile-La Mancha,,0,0,,62,36,26,,87
Riópar,,38.4988169,-2.4165477,2026-04-10T00:00:00Z,,,0,0,0,trail_running,finished_official,3310,desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,https://www.mychip.es/e/desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,0,1,79,68ee481455d2bbdd6cbfb257,Asistencia,80,0,0,0,"DESAFÍO CALAR DEL RÍO MUNDO 2026, Campeonato de España Ultra  de Selecciones Autonómicas. FEDME.",Spain,Castile-La Mancha,,0,0,0,80,0,0,0,80
Riópar,,38.4988169,-2.4165477,2026-04-10T00:00:00Z,,,0,0,,trail_running,finished_official,3310,desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,https://www.mychip.es/e/desafio-calar-del-rio-mundo-2025-campeonato-de-espana-ultra-fedme,0,0,,69ae722b51fccf95b1aaa59c,100k,0,0,0,,"DESAFÍO CALAR DEL RÍO MUNDO 2026, Campeonato de España Ultra  de Selecciones Autonómicas. FEDME.",Spain,Castile-La Mancha,,0,0,,0,0,0,,0
Pego,la Marina Alta,38.8403516,-0.1196726,2026-03-29T00:00:00Z,20000,179,37,142,,trail_running,finished_official,3277,vii-pego-trail-pego-ctm-2526,https://www.mychip.es/e/vii-pego-trail-pego-ctm-2526,42,164,,687915b445079980aacca446,"20k, Mitjes CTM",23,4,19,,"VII PEGO TRAIL, Pego, CTM 25/26",España,Comunitat Valenciana,,0,0,,183,38,145,,206
Pego,la Marina Alta,38.8403516,-0.1196726,2026-03-29T00:00:00Z,14000,271,75,196,,trail_running,finished_official,3277,vii-pego-trail-pego-ctm-2526,https://www.mychip.es/e/vii-pego-trail-pego-ctm-2526,93,222,,687915b445079980aacca447,"Sprint Trail, Sprint CTM",39,17,22,,"VII PEGO TRAIL, Pego, CTM 25/26",España,Comunitat Valenciana,1,0,1,,276,76,200,,315
Pego,la Marina Alta,38.8403516,-0.1196726,2026-03-29T00:00:00Z,12000,76,31,45,,trail_running,finished_official,3277,vii-pego-trail-pego-ctm-2526,https://www.mychip.es/e/vii-pego-trail-pego-ctm-2526,37,48,,687915b545079980aacca448,Sender,8,6,2,,"VII PEGO TRAIL, Pego, CTM 25/26",España,Comunitat Valenciana,1,0,1,,77,31,46,,85
Finestrat,la Marina Baixa,38.5683305,-0.2099174,2026-03-29T00:00:00Z,3600,98,31,67,,trail_running,finished_official,3347,campionat-autonomic-de-kv-femecv-2026-finestrat,https://www.mychip.es/e/campionat-autonomic-de-kv-femecv-2026-finestrat,32,82,,695a23c6f46fabf35aec8961,Absoluta FEMECV,15,1,14,,"Campionat Autonòmic de KV FEMECV 2026, Finestrat",España,Comunitat Valenciana,1,0,1,,99,31,68,,114
Finestrat,la Marina Baixa,38.5683305,-0.2099174,2026-03-29T00:00:00Z,3600,6,3,3,,trail_running,finished_official,3347,campionat-autonomic-de-kv-femecv-2026-finestrat,https://www.mychip.es/e/campionat-autonomic-de-kv-femecv-2026-finestrat,3,4,,695a23c7f46fabf35aec8962,Júnior FEMECV,1,0,1,,"Campionat Autonòmic de KV FEMECV 2026, Finestrat",España,Comunitat Valenciana,,0,0,,6,3,3,,7
Finestrat,la Marina Baixa,38.5683305,-0.2099174,2026-03-29T00:00:00Z,3600,4,1,3,,trail_running,finished_official,3347,campionat-autonomic-de-kv-femecv-2026-finestrat,https://www.mychip.es/e/campionat-autonomic-de-kv-femecv-2026-finestrat,2,3,,695a23c7f46fabf35aec8963,Juvenil FEMECV,1,1,0,,"Campionat Autonòmic de KV FEMECV 2026, Finestrat",España,Comunitat Valenciana,,0,0,,4,1,3,,5
Finestrat,la Marina Baixa,38.5683305,-0.2099174,2026-03-29T00:00:00Z,3600,7,1,6,,trail_running,finished_official,3347,campionat-autonomic-de-kv-femecv-2026-finestrat,https://www.mychip.es/e/campionat-autonomic-de-kv-femecv-2026-finestrat,2,6,,695a23c8f46fabf35aec8964,Cadete FEMECV,1,1,0,,"Campionat Autonòmic de KV FEMECV 2026, Finestrat",España,Comunitat Valenciana,,0,0,,7,1,6,,8
Finestrat,la Marina Baixa,38.5683305,-0.2099174,2026-03-29T00:00:00Z,1200,5,1,4,,trail_running,finished_official,3347,campionat-autonomic-de-kv-femecv-2026-finestrat,https://www.mychip.es/e/campionat-autonomic-de-kv-femecv-2026-finestrat,1,4,,695a23c9f46fabf35aec8965,Infantil FEMECV,0,0,0,,"Campionat Autonòmic de KV FEMECV 2026, Finestrat",España,Comunitat Valenciana,,0,0,,5,1,4,,5
Finestrat,la Marina Baixa,38.5683305,-0.2099174,2026-03-29T00:00:00Z,3600,,0,0,,trail_running,finished_official,3347,campionat-autonomic-de-kv-femecv-2026-finestrat,https://www.mychip.es/e/campionat-autonomic-de-kv-femecv-2026-finestrat,0,0,,695a23c9f46fabf35aec8966,"Invidentes, FEMECV",0,0,0,,"Campionat Autonòmic de KV FEMECV 2026, Finestrat",España,Comunitat Valenciana,,0,0,,0,0,0,,0
Finestrat,la Marina Baixa,38.5683305,-0.2099174,2026-03-29T00:00:00Z,3600,56,10,46,,trail_running,finished_official,3347,campionat-autonomic-de-kv-femecv-2026-finestrat,https://www.mychip.es/e/campionat-autonomic-de-kv-femecv-2026-finestrat,11,55,,696f4952a5dd6f45adcc838d,Open,10,1,9,,"Campionat Autonòmic de KV FEMECV 2026, Finestrat",España,Comunitat Valenciana,,0,0,,56,10,46,,66
Montanejos,,40.0685482,-0.5237265,2026-03-28T00:00:00Z,,,0,0,,trail_running,finished_official,3359,raid-de-deportes-de-montana-montanejos-femecv-2026,https://www.mychip.es/e/raid-de-deportes-de-montana-montanejos-femecv-2026,0,0,,6995cba466db511b0d509394,Equipos 2 componentes,0,0,0,,"Raid de deportes de Montaña Montanejos, FEMECV 2026",Spain,Valencian Community,,0,0,,0,0,0,,0
Montanejos,,40.0685482,-0.5237265,2026-03-28T00:00:00Z,,,0,0,,trail_running,finished_official,3359,raid-de-deportes-de-montana-montanejos-femecv-2026,https://www.mychip.es/e/raid-de-deportes-de-montana-montanejos-femecv-2026,0,0,,6995c820b3f8cde5e024e740,Equipos 3 componentes,0,0,0,,"Raid de deportes de Montaña Montanejos, FEMECV 2026",Spain,Valencian Community,,0,0,,0,0,0,,0
Montanejos,,40.0685482,-0.5237265,2026-03-28T00:00:00Z,,,0,0,,trail_running,finished_official,3359,raid-de-deportes-de-montana-montanejos-femecv-2026,https://www.mychip.es/e/raid-de-deportes-de-montana-montanejos-femecv-2026,0,0,,6996e4e4a7d4ec635ee4ace1,Equipos 4 componentes,0,0,0,,"Raid de deportes de Montaña Montanejos, FEMECV 2026",Spain,Valencian Community,,0,0,,0,0,0,,0
Senija,la Marina Alta,38.7288616,0.0413621,2026-03-22T00:00:00Z,22700,82,20,62,,trail_running,finished_official,3276,cami-bandolers-senija-ctm-2526,https://www.mychip.es/e/cami-bandolers-senija-ctm-2526,22,75,,6879123045079980aacca442,"22,7k, Mitjes CTM",13,1,12,,"Camí Bandolers, Senija, CTM 25/26",España,Comunitat Valenciana,2,1,1,,84,21,63,,97
Senija,la Marina Alta,38.7288616,0.0413621,2026-03-22T00:00:00Z,12500,267,73,194,,trail_running,finished_official,3276,cami-bandolers-senija-ctm-2526,https://www.mychip.es/e/cami-bandolers-senija-ctm-2526,81,215,,6879123145079980aacca443,"Sprint Trail, Sprint CTM",28,8,20,,"Camí Bandolers, Senija, CTM 25/26",España,Comunitat Valenciana,1,0,1,,268,73,195,,296
Senija,la Marina Alta,38.7288616,0.0413621,2026-03-22T00:00:00Z,12500,57,24,33,,trail_running,finished_official,3276,cami-bandolers-senija-ctm-2526,https://www.mychip.es/e/cami-bandolers-senija-ctm-2526,27,41,,6879123145079980aacca444,Sender,10,3,7,,"Camí Bandolers, Senija, CTM 25/26",España,Comunitat Valenciana,1,0,1,,58,24,34,,68
Carrícola,,38.8400855,-0.4716003,2026-03-22T00:00:00Z,21000,416,81,335,,trail_running,finished_official,3325,xiv-mimamuca-carricola-2026,https://www.mychip.es/e/xiv-mimamuca-carricola-2026,103,431,,6932fcb9bcc35c03a3938589,Mimamuca,110,19,91,,"XIV MIMAMUCA,  Carrícola 2026",Spain,Valencian Community,8,3,5,,424,84,340,,534
La Vilavella,,39.8588269,-0.1843838,2026-03-21T00:00:00Z,63000,237,36,201,,trail_running,finished_official,3301,gr36-2026-montanejos-vilavella,https://www.mychip.es/e/gr36-2026-montanejos-vilavella,45,241,,68d3ed9327812643fc916ce6,GR36,32,5,27,,"GR36. 2026, MONTANEJOS - VILAVELLA",Spain,Valencian Community,17,4,13,,254,40,214,,286
Beniardà,la Marina Baixa,38.6834229,-0.2164086,2026-03-21T00:00:00Z,12000,88,39,49,,trail_running,finished_official,3318,per-lautisme-donem-la-volta-al-panta-guadalest-2026,https://www.mychip.es/e/per-lautisme-donem-la-volta-al-panta-guadalest-2026,43,60,,691dbe0ee99f2f50a028ac75,Volta al Pantà,15,4,11,,"Volta al Pantà, Guadalest 2026",España,Comunitat Valenciana,,0,0,,88,39,49,,103
Beniardà,la Marina Baixa,38.6834229,-0.2164086,2026-03-21T00:00:00Z,12000,60,38,22,,trail_running,finished_official,3318,per-lautisme-donem-la-volta-al-panta-guadalest-2026,https://www.mychip.es/e/per-lautisme-donem-la-volta-al-panta-guadalest-2026,50,29,,691dbe0fe99f2f50a028ac76,Caminada al Pantà,19,12,7,,"Volta al Pantà, Guadalest 2026",España,Comunitat Valenciana,,0,0,,60,38,22,,79
Beniardà,la Marina Baixa,38.6834229,-0.2164086,2026-03-21T00:00:00Z,,,0,0,0,trail_running,finished_official,3318,per-lautisme-donem-la-volta-al-panta-guadalest-2026,https://www.mychip.es/e/per-lautisme-donem-la-volta-al-panta-guadalest-2026,0,0,4,691dbe0fe99f2f50a028ac77,Dorsal 0,4,0,0,0,"Volta al Pantà, Guadalest 2026",España,Comunitat Valenciana,,0,0,0,4,0,0,0,4
Algorfa,,38.0849376,-0.7966767,2026-03-15T00:00:00Z,11540,82,30,52,,trail_running,finished_official,3355,2-prueba-de-copa-de-mn-femecv-2026-algorfa,https://www.mychip.es/e/2-prueba-de-copa-de-mn-femecv-2026-algorfa,31,57,,6983337aefbea6f4302c7518,Absoluta  FEMECV,5,1,4,,"2ª Prueba de Copa de MN FEMECV 2026, Algorfa",España,Comunitat Valenciana,1,0,1,,83,30,53,,88
